DESCEND_exit_d,DESCEND_exit_z,DESCEND_in_d,DESCEND_in_grasped,DESCEND_in_z,OPEN_exit_d,OPEN_exit_z,OPEN_in_d,OPEN_in_grasped,OPEN_in_z,RECENTER_exit_d,RECENTER_exit_z,RECENTER_in_d,RECENTER_in_grasped,RECENTER_in_z,RETRACT_in_d,RETRACT_in_grasped,RETRACT_in_z,TRANSPORT_exit_d,TRANSPORT_exit_z,d_min,eef_x,eef_y,eef_z,end_d,end_grasped,end_z,episode,grip_w,joint_idx,joint_margin,n_DESCEND,n_OPEN,n_RECENTER,n_RETRACT,n_TRANSPORT,phase,reach_xy,steps,success,tag
0.00605173921212554,1.029901146888733,0.026128366589546204,1,1.08140230178833,0.009992198087275028,0.9549471139907837,0.00605173921212554,1,1.029901146888733,0.026128366589546204,1.08140230178833,0.15814301371574402,1,1.0624194145202637,0.009992198087275028,0,0.9549471139907837,0.15814301371574402,1.0624194145202637,0.16516810655593872,0.19312536544069497,0.1664287232030227,1.0475510633095177,0.012279977090656757,0,0.8419143557548523,0,0.0725790554043654,6,0.38626687481394395,30,8,23,2,55,DONE_OK,0.25494298712376917,118,1,p2_int8
0.047786895185709,1.0747791528701782,0.04413698613643646,1,1.124800682067871,0.10264865309000015,0.9232388138771057,0.047786895185709,0,1.0747791528701782,0.04413698613643646,1.124800682067871,0.14614617824554443,1,1.0706899166107178,0.10264865309000015,0,0.9232388138771057,0.14614617824554443,1.0706899166107178,0.15678730607032776,0.1745849957723647,0.15132023609032366,1.1777455483545796,0.10262719541788101,0,0.9232527017593384,1,0.07816394611328964,5,0.4241058105805564,4,8,30,12,8,DONE_FAIL,0.2310362192368718,62,0,p2_int8
,,,,,,,,,,,,,,,,,,,,0.4014107584953308,-0.030224408545627413,0.5417568364052031,0.9113517661718971,0.40151458978652954,0,0.8432657122612,2,0.007989618560647364,1,0.2344733992608452,0,0,0,0,300,DONE_FAIL,0.5425992855355662,300,0,p2_int8
0.002385226311162114,1.471595048904419,0.025981362909078598,1,1.5270917415618896,0.003341561881825328,1.4506027698516846,0.002385226311162114,1,1.471595048904419,0.025981362909078598,1.5270917415618896,0.16470849514007568,1,1.4715341329574585,0.003341561881825328,0,1.4506027698516846,0.16470849514007568,1.4715341329574585,0.16872857511043549,0.20076428401540566,0.15356352745791937,1.4943802553164256,0.008813733235001564,0,0.8411344885826111,3,0.07778838320462494,6,1.1505626330248566,30,8,24,7,66,DONE_OK,0.2527608646557802,135,1,p2_int8
0.0026567645836621523,1.3107829093933105,0.02507345750927925,1,1.3568223714828491,0.0035723051987588406,1.2352229356765747,0.0026567645836621523,1,1.3107829093933105,0.02507345750927925,1.3568223714828491,0.15714475512504578,1,1.3103907108306885,0.0035723051987588406,0,1.2352229356765747,0.15714475512504578,1.3103907108306885,0.16361773014068604,0.21467797376606426,0.15545697276831863,1.3320391970027494,0.010313564911484718,0,0.8407851457595825,4,0.07710164477887049,1,1.3519624141792923,30,8,23,5,36,DONE_OK,0.2650537734170045,102,1,p2_int8
0.015517668798565865,1.0108234882354736,0.026036933064460754,1,1.0129730701446533,0.04771963879466057,0.9974821209907532,0.015517668798565865,1,1.0108234882354736,0.026036933064460754,1.0129730701446533,0.1351190209388733,1,1.0174825191497803,0.04771963879466057,0,0.9974821209907532,0.1351190209388733,1.0174825191497803,0.1466914862394333,0.22651257195024976,0.09251800832313233,1.0439855640806377,0.05628261715173721,0,0.8511402606964111,5,0.07518272270217119,5,0.5151195090071523,8,8,18,3,8,DONE_OK,0.24467841571253535,45,1,p2_int8
0.05672486498951912,1.4557201862335205,0.06497865170240402,0,1.4987846612930298,0.01897404156625271,0.8493359088897705,0.05672486498951912,0,1.4557201862335205,0.06497865170240402,1.4987846612930298,0.16579985618591309,1,1.5189976692199707,0.01897404156625271,0,0.8493359088897705,0.16579985618591309,1.5189976692199707,0.1695702224969864,0.2068167606181108,0.09321696122359782,1.5330977183099417,0.017994720488786697,0,0.849104642868042,6,0.06687372237684996,3,1.0501191534702916,1,8,12,1,62,DONE_OK,0.22685364077380527,84,1,p2_int8
,,,,,,,,,,,,,,,,,,,,0.38697323203086853,0.015454055382778858,-0.26972878782504045,1.754729151042207,0.4632854163646698,1,1.7591955661773682,7,0.045841788277297166,5,-0.00041237805817084805,0,0,0,0,300,DONE_FAIL,0.27017114355411775,300,0,p2_int8
0.002458618488162756,1.2388322353363037,0.02536347322165966,1,1.2842400074005127,0.0015545556088909507,1.0901069641113281,0.002458618488162756,1,1.2388322353363037,0.02536347322165966,1.2842400074005127,0.15981192886829376,1,1.2660356760025024,0.0015545556088909507,0,1.0901069641113281,0.15981192886829376,1.2660356760025024,0.16471628844738007,0.2014099795639261,0.15648643191804526,1.2444144333269287,0.006286249496042728,0,0.8359706997871399,8,0.07488483804554155,6,0.6878332235272815,30,8,22,3,42,DONE_OK,0.255056823555815,105,1,p2_int8
,,,,,,,,,,,,,,,,,,,,0.4651806950569153,-0.10755211991546085,-0.20699808950226317,1.4301283654957826,0.46799445152282715,0,0.84326171875,9,0.0009997636968275528,5,-0.0003596739502160773,0,0,0,0,300,DONE_FAIL,0.23327166042169936,300,0,p2_int8
