idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,21,1,0.2124,1.117,0.1581,0.5304,6,3.0093,0.0805,0,0
1,DONE_OK,,52,1,0.5469,0.875,0.1504,0.9143,1,1.9297,0.8097,0,0
2,DONE_OK,,27,1,0.3513,1.096,0.1537,1.2831,5,2.4694,0.4082,0,0
3,DONE_OK,,25,1,0.324,1.116,0.1418,-0.0003,5,3.7528,-0.0003,0,0
4,DONE_FAIL,RETRACT,31,1,0.3828,1.008,0.1596,0.785,6,2.0037,0.126,0,0
5,DONE_OK,,36,1,0.434,0.985,0.1549,0.9584,3,2.2045,0.5319,0,0
6,DONE_OK,,48,1,0.5186,1.027,0.1587,0.271,3,2.0856,0.271,0,0
7,DONE_OK,,40,1,0.495,1.077,0.1682,0.8679,3,1.9844,0.1785,0,0
8,DONE_OK,,50,1,0.5068,1.021,0.1631,0.9922,5,2.7603,0.1998,0,0
9,DONE_OK,,38,1,0.5021,1.061,0.151,1.2349,3,2.312,0.2406,0,0
10,DONE_OK,,23,1,0.1974,0.754,0.1503,0.7005,1,2.0862,0.7005,0,0
11,DONE_OK,,40,1,0.3784,0.758,0.147,0.6993,1,2.1004,0.6993,0,0
12,DONE_OK,,17,1,0.2224,1.117,0.1587,0.1472,6,3.5974,-0.0001,0,0
13,DONE_OK,,27,1,0.341,1.023,0.1509,-0.0003,6,3.6789,-0.004,0,0
14,DONE_OK,,48,1,0.5146,0.951,0.1623,0.7055,3,2.1947,0.5176,0,0
15,DONE_OK,,42,1,0.4898,0.95,0.1694,0.8617,3,2.1301,0.0765,0,0
16,DONE_OK,,54,1,0.549,0.864,0.1522,0.5972,3,1.8394,0.482,0,0
17,DONE_OK,,51,1,0.6099,0.964,0.1581,0.951,3,2.3276,0.0935,0,0
18,DONE_OK,,14,1,0.1828,1.111,0.1605,0.1173,5,3.6352,0.0022,0,0
19,DONE_OK,,31,1,0.3228,1.117,0.1453,0.8152,5,2.9373,-0.0002,0,0
20,DONE_OK,,18,1,0.2385,1.117,0.157,0.5664,5,3.1861,0.0137,0,0
21,DONE_OK,,18,1,0.2244,1.117,0.1554,1.2105,5,2.542,0.7332,0,0
22,DONE_OK,,38,1,0.4836,1.029,0.1559,1.0772,3,2.2906,0.3068,0,0
