idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,48,1,0.6251,1.03,0.1512,0.7443,3,1.9179,0.4548,0,0
1,DONE_OK,,18,1,0.2367,1.121,0.1507,0.4964,5,3.2561,0.0076,0,0
2,DONE_OK,,49,1,0.6732,1.058,0.1576,-0.0002,3,2.1755,-0.0067,0,0
3,DONE_OK,,73,1,0.4952,0.855,0.1608,0.8651,3,2.1417,0.4714,0,0
4,DONE_OK,,57,1,0.6065,0.967,0.1496,0.8339,3,1.9757,0.3056,0,0
5,DONE_OK,,63,1,0.5755,0.926,0.1582,0.7373,3,2.1965,0.2665,0,0
6,DONE_OK,,42,1,0.4616,0.926,0.1394,0.8021,6,2.3783,0.2335,0,0
7,DONE_OK,,15,1,0.1984,1.124,0.148,0.4506,5,3.3019,0.01,0,0
8,DONE_OK,,227,1,0.0547,1.108,0.1783,-0.0001,6,3.4066,-0.0048,0,0
9,DONE_OK,,30,1,0.3352,0.935,0.1636,0.884,3,2.3978,0.5907,0,0
10,DONE_OK,,42,1,0.5418,1.038,0.1552,0.5111,3,2.1449,0.2751,0,0
11,DONE_OK,,16,1,0.2283,1.122,0.1616,0.2162,5,3.5363,-0.0001,0,0
12,DONE_OK,,40,1,0.4242,0.907,0.1581,0.8878,3,2.3321,0.4618,0,0
13,DONE_OK,,58,1,0.6337,1.0,0.1489,0.5157,3,1.9081,0.3628,0,0
14,DONE_OK,,51,1,0.6805,1.05,0.1425,0.5916,3,2.1325,0.0955,0,0
15,DONE_OK,,23,1,0.3409,1.098,0.1649,0.0024,6,3.3561,-0.003,0,0
16,DONE_OK,,23,1,0.3049,1.123,0.1629,0.4733,5,3.2792,0.0043,0,0
17,DONE_OK,,20,1,0.2582,1.123,0.1585,0.2448,5,3.5077,0.0021,0,0
18,DONE_OK,,48,1,0.5433,0.908,0.1493,0.6405,6,2.4077,0.3896,0,0
19,DONE_FAIL,TRANSPORT,300,1,0.0002,1.038,0.2684,-0.0001,1,3.6056,-0.0129,1,1
20,DONE_OK,,48,1,0.5445,0.927,0.1591,0.9227,3,2.3021,0.4553,0,0
21,DONE_OK,,53,1,0.6384,1.027,0.1466,0.3315,3,1.8522,0.3315,0,0
