idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,63,1,0.6436,1.032,0.1476,-0.0002,3,2.2315,-0.0085,0,0
1,DONE_OK,,36,1,0.4521,1.017,0.1738,0.763,3,2.5311,0.0733,0,0
2,DONE_OK,,36,1,0.2747,1.106,0.1634,-0.0003,6,3.6332,-0.0058,0,0
3,DONE_OK,,49,1,0.5945,1.025,0.1594,0.5568,3,2.0289,0.2115,0,0
4,DONE_OK,,38,1,0.4376,0.947,0.1626,1.1431,3,2.6022,0.0628,0,0
5,DONE_OK,,28,1,0.2991,1.077,0.147,1.2292,5,2.5233,0.6926,0,0
6,DONE_OK,,59,1,0.7993,0.993,0.1571,0.0002,3,2.2037,-0.0062,0,0
7,DONE_OK,,44,1,0.5061,1.055,0.1574,0.8359,3,2.0091,0.6447,0,0
8,DONE_OK,,50,1,0.5885,1.016,0.1619,0.6903,3,2.2193,0.0745,0,0
9,DONE_OK,,46,1,0.5497,1.013,0.1509,1.1682,1,2.1353,0.7068,0,0
10,DONE_OK,,48,1,0.5585,1.02,0.1527,0.942,6,2.5038,0.0093,0,0
11,DONE_OK,,54,1,0.5921,1.012,0.1406,0.785,6,2.5141,0.0316,0,0
12,DONE_OK,,54,1,0.4516,1.124,0.1363,0.7434,6,2.7149,-0.0002,0,0
13,DONE_OK,,43,1,0.5444,1.061,0.1524,0.8913,3,2.1416,0.5567,0,0
14,DONE_OK,,11,1,0.134,1.126,0.1382,0.5032,5,3.2493,0.2045,0,0
15,DONE_FAIL,GRASP,40,0,0.7343,0.959,0.2735,1.2178,1,2.4295,0.2595,0,0
16,DONE_FAIL,GRASP,81,0,0.2096,0.812,0.4278,-0.0004,5,3.7529,-0.0016,0,0
17,DONE_OK,,44,1,0.5208,1.104,0.1619,0.9207,3,2.1052,0.5122,0,0
18,DONE_OK,,40,1,0.4977,1.032,0.1655,0.9292,3,2.4943,0.0373,0,0
19,DONE_OK,,65,1,0.5798,0.995,0.1603,0.6397,6,2.7663,0.0156,0,0
20,DONE_OK,,54,1,0.7615,1.066,0.143,-0.0001,3,2.0025,-0.0062,0,0
21,DONE_OK,,45,1,0.5484,1.045,0.1582,0.5637,3,1.877,0.5249,0,0
22,DONE_OK,,31,1,0.4187,1.124,0.1609,1.0548,5,2.6977,0.0385,0,0
23,DONE_OK,,14,1,0.1317,1.121,0.1537,0.9273,5,2.8252,0.6519,0,0
24,DONE_OK,,51,1,0.6186,1.041,0.1618,-0.0003,3,2.163,-0.0095,0,0
25,DONE_OK,,41,1,0.4806,0.999,0.1419,1.0475,6,2.2154,0.594,0,0
26,DONE_FAIL,RETRACT,3,1,0.0354,1.123,0.1166,-0.0003,5,3.7528,-0.0003,0,0
27,DONE_OK,,38,1,0.4896,1.076,0.1601,0.959,3,2.1247,0.4716,0,0
28,DONE_OK,,79,1,0.5272,0.835,0.1562,0.5351,6,2.699,-0.0034,0,0
29,DONE_OK,,40,1,0.496,1.082,0.1618,0.8974,3,2.176,0.5487,0,0
30,DONE_OK,,10,1,0.0886,1.101,0.1639,0.497,5,3.2555,0.2911,0,0
31,DONE_OK,,37,1,0.4745,1.118,0.158,1.237,3,2.4175,0.3274,0,0
32,DONE_OK,,15,1,0.1988,1.126,0.143,0.4737,5,3.2788,0.0429,0,0
33,DONE_OK,,19,1,0.203,1.119,0.1483,1.0775,5,2.675,0.6559,0,0
34,DONE_OK,,14,1,0.1862,1.126,0.139,0.4305,5,3.322,0.0132,0,0
35,DONE_OK,,63,1,0.6038,0.974,0.1447,0.4249,3,2.0156,0.0445,0,0
36,DONE_OK,,27,1,0.3311,1.088,0.1619,1.0413,1,2.6689,0.3158,0,0
37,DONE_OK,,22,1,0.2323,1.125,0.1663,0.0132,6,3.403,-0.0002,0,0
38,DONE_OK,,21,1,0.2217,1.01,0.1639,0.8075,5,2.945,0.2601,0,0
39,DONE_OK,,37,1,0.4045,0.944,0.1464,1.1522,1,2.3925,0.7537,0,0
40,DONE_OK,,55,1,0.5653,0.94,0.1556,0.7193,3,2.177,0.1131,0,0
41,DONE_OK,,16,1,0.1828,1.126,0.1413,-0.0002,6,3.5489,-0.0059,0,0
42,DONE_OK,,56,1,0.4835,0.877,0.1511,-0.0004,6,1.409,-0.0023,0,0
43,DONE_OK,,23,1,0.2846,1.124,0.1472,1.0924,5,2.6601,0.4311,0,0
44,DONE_OK,,35,1,0.4731,1.121,0.1595,1.2299,5,2.5226,0.1003,0,0
45,DONE_OK,,43,1,0.5053,1.018,0.1464,1.1699,1,2.3262,0.5141,0,0
46,DONE_OK,,43,1,0.5271,1.04,0.1537,0.259,3,2.0014,0.259,0,0
47,DONE_OK,,57,1,0.6,0.985,0.143,0.7948,6,1.9549,0.7948,0,0
48,DONE_OK,,40,1,0.4308,0.979,0.1551,0.8496,3,2.1605,0.681,0,0
49,DONE_OK,,35,1,0.3404,1.122,0.1674,-0.0002,6,3.5794,-0.0056,0,0
50,DONE_OK,,44,1,0.5763,1.069,0.1636,0.5951,3,2.266,0.0845,0,0
51,DONE_OK,,46,1,0.3854,1.069,0.1581,0.8685,3,2.7514,0.1517,0,0
52,DONE_OK,,54,1,0.5332,0.962,0.1455,0.4339,5,3.3186,0.0387,0,0
53,DONE_OK,,20,1,0.2623,1.126,0.1648,0.9717,5,2.7808,0.3269,0,0
54,DONE_OK,,41,1,0.5268,1.09,0.1584,1.0252,3,2.3442,0.2384,0,0
55,DONE_OK,,55,1,0.5932,0.94,0.1559,0.9651,3,1.7537,0.8618,0,0
56,DONE_OK,,55,1,0.5001,0.846,0.1548,0.4566,6,2.7632,-0.0017,0,0
57,DONE_OK,,68,1,0.5959,0.959,0.1402,-0.0001,3,1.9684,-0.0114,0,0
58,DONE_OK,,21,1,0.2452,1.119,0.1509,1.0995,5,2.653,0.5289,0,0
59,DONE_OK,,54,1,0.658,0.981,0.1441,-0.0001,3,1.9829,-0.0061,0,0
60,DONE_FAIL,GRASP,63,0,0.6352,0.857,0.5093,-0.0004,5,3.7529,-0.0013,0,0
61,DONE_OK,,35,1,0.4191,1.039,0.1669,0.8051,3,2.2007,0.5362,0,0
62,DONE_FAIL,RETRACT,78,1,0.3859,0.829,0.17,0.5176,3,2.2041,-0.0053,0,0
63,DONE_OK,,15,1,0.1828,1.126,0.1452,0.2079,5,3.5446,0.0016,0,0
64,DONE_OK,,52,1,0.5826,0.944,0.1526,0.65,3,1.7089,0.5178,0,0
65,DONE_OK,,18,1,0.2021,1.125,0.1533,0.81,5,2.9425,0.3071,0,0
66,DONE_OK,,56,1,0.6415,1.04,0.1402,0.4622,3,1.3727,0.4622,0,0
67,DONE_OK,,20,1,0.249,1.1,0.1617,1.0911,5,2.6614,0.5143,0,0
68,DONE_OK,,65,1,0.5859,0.923,0.1467,0.4311,3,1.4682,0.4311,0,0
69,DONE_OK,,29,1,0.3838,1.102,0.1715,0.9865,5,2.766,0.0492,0,0
70,DONE_OK,,43,1,0.5018,1.081,0.1625,0.8424,3,2.0687,0.5341,0,0
71,DONE_OK,,56,1,0.5746,0.898,0.1567,1.0177,3,1.4698,1.0177,0,0
72,DONE_OK,,12,1,0.121,1.096,0.1577,1.0007,5,2.7518,0.7517,0,0
73,DONE_OK,,6,1,0.0705,1.125,0.1328,-0.0001,5,3.7526,-0.0002,0,0
74,DONE_OK,,53,1,0.7285,1.053,0.1482,-0.0002,3,2.1885,-0.0077,0,0
75,DONE_FAIL,RETRACT,17,1,0.1772,1.123,0.1523,-0.0003,6,3.7376,-0.0065,0,0
76,DONE_OK,,17,1,0.2016,1.125,0.1475,-0.0004,6,3.5675,-0.0044,0,0
77,DONE_OK,,60,1,0.5936,1.004,0.139,1.0054,3,2.0238,0.55,0,0
78,DONE_OK,,14,1,0.1842,1.126,0.1376,0.3684,6,3.3723,0.008,0,0
79,DONE_FAIL,TRANSPORT,300,1,0.006,0.944,0.2128,-0.0003,3,3.459,-0.0134,1,1
80,DONE_OK,,14,1,0.1866,1.125,0.1452,0.4594,5,3.2931,0.0291,0,0
81,DONE_OK,,50,1,0.6422,1.054,0.147,0.3773,3,1.8721,0.3551,0,0
82,DONE_OK,,70,1,0.5197,0.857,0.1519,0.5543,3,1.785,0.4924,0,0
83,DONE_OK,,58,1,0.5724,0.925,0.1493,0.5793,3,1.9414,0.2567,0,0
84,DONE_OK,,46,1,0.5339,0.999,0.1517,0.8732,3,2.1172,0.3667,0,0
85,DONE_FAIL,TRANSPORT,307,1,0.0033,1.113,0.4218,-0.0001,1,1.5078,-0.0004,1,1
86,DONE_OK,,56,1,0.5951,0.958,0.1479,0.9447,6,1.8839,0.7126,0,0
87,DONE_OK,,31,1,0.344,0.97,0.1511,1.0267,1,2.3519,0.8152,0,0
