idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,48,1,0.5562,1.034,0.1594,0.6224,3,1.9124,0.4908,0,0
1,DONE_OK,,32,1,0.3715,1.015,0.1699,0.4942,3,2.1144,0.0451,0,0
2,DONE_OK,,11,1,0.1394,1.117,0.1411,0.0154,5,3.7371,-0.0002,0,0
3,DONE_OK,,44,1,0.5379,1.027,0.1573,1.0544,3,2.0492,0.1081,0,0
4,DONE_OK,,18,1,0.2021,1.117,0.1443,0.2468,5,3.5057,0.0035,0,0
5,DONE_OK,,64,1,0.4765,0.753,0.164,0.9384,1,2.1535,0.5287,0,0
6,DONE_OK,,27,1,0.2866,1.117,0.1452,0.9746,5,2.7779,0.0318,0,0
7,DONE_FAIL,RETRACT,54,1,0.605,0.96,0.1488,0.9313,3,2.0384,0.3603,0,0
8,DONE_OK,,57,1,0.5779,0.923,0.1682,0.6075,3,2.4445,0.032,0,0
9,DONE_OK,,14,1,0.1806,1.117,0.1506,0.3029,5,3.4496,0.0055,0,0
10,DONE_OK,,78,1,0.3923,0.628,0.1772,-0.0001,3,2.6613,-0.0017,0,0
11,DONE_OK,,23,1,0.2996,1.117,0.1485,0.9218,5,2.8307,0.2062,0,0
12,DONE_OK,,27,1,0.2989,1.115,0.1429,0.0329,5,3.7196,0.0016,0,0
13,DONE_OK,,57,1,0.5865,1.033,0.1595,0.2141,3,2.0483,0.0678,0,0
14,DONE_OK,,42,1,0.5096,0.979,0.1561,1.1143,3,2.2993,0.3784,0,0
15,DONE_OK,,54,1,0.5532,0.872,0.1502,1.2704,1,2.1812,0.5324,0,0
16,DONE_OK,,45,1,0.5828,1.025,0.1568,0.9973,3,2.2298,0.3833,0,0
17,DONE_OK,,14,1,0.1905,1.114,0.1681,0.3549,5,3.3976,0.0082,0,0
18,DONE_OK,,19,1,0.2357,1.108,0.1507,0.9126,5,2.8399,0.3501,0,0
19,DONE_OK,,45,1,0.4906,0.932,0.1566,0.583,3,2.0535,0.5827,0,0
20,DONE_OK,,26,1,0.3357,1.095,0.1588,0.2316,5,3.5209,0.0033,0,0
21,DONE_OK,,34,1,0.401,0.994,0.1511,1.3122,5,2.4403,0.3216,0,0
22,DONE_OK,,66,1,0.4871,0.917,0.1696,0.5086,3,2.3451,0.2047,0,0
23,DONE_OK,,53,1,0.6228,1.007,0.1623,0.3102,3,2.2345,0.0052,0,0
24,DONE_OK,,28,1,0.3469,1.059,0.1509,1.1156,5,2.6369,0.2987,0,0
25,DONE_OK,,54,1,0.5819,0.913,0.1561,0.8788,3,2.5453,0.0047,0,0
26,DONE_OK,,63,1,0.5482,0.872,0.1604,0.5027,3,2.0498,0.1598,0,0
27,DONE_OK,,46,1,0.5927,1.031,0.1586,0.8404,3,2.1809,0.2523,0,0
28,DONE_OK,,68,1,0.3357,0.723,0.1797,-0.0002,3,3.1434,-0.0021,0,0
29,DONE_OK,,49,1,0.6106,0.998,0.1531,0.959,3,2.2435,0.3216,0,0
30,DONE_OK,,22,1,0.2726,1.117,0.1379,0.544,5,3.2085,0.0087,0,0
31,DONE_OK,,29,1,0.3789,1.117,0.1606,0.5449,5,3.2076,0.004,0,0
32,DONE_OK,,4,1,0.0516,1.117,0.1335,-0.0001,5,3.7526,-0.0002,0,0
33,DONE_OK,,57,1,0.5239,0.845,0.17,0.9018,3,2.5344,0.0926,0,0
34,DONE_OK,,78,1,0.3823,0.58,0.1769,0.1132,3,2.4071,-0.0007,0,0
35,DONE_OK,,45,1,0.5593,1.002,0.1596,0.6795,3,2.4118,0.0131,0,0
36,DONE_OK,,17,1,0.2191,1.112,0.1537,0.0559,5,3.6966,-0.0002,0,0
37,DONE_OK,,295,1,0.0221,0.667,0.1764,0.5448,6,2.5053,0.3438,0,0
38,DONE_OK,,48,1,0.5694,0.978,0.1566,1.0154,3,2.1795,0.2518,0,0
39,DONE_OK,,21,1,0.2745,1.099,0.1619,1.3492,3,2.3878,0.7219,0,0
40,DONE_OK,,53,1,0.5469,0.934,0.1611,0.0793,3,1.938,0.0793,0,0
41,DONE_OK,,35,1,0.4253,1.114,0.1585,0.5078,6,3.1292,0.0069,0,0
42,DONE_FAIL,RETRACT,41,1,0.5362,1.024,0.1556,1.4454,3,2.013,0.7627,0,0
43,DONE_OK,,9,1,0.1241,1.114,0.1642,0.1158,5,3.6367,0.0055,0,0
44,DONE_OK,,45,1,0.54,0.966,0.1584,1.0073,3,2.4104,0.1585,0,0
45,DONE_OK,,13,1,0.1517,1.117,0.1402,0.0,5,3.7525,-0.0002,0,0
46,DONE_OK,,31,1,0.355,0.927,0.1544,1.1419,3,2.3505,0.5741,0,0
47,DONE_OK,,12,1,0.1472,1.117,0.1477,0.1073,5,3.6452,0.0022,0,0
48,DONE_OK,,46,1,0.5157,0.923,0.1522,0.7776,1,1.6872,0.7776,0,0
49,DONE_OK,,24,1,0.2862,1.114,0.1561,-0.002,6,3.5366,-0.0068,0,0
50,DONE_OK,,30,1,0.3067,1.117,0.1483,0.8156,5,2.9369,0.2266,0,0
51,DONE_OK,,22,1,0.2052,1.117,0.1429,0.6634,6,3.0157,0.1533,0,0
52,DONE_OK,,43,1,0.5178,0.982,0.1551,1.1084,3,2.1,0.5933,0,0
53,DONE_FAIL,RETRACT,26,1,0.107,1.082,0.1735,-0.0004,6,3.7211,-0.0044,0,0
54,DONE_OK,,23,1,0.2822,1.117,0.1539,-0.0065,6,3.5168,-0.0065,0,0
55,DONE_OK,,38,1,0.6886,0.99,0.1731,0.1291,3,2.7304,0.0036,0,0
56,DONE_OK,,58,1,0.5435,0.863,0.1514,1.0065,3,2.4316,0.076,0,0
57,DONE_OK,,46,1,0.5478,0.98,0.1523,1.043,3,1.959,0.4409,0,0
58,DONE_OK,,44,1,1.1915,1.078,0.1634,0.1999,5,3.5526,0.0018,0,0
59,DONE_OK,,13,1,0.1674,1.117,0.1565,0.0838,5,3.6687,0.0008,0,0
60,DONE_OK,,38,1,0.5152,1.095,0.1623,1.1452,1,2.4001,0.1858,0,0
61,DONE_OK,,45,1,0.5869,1.048,0.1524,0.9602,3,2.1304,0.2531,0,0
62,DONE_OK,,27,1,0.2954,1.112,0.151,-0.0044,6,3.7208,-0.0057,0,0
63,DONE_FAIL,GRASP,9,0,0.3261,1.114,0.2528,0.7302,6,2.5425,0.5359,0,0
64,DONE_OK,,48,1,0.5219,1.018,0.1657,0.0166,3,2.0663,0.0147,0,0
