idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_FAIL,RETRACT,44,1,0.6364,1.047,0.1549,0.0,1,3.541,-0.0066,55.77,84.04,84.04,89.49,0.1102,0,0
1,DONE_OK,,15,1,0.1689,1.125,0.146,0.8406,6,2.7665,0.3578,40.86,43.34,43.35,43.31,0.0126,0,0
2,DONE_OK,,49,1,0.6159,1.028,0.1479,0.9631,3,2.0963,0.4306,33.85,31.84,34.12,31.65,0.0025,0,0
3,DONE_OK,,43,1,0.5501,1.056,0.1517,1.0861,3,2.1522,0.3604,32.21,31.3,34.42,31.14,0.0028,0,0
4,DONE_OK,,40,1,0.4882,1.008,0.1666,0.5158,3,2.3105,0.2463,45.0,45.36,46.0,42.37,0.0237,0,0
5,DONE_OK,,38,1,0.2985,1.061,0.1582,-0.0001,6,3.5504,-0.0021,24.62,46.43,46.43,45.73,0.0016,0,0
6,DONE_OK,,51,1,0.5983,0.988,0.1617,0.325,3,2.2018,0.1028,40.1,39.04,42.05,36.33,0.0239,0,0
7,DONE_OK,,59,1,0.5564,0.932,0.152,0.3383,6,2.3241,0.0283,69.06,69.08,71.22,68.69,0.0101,0,0
8,DONE_OK,,54,1,0.5748,0.915,0.1565,0.524,6,2.344,0.3208,53.22,57.47,58.46,57.53,0.0025,0,0
9,DONE_OK,,55,1,0.5801,0.934,0.1547,0.8717,3,2.4015,0.1879,44.69,42.05,45.51,42.0,0.0022,0,0
10,DONE_OK,,18,1,0.235,1.125,0.1363,0.4795,5,3.273,0.0314,43.41,47.16,47.16,47.01,0.0022,0,0
11,DONE_OK,,58,1,0.6511,1.083,0.1495,-0.0001,3,2.0472,-0.0101,46.93,52.01,61.7,50.7,0.0265,0,0
12,DONE_OK,,48,1,0.5785,1.009,0.1475,0.9346,3,2.2058,0.4917,44.33,44.04,45.0,43.74,0.0023,0,0
13,DONE_OK,,45,1,0.5607,1.037,0.1455,0.6908,3,2.1116,0.3529,47.58,46.56,48.67,45.09,0.0201,0,0
14,DONE_OK,,32,1,0.3709,0.989,0.1715,0.8415,3,2.4086,0.5589,54.51,53.12,56.6,53.29,0.0022,0,0
15,DONE_OK,,51,1,0.5841,0.931,0.1517,0.775,3,1.8981,0.5546,36.72,37.37,38.32,37.11,0.0223,0,0
16,DONE_OK,,36,1,0.5179,1.067,0.1679,-0.0003,3,2.4235,-0.0074,67.36,51.78,73.0,49.63,0.0248,0,0
17,DONE_OK,,17,1,0.2004,1.126,0.147,0.3006,5,3.4519,0.0059,44.61,51.09,51.09,49.94,0.004,0,0
18,DONE_FAIL,RETRACT,41,1,0.6803,1.058,0.1482,-0.0,1,3.7439,-0.0095,65.34,89.12,89.12,85.72,0.1287,0,0
19,DONE_OK,,11,1,0.14,1.125,0.1546,0.2562,5,3.4963,0.0095,52.92,54.07,54.07,53.92,0.0102,0,0
20,DONE_OK,,13,1,0.1718,1.125,0.1495,0.3991,5,3.3534,0.0145,55.43,55.9,56.12,56.33,0.0045,0,0
21,DONE_OK,,58,1,0.5909,0.965,0.1483,1.06,3,2.0797,0.4113,40.42,38.23,40.59,37.69,0.002,0,0
22,DONE_OK,,17,1,0.2105,1.126,0.1408,0.349,5,3.4035,0.0066,46.48,51.65,51.65,50.77,0.0477,0,0
23,DONE_OK,,48,1,0.5569,0.962,0.165,0.2824,3,2.2044,0.2759,43.78,42.35,44.41,39.18,0.0242,0,0
24,DONE_FAIL,TRANSPORT,300,1,0.7523,1.024,1.4379,-0.0012,4,2.5295,-0.0346,71.55,74.86,89.91,nan,nan,0,0
25,DONE_OK,,50,1,0.6241,1.029,0.1497,0.8988,3,2.0695,0.443,34.21,33.04,34.79,32.92,0.0026,0,0
26,DONE_OK,,44,1,0.5569,1.035,0.1545,1.0374,3,2.1705,0.3672,31.74,30.03,32.99,29.71,0.0018,0,0
27,DONE_OK,,35,1,0.455,1.07,0.1645,0.9051,3,2.4613,0.1972,50.17,50.44,51.9,50.35,0.0025,0,0
28,DONE_OK,,39,1,0.4702,1.006,0.1552,0.6386,3,2.151,0.4594,47.89,48.14,48.54,46.37,0.0204,0,0
29,DONE_OK,,53,1,0.6381,1.019,0.1547,0.6733,3,2.1558,0.1937,45.56,44.72,46.45,43.38,0.0204,0,0
30,DONE_OK,,28,1,0.3055,1.125,0.158,0.4839,5,3.2686,0.1231,35.12,49.8,49.8,49.36,0.0097,0,0
31,DONE_OK,,26,1,0.3436,1.1,0.1719,0.9091,5,2.8434,0.0981,53.02,52.81,53.69,52.75,0.0022,0,0
32,DONE_OK,,46,1,0.5882,1.047,0.1566,0.7013,3,2.1265,0.2555,40.64,40.66,42.34,38.5,0.0217,0,0
33,DONE_FAIL,GRASP,29,0,0.4121,1.065,0.2525,0.0761,3,2.7427,0.0118,56.16,59.68,60.53,nan,nan,0,0
34,DONE_OK,,54,1,0.6066,1.008,0.1526,0.4771,3,1.9072,0.2804,37.52,36.23,41.86,36.32,0.003,0,0
35,DONE_OK,,58,1,0.6065,1.017,0.1499,-0.0016,3,1.9279,-0.0053,43.81,43.55,51.8,42.36,0.0383,0,0
36,DONE_OK,,47,1,0.5475,1.012,0.1558,0.9729,3,2.3121,0.4262,49.31,51.91,51.91,51.57,0.0022,0,0
37,DONE_OK,,36,1,0.5356,1.085,0.1753,0.0681,3,2.2728,0.0105,63.22,52.96,70.73,51.21,0.0242,0,0
38,DONE_OK,,8,1,0.0954,1.126,0.1364,0.173,5,3.5795,0.0115,57.45,59.06,59.06,58.29,0.0122,0,0
39,DONE_OK,,47,1,0.5645,0.994,0.167,-0.0003,3,2.1591,-0.0081,45.25,41.36,47.1,39.53,0.0233,0,0
40,DONE_OK,,37,1,0.4682,1.052,0.1522,0.3846,3,2.214,0.3129,52.69,52.64,53.7,49.75,0.0208,0,0
41,DONE_OK,,45,1,0.572,1.044,0.1502,0.9518,3,2.118,0.3734,36.24,34.79,37.38,34.56,0.0029,0,0
42,DONE_OK,,31,1,0.3504,1.125,0.1488,0.7662,5,2.9863,0.2525,27.46,40.51,40.51,40.38,0.0016,0,0
43,DONE_OK,,12,1,0.1487,1.126,0.1403,0.1991,5,3.5534,0.0065,44.07,47.0,47.0,46.11,0.015,0,0
44,DONE_FAIL,TRANSPORT,300,1,0.6558,1.067,1.1973,-0.0004,4,2.5427,-0.0419,72.11,42.44,89.88,nan,nan,0,0
45,DONE_OK,,11,1,0.1359,1.126,0.1366,0.2455,5,3.507,0.0089,52.56,54.99,54.99,54.74,0.0094,0,0
46,DONE_OK,,58,1,0.6255,1.046,0.1459,-0.0001,3,1.9526,-0.0045,44.64,44.57,53.01,43.1,0.0332,0,0
47,DONE_OK,,25,1,0.3033,1.079,0.1528,-0.0004,6,3.5845,-0.0055,58.93,66.09,67.03,65.56,0.0218,0,0
48,DONE_OK,,48,1,0.5306,0.867,0.1605,0.8909,6,2.4103,0.3165,60.92,64.35,64.8,64.25,0.0023,0,0
49,DONE_OK,,48,1,0.6115,1.032,0.1524,1.0541,3,2.0164,0.4379,27.09,24.15,27.61,23.92,0.0022,0,0
50,DONE_OK,,49,1,0.6392,1.049,0.1539,0.608,3,2.1783,0.1544,37.98,36.91,39.85,37.0,0.0023,0,0
51,DONE_OK,,60,1,0.6086,0.989,0.1495,-0.0,3,1.9175,-0.0066,56.77,38.91,57.25,36.37,0.0241,0,0
52,DONE_OK,,56,1,0.6265,1.002,0.1568,0.8617,3,2.2002,0.1753,40.51,40.18,41.6,39.92,0.0025,0,0
53,DONE_OK,,12,1,0.1509,1.126,0.1383,0.2829,5,3.4696,0.0083,50.96,53.35,53.35,53.14,0.0221,0,0
54,DONE_OK,,40,1,0.505,1.033,0.156,0.9691,3,2.1571,0.4513,33.51,33.29,34.28,33.06,0.0022,0,0
55,DONE_OK,,61,1,0.5721,0.932,0.1587,0.5668,6,2.5073,0.0004,69.26,70.61,74.7,70.57,0.0025,0,0
56,DONE_OK,,55,1,0.5794,0.932,0.1475,0.6291,3,1.9593,0.4934,41.01,43.24,43.24,41.86,0.0235,0,0
57,DONE_OK,,42,1,0.5154,1.031,0.1546,0.9544,3,2.1512,0.5116,32.88,33.25,33.85,33.06,0.0026,0,0
58,DONE_OK,,54,1,0.6595,1.036,0.1449,0.6013,3,2.0678,0.1496,45.78,40.53,46.69,39.84,0.0209,0,0
59,DONE_OK,,41,1,0.5085,1.027,0.1499,0.51,3,2.1019,0.4307,48.49,46.44,48.94,44.79,0.021,0,0
60,DONE_OK,,20,1,0.2332,1.126,0.141,0.3707,5,3.3818,0.0309,41.73,50.39,50.39,49.46,0.0219,0,0
61,DONE_OK,,36,1,0.4252,0.995,0.164,0.8204,3,2.3597,0.4466,44.54,45.57,45.57,45.24,0.0024,0,0
62,DONE_OK,,34,1,0.3846,0.94,0.1643,1.1288,3,2.6185,0.3245,60.38,61.91,62.31,62.04,0.002,0,0
63,DONE_OK,,17,1,0.2173,1.126,0.1437,0.539,5,3.2135,0.1269,41.72,45.6,45.6,45.61,0.0029,0,0
64,DONE_OK,,47,1,0.6173,1.048,0.1536,0.4885,3,2.1741,0.1223,42.51,40.68,43.59,40.59,0.002,0,0
65,DONE_OK,,44,1,0.5401,0.995,0.1576,0.9623,3,2.7161,0.0213,60.7,60.3,60.85,60.11,0.0027,0,0
66,DONE_OK,,12,1,0.1484,1.126,0.1425,0.2499,5,3.5026,0.0081,49.34,52.17,52.17,51.49,0.0782,0,0
67,DONE_OK,,40,1,0.4711,1.002,0.1708,0.7437,3,2.3834,0.3396,52.83,51.87,56.26,51.22,0.0213,0,0
68,DONE_OK,,60,1,0.5322,0.94,0.1601,0.7187,1,2.3348,0.0388,69.94,69.72,73.46,69.78,0.0026,0,0
69,DONE_FAIL,RETRACT,40,1,0.6714,1.063,0.147,-0.0,1,3.6006,-0.0144,63.43,85.28,85.28,84.26,0.108,0,0
70,DONE_FAIL,RETRACT,36,1,0.5829,1.069,0.155,-0.0004,1,3.3656,-0.0124,62.16,79.41,79.41,74.03,0.1671,0,0
71,DONE_OK,,41,1,0.4956,1.011,0.1547,0.7695,3,2.1834,0.4773,43.81,43.9,44.31,42.98,0.0209,0,0
72,DONE_OK,,57,1,0.6204,1.009,0.152,0.0001,3,2.0401,-0.0035,51.69,40.33,53.42,37.54,0.0241,0,0
73,DONE_OK,,36,1,0.3999,0.972,0.1702,0.7672,3,2.4447,0.5756,53.25,52.42,57.09,52.7,0.0022,0,0
74,DONE_OK,,42,1,0.4485,0.907,0.1597,0.8448,3,2.4484,0.392,62.81,61.82,63.16,61.84,0.0022,0,0
75,DONE_OK,,51,1,0.598,0.986,0.1597,0.039,3,2.1859,0.0334,49.23,47.83,50.82,44.63,0.0233,0,0
76,DONE_OK,,40,1,0.5014,1.025,0.1499,1.0839,3,2.2398,0.3837,38.4,34.98,39.42,34.74,0.0027,0,0
77,DONE_FAIL,RETRACT,35,1,0.5797,1.092,0.1546,-0.0002,1,3.4611,-0.0108,66.07,82.98,82.98,81.06,0.1624,0,0
78,DONE_OK,,44,1,0.5262,0.968,0.158,0.7028,3,2.3959,0.257,58.31,62.35,62.53,62.5,0.0021,0,0
79,DONE_OK,,47,1,0.5823,1.046,0.1505,0.4024,3,1.9647,0.2508,40.61,36.98,43.19,37.16,0.002,0,0
80,DONE_OK,,53,1,0.625,1.074,0.153,-0.0001,3,2.089,-0.0101,48.63,51.9,58.99,50.4,0.0259,0,0
81,DONE_OK,,57,1,0.6453,1.085,0.1563,-0.0001,3,2.1304,-0.0096,48.64,55.14,62.45,53.79,0.0265,0,0
82,DONE_OK,,44,1,0.5162,0.977,0.1625,0.2707,3,2.1757,0.2707,44.65,45.06,45.61,41.93,0.0242,0,0
83,DONE_OK,,37,1,0.542,1.057,0.1571,0.2795,3,2.2802,0.0123,75.54,56.28,78.82,53.55,0.025,0,0
84,DONE_OK,,17,1,0.2082,1.125,0.1397,0.3455,5,3.407,0.0052,42.72,48.05,48.05,47.72,0.0048,0,0
85,DONE_OK,,49,1,0.6096,1.002,0.1509,0.8359,3,2.3251,0.2579,44.95,45.44,45.47,45.35,0.0023,0,0
86,DONE_OK,,14,1,0.1686,1.126,0.1417,0.254,5,3.4985,0.0069,45.84,50.1,50.1,49.04,0.0093,0,0
87,DONE_OK,,42,1,0.5426,1.046,0.1583,0.8328,3,2.2097,0.3126,33.4,32.92,34.77,32.91,0.0024,0,0
88,DONE_OK,,50,1,0.6072,1.009,0.1592,0.2517,3,2.1824,0.0478,45.94,44.5,47.87,40.14,0.0364,0,0
89,DONE_OK,,29,1,0.3612,1.093,0.1412,0.3178,5,3.4347,0.0087,59.37,68.09,68.96,67.83,0.0209,0,0
90,DONE_OK,,59,1,0.6209,0.982,0.1452,0.1158,3,2.0411,-0.0106,64.97,49.03,65.75,46.56,0.021,0,0
91,DONE_OK,,56,1,0.5918,0.96,0.1508,0.8458,3,1.998,0.6707,28.56,33.6,33.6,33.32,0.0031,0,0
92,DONE_OK,,61,1,0.5662,0.941,0.1686,-0.0009,3,2.1168,-0.004,47.59,39.95,50.85,37.79,0.0245,0,0
93,DONE_OK,,35,1,0.3697,0.896,0.1614,0.9231,3,2.4337,0.5158,58.43,56.36,58.82,56.47,0.0023,0,0
94,DONE_OK,,59,1,0.6225,1.064,0.1612,-0.0014,3,2.097,-0.0059,39.21,46.31,51.53,45.21,0.0258,0,0
95,DONE_OK,,31,1,0.3379,0.928,0.1662,0.9337,3,2.3983,0.5643,54.04,52.18,54.44,52.29,0.0026,0,0
96,DONE_OK,,48,1,0.5701,1.006,0.1532,1.0836,3,2.2274,0.5491,30.88,32.69,32.8,32.48,0.0022,0,0
97,DONE_OK,,57,1,0.5545,1.022,0.1541,-0.001,3,2.0922,-0.0041,56.33,63.59,70.08,61.86,0.0437,0,0
98,DONE_OK,,44,1,0.4791,0.999,0.1625,-0.0031,3,2.3118,-0.0074,55.38,58.22,63.68,57.15,0.0306,0,0
99,DONE_OK,,47,1,0.5983,1.033,0.1482,0.9828,3,2.0626,0.4004,29.74,26.99,30.42,26.86,0.0025,0,0
