idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,51,1,0.6093,1.014,0.149,1.0472,3,1.8278,0.6998,0,0
1,DONE_OK,,63,1,0.5361,0.878,0.1565,0.9233,3,2.2889,0.0441,0,0
2,DONE_OK,,48,1,0.5497,1.008,0.1515,0.706,3,1.8752,0.6109,0,0
3,DONE_FAIL,RETRACT,67,1,0.5745,0.96,0.1598,-0.0003,3,0.8244,-0.0252,0,0
4,DONE_OK,,13,1,0.1704,1.125,0.1445,0.4696,5,3.2829,0.0514,0,0
5,DONE_OK,,17,1,0.2203,1.115,0.158,0.7202,5,3.0323,0.1282,0,0
6,DONE_OK,,26,1,0.2313,1.126,0.1625,-0.0001,6,3.4508,-0.0067,0,0
7,DONE_OK,,29,1,0.3613,1.074,0.1735,0.8927,3,2.4234,0.4606,0,0
8,DONE_OK,,30,1,0.3549,1.074,0.1483,1.3031,1,2.4388,0.7919,0,0
9,DONE_OK,,17,1,0.2224,1.126,0.1352,0.6393,5,3.1132,0.1056,0,0
10,DONE_OK,,59,1,0.5686,0.941,0.1489,0.4617,6,1.8323,0.1447,0,0
11,DONE_OK,,25,1,0.3016,1.054,0.172,0.9705,1,2.7622,0.2334,0,0
12,DONE_OK,,58,1,0.5863,0.96,0.1507,0.4593,6,2.2476,0.4593,0,0
13,DONE_OK,,52,1,0.6367,1.035,0.151,0.2836,3,1.9792,0.0909,0,0
14,DONE_OK,,28,1,0.3499,1.126,0.1729,0.9562,5,2.7963,0.2275,0,0
15,DONE_OK,,60,1,0.5109,0.85,0.1565,0.9953,6,1.2865,0.9953,0,0
16,DONE_FAIL,TRANSPORT,300,1,0.0003,0.957,0.4237,-0.0004,5,3.7529,-0.0035,1,1
17,DONE_OK,,14,1,0.1753,1.126,0.1479,0.1157,5,3.6368,-0.0001,0,0
18,DONE_OK,,48,1,0.5491,0.93,0.1466,0.5442,6,2.0595,0.5442,0,0
19,DONE_OK,,34,1,0.4085,1.042,0.1646,1.0093,3,2.1636,0.6152,0,0
20,DONE_OK,,103,1,0.3765,1.121,0.1405,0.8574,6,2.5209,-0.0031,0,0
21,DONE_OK,,36,1,0.3976,1.001,0.1465,0.6924,6,2.786,0.277,0,0
22,DONE_OK,,48,1,0.5572,0.948,0.1507,0.8393,3,1.9657,0.6455,0,0
23,DONE_OK,,9,1,0.0895,1.124,0.1411,-0.0002,6,3.6172,-0.0002,0,0
24,DONE_OK,,53,1,0.6016,1.001,0.1424,0.8083,6,1.5611,0.5105,0,0
