idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,32,1,0.381,1.026,0.1658,0.8026,1,2.513,0.3027,0,0
1,DONE_OK,,18,1,0.1967,1.125,0.1539,-0.001,5,3.7535,-0.0065,0,0
2,DONE_OK,,13,1,0.1712,1.126,0.1668,0.7653,5,2.9872,0.3474,0,0
3,DONE_OK,,53,1,0.6787,1.057,0.1375,0.3507,3,2.0588,0.0178,0,0
4,DONE_OK,,46,1,0.5375,0.986,0.1425,0.7339,6,2.3076,0.7339,0,0
5,DONE_OK,,12,1,0.1283,1.126,0.145,-0.0004,6,3.7306,-0.0068,0,0
6,DONE_OK,,94,1,0.6387,0.901,0.16,-0.0003,3,2.3154,-0.0082,0,0
7,DONE_OK,,68,1,0.5306,0.846,0.1529,0.5072,3,1.8994,0.3047,0,0
8,DONE_OK,,56,1,0.6177,1.05,0.1471,0.1291,3,1.8339,0.1291,0,0
9,DONE_OK,,16,1,0.1984,1.089,0.1497,1.0504,5,2.7021,0.5971,0,0
10,DONE_OK,,43,1,0.479,0.97,0.1697,0.8691,3,2.3713,0.2469,0,0
11,DONE_FAIL,TRANSPORT,300,1,0.0043,0.938,0.4522,-0.0004,5,3.7529,-0.002,1,1
12,DONE_OK,,31,1,0.3448,1.126,0.1403,1.0306,3,2.4309,0.3407,0,0
13,DONE_OK,,44,1,0.4962,0.982,0.1526,0.6503,3,1.9798,0.6168,0,0
14,DONE_OK,,30,1,0.3668,1.067,0.1527,1.2122,1,2.2742,0.6884,0,0
15,DONE_FAIL,RETRACT,65,1,0.6461,1.009,0.1528,0.3832,3,2.1911,0.3832,0,0
16,DONE_OK,,67,1,0.5071,0.86,0.154,0.3985,3,2.083,0.0001,0,0
17,DONE_OK,,12,1,0.1476,1.126,0.1342,0.286,5,3.4665,0.0073,0,0
18,DONE_OK,,44,1,0.521,1.053,0.1541,1.091,3,2.0249,0.4947,0,0
19,DONE_OK,,20,1,0.234,1.126,0.1432,0.2706,5,3.4819,0.0011,0,0
20,DONE_OK,,128,1,0.0199,1.025,0.1764,-0.0002,6,2.0045,-0.0006,0,0
21,DONE_OK,,43,1,0.5244,1.046,0.1561,0.6318,3,2.1168,0.6318,0,0
22,DONE_OK,,59,1,0.5917,0.963,0.1409,0.4243,3,1.6229,0.3878,0,0
23,DONE_OK,,70,1,0.4996,0.79,0.1529,0.7008,3,1.769,0.4887,0,0
24,DONE_OK,,68,1,0.4636,0.746,0.1589,1.194,3,2.5341,0.8526,0,0
25,DONE_OK,,78,1,0.2169,1.033,0.1674,-0.0,6,3.404,-0.0071,0,0
26,DONE_OK,,16,1,0.182,1.125,0.1475,-0.0003,6,3.7333,-0.0043,0,0
27,DONE_OK,,58,1,0.6199,1.037,0.1584,-0.0018,3,2.0221,-0.0073,0,0
28,DONE_OK,,29,1,0.3928,1.125,0.1432,1.1937,3,2.4131,0.3735,0,0
29,DONE_OK,,48,1,0.535,0.934,0.1523,0.6303,3,2.1044,0.4161,0,0
