idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,17,1,0.2444,1.12,0.1629,0.2073,5,3.5452,-0.0002,68.25,77.47,77.47,73.81,0.0075,0,0
1,DONE_OK,,56,1,0.6179,0.988,0.1567,0.4208,3,2.1589,0.0828,42.16,38.82,42.89,41.48,0.0021,0,0
2,DONE_OK,,18,1,0.1929,1.126,0.1477,0.2539,5,3.4986,0.0037,42.92,45.25,45.25,41.54,0.0152,0,0
3,DONE_OK,,43,1,0.5495,1.067,0.1595,0.9139,3,2.2763,0.1764,42.36,40.9,43.17,40.71,0.0024,0,0
4,DONE_OK,,40,1,0.4935,1.022,0.157,0.7597,3,2.1176,0.3846,44.51,43.92,44.88,41.79,0.0225,0,0
5,DONE_OK,,26,1,0.4023,1.104,0.1731,0.4754,5,3.2771,-0.0002,63.36,71.07,71.57,68.38,0.0198,0,0
6,DONE_OK,,36,1,0.468,1.096,0.167,1.0535,3,2.1337,0.4417,34.2,33.3,34.76,32.37,0.022,0,0
7,DONE_OK,,21,1,0.2054,1.125,0.1496,0.4546,5,3.2979,0.1475,43.82,46.25,46.28,41.82,0.0255,0,0
8,DONE_OK,,15,1,0.2222,1.113,0.1628,0.2139,5,3.5386,-0.0001,68.61,77.01,77.01,73.48,0.03,0,0
9,DONE_OK,,41,1,0.5691,1.054,0.145,0.7193,3,2.2899,0.258,45.39,42.47,45.64,44.76,0.0026,0,0
10,DONE_OK,,18,1,0.24,1.126,0.1525,0.698,5,3.0545,0.1319,33.7,32.27,34.04,32.44,0.0027,0,0
11,DONE_OK,,10,1,0.1201,1.126,0.1412,0.1045,5,3.648,0.0016,46.82,50.17,50.17,48.17,0.0145,0,0
12,DONE_OK,,9,1,0.112,1.125,0.147,0.2319,5,3.5206,0.0085,60.22,61.1,61.13,60.62,0.0178,0,0
13,DONE_OK,,56,1,0.6975,0.956,0.1654,0.0637,3,2.2368,-0.0048,60.63,55.11,64.77,57.66,0.0198,0,0
14,DONE_OK,,23,1,0.2263,1.126,0.1627,0.4423,6,3.2913,0.2096,26.18,29.23,29.23,25.25,0.002,0,0
15,DONE_OK,,43,1,0.5437,1.024,0.149,0.4369,3,2.0504,0.4063,48.38,48.52,48.66,47.12,0.0201,0,0
16,DONE_OK,,45,1,0.5571,1.011,0.1485,0.8602,3,2.1984,0.5066,40.58,41.23,41.27,40.92,0.0021,0,0
17,DONE_OK,,56,1,0.7131,0.955,0.1511,0.1436,3,2.4203,0.0032,76.54,78.28,81.24,79.1,0.0203,0,0
18,DONE_OK,,47,1,0.5358,1.066,0.153,0.8072,3,2.2236,0.2876,38.1,33.5,39.73,36.86,0.0024,0,0
19,DONE_OK,,6,1,0.0719,1.126,0.1381,0.0101,5,3.7424,-0.0,55.6,59.72,59.72,59.74,0.0188,0,0
20,DONE_FAIL,RETRACT,39,1,0.6439,1.073,0.1621,0.0039,1,3.4931,-0.0102,69.35,79.93,80.4,71.33,0.1748,0,0
21,DONE_OK,,45,1,0.5706,1.017,0.155,0.765,3,2.3853,0.1258,54.04,53.29,54.08,53.0,0.0023,0,0
22,DONE_OK,,49,1,0.5198,0.889,0.1516,0.3865,6,2.606,0.0196,54.35,53.74,55.37,53.46,0.0048,0,0
23,DONE_OK,,41,1,0.5483,1.08,0.1607,-0.0003,3,2.3189,-0.0087,52.69,48.44,56.33,49.75,0.0214,0,0
24,DONE_OK,,49,1,0.5923,0.98,0.1651,-0.0002,3,2.2831,-0.0065,57.97,52.26,58.24,53.42,0.022,0,0
25,DONE_FAIL,TRANSPORT,300,1,0.3203,0.973,0.6432,-0.0,4,1.2699,-0.0051,72.78,83.9,88.85,nan,nan,0,0
26,DONE_OK,,56,1,0.601,1.037,0.1487,0.7041,3,2.1533,0.0011,44.81,40.65,46.08,43.81,0.0022,0,0
27,DONE_OK,,20,1,0.2585,1.101,0.1728,0.7656,5,2.9869,0.1117,49.52,47.93,49.52,47.97,0.0015,0,0
