idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_FAIL,TRANSPORT,300,1,0.1402,0.945,0.6641,0.272,4,1.3434,-0.0127,70.89,80.38,85.84,nan,nan,0,0
1,DONE_OK,,29,1,0.3285,1.125,0.1634,0.8452,5,2.9073,0.2039,33.01,31.6,34.7,31.48,0.0023,0,0
2,DONE_OK,,50,1,0.585,0.962,0.1628,0.4384,3,2.182,0.255,47.27,45.83,47.51,43.48,0.0248,0,0
3,DONE_OK,,42,1,0.55,1.059,0.1594,0.6783,3,2.2048,0.1621,47.62,45.86,47.84,44.68,0.0214,0,0
4,DONE_OK,,99,1,0.5286,0.812,0.1686,0.7538,3,2.8117,-0.0115,67.55,71.12,81.55,69.73,0.0019,0,0
5,DONE_OK,,13,1,0.1352,1.117,0.1577,0.7234,6,2.774,0.3138,34.7,34.65,35.51,34.29,0.0013,0,0
6,DONE_OK,,44,1,0.6149,1.048,0.1433,0.6747,3,2.2203,0.3277,46.59,44.46,46.84,46.34,0.0025,0,0
7,DONE_OK,,58,1,0.6767,0.931,0.166,0.092,3,2.262,-0.0046,59.39,54.69,62.84,56.18,0.0199,0,0
8,DONE_OK,,48,1,0.6007,1.022,0.1576,0.5915,3,1.9572,0.3333,34.22,33.34,35.01,32.52,0.0206,0,0
9,DONE_OK,,41,1,0.488,0.979,0.1724,0.9625,3,2.5351,0.1343,55.13,53.01,55.13,53.7,0.0023,0,0
10,DONE_OK,,50,1,0.5942,0.954,0.1689,0.0076,3,2.3325,-0.0047,58.51,51.64,58.66,54.22,0.0232,0,0
11,DONE_OK,,46,1,0.5342,0.948,0.1574,0.5875,3,2.1485,0.34,53.1,51.51,53.19,50.58,0.0237,0,0
12,DONE_OK,,48,1,0.2685,1.116,0.1722,-0.0003,6,3.6299,-0.0059,32.43,36.11,36.11,30.53,0.0438,0,0
13,DONE_OK,,9,1,0.1096,1.126,0.1411,0.1542,5,3.5983,0.0046,54.54,57.1,57.1,55.93,0.0702,0,0
14,DONE_OK,,34,1,0.4124,1.018,0.1673,0.723,3,2.2541,0.4584,39.25,39.68,39.68,36.96,0.024,0,0
15,DONE_OK,,52,1,0.5705,1.038,0.152,0.226,3,1.9882,0.226,43.36,40.6,45.13,40.17,0.0272,0,0
16,DONE_OK,,44,1,0.6075,1.051,0.1471,-0.0002,3,2.1707,-0.0074,60.33,54.56,60.81,56.68,0.0226,0,0
17,DONE_OK,,46,1,0.6123,1.06,0.1554,0.2837,3,2.1354,0.0908,42.43,40.92,42.77,38.35,0.0239,0,0
18,DONE_OK,,32,1,0.3291,1.118,0.1475,0.5838,5,3.1687,0.1559,35.27,36.37,38.24,34.17,0.0013,0,0
19,DONE_OK,,53,1,0.6734,1.058,0.1478,-0.0001,3,2.0763,-0.0077,49.73,44.63,51.21,46.52,0.0225,0,0
20,DONE_OK,,42,1,0.516,1.069,0.1637,0.9184,3,2.1452,0.3399,30.4,29.11,31.68,29.01,0.0017,0,0
21,DONE_FAIL,GRASP,36,0,0.8235,0.98,0.2627,-0.0005,3,2.4474,-0.0049,55.61,49.58,55.63,nan,nan,0,0
22,DONE_OK,,51,1,0.8017,1.065,0.1853,0.1585,5,3.594,-0.0129,65.34,66.2,80.36,65.41,0.026,0,0
23,DONE_OK,,12,1,0.1532,1.118,0.1513,0.0676,5,3.6849,0.0017,53.06,57.66,57.66,55.84,0.0216,0,0
24,DONE_OK,,20,1,0.2432,1.074,0.1479,0.9828,5,2.7697,0.3696,36.6,34.65,36.96,34.66,0.0022,0,0
25,DONE_OK,,17,1,0.195,1.126,0.1369,0.2962,5,3.4563,0.0037,45.81,48.27,48.27,45.08,0.0159,0,0
26,DONE_OK,,29,1,0.2293,1.122,0.162,-0.0002,6,3.5226,-0.003,36.67,40.01,40.01,35.12,0.0025,0,0
27,DONE_FAIL,TRANSPORT,300,1,0.0375,1.116,0.3199,-0.0002,6,3.4079,-0.0033,24.11,25.02,26.76,nan,nan,0,0
28,DONE_OK,,15,1,0.2037,1.125,0.168,0.449,5,3.3035,0.0088,54.03,54.62,54.87,54.58,0.0101,0,0
29,DONE_OK,,53,1,0.6168,0.993,0.1555,-0.0014,3,2.0755,-0.0059,51.35,47.5,51.53,47.11,0.0239,0,0
30,DONE_OK,,47,1,0.5971,1.001,0.1531,0.6031,3,1.9818,0.4194,34.4,33.81,34.58,31.72,0.0239,0,0
31,DONE_OK,,45,1,0.5038,0.903,0.1613,0.9291,3,2.5649,0.289,56.96,55.8,57.11,56.06,0.0023,0,0
32,DONE_OK,,49,1,0.6249,1.032,0.1472,0.3826,3,2.163,0.0485,55.6,55.08,55.64,54.52,0.0021,0,0
33,DONE_OK,,50,1,0.6944,1.071,0.1585,-0.0002,3,2.1687,-0.0063,52.0,46.01,54.64,49.01,0.0231,0,0
34,DONE_OK,,45,1,0.5736,1.025,0.1536,0.7545,3,2.1421,0.3152,36.79,36.38,37.27,34.48,0.0224,0,0
35,DONE_OK,,53,1,0.6001,1.042,0.1475,0.6501,3,2.1142,0.0222,43.21,39.26,44.37,42.34,0.0022,0,0
36,DONE_OK,,44,1,0.5321,1.006,0.1588,0.8294,3,2.0269,0.3895,37.37,36.37,37.62,35.16,0.0231,0,0
37,DONE_OK,,42,1,0.5441,1.044,0.1586,0.7942,3,2.0683,0.4227,34.25,34.18,34.61,31.6,0.0236,0,0
38,DONE_OK,,52,1,0.5901,1.027,0.1538,0.6276,3,2.0634,0.2869,47.28,43.66,48.53,45.85,0.0021,0,0
39,DONE_OK,,39,1,0.6641,1.044,0.1679,-0.0001,1,3.428,-0.0106,65.44,76.45,76.58,63.5,0.0272,0,0
40,DONE_OK,,43,1,0.5028,0.943,0.1582,0.9272,3,2.3334,0.3729,51.55,49.92,51.73,50.5,0.0024,0,0
41,DONE_FAIL,RETRACT,51,1,0.6829,1.044,0.174,-0.0007,1,3.0334,-0.007,57.03,68.87,68.87,66.21,0.163,0,0
42,DONE_OK,,53,1,0.647,1.023,0.158,-0.0003,3,2.191,-0.0044,47.22,39.82,47.49,43.25,0.0233,0,0
43,DONE_OK,,48,1,0.5365,0.917,0.1553,1.1729,3,2.3733,0.4755,42.43,42.23,42.71,42.23,0.0022,0,0
44,DONE_OK,,65,1,0.5901,0.934,0.1503,0.6928,3,1.7857,0.5634,33.65,35.61,35.61,34.12,0.0015,0,0
45,DONE_OK,,60,1,0.6138,0.985,0.1474,0.6583,3,2.0093,0.241,43.57,44.2,44.2,41.81,0.0199,0,0
46,DONE_OK,,22,1,0.3077,1.091,0.1642,0.3173,5,3.4352,0.0022,67.6,76.47,76.52,71.27,0.0218,0,0
47,DONE_OK,,46,1,0.4804,0.879,0.1541,0.9897,3,2.2765,0.4289,60.3,59.34,60.58,59.86,0.0004,0,0
48,DONE_OK,,45,1,0.5214,1.022,0.1552,0.5948,3,2.1006,0.4141,42.11,38.47,43.53,40.91,0.0019,0,0
49,DONE_OK,,54,1,0.6072,0.96,0.1491,0.4909,3,2.084,0.0273,65.31,64.96,66.11,64.93,0.0026,0,0
50,DONE_OK,,55,1,0.623,0.992,0.1518,-0.0001,3,2.089,-0.0049,52.58,48.05,52.93,48.41,0.0239,0,0
51,DONE_OK,,32,1,0.3743,1.014,0.1542,0.2659,3,2.0591,0.2659,46.5,46.94,47.44,44.33,0.0257,0,0
52,DONE_OK,,56,1,0.6047,0.945,0.1538,1.0346,6,1.9382,0.9103,49.66,49.07,49.66,49.22,0.0009,0,0
53,DONE_OK,,48,1,0.4781,0.873,0.1475,0.1807,6,2.672,0.0237,53.47,52.37,54.1,52.12,0.0259,0,0
54,DONE_OK,,16,1,0.2255,1.122,0.161,0.2746,5,3.4779,0.004,65.09,71.52,71.52,69.86,0.0079,0,0
55,DONE_OK,,44,1,0.5453,1.046,0.1563,0.544,3,1.983,0.1596,51.18,48.71,51.72,50.38,0.0019,0,0
56,DONE_OK,,49,1,0.5919,0.98,0.151,0.685,3,2.2955,0.2512,54.29,54.14,54.41,53.09,0.0211,0,0
57,DONE_OK,,53,1,0.6233,0.98,0.1533,-0.0004,3,2.0968,-0.006,62.25,57.68,62.6,59.4,0.025,0,0
58,DONE_OK,,35,1,0.432,1.023,0.1567,0.8479,3,2.228,0.4325,49.0,48.64,49.4,47.22,0.0204,0,0
59,DONE_OK,,16,1,0.202,1.125,0.1329,0.4772,5,3.2753,0.0403,43.29,43.35,43.62,42.22,0.0118,0,0
60,DONE_OK,,53,1,0.6646,1.012,0.1708,-0.0016,3,2.2589,-0.0048,49.88,45.66,51.28,46.17,0.0241,0,0
61,DONE_OK,,55,1,0.6064,1.004,0.1489,0.2021,6,2.4761,0.0459,50.65,50.34,51.38,49.9,0.0059,0,0
62,DONE_OK,,56,1,0.632,1.013,0.1457,0.7284,3,1.7287,0.5277,24.13,24.86,25.18,23.73,0.0074,0,0
63,DONE_OK,,10,1,0.1256,1.126,0.1427,0.0728,5,3.6797,0.0006,46.06,49.89,49.89,48.38,0.0184,0,0
64,DONE_OK,,17,1,0.23,1.112,0.1624,0.1333,6,3.5853,-0.0001,68.68,78.06,78.06,73.88,0.017,0,0
65,DONE_FAIL,GRASP,24,0,0.6324,1.092,0.2391,0.0041,6,3.3348,-0.0031,63.45,72.1,72.61,nan,nan,0,0
66,DONE_OK,,9,1,0.1288,1.119,0.1607,0.078,5,3.6745,0.0022,72.71,79.38,79.38,79.03,0.018,0,0
67,DONE_OK,,54,1,0.5999,1.016,0.1454,0.1035,3,1.9052,0.0294,51.19,47.75,52.65,48.78,0.0272,0,0
68,DONE_OK,,52,1,0.5969,0.962,0.1654,0.2914,3,2.3143,0.0091,55.1,52.47,55.39,50.58,0.023,0,0
69,DONE_OK,,52,1,0.5882,0.977,0.1393,0.2361,3,1.824,0.2361,48.95,48.01,49.06,47.22,0.0213,0,0
70,DONE_OK,,14,1,0.1755,1.126,0.1376,0.3027,5,3.4498,0.0045,54.51,57.13,57.13,55.66,0.0203,0,0
71,DONE_OK,,20,1,0.2845,1.113,0.1677,0.3068,6,3.3908,0.0057,67.1,74.4,74.4,69.83,0.0255,0,0
72,DONE_OK,,28,1,0.3243,0.968,0.1658,0.9377,3,2.4287,0.532,51.08,49.62,51.49,50.76,0.0024,0,0
73,DONE_OK,,50,1,0.6205,1.061,0.1381,-0.0001,3,1.9351,-0.0086,58.16,55.04,59.49,55.79,0.0266,0,0
74,DONE_OK,,12,1,0.1448,1.126,0.1393,0.1613,5,3.5912,0.0017,46.7,50.28,50.28,48.13,0.0162,0,0
75,DONE_OK,,44,1,0.5693,1.032,0.149,0.4692,3,2.0853,0.3125,49.54,48.7,49.81,47.08,0.0208,0,0
76,DONE_OK,,41,1,0.5224,1.05,0.1559,1.0311,3,2.225,0.3166,36.72,35.76,37.67,35.34,0.0026,0,0
77,DONE_OK,,31,1,0.4062,1.065,0.165,1.0284,3,2.3981,0.3766,39.49,38.99,39.84,38.47,0.0027,0,0
78,DONE_OK,,40,1,0.5155,1.037,0.1586,0.6865,3,2.2948,0.1847,48.3,46.77,48.43,46.01,0.0209,0,0
79,DONE_OK,,45,1,0.6547,1.049,0.1724,-0.0006,3,2.5083,-0.0089,55.57,47.65,62.36,53.13,0.0211,0,0
80,DONE_OK,,54,1,0.5872,0.954,0.1678,0.322,3,2.3179,0.0268,57.18,54.05,57.27,52.26,0.023,0,0
81,DONE_OK,,32,1,0.4186,1.032,0.1625,1.0948,3,2.1926,0.4939,35.33,34.6,35.58,34.7,0.0024,0,0
82,DONE_OK,,31,1,0.3609,0.963,0.1633,1.1791,5,2.5734,0.3361,54.23,53.06,54.38,52.81,0.0021,0,0
83,DONE_OK,,28,1,0.5573,1.097,0.1454,0.6702,3,2.7602,0.005,79.13,71.75,85.61,83.78,0.0384,0,0
84,DONE_OK,,12,1,0.1503,1.126,0.1394,0.2106,5,3.5419,0.0034,45.67,48.05,48.05,46.42,0.0028,0,0
85,DONE_OK,,36,1,0.4006,1.02,0.1582,-0.0,6,3.5737,-0.0053,46.92,53.03,53.03,49.27,0.02,0,0
86,DONE_OK,,19,1,0.2976,1.122,0.1667,0.3978,5,3.3547,0.0011,75.2,84.08,84.08,80.05,0.0084,0,0
87,DONE_OK,,18,1,0.222,1.111,0.1631,0.9323,5,2.8202,0.3728,31.74,30.13,32.38,30.22,0.0021,0,0
88,DONE_OK,,55,1,0.5962,1.056,0.1413,0.321,6,2.5923,0.0098,40.88,39.6,42.07,39.72,0.0112,0,0
89,DONE_OK,,48,1,0.6081,1.007,0.1663,-0.007,3,2.3213,-0.007,53.51,50.63,53.59,48.78,0.0229,0,0
90,DONE_OK,,61,1,0.5891,0.935,0.1486,0.3836,3,2.1632,0.0157,52.38,46.73,52.58,51.75,0.002,0,0
91,DONE_OK,,38,1,0.6027,1.043,0.1605,-0.0,1,3.4291,-0.0086,61.54,73.94,74.2,59.74,0.0272,0,0
92,DONE_OK,,56,1,0.6494,1.016,0.1529,0.7339,3,1.9478,0.3794,36.5,37.16,37.16,35.54,0.0204,0,0
93,DONE_OK,,26,1,0.1662,1.125,0.1613,0.2607,5,3.4918,0.2607,35.98,38.68,38.88,35.3,0.0267,0,0
94,DONE_OK,,35,1,0.5625,1.059,0.1739,0.148,3,2.5305,0.009,74.49,70.61,79.71,74.93,0.0213,0,0
95,DONE_OK,,24,1,0.3006,1.119,0.1577,0.192,6,3.5432,0.0028,54.24,60.43,60.43,55.89,0.0221,0,0
96,DONE_OK,,49,1,0.5902,1.008,0.1421,0.4906,3,1.91,0.0946,48.97,46.63,49.64,48.32,0.0016,0,0
