idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
24,DONE_OK,,44,1,0.5723,1.03,0.1553,0.6299,3,1.9661,0.4421,32.33,32.01,32.54,30.23,0.0238,0,0
25,DONE_OK,,45,1,0.5433,1.007,0.147,0.5532,3,1.9804,0.4591,45.33,46.21,46.21,45.19,0.0031,0,0
26,DONE_OK,,39,1,0.5178,1.086,0.1599,1.1279,3,2.1445,0.4054,23.19,22.03,23.67,21.81,0.0023,0,0
27,DONE_OK,,5,1,0.061,1.126,0.1326,0.0004,5,3.7521,-0.0002,56.47,60.38,60.38,61.75,0.0193,0,0
28,DONE_OK,,52,1,0.5926,1.05,0.1494,0.2034,3,1.9523,0.003,43.88,39.99,44.96,40.62,0.0266,0,0
29,DONE_OK,,54,1,0.5891,1.046,0.1447,-0.0001,3,1.9361,-0.0047,54.66,50.36,56.1,51.18,0.0274,0,0
30,DONE_OK,,39,1,0.6572,1.054,0.1567,0.0114,1,3.4951,-0.0113,62.42,75.1,75.31,60.64,0.0277,0,0
31,DONE_OK,,54,1,0.6252,0.989,0.1415,0.4089,3,2.032,0.0465,63.72,61.62,64.54,62.86,0.0014,0,0
32,DONE_OK,,48,1,0.6161,1.024,0.148,0.6554,3,2.0972,0.3116,41.96,41.61,42.23,40.13,0.0212,0,0
33,DONE_OK,,36,1,0.443,1.008,0.155,0.8529,3,2.3299,0.4153,51.74,52.02,52.02,51.11,0.0027,0,0
34,DONE_OK,,14,1,0.1761,1.126,0.1318,0.389,5,3.3635,0.0152,41.13,41.26,41.63,40.4,0.0071,0,0
35,DONE_OK,,53,1,0.6201,1.018,0.1429,0.4593,3,1.9039,0.0604,48.23,46.06,49.09,47.59,0.002,0,0
36,DONE_FAIL,RETRACT,32,1,0.6012,1.069,0.1487,-0.0004,3,3.3524,-0.0118,76.14,81.86,81.86,80.08,0.2124,0,0
37,DONE_OK,,46,1,0.5964,1.029,0.1507,0.8137,3,2.3536,0.1347,47.01,45.87,47.06,45.9,0.003,0,0
38,DONE_OK,,39,1,0.4797,1.023,0.1524,0.6026,3,2.112,0.4094,46.16,45.71,46.49,44.58,0.0198,0,0
39,DONE_FAIL,TRANSPORT,300,1,0.1167,0.998,0.6962,0.3663,3,1.8296,-0.0041,72.47,87.56,89.98,nan,nan,0,0
40,DONE_OK,,57,1,0.5599,0.93,0.1602,0.719,3,2.2006,0.0729,48.44,47.37,49.14,47.81,0.0017,0,0
41,DONE_OK,,58,1,0.5931,1.043,0.1531,-0.0001,3,2.0828,-0.0075,60.18,55.64,62.47,56.77,0.0253,0,0
42,DONE_OK,,15,1,0.1881,1.121,0.1594,0.9751,5,2.7774,0.525,31.13,30.09,31.76,30.27,0.0021,0,0
43,DONE_OK,,48,1,0.5944,0.992,0.1563,0.6768,3,1.9603,0.4719,38.71,39.97,39.97,37.93,0.0206,0,0
44,DONE_OK,,29,1,0.361,1.018,0.1543,1.0524,3,2.3764,0.4756,49.48,48.74,49.92,48.8,0.0024,0,0
45,DONE_OK,,33,1,0.3873,1.01,0.1453,0.1341,3,2.0567,0.1341,58.59,59.62,59.62,56.61,0.0209,0,0
46,DONE_OK,,59,1,0.5945,0.947,0.1559,0.7782,3,2.3238,0.0202,51.78,51.3,51.92,51.25,0.0033,0,0
47,DONE_FAIL,TRANSPORT,300,1,0.2643,0.969,0.6666,-0.0,4,1.2963,-0.0033,67.31,76.18,83.77,nan,nan,0,0
48,DONE_OK,,21,1,0.3534,1.121,0.1744,0.4377,5,3.3148,-0.0002,72.67,78.73,81.06,77.97,0.021,0,0
49,DONE_OK,,16,1,0.2016,1.125,0.1432,0.5147,5,3.2378,0.0815,39.82,39.53,40.17,38.43,0.0043,0,0
50,DONE_OK,,39,1,0.4924,1.031,0.1584,0.7561,3,2.0578,0.4582,40.57,40.44,40.85,38.91,0.0208,0,0
51,DONE_OK,,43,1,0.5152,1.0,0.1592,0.4446,3,2.1731,0.2892,55.2,55.24,55.47,52.52,0.0221,0,0
52,DONE_OK,,45,1,0.5863,1.039,0.1487,-0.0009,3,2.1934,-0.0042,57.71,55.74,58.15,54.41,0.0233,0,0
53,DONE_OK,,10,1,0.1234,1.126,0.1348,0.0473,5,3.7052,-0.0001,46.49,51.57,51.57,49.69,0.0156,0,0
54,DONE_FAIL,RETRACT,38,1,0.6454,1.078,0.1575,-0.0005,1,3.2325,-0.0055,68.15,75.15,75.15,68.43,0.2097,0,0
55,DONE_OK,,39,1,0.4946,1.058,0.1628,0.8788,3,2.36,0.2149,44.78,43.75,45.75,43.34,0.0025,0,0
56,DONE_OK,,29,1,0.3064,0.985,0.1585,0.8177,1,2.4341,0.5699,44.04,40.68,45.31,43.68,0.0023,0,0
57,DONE_OK,,49,1,0.6414,1.047,0.1388,0.2813,3,2.0203,0.1834,52.84,51.23,52.89,49.5,0.0218,0,0
58,DONE_OK,,48,1,0.6231,1.034,0.1481,0.6073,3,2.1008,0.2291,42.56,41.73,42.91,39.14,0.023,0,0
59,DONE_OK,,11,1,0.1241,1.121,0.161,0.646,5,3.1065,0.3921,40.59,40.21,41.52,38.73,0.1185,0,0
60,DONE_OK,,32,1,0.4217,1.083,0.1745,1.047,3,2.5339,0.1645,44.75,43.7,44.9,43.26,0.0026,0,0
61,DONE_OK,,44,1,0.5293,0.96,0.1419,1.133,3,2.4903,0.287,55.57,55.12,55.68,54.66,0.0019,0,0
62,DONE_OK,,54,1,0.5752,0.905,0.1554,0.8458,3,2.0445,0.4513,42.11,42.04,42.58,41.96,0.0028,0,0
63,DONE_OK,,41,1,0.5362,1.042,0.1458,0.4343,3,2.031,0.4197,42.14,41.41,42.41,39.56,0.0225,0,0
64,DONE_OK,,48,1,0.5603,0.93,0.1581,0.8771,3,2.3297,0.3473,49.41,49.38,49.68,48.65,0.0015,0,0
65,DONE_OK,,59,1,0.7829,1.041,0.146,0.001,3,2.1668,-0.0103,74.74,77.47,77.87,78.74,0.0033,0,0
66,DONE_OK,,41,1,0.6331,1.056,0.1466,-0.0002,1,3.4796,-0.0053,60.89,75.99,75.99,60.53,0.027,0,0
67,DONE_OK,,48,1,0.6102,1.04,0.1459,0.4617,3,2.0351,0.343,53.86,53.36,54.29,52.57,0.0015,0,0
68,DONE_OK,,52,1,0.6539,1.023,0.1422,0.8078,3,2.2542,0.178,46.13,45.33,46.27,45.26,0.001,0,0
69,DONE_OK,,110,1,0.5413,0.842,0.1629,0.892,5,2.8605,-0.016,65.79,68.04,75.8,66.9,0.002,0,0
70,DONE_OK,,39,1,0.4842,1.008,0.157,0.8536,3,2.2037,0.4762,37.31,37.58,37.65,37.09,0.0025,0,0
71,DONE_OK,,20,1,0.2683,1.104,0.1587,0.0032,6,3.5898,-0.0001,59.99,68.17,68.17,64.14,0.0239,0,0
72,DONE_OK,,50,1,0.5901,1.002,0.1491,0.1442,3,1.9805,0.0418,59.42,56.51,60.71,57.27,0.0275,0,0
73,DONE_OK,,23,1,0.3709,1.121,0.1754,0.475,5,3.2775,-0.0002,70.52,78.86,79.31,75.84,0.0174,0,0
74,DONE_OK,,47,1,0.64,1.071,0.15,0.2979,3,2.1631,0.0096,45.87,44.2,46.27,41.95,0.0242,0,0
75,DONE_OK,,47,1,0.5417,0.924,0.158,0.9688,3,2.3304,0.3681,52.18,51.19,52.33,51.45,0.0022,0,0
76,DONE_OK,,54,1,0.5966,1.042,0.1458,0.4001,3,1.9476,0.0278,40.85,36.4,42.17,39.67,0.0016,0,0
77,DONE_OK,,10,1,0.12,1.126,0.1434,0.142,5,3.6105,0.0029,51.21,54.2,54.2,52.58,0.0174,0,0
78,DONE_OK,,55,1,0.5841,0.944,0.1645,0.4775,3,2.2789,0.0732,49.71,47.65,49.81,45.81,0.0252,0,0
79,DONE_OK,,39,1,0.45,0.936,0.1668,0.7751,3,2.343,0.4101,50.51,50.23,50.79,49.85,0.0025,0,0
80,DONE_OK,,38,1,0.4401,0.969,0.1489,1.0484,3,2.2307,0.7347,47.24,46.42,48.09,47.95,0.0021,0,0
81,DONE_FAIL,RETRACT,52,1,0.7442,0.974,0.1488,0.2142,3,2.4987,0.0047,79.5,80.95,83.89,82.45,0.0182,0,0
82,DONE_OK,,53,1,0.5812,0.97,0.1542,0.5563,3,2.2797,0.1271,59.79,57.89,59.94,59.0,0.0022,0,0
83,DONE_OK,,47,1,0.5711,0.967,0.1593,0.7943,3,2.1227,0.4006,39.67,39.56,39.95,38.02,0.0219,0,0
84,DONE_OK,,52,1,0.6348,1.025,0.139,0.4632,3,1.8662,0.1839,53.81,51.67,54.23,53.07,0.0027,0,0
85,DONE_OK,,41,1,0.5105,1.059,0.1628,0.8721,3,2.2736,0.2537,41.84,40.92,43.24,40.44,0.0023,0,0
86,DONE_OK,,12,1,0.1483,1.125,0.1455,0.0978,5,3.6547,0.0011,53.71,58.52,58.52,56.18,0.0202,0,0
87,DONE_OK,,36,1,0.3866,0.915,0.1603,0.9134,3,2.3601,0.5189,54.07,53.63,54.58,53.95,0.0024,0,0
88,DONE_OK,,49,1,0.5701,0.949,0.1542,0.9297,5,2.8228,0.0922,56.66,55.34,56.74,55.28,0.0022,0,0
89,DONE_OK,,49,1,0.5464,0.955,0.1541,0.6936,3,2.2946,0.2761,61.47,58.74,61.49,60.02,0.0227,0,0
90,DONE_OK,,17,1,0.2143,1.125,0.1437,0.4546,5,3.2979,0.0097,45.32,46.04,46.04,44.76,0.0168,0,0
91,DONE_OK,,39,1,0.4248,0.907,0.1659,0.8987,3,2.4535,0.3978,58.63,57.55,58.85,58.06,0.0022,0,0
92,DONE_OK,,45,1,0.5758,1.018,0.1529,0.9155,3,2.1804,0.4704,33.43,34.1,34.1,33.4,0.0022,0,0
93,DONE_OK,,31,1,0.3776,0.961,0.1529,0.8331,3,2.0905,0.71,40.29,40.9,41.26,41.48,0.0027,0,0
94,DONE_OK,,14,1,0.1648,1.126,0.1449,0.1198,5,3.6327,-0.0001,46.52,51.33,51.33,48.57,0.0162,0,0
95,DONE_OK,,52,1,0.5867,0.942,0.1584,0.9854,3,2.2321,0.4638,45.41,45.01,46.05,45.43,0.0022,0,0
96,DONE_OK,,45,1,0.5658,1.055,0.1583,0.7951,3,2.134,0.2411,38.84,37.57,39.68,35.11,0.0232,0,0
97,DONE_OK,,18,1,0.1986,1.125,0.1434,0.5009,5,3.2516,0.1235,38.33,39.46,39.68,36.91,0.0017,0,0
98,DONE_OK,,44,1,0.5402,1.032,0.1451,0.3352,3,1.9726,0.3352,47.94,48.32,48.33,45.74,0.0205,0,0
99,DONE_OK,,23,1,0.2963,1.08,0.147,0.0928,5,3.6597,-0.0002,66.31,73.25,74.93,70.53,0.023,0,0
