idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
57,DONE_OK,,46,1,0.5094,0.911,0.1575,0.9822,3,2.2676,0.4434,51.26,50.09,51.39,50.69,0.002,0,0
58,DONE_FAIL,RETRACT,43,1,0.7735,1.065,0.1487,-0.0003,3,3.6219,-0.0066,79.67,84.29,84.29,81.7,0.1333,0,0
59,DONE_OK,,36,1,0.4203,0.945,0.1667,1.0862,5,2.6663,0.3036,57.48,55.36,57.57,55.76,0.0022,0,0
60,DONE_OK,,40,1,0.5359,1.054,0.1589,0.6486,3,2.2725,0.2794,38.52,36.31,38.86,37.96,0.0024,0,0
61,DONE_OK,,14,1,0.1909,1.118,0.1609,0.1073,5,3.6452,-0.0002,61.84,69.56,69.56,67.31,0.0181,0,0
62,DONE_OK,,51,1,0.5711,0.921,0.1588,0.8854,3,2.3185,0.2964,55.14,53.81,55.3,54.12,0.0042,0,0
63,DONE_OK,,51,1,0.603,1.021,0.1485,0.3372,6,2.5386,0.1945,30.76,30.13,31.27,30.29,0.0327,0,0
64,DONE_OK,,5,1,0.0644,1.12,0.1427,-0.0001,5,3.7526,-0.0002,54.0,57.83,57.83,60.06,0.0012,0,0
65,DONE_OK,,23,1,0.2941,1.124,0.1566,0.5119,5,3.2406,0.006,50.58,52.5,52.88,50.8,0.0179,0,0
66,DONE_OK,,38,1,0.4902,1.053,0.1607,0.8903,3,2.2852,0.2446,44.96,43.75,45.2,43.45,0.0028,0,0
67,DONE_OK,,15,1,0.1688,1.126,0.1424,0.2236,5,3.5289,0.0033,41.52,43.71,43.71,40.32,0.0164,0,0
68,DONE_OK,,21,1,0.2616,1.073,0.1722,1.0313,1,2.5534,0.5192,38.84,37.81,39.41,38.04,0.0024,0,0
69,DONE_OK,,33,1,0.6094,1.094,0.1553,0.2785,3,2.5938,0.0044,78.39,71.21,85.53,75.44,0.0158,0,0
70,DONE_OK,,45,1,0.5754,1.034,0.151,0.4275,3,1.9984,0.3475,47.33,47.05,47.64,46.45,0.0031,0,0
71,DONE_OK,,22,1,0.2502,1.125,0.1514,0.644,5,3.1085,0.1104,39.82,38.9,40.67,37.7,0.0023,0,0
72,DONE_OK,,39,1,0.4848,1.006,0.1569,0.8312,3,2.2628,0.4053,46.75,47.03,47.05,45.08,0.0204,0,0
73,DONE_OK,,47,1,0.5762,0.997,0.1546,0.6813,3,2.1566,0.4293,41.81,43.32,43.45,39.77,0.0217,0,0
74,DONE_OK,,40,1,0.4875,1.006,0.16,0.6999,3,2.1531,0.474,42.14,43.18,43.18,39.93,0.0224,0,0
75,DONE_OK,,23,1,0.2859,1.123,0.1564,0.5482,5,3.2043,0.0431,43.12,43.96,44.59,42.66,0.0134,0,0
76,DONE_OK,,49,1,0.6071,1.017,0.1476,0.6054,3,1.9824,0.1229,55.36,53.26,55.93,54.76,0.0022,0,0
77,DONE_OK,,8,1,0.1168,1.119,0.1587,0.045,5,3.7075,0.0003,71.44,77.91,77.91,77.48,0.0127,0,0
78,DONE_OK,,39,1,0.5035,1.061,0.163,0.9916,3,2.3085,0.2988,29.97,28.72,30.8,28.72,0.0023,0,0
79,DONE_OK,,22,1,0.2915,1.111,0.1681,1.056,5,2.6965,0.3542,45.66,44.21,45.98,44.34,0.0024,0,0
80,DONE_OK,,15,1,0.1951,1.104,0.1562,0.0693,5,3.6832,-0.0002,60.46,68.37,68.37,65.42,0.0194,0,0
81,DONE_OK,,58,1,0.6851,1.032,0.1383,-0.0001,3,1.9087,-0.0089,54.37,50.15,54.44,51.51,0.0197,0,0
82,DONE_OK,,46,1,0.5399,0.932,0.1619,0.8472,3,2.2869,0.4044,50.6,50.18,50.83,50.07,0.0024,0,0
83,DONE_OK,,38,1,0.6482,1.045,0.1492,0.0001,1,3.5141,-0.0159,62.35,76.48,76.48,61.38,0.0273,0,0
84,DONE_OK,,47,1,0.8884,1.048,0.1664,-0.0003,3,2.1357,-0.0096,67.51,60.46,73.16,69.09,0.0193,0,0
85,DONE_OK,,40,1,0.5118,1.057,0.1617,0.9283,3,2.2435,0.3067,30.91,29.77,31.83,29.56,0.0022,0,0
86,DONE_OK,,36,1,0.4211,0.963,0.1604,1.0994,3,2.3016,0.4635,42.98,41.29,43.16,42.25,0.0022,0,0
87,DONE_OK,,54,1,0.6865,1.041,0.1471,0.4217,3,2.039,0.1471,46.97,44.91,47.11,45.57,0.021,0,0
88,DONE_OK,,44,1,0.575,1.033,0.1527,0.8903,3,2.501,0.0384,53.39,52.33,53.41,52.46,0.0021,0,0
89,DONE_OK,,54,1,0.6195,0.994,0.1481,0.7305,3,2.2194,0.2355,47.92,47.95,48.01,47.27,0.0027,0,0
90,DONE_OK,,53,1,0.6075,0.974,0.1536,0.7842,3,2.2375,0.3397,45.31,45.62,45.62,44.94,0.0023,0,0
91,DONE_OK,,50,1,0.5905,1.024,0.1518,0.1521,6,2.5505,0.0815,45.82,45.32,46.72,44.77,0.0222,0,0
92,DONE_OK,,15,1,0.1815,1.123,0.1571,0.9809,5,2.7716,0.6254,49.51,48.67,50.17,48.74,0.0014,0,0
93,DONE_OK,,9,1,0.1244,1.118,0.1575,0.0227,5,3.7298,-0.0001,62.57,69.18,69.18,69.17,0.0083,0,0
94,DONE_FAIL,RETRACT,55,1,0.2097,1.078,0.1726,-0.0001,6,3.4308,-0.0048,27.28,30.74,30.87,29.39,0.1255,0,0
95,DONE_OK,,28,1,0.3474,1.052,0.1575,-0.0001,6,3.6986,-0.0012,61.71,65.59,68.46,64.83,0.0199,0,0
96,DONE_OK,,51,1,0.5724,0.922,0.1554,0.7079,3,2.0511,0.3662,44.46,42.61,44.52,42.78,0.0024,0,0
97,DONE_OK,,29,1,0.3139,1.125,0.1504,1.1202,3,2.6239,0.3344,29.24,26.53,31.09,27.61,0.0018,0,0
98,DONE_OK,,25,1,0.303,1.026,0.1669,0.8622,3,2.3802,0.5386,42.75,42.26,43.26,42.38,0.0022,0,0
99,DONE_OK,,49,1,0.5864,0.975,0.1588,0.68,3,2.4059,0.1798,58.72,57.76,58.97,57.35,0.0222,0,0
