idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,19,1,0.2574,1.123,0.1618,0.2171,5,3.5354,0.0001,64.47,72.98,72.98,69.04,0.0195,0,0
1,DONE_OK,,40,1,0.5001,0.979,0.1535,0.8851,3,2.1854,0.455,37.42,36.45,37.69,37.14,0.0023,0,0
2,DONE_OK,,28,1,0.3666,1.111,0.1559,1.2667,1,2.4092,0.4407,22.59,21.66,23.16,21.37,0.0019,0,0
3,DONE_OK,,51,1,0.5928,1.073,0.1478,0.8726,3,2.1314,0.0172,36.25,32.65,37.29,35.01,0.0038,0,0
4,DONE_OK,,26,1,0.3397,1.091,0.1568,1.2766,5,2.4759,0.4183,31.35,30.33,31.81,30.13,0.0022,0,0
5,DONE_OK,,45,1,0.5544,1.021,0.1572,0.928,3,1.8354,0.4957,29.11,27.84,29.3,28.1,0.0217,0,0
6,DONE_OK,,46,1,0.6121,1.048,0.1553,0.4145,3,2.1505,0.1493,43.74,41.85,43.95,42.68,0.0022,0,0
7,DONE_FAIL,RETRACT,31,1,0.5829,1.082,0.149,-0.001,1,3.3474,-0.0067,71.67,80.39,80.39,73.76,0.2128,0,0
8,DONE_OK,,38,1,0.6909,1.073,0.1502,0.0003,1,3.5689,-0.008,64.77,78.05,78.43,63.92,0.0274,0,0
9,DONE_OK,,25,1,0.2299,1.124,0.1626,-0.0003,6,3.5988,-0.0043,34.46,36.92,36.92,34.11,0.0291,0,0
10,DONE_OK,,48,1,0.5311,0.91,0.1556,0.896,3,2.2856,0.3392,63.21,61.86,63.31,62.2,0.0003,0,0
11,DONE_OK,,45,1,0.5753,1.052,0.1613,0.7297,3,2.0149,0.3209,31.2,30.24,31.88,29.18,0.021,0,0
12,DONE_OK,,22,1,0.2637,1.006,0.1634,0.9944,5,2.7581,0.3385,43.92,42.24,44.39,42.1,0.004,0,0
13,DONE_OK,,55,1,0.5933,0.966,0.1539,0.7975,3,2.0283,0.4233,39.44,40.67,40.67,38.53,0.0202,0,0
14,DONE_OK,,19,1,0.1596,1.124,0.155,0.1265,6,3.4734,0.1265,30.27,33.25,33.25,31.2,0.0559,0,0
15,DONE_OK,,31,1,0.3809,1.04,0.1546,0.2927,3,2.0739,0.2927,44.96,44.79,45.94,42.67,0.0261,0,0
16,DONE_OK,,53,1,0.6472,1.019,0.1538,0.8264,3,2.087,0.2676,37.21,37.13,37.72,36.13,0.0024,0,0
17,DONE_OK,,41,1,0.5633,1.051,0.1458,0.9261,3,2.5994,0.0268,56.32,54.46,56.37,55.72,0.0024,0,0
18,DONE_OK,,37,1,0.4055,0.909,0.1652,1.0518,3,2.5543,0.4188,54.42,53.32,54.64,53.85,0.0022,0,0
19,DONE_OK,,44,1,0.5441,0.996,0.1544,0.8083,3,2.3857,0.2507,51.0,50.93,51.17,50.16,0.0031,0,0
20,DONE_OK,,23,1,0.2819,1.03,0.1654,1.0142,1,2.5152,0.4932,43.33,42.43,43.91,42.72,0.0024,0,0
21,DONE_OK,,51,1,0.6093,0.979,0.1602,0.7994,3,2.1992,0.3096,44.69,45.52,45.52,42.97,0.0198,0,0
22,DONE_OK,,58,1,0.6145,0.987,0.1457,0.6667,3,1.7475,0.6042,27.8,29.77,29.77,28.11,0.0071,0,0
23,DONE_OK,,52,1,0.762,1.068,0.1577,-0.0003,3,2.2495,-0.0111,58.13,51.68,64.49,56.32,0.0232,0,0
24,DONE_OK,,36,1,0.6497,1.035,0.1456,-0.0001,1,3.6412,-0.0091,73.07,84.43,84.43,72.01,0.0262,0,0
25,DONE_OK,,28,1,0.3011,1.076,0.1642,-0.0002,6,3.7446,-0.0085,44.59,48.23,49.43,46.23,0.0025,0,0
26,DONE_OK,,9,1,0.1115,1.125,0.1437,0.2257,5,3.5268,0.008,54.51,55.54,55.54,55.04,0.0182,0,0
27,DONE_OK,,39,1,0.4704,1.008,0.1524,0.573,3,2.0893,0.5216,46.98,47.43,47.43,45.63,0.0199,0,0
28,DONE_OK,,55,1,0.6699,1.031,0.1479,0.4102,3,2.1278,0.0234,53.79,52.48,53.89,51.1,0.021,0,0
29,DONE_OK,,35,1,0.6342,1.098,0.1452,-0.0002,1,3.4984,-0.0104,67.96,78.71,78.81,66.8,0.0329,0,0
30,DONE_OK,,53,1,0.5628,0.936,0.1511,0.3215,3,2.0631,0.3047,59.08,55.81,59.24,56.47,0.0239,0,0
31,DONE_OK,,53,1,0.581,1.015,0.1475,0.2483,6,2.6471,0.0244,42.08,41.17,42.95,41.2,0.0219,0,0
32,DONE_OK,,31,1,0.3583,0.985,0.1645,0.6589,3,2.2887,0.5195,48.17,49.17,49.17,48.01,0.0026,0,0
