idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,41,1,0.5426,1.031,0.1678,0.2221,3,2.2639,0.0124,67.59,46.08,73.48,43.53,0.0244,0,0
1,DONE_OK,,57,1,0.5994,0.972,0.1548,0.3759,3,2.1319,0.0829,42.2,39.9,45.0,37.05,0.024,0,0
2,DONE_OK,,18,1,0.2126,1.126,0.1438,0.3219,5,3.4306,0.0052,42.94,49.83,49.83,48.66,0.0062,0,0
3,DONE_OK,,46,1,0.5836,1.057,0.1549,0.7477,3,2.2375,0.1759,42.47,44.67,46.88,42.46,0.0215,0,0
4,DONE_OK,,40,1,0.4978,1.024,0.154,0.8249,3,2.2115,0.3842,44.58,45.42,45.62,44.38,0.021,0,0
5,DONE_FAIL,RETRACT,39,1,0.5889,1.043,0.1428,0.0018,1,3.6631,-0.0104,62.78,84.48,84.48,81.95,0.174,0,0
6,DONE_OK,,38,1,0.4976,1.081,0.1612,0.9691,3,2.1389,0.4416,34.31,34.45,36.43,33.61,0.0225,0,0
7,DONE_OK,,21,1,0.2368,1.125,0.1462,0.5096,5,3.2429,0.1471,43.92,54.25,54.25,53.59,0.0036,0,0
8,DONE_OK,,29,1,0.4066,1.084,0.1724,-0.0004,3,2.4845,-0.0097,67.89,53.2,70.92,51.08,0.0221,0,0
9,DONE_OK,,41,1,0.5454,1.046,0.1545,0.5845,3,2.225,0.2578,45.42,39.91,46.17,40.13,0.0024,0,0
10,DONE_OK,,19,1,0.2575,1.126,0.1504,0.6797,5,3.0728,0.1312,33.79,34.96,35.37,34.99,0.0016,0,0
11,DONE_OK,,10,1,0.1211,1.126,0.1427,0.1709,5,3.5816,0.0073,46.55,48.79,48.79,48.04,0.018,0,0
12,DONE_OK,,10,1,0.128,1.125,0.1388,0.2821,5,3.4704,0.0111,60.12,60.87,60.87,60.73,0.0219,0,0
13,DONE_OK,,59,1,0.5571,0.918,0.1693,0.4267,3,2.2637,-0.0089,60.51,47.29,65.92,44.81,0.0227,0,0
14,DONE_OK,,19,1,0.2176,1.126,0.1449,0.4809,5,3.2716,0.2095,26.23,33.6,33.6,33.26,0.0027,0,0
15,DONE_OK,,43,1,0.5362,1.027,0.1451,0.4843,3,2.0826,0.4062,48.39,46.68,48.87,45.36,0.0194,0,0
16,DONE_OK,,44,1,0.5322,1.012,0.149,0.9587,3,2.2805,0.5073,40.51,40.01,42.14,39.82,0.0022,0,0
17,DONE_OK,,38,1,0.5561,1.067,0.1554,0.0018,3,2.1404,0.0018,76.03,62.3,79.24,60.49,0.0262,0,0
18,DONE_OK,,50,1,0.577,1.038,0.1591,0.7416,3,2.2891,0.2874,38.19,39.21,47.2,39.58,0.0023,0,0
19,DONE_OK,,6,1,0.0669,1.126,0.1423,0.118,5,3.6345,0.0113,55.11,56.38,56.38,55.53,0.0103,0,0
20,DONE_OK,,39,1,0.622,1.058,0.1644,-0.0,1,3.6686,-0.0111,68.97,87.56,87.56,83.98,0.0997,0,0
21,DONE_OK,,45,1,0.5664,1.013,0.1538,0.7886,3,2.4272,0.1251,54.13,53.68,54.54,53.57,0.0024,0,0
22,DONE_OK,,51,1,0.5189,0.868,0.1475,0.2638,6,2.6017,0.0195,54.39,54.49,57.83,54.17,0.0231,0,0
23,DONE_OK,,42,1,0.5478,1.071,0.1573,-0.0002,3,2.258,-0.0068,52.58,49.05,58.3,46.67,0.0229,0,0
24,DONE_OK,,51,1,0.5898,0.975,0.1705,0.1043,3,2.2189,-0.0062,58.01,47.7,59.17,45.34,0.0235,0,0
25,DONE_OK,,30,1,0.4769,1.108,0.176,0.4306,3,2.4651,0.0132,72.31,74.6,81.54,74.18,0.004,0,0
26,DONE_OK,,56,1,0.5825,0.999,0.1485,0.4273,6,2.5024,0.0012,44.89,46.19,53.07,45.85,0.0081,0,0
27,DONE_OK,,21,1,0.2653,1.059,0.1729,0.7298,5,3.0227,0.1102,49.66,49.91,50.2,49.78,0.0009,0,0
28,DONE_OK,,48,1,0.5772,1.02,0.1614,0.5431,3,2.1234,0.2987,33.97,37.43,39.49,37.39,0.0018,0,0
29,DONE_OK,,56,1,0.568,0.924,0.1585,0.8874,3,2.4583,0.0523,63.03,61.77,63.82,61.75,0.0019,0,0
30,DONE_OK,,35,1,0.389,0.946,0.172,0.9659,3,2.6016,0.3621,57.73,56.38,58.49,56.45,0.0022,0,0
31,DONE_OK,,35,1,0.4382,1.041,0.1559,1.2758,5,2.4767,0.3498,30.87,35.19,35.19,35.09,0.0019,0,0
32,DONE_OK,,44,1,0.5626,1.031,0.1716,0.5568,3,2.2058,0.2298,32.57,33.37,33.57,30.53,0.0252,0,0
33,DONE_OK,,32,1,0.3518,0.947,0.1653,0.6513,3,2.3344,0.607,47.35,43.21,47.97,43.2,0.002,0,0
34,DONE_OK,,18,1,0.232,1.117,0.1752,1.1144,5,2.6381,0.6401,38.82,39.39,39.86,39.71,0.0674,0,0
35,DONE_OK,,40,1,0.509,1.036,0.1497,0.5192,3,2.1768,0.3286,48.82,47.54,49.62,46.86,0.0203,0,0
36,DONE_OK,,43,1,0.5663,1.07,0.1574,0.515,3,2.2901,0.0135,52.29,52.01,53.52,48.97,0.0224,0,0
37,DONE_OK,,45,1,0.5794,1.033,0.1543,0.6139,3,2.3197,0.0809,53.16,51.15,53.63,49.63,0.022,0,0
38,DONE_OK,,18,1,0.1698,1.125,0.1457,0.3801,5,3.3724,0.2604,33.29,44.04,44.04,43.26,0.0014,0,0
39,DONE_OK,,41,1,0.5303,1.054,0.1648,0.3195,3,2.1946,0.25,39.07,39.82,41.37,36.97,0.0247,0,0
40,DONE_OK,,44,1,0.552,1.035,0.1526,0.8973,3,2.1613,0.359,39.87,38.45,40.93,38.16,0.0023,0,0
41,DONE_OK,,33,1,0.5055,1.097,0.1539,0.1234,3,2.2942,0.0131,75.35,55.69,78.51,52.54,0.0235,0,0
42,DONE_OK,,49,1,0.5683,0.947,0.1602,0.8225,3,2.3164,0.3483,54.04,50.61,54.85,50.58,0.0026,0,0
43,DONE_OK,,37,1,0.4821,1.063,0.1772,0.0588,3,2.3778,-0.0057,59.72,49.59,69.04,48.25,0.0247,0,0
44,DONE_OK,,14,1,0.1781,1.125,0.1586,0.3219,5,3.4306,0.0091,52.65,55.55,55.55,55.13,0.0143,0,0
45,DONE_OK,,53,1,0.5823,0.928,0.158,0.6438,3,2.1744,0.3109,49.14,55.5,55.5,54.48,0.0237,0,0
46,DONE_OK,,12,1,0.1426,1.126,0.1347,0.2233,5,3.5292,0.0094,49.66,53.34,53.34,52.3,0.0114,0,0
47,DONE_OK,,43,1,0.5004,0.989,0.1575,0.8798,3,2.3413,0.535,38.47,40.96,40.96,40.94,0.0029,0,0
48,DONE_OK,,20,1,0.2564,1.093,0.1648,1.2212,1,2.5166,0.6194,31.44,30.77,31.69,30.67,0.0026,0,0
49,DONE_OK,,47,1,0.5334,0.894,0.1595,0.9235,3,2.3949,0.2699,53.53,59.31,59.45,59.11,0.002,0,0
50,DONE_OK,,42,1,0.5498,1.069,0.1615,-0.0002,3,2.2178,-0.0086,52.58,47.85,55.21,45.47,0.0235,0,0
51,DONE_OK,,47,1,0.6063,1.043,0.1508,0.5652,3,2.1435,0.1707,47.35,45.86,48.14,42.41,0.0701,0,0
52,DONE_OK,,29,1,0.3617,1.056,0.1624,1.1336,3,2.4011,0.5157,35.51,35.88,36.2,35.88,0.0024,0,0
53,DONE_OK,,51,1,0.6139,1.015,0.1499,0.8831,3,2.0034,0.4909,30.51,30.15,30.65,30.1,0.0024,0,0
54,DONE_OK,,36,1,0.5156,1.085,0.1583,-0.0001,3,2.3126,-0.006,70.99,52.94,74.71,50.29,0.0239,0,0
55,DONE_OK,,63,1,0.6022,0.963,0.1492,1.024,3,2.1875,0.5226,31.97,37.29,37.29,37.0,0.0023,0,0
56,DONE_OK,,35,1,0.409,0.975,0.1608,1.1136,1,2.4139,0.4916,44.45,41.01,45.48,41.12,0.0023,0,0
57,DONE_OK,,45,1,0.5616,1.035,0.15,0.9712,3,2.1534,0.3998,38.62,38.02,39.54,37.68,0.0024,0,0
58,DONE_OK,,43,1,0.5301,0.995,0.1504,0.9997,3,2.5759,0.1541,59.48,58.49,59.83,58.28,0.0024,0,0
59,DONE_OK,,46,1,0.5781,1.031,0.1511,0.8579,3,2.1414,0.3468,38.16,36.99,39.42,36.73,0.0026,0,0
60,DONE_OK,,52,1,0.5767,0.965,0.1594,0.082,3,2.1555,0.082,44.91,39.87,46.01,36.96,0.0232,0,0
61,DONE_OK,,38,1,0.488,1.067,0.1636,1.1584,1,2.2205,0.4159,28.51,30.57,30.57,30.51,0.0021,0,0
62,DONE_OK,,38,1,0.372,1.116,0.164,0.002,6,3.3965,-0.0019,30.37,53.23,53.23,51.88,0.0214,0,0
63,DONE_OK,,41,1,0.5521,1.033,0.1584,0.2086,3,2.2454,0.0129,74.3,50.14,78.19,46.85,0.0234,0,0
64,DONE_OK,,39,1,0.5008,1.074,0.1653,0.9429,3,2.4252,0.1612,41.28,43.41,45.14,43.2,0.0036,0,0
65,DONE_OK,,140,1,0.4594,0.874,0.1396,0.3466,3,2.881,-0.0129,71.53,79.89,89.94,79.06,0.0018,0,0
66,DONE_OK,,55,1,0.5814,0.947,0.1658,0.0039,3,2.247,-0.002,56.75,49.06,57.42,46.94,0.0251,0,0
67,DONE_OK,,43,1,0.5372,1.035,0.1475,0.8612,3,2.1457,0.4273,39.84,38.71,40.43,38.56,0.0032,0,0
68,DONE_OK,,35,1,0.4391,1.056,0.1586,1.0993,3,2.3194,0.4492,36.35,36.61,37.07,36.51,0.0038,0,0
69,DONE_OK,,58,1,0.5499,0.864,0.1535,0.707,3,1.9559,0.5923,38.27,39.55,40.99,39.57,0.003,0,0
70,DONE_OK,,32,1,0.4732,1.068,0.1596,0.1288,3,2.3398,0.0135,73.53,55.71,78.06,52.95,0.0227,0,0
71,DONE_OK,,60,1,0.5612,0.903,0.1649,1.0651,3,2.6423,0.0412,60.02,53.62,60.54,53.53,0.0023,0,0
72,DONE_OK,,55,1,0.5928,0.972,0.1633,0.3612,3,2.1589,0.1007,46.96,44.09,48.21,41.29,0.0242,0,0
