idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,37,1,0.4102,0.954,0.1491,0.8995,3,2.1828,0.6852,0,0
1,DONE_OK,,46,1,0.5372,1.038,0.1583,0.9772,6,2.5073,0.0149,0,0
2,DONE_OK,,47,1,0.5526,0.947,0.1509,1.1112,3,1.7722,1.0686,0,0
3,DONE_OK,,17,1,0.2012,1.125,0.1437,0.5288,5,3.2237,0.1786,0,0
4,DONE_OK,,40,1,0.495,1.07,0.167,1.1316,1,2.5037,0.046,0,0
5,DONE_OK,,19,1,0.2016,1.125,0.1493,-0.0002,6,3.5898,-0.0003,0,0
6,DONE_OK,,89,1,0.4481,0.756,0.149,1.0678,3,2.5553,0.446,0,0
7,DONE_OK,,60,1,0.5691,0.887,0.1488,0.1932,6,1.8028,0.0829,0,0
8,DONE_OK,,50,1,0.5739,0.978,0.15,0.8453,3,2.1133,0.5935,0,0
9,DONE_OK,,53,1,0.5907,0.98,0.1563,-0.0003,3,2.061,-0.0057,0,0
10,DONE_FAIL,RETRACT,76,1,0.6367,1.077,0.1593,-0.0006,3,2.5707,-0.0102,0,0
11,DONE_FAIL,TRANSPORT,300,1,0.0003,0.918,0.2548,0.419,6,2.2701,0.4109,1,0
12,DONE_OK,,50,1,0.5237,0.984,0.1544,0.7602,6,2.3671,0.2344,0,0
13,DONE_OK,,38,1,0.4158,1.0,0.1596,1.0395,3,2.3261,0.6873,0,0
14,DONE_OK,,55,1,0.6265,1.012,0.1517,0.6057,3,1.2851,0.6057,0,0
15,DONE_OK,,53,1,0.5494,0.882,0.1552,1.1328,3,1.7019,1.001,0,0
16,DONE_OK,,48,1,0.5341,0.999,0.1381,1.0328,6,2.3621,0.5781,0,0
17,DONE_OK,,49,1,0.5844,0.989,0.1419,1.1393,3,1.8521,0.779,0,0
18,DONE_OK,,31,1,0.4109,1.112,0.1679,1.0896,1,2.529,0.2688,0,0
19,DONE_OK,,21,1,0.2507,1.034,0.1397,1.0321,5,2.7204,0.4343,0,0
20,DONE_OK,,22,1,0.2648,1.116,0.155,1.1848,5,2.5677,0.5908,0,0
21,DONE_OK,,18,1,0.1643,1.103,0.1567,0.0204,6,3.6305,0.0033,0,0
22,DONE_OK,,57,1,0.5851,0.919,0.1509,1.0695,3,1.8793,0.7747,0,0
23,DONE_OK,,67,1,0.538,0.834,0.1637,0.2109,6,2.2149,0.2109,0,0
24,DONE_OK,,33,1,0.3922,1.071,0.1629,1.0581,3,2.2374,0.6153,0,0
25,DONE_OK,,40,1,0.4713,1.038,0.1631,0.7458,3,2.1445,0.6217,0,0
26,DONE_FAIL,TRANSPORT,300,1,0.0025,0.872,0.3863,-0.0004,5,3.7529,-0.0019,1,1
27,DONE_OK,,61,1,0.5852,0.932,0.1487,1.0926,3,1.9239,0.5241,0,0
28,DONE_FAIL,RETRACT,45,1,0.696,1.057,0.1385,-0.0001,1,3.622,-0.0044,0,0
29,DONE_OK,,25,1,0.251,1.126,0.1563,-0.0009,6,3.4683,-0.0038,0,0
30,DONE_OK,,49,1,0.6565,1.027,0.1463,-0.0001,3,2.0831,-0.0081,0,0
31,DONE_FAIL,TRANSPORT,300,1,0.0005,0.954,0.4265,-0.0004,5,3.7529,-0.0022,1,1
32,DONE_OK,,35,1,0.4073,0.991,0.1448,0.9541,1,2.6342,0.394,0,0
33,DONE_OK,,63,1,0.585,0.999,0.1606,0.4001,6,2.7174,0.1234,0,0
34,DONE_OK,,7,1,0.0907,1.12,0.1423,0.0193,5,3.7332,0.0003,0,0
35,DONE_OK,,31,1,0.4213,1.029,0.1714,0.3463,5,3.4062,0.0032,0,0
36,DONE_FAIL,GRASP,60,0,0.8297,0.86,0.1416,0.8291,3,1.9761,0.2861,0,0
37,DONE_OK,,29,1,0.3266,1.125,0.1578,-0.0044,6,3.5187,-0.0044,0,0
38,DONE_OK,,50,1,0.5318,0.895,0.1532,1.2199,6,2.269,0.6728,0,0
39,DONE_OK,,17,1,0.2008,1.126,0.1432,0.1245,6,3.5822,0.0003,0,0
40,DONE_OK,,52,1,0.5621,0.909,0.1532,0.4013,6,2.2088,0.4013,0,0
41,DONE_OK,,53,1,0.6078,0.997,0.1434,0.7159,6,1.6148,0.7159,0,0
42,DONE_OK,,57,1,0.5778,0.956,0.1512,0.6924,6,1.5667,0.5072,0,0
43,DONE_OK,,74,1,0.4995,0.929,0.1518,0.7376,6,2.1593,0.0001,0,0
44,DONE_OK,,41,1,0.4867,1.029,0.1587,0.3654,3,2.0694,0.3456,0,0
45,DONE_OK,,37,1,0.302,1.125,0.1675,-0.0003,6,3.493,-0.003,0,0
46,DONE_OK,,59,1,0.5276,0.815,0.1603,0.8792,6,2.2254,0.6987,0,0
47,DONE_OK,,26,1,0.3472,1.122,0.1654,1.1364,1,2.5676,0.4317,0,0
48,DONE_OK,,64,1,0.4923,0.838,0.1392,0.6537,6,1.7363,0.6537,0,0
49,DONE_OK,,18,1,0.1996,1.085,0.1322,0.9004,5,2.8521,0.4646,0,0
50,DONE_OK,,78,1,0.4803,0.994,0.1618,0.2552,1,2.3336,-0.0034,0,0
51,DONE_OK,,41,1,0.5368,1.076,0.1686,0.7997,3,2.1902,0.2153,0,0
52,DONE_OK,,56,1,0.6115,0.987,0.1519,0.7157,3,1.5011,0.7157,0,0
53,DONE_OK,,55,1,0.6155,1.01,0.1504,0.9708,3,1.993,0.708,0,0
54,DONE_OK,,60,1,0.6026,0.99,0.1439,0.9133,3,1.803,0.6349,0,0
55,DONE_OK,,36,1,0.4332,1.048,0.1555,1.2406,3,2.2796,0.8054,0,0
56,DONE_OK,,47,1,0.6109,1.037,0.1516,0.3204,3,2.1819,0.1168,0,0
57,DONE_OK,,8,1,0.072,1.121,0.1628,0.7014,5,3.0511,0.5386,0,0
58,DONE_FAIL,TRANSPORT,300,1,0.0004,1.052,0.5032,-0.0004,5,3.7529,-0.0026,1,1
59,DONE_FAIL,TRANSPORT,300,1,0.0037,1.121,0.2617,-0.0001,1,1.1603,-0.0079,1,1
60,DONE_OK,,49,1,0.6177,1.026,0.1577,0.4493,3,2.0548,0.1652,0,0
61,DONE_OK,,46,1,0.5922,1.048,0.1613,0.4916,3,2.0831,0.1612,0,0
62,DONE_FAIL,TRANSPORT,300,1,0.0029,0.997,0.6987,-0.0004,5,3.7529,-0.0008,1,1
63,DONE_OK,,38,1,0.4274,1.007,0.1604,0.8226,3,2.1228,0.6596,0,0
64,DONE_OK,,34,1,0.3552,1.103,0.1632,-0.0001,6,3.4744,-0.0068,0,0
65,DONE_FAIL,RETRACT,84,1,0.5327,0.91,0.1444,0.7965,6,1.6278,0.5886,0,0
66,DONE_OK,,14,1,0.1797,1.126,0.1393,0.5292,5,3.2233,0.1397,0,0
