idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,56,1,0.5945,0.95,0.1517,0.7698,3,2.047,0.3134,0,0
1,DONE_OK,,52,1,0.5755,1.053,0.1468,-0.0064,3,1.9538,-0.0064,0,0
2,DONE_OK,,15,1,0.2015,1.125,0.1487,0.5277,5,3.2248,0.0328,0,0
3,DONE_OK,,40,1,0.4705,0.906,0.1541,1.0276,3,2.5393,0.2636,0,0
4,DONE_OK,,44,1,0.5263,0.968,0.1635,0.9143,3,2.2683,0.3539,0,0
5,DONE_OK,,16,1,0.1804,1.126,0.1413,0.2943,5,3.4582,0.0048,0,0
6,DONE_OK,,49,1,0.6468,1.043,0.1483,0.3927,3,2.0839,0.1436,0,0
7,DONE_OK,,33,1,0.3633,0.96,0.1646,0.8553,3,2.3923,0.4784,0,0
8,DONE_OK,,52,1,0.6023,0.993,0.1469,0.8149,3,2.1599,0.4783,0,0
9,DONE_OK,,38,1,0.458,1.01,0.1506,0.6108,3,2.1266,0.4956,0,0
10,DONE_OK,,22,1,0.3251,1.093,0.1644,0.1379,6,3.3438,0.0041,0,0
11,DONE_OK,,52,1,0.6136,1.039,0.1428,0.481,3,2.072,0.0194,0,0
12,DONE_OK,,20,1,0.3179,1.121,0.171,0.2313,6,3.2654,0.0042,0,0
13,DONE_OK,,12,1,0.155,1.125,0.15,0.4079,5,3.3446,0.0259,0,0
14,DONE_OK,,10,1,0.1195,1.126,0.1422,0.0693,5,3.6832,0.0002,0,0
15,DONE_OK,,53,1,0.6043,0.954,0.1539,0.6962,3,2.0462,0.3547,0,0
16,DONE_OK,,49,1,0.6129,1.018,0.1462,0.5283,3,1.9318,0.3946,0,0
17,DONE_OK,,47,1,0.5375,0.967,0.1438,0.7896,6,2.2634,0.5388,0,0
18,DONE_OK,,43,1,0.5915,1.058,0.1482,-0.0062,3,2.1887,-0.0062,0,0
19,DONE_OK,,18,1,0.2419,1.126,0.1532,0.5483,5,3.2042,0.0073,0,0
20,DONE_OK,,8,1,0.0954,1.126,0.1453,0.0686,5,3.6839,0.0014,0,0
21,DONE_OK,,52,1,0.617,1.033,0.1465,0.5056,3,1.9552,0.0466,0,0
22,DONE_OK,,25,1,0.3309,1.073,0.1582,-0.0001,6,3.58,-0.0023,0,0
23,DONE_OK,,12,1,0.1547,1.125,0.1397,0.3629,5,3.3896,0.0133,0,0
24,DONE_OK,,33,1,0.3827,0.952,0.1641,0.9787,3,2.3421,0.5096,0,0
25,DONE_OK,,45,1,0.5801,1.025,0.1498,0.7124,3,2.1238,0.4079,0,0
26,DONE_OK,,54,1,0.6271,1.026,0.1445,0.4581,3,2.0452,0.0074,0,0
27,DONE_OK,,50,1,0.5809,0.931,0.1569,1.0028,3,2.2142,0.4345,0,0
28,DONE_OK,,45,1,0.4209,1.012,0.1652,-0.0002,6,3.6069,-0.0064,0,0
29,DONE_OK,,53,1,0.6014,1.052,0.1383,0.5393,6,2.3975,0.0265,0,0
30,DONE_OK,,29,1,0.3235,1.116,0.1536,0.2361,5,3.5164,0.0113,0,0
31,DONE_OK,,54,1,0.5436,0.939,0.16,-0.0086,3,2.1864,-0.0086,0,0
32,DONE_OK,,55,1,0.5978,1.042,0.1489,-0.001,3,1.9432,-0.0046,0,0
33,DONE_OK,,42,1,0.5277,1.028,0.1517,0.6707,3,1.9696,0.4668,0,0
34,DONE_OK,,50,1,0.6237,1.051,0.1389,0.5227,3,1.9946,0.0792,0,0
35,DONE_OK,,31,1,0.3577,1.08,0.1543,-0.0005,5,3.753,-0.0071,0,0
36,DONE_OK,,36,1,0.5813,1.093,0.1716,-0.0006,1,3.0939,-0.012,0,0
37,DONE_OK,,47,1,0.5284,0.926,0.1668,0.4869,3,2.2754,0.3132,0,0
38,DONE_OK,,18,1,0.2397,1.124,0.159,0.5243,5,3.2282,0.0076,0,0
39,DONE_OK,,22,1,0.2411,1.126,0.1454,0.3369,5,3.4156,0.0036,0,0
40,DONE_OK,,46,1,0.6106,1.061,0.1522,-0.008,3,2.1249,-0.008,0,0
41,DONE_FAIL,RETRACT,41,1,0.7556,1.058,0.146,-0.0001,1,3.6583,-0.0095,0,0
42,DONE_OK,,46,1,0.6263,1.061,0.1399,-0.0001,3,2.1172,-0.0073,0,0
43,DONE_OK,,50,1,0.6923,1.059,0.1571,-0.0002,3,2.132,-0.0068,0,0
44,DONE_OK,,30,1,0.3594,0.979,0.1578,0.663,3,2.203,0.6247,0,0
45,DONE_OK,,19,1,0.2325,1.041,0.158,0.8763,5,2.8762,0.3075,0,0
46,DONE_OK,,48,1,0.5531,0.938,0.1552,0.9256,3,2.2646,0.4028,0,0
47,DONE_OK,,44,1,0.7136,1.039,0.1448,-0.0002,3,2.3147,-0.0075,0,0
48,DONE_OK,,45,1,0.5027,0.976,0.1558,0.806,3,2.3977,0.2844,0,0
49,DONE_OK,,53,1,0.5321,0.942,0.1586,0.5082,6,2.3886,0.0305,0,0
50,DONE_OK,,46,1,0.5234,1.019,0.1401,0.5508,6,2.4535,0.1222,0,0
51,DONE_OK,,45,1,0.5192,0.912,0.1678,0.9232,1,2.6648,0.2877,0,0
52,DONE_OK,,55,1,0.6011,0.971,0.1462,0.7157,3,1.9713,0.4553,0,0
53,DONE_OK,,17,1,0.2135,1.125,0.1427,0.4828,5,3.2697,0.0226,0,0
54,DONE_OK,,18,1,0.1998,1.125,0.1475,0.3774,5,3.3751,0.0274,0,0
55,DONE_OK,,50,1,0.5829,1.019,0.1414,0.4424,3,2.1109,0.0419,0,0
56,DONE_OK,,45,1,0.5704,1.011,0.1574,0.8573,3,2.0296,0.4627,0,0
57,DONE_OK,,46,1,0.5094,0.911,0.1575,0.9822,3,2.2676,0.4434,0,0
58,DONE_FAIL,RETRACT,43,1,0.7735,1.065,0.1487,-0.0003,3,3.6219,-0.0066,0,0
59,DONE_OK,,36,1,0.4203,0.945,0.1667,1.0862,5,2.6663,0.3036,0,0
60,DONE_OK,,40,1,0.5359,1.054,0.1589,0.6486,3,2.2725,0.2794,0,0
61,DONE_OK,,14,1,0.1909,1.118,0.1609,0.1073,5,3.6452,-0.0002,0,0
62,DONE_OK,,51,1,0.5711,0.921,0.1588,0.8854,3,2.3185,0.2964,0,0
63,DONE_OK,,51,1,0.603,1.021,0.1485,0.3372,6,2.5386,0.1945,0,0
64,DONE_OK,,5,1,0.0644,1.12,0.1427,-0.0001,5,3.7526,-0.0002,0,0
65,DONE_OK,,23,1,0.2941,1.124,0.1566,0.5119,5,3.2406,0.006,0,0
66,DONE_OK,,38,1,0.4902,1.053,0.1607,0.8903,3,2.2852,0.2446,0,0
67,DONE_OK,,15,1,0.1688,1.126,0.1424,0.2236,5,3.5289,0.0033,0,0
68,DONE_OK,,21,1,0.2616,1.073,0.1722,1.0313,1,2.5534,0.5192,0,0
69,DONE_OK,,33,1,0.6094,1.094,0.1553,0.2785,3,2.5938,0.0044,0,0
70,DONE_OK,,45,1,0.5754,1.034,0.151,0.4275,3,1.9984,0.3475,0,0
71,DONE_OK,,22,1,0.2502,1.125,0.1514,0.644,5,3.1085,0.1104,0,0
72,DONE_OK,,39,1,0.4848,1.006,0.1569,0.8312,3,2.2628,0.4053,0,0
73,DONE_OK,,47,1,0.5762,0.997,0.1546,0.6813,3,2.1566,0.4293,0,0
74,DONE_OK,,40,1,0.4875,1.006,0.16,0.6999,3,2.1531,0.474,0,0
75,DONE_OK,,23,1,0.2859,1.123,0.1564,0.5482,5,3.2043,0.0431,0,0
76,DONE_OK,,49,1,0.6071,1.017,0.1476,0.6054,3,1.9824,0.1229,0,0
77,DONE_OK,,8,1,0.1168,1.119,0.1587,0.045,5,3.7075,0.0003,0,0
78,DONE_OK,,39,1,0.5035,1.061,0.163,0.9916,3,2.3085,0.2988,0,0
79,DONE_OK,,22,1,0.2915,1.111,0.1681,1.056,5,2.6965,0.3542,0,0
80,DONE_OK,,15,1,0.1951,1.104,0.1562,0.0693,5,3.6832,-0.0002,0,0
81,DONE_OK,,58,1,0.6851,1.032,0.1383,-0.0001,3,1.9087,-0.0089,0,0
82,DONE_OK,,46,1,0.5399,0.932,0.1619,0.8472,3,2.2869,0.4044,0,0
83,DONE_OK,,38,1,0.6482,1.045,0.1492,0.0001,1,3.5141,-0.0159,0,0
84,DONE_OK,,47,1,0.8884,1.048,0.1664,-0.0003,3,2.1357,-0.0096,0,0
85,DONE_OK,,40,1,0.5118,1.057,0.1617,0.9283,3,2.2435,0.3067,0,0
86,DONE_OK,,36,1,0.4211,0.963,0.1604,1.0994,3,2.3016,0.4635,0,0
87,DONE_OK,,54,1,0.6865,1.041,0.1471,0.4217,3,2.039,0.1471,0,0
88,DONE_OK,,44,1,0.575,1.033,0.1527,0.8903,3,2.501,0.0384,0,0
89,DONE_OK,,54,1,0.6195,0.994,0.1481,0.7305,3,2.2194,0.2355,0,0
90,DONE_OK,,53,1,0.6075,0.974,0.1536,0.7842,3,2.2375,0.3397,0,0
91,DONE_OK,,50,1,0.5905,1.024,0.1518,0.1521,6,2.5505,0.0815,0,0
92,DONE_OK,,15,1,0.1815,1.123,0.1571,0.9809,5,2.7716,0.6254,0,0
93,DONE_OK,,9,1,0.1244,1.118,0.1575,0.0227,5,3.7298,-0.0001,0,0
94,DONE_FAIL,RETRACT,55,1,0.2097,1.078,0.1726,-0.0001,6,3.4308,-0.0048,0,0
95,DONE_OK,,28,1,0.3474,1.052,0.1575,-0.0001,6,3.6986,-0.0012,0,0
96,DONE_OK,,51,1,0.5724,0.922,0.1554,0.7079,3,2.0511,0.3662,0,0
97,DONE_OK,,29,1,0.3139,1.125,0.1504,1.1202,3,2.6239,0.3344,0,0
98,DONE_OK,,25,1,0.303,1.026,0.1669,0.8622,3,2.3802,0.5386,0,0
99,DONE_OK,,49,1,0.5864,0.975,0.1588,0.68,3,2.4059,0.1798,0,0
