idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,44,1,0.5314,0.982,0.1641,0.548,3,2.2856,0.2658,49.05,49.97,50.39,49.49,0.0026,0,0
1,DONE_OK,,59,1,0.6499,1.047,0.1422,0.0,3,1.8854,-0.0059,61.53,62.05,69.08,61.02,0.0297,0,0
2,DONE_OK,,45,1,0.5888,1.055,0.1491,-0.0001,3,2.1104,-0.0054,58.31,51.17,58.65,48.42,0.0221,0,0
3,DONE_OK,,53,1,0.5463,0.93,0.1539,0.9977,3,2.3409,0.3848,56.92,54.43,57.31,54.37,0.0015,0,0
4,DONE_OK,,60,1,0.542,0.899,0.1483,0.4808,3,1.9452,0.3798,53.77,47.89,54.22,48.2,0.0025,0,0
5,DONE_OK,,32,1,0.487,1.098,0.1719,0.0582,3,2.434,0.0122,70.1,66.24,80.91,64.88,0.0237,0,0
6,DONE_FAIL,RETRACT,44,1,0.7293,1.052,0.1657,-0.0004,5,3.7529,-0.0078,74.33,88.7,89.56,84.16,0.0906,0,0
7,DONE_OK,,17,1,0.2348,1.124,0.1786,0.3626,6,3.2297,0.0128,72.34,78.31,78.31,76.23,0.0135,0,0
8,DONE_OK,,46,1,0.5737,1.026,0.1468,0.7588,3,2.0711,0.4574,41.39,38.57,41.56,38.55,0.0028,0,0
9,DONE_OK,,22,1,0.3009,1.125,0.1769,0.7289,5,3.0236,0.0305,47.47,47.34,48.27,47.29,0.0005,0,0
10,DONE_FAIL,TRANSPORT,300,1,0.6369,1.073,1.2451,-0.0012,4,2.5297,-0.0517,68.97,76.21,89.54,nan,nan,0,0
11,DONE_OK,,36,1,0.301,1.101,0.1682,-0.0001,6,3.4971,-0.0037,28.83,49.75,49.75,49.24,0.0018,0,0
12,DONE_OK,,3,1,0.0266,1.126,0.1335,0.0569,5,3.6956,0.0127,58.04,58.47,58.47,57.68,0.012,0,0
13,DONE_OK,,47,1,0.6161,1.042,0.1587,0.0003,3,2.1624,-0.0078,53.66,46.05,59.51,43.47,0.0236,0,0
14,DONE_OK,,55,1,0.6382,1.023,0.1376,-0.0,3,1.9018,-0.0037,51.44,40.8,52.03,38.49,0.0232,0,0
