idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,42,1,0.5466,1.037,0.1507,0.9705,3,1.9309,0.5288,0,0
1,DONE_OK,,43,1,0.5154,1.001,0.159,0.832,3,2.2208,0.5332,0,0
2,DONE_OK,,25,1,0.3112,1.117,0.1581,1.1732,5,2.5793,0.0862,0,0
3,DONE_OK,,39,1,0.4627,0.967,0.1599,1.1637,3,2.358,0.4268,0,0
4,DONE_OK,,23,1,0.2993,1.117,0.1721,0.7353,5,3.0172,0.0648,0,0
5,DONE_OK,,48,1,0.5946,0.997,0.1572,1.1249,3,2.395,0.1793,0,0
6,DONE_OK,,49,1,0.5222,1.04,0.1635,0.2395,3,2.0803,0.2395,0,0
7,DONE_OK,,16,1,0.2091,1.115,0.1573,0.1723,5,3.5802,-0.0,0,0
8,DONE_OK,,10,1,0.1332,1.109,0.1511,0.0031,5,3.7494,-0.0002,0,0
9,DONE_OK,,56,1,0.6029,0.974,0.1663,0.5627,3,2.426,0.0173,0,0
10,DONE_OK,,18,1,0.2123,1.117,0.1387,0.8962,6,2.4543,0.3546,0,0
11,DONE_OK,,53,1,0.5188,0.851,0.1594,1.0188,1,2.3632,0.2172,0,0
12,DONE_FAIL,GRASP,8,0,0.1051,1.117,0.2531,0.0566,5,3.6959,0.0019,0,0
13,DONE_OK,,29,1,0.3007,1.104,0.1618,-0.0032,5,3.7557,-0.0079,0,0
14,DONE_OK,,58,1,0.5426,0.852,0.1561,0.648,1,1.9401,0.2769,0,0
15,DONE_OK,,48,1,0.5618,0.999,0.1545,0.2215,3,1.8043,0.1402,0,0
16,DONE_OK,,22,1,0.2759,1.117,0.1622,0.8056,5,2.9469,0.1831,0,0
17,DONE_OK,,29,1,0.3664,1.117,0.1526,0.8652,3,2.7698,0.1572,0,0
18,DONE_OK,,18,1,0.2439,1.117,0.1599,0.6571,5,3.0954,0.0516,0,0
19,DONE_OK,,24,1,0.246,1.117,0.1543,0.7713,5,2.9812,0.5102,0,0
20,DONE_OK,,33,1,0.3889,1.006,0.1556,0.7145,3,2.2858,0.4538,0,0
21,DONE_OK,,51,1,0.5764,0.979,0.1586,0.2948,3,1.8185,0.0602,0,0
22,DONE_OK,,3,1,0.0346,1.117,0.1289,-0.0001,5,3.7526,-0.0001,0,0
23,DONE_OK,,26,1,0.3132,1.117,0.1508,0.5189,5,3.2336,0.0038,0,0
24,DONE_OK,,8,1,0.1066,1.115,0.16,0.0784,5,3.6741,0.005,0,0
25,DONE_OK,,51,1,0.5507,0.993,0.1604,0.0183,3,1.9914,0.0183,0,0
26,DONE_OK,,12,1,0.1505,1.117,0.146,0.2402,5,3.5123,0.0053,0,0
27,DONE_OK,,51,1,0.6097,0.99,0.1733,0.0158,3,2.4273,-0.0001,0,0
28,DONE_OK,,41,1,0.4798,1.091,0.1668,0.8163,3,2.2089,0.1882,0,0
29,DONE_OK,,37,1,0.471,1.037,0.1569,1.105,3,2.3262,0.2797,0,0
30,DONE_OK,,35,1,0.4313,1.095,0.1732,0.9756,3,2.2772,0.087,0,0
31,DONE_OK,,18,1,0.1581,1.117,0.1499,0.7986,5,2.9539,0.5509,0,0
32,DONE_FAIL,GRASP,86,0,0.4263,0.676,0.1643,0.7141,3,2.1212,0.4457,0,0
33,DONE_OK,,13,1,0.1593,1.117,0.1486,0.1353,5,3.6172,0.0015,0,0
34,DONE_OK,,22,1,0.2953,1.117,0.1543,0.656,5,3.0965,0.007,0,0
35,DONE_OK,,47,1,0.5287,0.905,0.1486,1.1193,1,2.1729,0.5283,0,0
36,DONE_OK,,7,1,0.0937,1.115,0.1512,0.0278,5,3.7247,0.0018,0,0
37,DONE_OK,,36,1,0.4033,0.94,0.1618,0.5513,3,2.2028,0.5451,0,0
38,DONE_OK,,48,1,0.5251,1.033,0.163,0.3749,3,2.1273,0.3749,0,0
39,DONE_OK,,51,1,0.5407,0.879,0.1532,0.7016,6,2.213,0.453,0,0
40,DONE_OK,,19,1,0.225,1.117,0.1514,0.1713,5,3.5812,0.0008,0,0
41,DONE_OK,,44,1,0.4989,1.069,0.1648,0.6088,3,2.1671,0.5954,0,0
42,DONE_OK,,39,1,0.5081,1.073,0.1505,1.3201,1,2.1479,0.3615,0,0
43,DONE_OK,,25,1,0.2897,0.976,0.1679,0.7415,3,2.2331,0.7324,0,0
44,DONE_OK,,53,1,0.5563,0.937,0.1512,0.9959,3,2.1593,0.5579,0,0
45,DONE_OK,,43,1,0.5411,1.024,0.1539,0.9288,3,2.1711,0.3132,0,0
46,DONE_FAIL,RETRACT,76,1,0.4139,0.673,0.175,0.4048,3,2.9363,-0.0023,0,0
47,DONE_OK,,56,1,0.5045,0.813,0.1582,0.9486,6,2.2618,0.3498,0,0
48,DONE_OK,,31,1,0.3411,1.076,0.1625,-0.0003,6,3.7069,-0.0082,0,0
49,DONE_FAIL,GRASP,16,0,0.3453,1.117,0.1375,0.1317,6,3.5509,0.0023,0,0
50,DONE_OK,,37,1,0.4917,1.064,0.1673,0.9666,3,2.4872,0.0636,0,0
51,DONE_OK,,12,1,0.1528,1.117,0.1584,0.3759,5,3.3766,0.0144,0,0
52,DONE_OK,,23,1,0.3047,1.116,0.1592,0.1657,6,3.3936,0.0033,0,0
53,DONE_OK,,42,1,0.4919,0.985,0.1597,0.7109,3,1.9683,0.673,0,0
54,DONE_OK,,45,1,0.5776,1.034,0.1554,0.7579,3,2.1694,0.1929,0,0
55,DONE_OK,,41,1,0.5342,1.054,0.1549,1.0733,3,2.1565,0.3492,0,0
56,DONE_OK,,38,1,0.5098,1.066,0.1612,0.9602,3,2.4036,0.1502,0,0
57,DONE_OK,,30,1,0.404,1.111,0.1596,1.0996,5,2.6529,0.1543,0,0
58,DONE_OK,,25,1,0.3306,1.098,0.1541,1.0293,5,2.7232,0.2152,0,0
59,DONE_OK,,16,1,0.1845,1.117,0.143,0.15,5,3.6025,0.0012,0,0
60,DONE_OK,,12,1,0.1624,1.105,0.1612,0.0786,5,3.6739,0.0008,0,0
61,DONE_OK,,35,1,0.437,1.02,0.1567,1.0477,3,2.3686,0.3519,0,0
62,DONE_OK,,54,1,0.6005,0.965,0.1465,0.9652,3,1.8503,0.5732,0,0
63,DONE_OK,,59,1,0.5523,0.943,0.1678,-0.0025,3,2.1293,-0.0025,0,0
64,DONE_OK,,34,1,0.392,1.099,0.1593,1.182,1,2.3922,0.5715,0,0
65,DONE_OK,,51,1,0.6414,1.012,0.1552,0.8733,3,2.3082,0.1927,0,0
66,DONE_OK,,32,1,0.4073,1.116,0.1539,0.9975,6,2.2413,0.1337,0,0
67,DONE_OK,,13,1,0.1688,1.116,0.1414,0.4266,5,3.3259,0.036,0,0
68,DONE_FAIL,GRASP,55,0,0.9083,0.941,0.2921,0.8963,1,2.018,0.0361,0,0
69,DONE_OK,,56,1,0.5598,0.866,0.1526,0.6652,3,1.855,0.557,0,0
70,DONE_OK,,50,1,0.5993,0.974,0.1517,0.9032,3,1.8382,0.6156,0,0
71,DONE_OK,,60,1,0.5415,0.89,0.1649,0.1019,3,2.0774,0.0034,0,0
