idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,19,1,0.2574,1.123,0.1618,0.2171,5,3.5354,0.0001,0,0
1,DONE_OK,,40,1,0.5001,0.979,0.1535,0.8851,3,2.1854,0.455,0,0
2,DONE_OK,,28,1,0.3666,1.111,0.1559,1.2667,1,2.4092,0.4407,0,0
3,DONE_OK,,51,1,0.5928,1.073,0.1478,0.8726,3,2.1314,0.0172,0,0
4,DONE_OK,,26,1,0.3397,1.091,0.1568,1.2766,5,2.4759,0.4183,0,0
5,DONE_OK,,45,1,0.5544,1.021,0.1572,0.928,3,1.8354,0.4957,0,0
6,DONE_OK,,46,1,0.6121,1.048,0.1553,0.4145,3,2.1505,0.1493,0,0
7,DONE_FAIL,RETRACT,31,1,0.5829,1.082,0.149,-0.001,1,3.3474,-0.0067,0,0
8,DONE_OK,,38,1,0.6909,1.073,0.1502,0.0003,1,3.5689,-0.008,0,0
9,DONE_OK,,25,1,0.2299,1.124,0.1626,-0.0003,6,3.5988,-0.0043,0,0
10,DONE_OK,,48,1,0.5311,0.91,0.1556,0.896,3,2.2856,0.3392,0,0
11,DONE_OK,,45,1,0.5753,1.052,0.1613,0.7297,3,2.0149,0.3209,0,0
12,DONE_OK,,22,1,0.2637,1.006,0.1634,0.9944,5,2.7581,0.3385,0,0
13,DONE_OK,,55,1,0.5933,0.966,0.1539,0.7975,3,2.0283,0.4233,0,0
14,DONE_OK,,19,1,0.1596,1.124,0.155,0.1265,6,3.4734,0.1265,0,0
15,DONE_OK,,31,1,0.3809,1.04,0.1546,0.2927,3,2.0739,0.2927,0,0
16,DONE_OK,,53,1,0.6472,1.019,0.1538,0.8264,3,2.087,0.2676,0,0
17,DONE_OK,,41,1,0.5633,1.051,0.1458,0.9261,3,2.5994,0.0268,0,0
18,DONE_OK,,37,1,0.4055,0.909,0.1652,1.0518,3,2.5543,0.4188,0,0
19,DONE_OK,,44,1,0.5441,0.996,0.1544,0.8083,3,2.3857,0.2507,0,0
20,DONE_OK,,23,1,0.2819,1.03,0.1654,1.0142,1,2.5152,0.4932,0,0
21,DONE_OK,,51,1,0.6093,0.979,0.1602,0.7994,3,2.1992,0.3096,0,0
22,DONE_OK,,58,1,0.6145,0.987,0.1457,0.6667,3,1.7475,0.6042,0,0
23,DONE_OK,,52,1,0.762,1.068,0.1577,-0.0003,3,2.2495,-0.0111,0,0
24,DONE_OK,,36,1,0.6497,1.035,0.1456,-0.0001,1,3.6412,-0.0091,0,0
25,DONE_OK,,28,1,0.3011,1.076,0.1642,-0.0002,6,3.7446,-0.0085,0,0
26,DONE_OK,,9,1,0.1115,1.125,0.1437,0.2257,5,3.5268,0.008,0,0
27,DONE_OK,,39,1,0.4704,1.008,0.1524,0.573,3,2.0893,0.5216,0,0
28,DONE_OK,,55,1,0.6699,1.031,0.1479,0.4102,3,2.1278,0.0234,0,0
29,DONE_OK,,35,1,0.6342,1.098,0.1452,-0.0002,1,3.4984,-0.0104,0,0
30,DONE_OK,,53,1,0.5628,0.936,0.1511,0.3215,3,2.0631,0.3047,0,0
31,DONE_OK,,53,1,0.581,1.015,0.1475,0.2483,6,2.6471,0.0244,0,0
32,DONE_OK,,31,1,0.3583,0.985,0.1645,0.6589,3,2.2887,0.5195,0,0
33,DONE_OK,,50,1,0.4013,1.093,0.1654,-0.0002,6,3.5364,-0.0061,0,0
34,DONE_OK,,36,1,0.4345,0.99,0.1508,0.6084,3,2.1589,0.5061,0,0
