idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_FAIL,GRASP,74,0,0.6473,1.009,0.4239,-0.0004,5,3.7529,-0.0057,0,0
1,DONE_OK,,39,1,0.446,0.994,0.1522,0.6257,5,3.1268,0.0566,0,0
2,DONE_OK,,49,1,0.5842,0.979,0.1529,1.1183,1,1.7557,0.8173,0,0
3,DONE_OK,,35,1,0.4786,1.111,0.1646,0.511,5,3.2415,0.0027,0,0
4,DONE_OK,,55,1,0.5877,0.955,0.1548,0.5697,3,1.9756,0.2294,0,0
5,DONE_FAIL,RETRACT,67,1,0.6143,0.974,0.1718,-0.0009,3,2.3418,-0.0105,0,0
6,DONE_OK,,52,1,0.5846,1.043,0.1537,0.0022,6,3.2555,-0.0017,0,0
7,DONE_OK,,41,1,0.4586,0.925,0.1534,0.2705,6,2.3203,0.2705,0,0
8,DONE_OK,,59,1,0.5709,0.911,0.1504,0.5024,6,2.2226,0.5024,0,0
9,DONE_OK,,59,1,0.5872,0.96,0.1508,0.3874,3,1.7229,0.3874,0,0
10,DONE_OK,,25,1,0.3227,1.117,0.1666,1.0848,1,2.6306,0.3621,0,0
11,DONE_OK,,17,1,0.2078,1.126,0.169,0.9703,5,2.7822,0.4513,0,0
12,DONE_OK,,45,1,0.471,1.096,0.1436,1.1171,6,2.3246,0.3158,0,0
13,DONE_OK,,56,1,0.6005,0.953,0.1546,0.7588,3,2.339,0.0623,0,0
14,DONE_OK,,24,1,0.2961,1.11,0.1574,1.1901,5,2.5624,0.5346,0,0
15,DONE_OK,,44,1,0.5055,1.005,0.1489,1.0918,1,2.2069,0.4329,0,0
16,DONE_OK,,55,1,0.6003,0.988,0.1473,0.4844,3,1.9495,0.3769,0,0
17,DONE_OK,,32,1,0.3599,0.977,0.1489,0.1827,3,2.0529,0.1827,0,0
18,DONE_OK,,50,1,0.6249,1.035,0.148,0.6193,3,1.5,0.6193,0,0
19,DONE_FAIL,GRASP,31,0,0.6939,0.995,0.1884,1.1458,1,2.4326,0.6396,0,0
20,DONE_OK,,43,1,0.477,1.021,0.1479,1.0469,3,2.1496,0.6641,0,0
21,DONE_OK,,60,1,0.4819,0.844,0.1535,0.2154,6,1.7559,0.2154,0,0
22,DONE_FAIL,GRASP,25,0,0.0974,1.034,0.6964,0.1308,5,3.6217,-0.0004,0,0
23,DONE_OK,,57,1,0.6117,0.985,0.1498,0.2492,3,2.0642,0.0208,0,0
24,DONE_OK,,56,1,0.6896,1.017,0.1428,0.0,3,1.9508,-0.006,0,0
25,DONE_OK,,69,1,0.5151,0.875,0.1625,0.7274,3,2.1132,0.2803,0,0
26,DONE_OK,,28,1,0.3701,1.102,0.168,1.1364,1,2.5363,0.3106,0,0
27,DONE_OK,,19,1,0.2024,1.126,0.1528,0.4013,6,3.3459,0.3172,0,0
28,DONE_FAIL,TRANSPORT,300,1,0.0022,0.972,0.496,-0.0004,5,3.7529,-0.0015,1,1
29,DONE_OK,,64,1,0.4269,1.124,0.1412,0.8272,6,2.4777,-0.0028,0,0
30,DONE_FAIL,TRANSPORT,300,1,0.2713,0.989,0.9471,-0.0004,6,1.0694,-0.0048,0,0
31,DONE_OK,,42,1,0.5093,1.056,0.154,0.672,5,3.0805,0.0693,0,0
32,DONE_FAIL,TRANSPORT,300,1,0.0018,0.931,0.4142,-0.0004,5,3.7529,-0.0031,1,1
33,DONE_OK,,49,1,0.5356,1.09,0.1624,1.0209,3,2.1059,0.6465,0,0
34,DONE_FAIL,GRASP,45,0,0.7787,0.961,0.2918,1.1108,3,2.4292,0.1705,0,0
35,DONE_OK,,56,1,0.6652,1.064,0.1466,0.1734,3,1.9095,0.0245,0,0
36,DONE_OK,,45,1,0.4956,0.968,0.148,0.7674,3,2.0341,0.6583,0,0
37,DONE_OK,,49,1,0.5744,1.017,0.1446,0.9548,3,1.9418,0.6058,0,0
38,DONE_OK,,27,1,0.2907,1.126,0.1465,0.3745,5,3.378,0.0198,0,0
39,DONE_OK,,13,1,0.1701,1.125,0.1686,0.7191,5,3.0334,0.2959,0,0
40,DONE_OK,,18,1,0.2414,1.126,0.1596,0.6651,5,3.0874,0.0433,0,0
41,DONE_OK,,38,1,0.4498,1.049,0.1626,0.5109,3,2.1048,0.5109,0,0
42,DONE_OK,,53,1,0.5703,0.933,0.1543,1.0697,6,2.402,0.3561,0,0
43,DONE_OK,,53,1,0.5796,0.934,0.1522,1.2042,6,1.8425,0.5466,0,0
44,DONE_OK,,41,1,0.4799,0.99,0.1489,0.9958,3,2.0307,0.6424,0,0
45,DONE_OK,,46,1,0.5663,1.065,0.1549,0.8042,3,2.0227,0.5737,0,0
46,DONE_OK,,55,1,1.0846,1.016,0.1472,1.1373,3,2.1332,0.5999,0,0
47,DONE_OK,,15,1,0.1715,1.126,0.1401,0.0554,5,3.6971,-0.0001,0,0
48,DONE_OK,,21,1,0.2879,1.125,0.1741,0.7265,5,3.026,0.0411,0,0
49,DONE_OK,,49,1,0.3336,1.073,0.1694,-0.0003,6,3.6155,-0.0062,0,0
50,DONE_OK,,35,1,0.3907,1.035,0.1476,0.7856,6,2.9191,0.2645,0,0
51,DONE_OK,,9,1,0.1106,1.125,0.1471,0.0365,5,3.716,0.0001,0,0
52,DONE_OK,,55,1,0.5523,0.939,0.1727,0.4843,6,2.0705,0.4811,0,0
53,DONE_OK,,28,1,0.3276,1.06,0.1664,0.8478,1,2.4807,0.5898,0,0
54,DONE_OK,,16,1,0.1861,1.126,0.142,0.5829,5,3.1696,0.2393,0,0
55,DONE_OK,,55,1,0.6132,1.002,0.1419,0.5129,6,2.1283,0.0493,0,0
56,DONE_OK,,38,1,0.4685,1.025,0.157,0.9745,1,2.5835,0.0861,0,0
57,DONE_OK,,37,1,0.4199,1.079,0.1652,1.0335,3,2.2301,0.665,0,0
58,DONE_OK,,48,1,0.2312,1.096,0.1762,-0.0004,6,3.7486,-0.0043,0,0
59,DONE_OK,,67,1,0.1502,1.112,0.1758,-0.0003,6,3.6357,-0.0044,0,0
60,DONE_OK,,17,1,0.1761,1.123,0.154,-0.0003,6,3.7129,-0.0054,0,0
61,DONE_OK,,11,1,0.1391,1.126,0.1503,0.5562,5,3.1963,0.2268,0,0
62,DONE_OK,,37,1,0.4271,0.972,0.1522,1.0693,1,2.6622,0.0921,0,0
63,DONE_OK,,28,1,0.3613,1.121,0.155,1.2245,5,2.528,0.4694,0,0
64,DONE_OK,,60,1,0.6118,0.974,0.1455,0.4111,3,1.5709,0.4111,0,0
65,DONE_OK,,51,1,0.6111,0.998,0.1553,0.6716,3,1.9963,0.1987,0,0
66,DONE_OK,,50,1,0.5844,0.969,0.1511,0.6357,6,1.9697,0.4082,0,0
67,DONE_OK,,49,1,0.564,0.955,0.1468,0.9625,3,2.1423,0.3816,0,0
68,DONE_OK,,56,1,0.5547,0.926,0.1604,0.8818,6,1.8884,0.8817,0,0
69,DONE_OK,,54,1,0.6403,1.029,0.1493,0.4828,6,1.8055,0.1424,0,0
70,DONE_OK,,31,1,0.3422,0.959,0.1451,0.7412,6,2.4724,0.6658,0,0
71,DONE_OK,,52,1,0.6005,0.998,0.1567,0.4674,6,2.6156,0.0125,0,0
72,DONE_OK,,23,1,0.3162,1.126,0.1701,0.8009,5,2.9516,0.0641,0,0
73,DONE_OK,,63,1,0.5677,0.883,0.1493,0.7029,3,1.6763,0.591,0,0
74,DONE_OK,,44,1,0.5069,1.041,0.1587,0.7122,3,1.9916,0.5575,0,0
75,DONE_OK,,58,1,0.5891,0.98,0.1546,0.9424,3,2.4415,0.07,0,0
76,DONE_FAIL,TRANSPORT,300,1,0.0001,0.863,0.3973,-0.0004,5,3.7529,-0.0024,1,1
77,DONE_OK,,47,1,0.5874,1.004,0.16,0.5193,3,2.2508,0.0291,0,0
78,DONE_OK,,52,1,0.5875,1.003,0.1455,0.9803,3,1.8653,0.6997,0,0
79,DONE_OK,,58,1,0.6183,1.017,0.151,-0.0002,3,2.1189,-0.004,0,0
80,DONE_OK,,45,1,0.5748,1.038,0.1639,0.5183,3,2.1649,0.132,0,0
81,DONE_OK,,55,1,0.6377,1.047,0.139,0.3599,3,1.3583,0.1721,0,0
82,DONE_OK,,56,1,0.5648,0.894,0.148,0.7687,6,1.779,0.4978,0,0
83,DONE_OK,,33,1,0.4299,1.121,0.1624,1.2238,1,2.3892,0.4459,0,0
84,DONE_OK,,42,1,0.4829,1.001,0.1557,0.7167,3,2.0192,0.5829,0,0
85,DONE_OK,,47,1,0.5584,1.11,0.1698,1.0378,1,2.5677,-0.0003,0,0
86,DONE_OK,,20,1,0.245,1.119,0.1503,0.2997,6,3.4015,0.0037,0,0
87,DONE_OK,,20,1,0.2432,1.125,0.1526,0.1998,6,3.4224,0.0056,0,0
88,DONE_OK,,6,1,0.0724,1.125,0.1476,0.0008,5,3.7517,-0.0002,0,0
