idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,30,1,0.3379,0.946,0.1643,0.8362,3,2.4053,0.5722,46.02,44.6,46.61,46.36,0.0023,0,0
1,DONE_FAIL,RETRACT,59,1,0.755,1.035,0.1454,0.001,3,2.1847,-0.0124,75.61,78.18,78.49,79.4,0.0028,0,0
2,DONE_OK,,52,1,0.5971,0.986,0.1518,0.7888,3,2.0252,0.5085,34.51,35.3,35.3,34.03,0.0198,0,0
3,DONE_OK,,50,1,0.5769,0.959,0.1713,0.4557,3,2.348,0.3302,51.57,49.0,51.89,50.6,0.0025,0,0
4,DONE_OK,,15,1,0.1533,1.125,0.1472,0.8278,5,2.9247,0.5565,30.4,30.48,31.61,29.32,0.002,0,0
5,DONE_OK,,49,1,0.6259,1.031,0.1536,0.5382,3,2.1256,0.1397,47.58,47.21,47.68,45.79,0.0032,0,0
6,DONE_OK,,63,1,0.5288,0.834,0.1463,1.4255,3,2.1905,0.5425,43.02,43.84,44.53,44.17,0.0007,0,0
7,DONE_OK,,46,1,0.5825,1.028,0.1447,0.4266,3,1.9532,0.3857,43.59,43.49,43.86,43.0,0.0031,0,0
8,DONE_OK,,44,1,0.5692,1.022,0.1492,0.8091,3,2.3279,0.2727,49.51,48.67,49.72,48.78,0.002,0,0
9,DONE_OK,,22,1,0.2283,1.126,0.1451,0.2945,5,3.458,0.0063,44.49,46.98,46.98,42.93,0.0155,0,0
10,DONE_OK,,49,1,0.5982,1.044,0.1468,0.4011,3,1.8964,0.1614,45.56,42.01,46.2,44.55,0.0015,0,0
11,DONE_OK,,29,1,0.3584,1.012,0.155,1.075,3,2.3832,0.4795,47.48,46.88,47.89,46.9,0.0024,0,0
12,DONE_OK,,46,1,0.5748,1.03,0.1468,0.3933,3,1.914,0.3933,45.65,45.88,45.92,44.35,0.0202,0,0
13,DONE_OK,,53,1,0.636,1.0,0.1275,-0.0001,3,1.9782,-0.005,65.42,60.74,65.42,62.42,0.0207,0,0
14,DONE_OK,,21,1,0.2712,1.126,0.1468,0.5672,5,3.1853,0.0092,51.38,51.2,51.79,50.04,0.0008,0,0
15,DONE_OK,,46,1,0.5999,1.024,0.1622,-0.0004,3,2.2658,-0.0059,58.22,50.2,58.87,55.35,0.023,0,0
16,DONE_OK,,53,1,0.6039,0.974,0.1589,0.1608,3,2.1877,0.028,51.82,49.36,51.99,47.39,0.0236,0,0
17,DONE_OK,,50,1,0.6245,1.008,0.152,0.6751,3,2.1246,0.2883,42.93,43.41,43.41,40.01,0.0225,0,0
18,DONE_OK,,4,1,0.0469,1.126,0.1357,-0.0,5,3.7525,-0.0001,56.93,60.01,60.01,62.3,0.0063,0,0
19,DONE_OK,,44,1,0.5196,1.067,0.1651,0.5286,3,2.0919,0.0834,41.11,37.97,42.22,38.04,0.0273,0,0
20,DONE_OK,,58,1,0.6353,1.001,0.1445,0.1869,1,2.352,0.0178,62.06,60.98,62.41,60.54,0.0025,0,0
21,DONE_OK,,43,1,0.4859,0.925,0.1604,0.9512,3,2.3231,0.4208,52.22,51.29,52.45,51.77,0.002,0,0
22,DONE_OK,,46,1,0.6231,1.07,0.1504,-0.0002,3,2.1317,-0.0058,51.38,46.5,52.03,47.61,0.0231,0,0
23,DONE_OK,,34,1,0.3822,0.939,0.1636,1.071,3,2.4291,0.4225,51.49,49.87,51.76,50.67,0.0022,0,0
24,DONE_OK,,18,1,0.2104,1.126,0.1439,0.3304,5,3.4221,0.0033,40.47,42.76,42.76,39.68,0.0095,0,0
25,DONE_OK,,18,1,0.2258,1.108,0.1501,0.9339,5,2.8186,0.3714,36.84,34.81,37.26,34.94,0.0015,0,0
26,DONE_OK,,42,1,0.5364,1.029,0.1616,0.5588,3,2.2605,0.2215,41.99,41.17,42.26,40.97,0.0021,0,0
27,DONE_OK,,37,1,0.4568,1.013,0.1509,0.7339,3,2.0962,0.5014,44.36,44.76,44.77,42.66,0.0211,0,0
28,DONE_FAIL,TRANSPORT,300,1,0.288,0.987,0.5956,0.0721,4,1.5956,-0.0029,71.7,80.03,88.23,nan,nan,0,0
29,DONE_OK,,53,1,0.5906,0.926,0.1572,0.8622,3,2.1536,0.3738,43.75,43.58,43.99,42.98,0.0026,0,0
30,DONE_OK,,17,1,0.2295,1.126,0.1506,0.5893,5,3.1632,0.0359,40.56,39.31,40.84,39.7,0.0038,0,0
31,DONE_OK,,34,1,0.4213,1.029,0.1529,0.5856,3,2.1281,0.5301,50.86,51.31,51.42,48.95,0.0216,0,0
32,DONE_OK,,28,1,0.3622,1.12,0.1533,1.1856,5,2.5669,0.3225,27.5,25.32,27.89,24.68,0.0019,0,0
33,DONE_OK,,31,1,0.3402,0.944,0.164,0.8954,3,2.4663,0.5615,57.8,55.78,58.35,57.26,0.0022,0,0
34,DONE_OK,,55,1,0.5456,0.893,0.1594,0.9003,3,2.5538,0.1511,71.02,68.69,71.08,69.57,0.0018,0,0
35,DONE_OK,,51,1,0.6292,0.998,0.1558,0.8269,3,1.8877,0.4685,31.83,32.52,32.52,31.15,0.0201,0,0
36,DONE_OK,,52,1,0.6645,1.057,0.1514,-0.0001,3,2.0659,-0.0087,48.91,44.57,50.01,45.46,0.0236,0,0
37,DONE_OK,,34,1,0.3994,0.966,0.1656,1.1609,3,2.4054,0.3987,48.27,46.66,48.7,47.15,0.0022,0,0
38,DONE_OK,,45,1,0.5649,1.019,0.1562,0.7363,3,2.0063,0.4237,38.14,38.44,38.44,36.28,0.0199,0,0
39,DONE_OK,,50,1,0.5925,0.968,0.1569,0.6575,3,2.3564,0.1303,58.73,58.43,58.73,57.35,0.0218,0,0
40,DONE_OK,,17,1,0.2064,1.125,0.1347,0.5036,5,3.2489,0.0878,42.06,42.23,42.44,40.41,0.0025,0,0
41,DONE_OK,,27,1,0.4183,1.081,0.1684,0.0662,6,3.2868,-0.0011,72.15,79.39,81.5,77.08,0.0101,0,0
42,DONE_FAIL,RETRACT,31,1,0.5741,1.078,0.1513,-0.0008,1,3.3125,-0.0076,69.91,78.88,78.88,69.58,0.217,0,0
43,DONE_OK,,50,1,0.6474,1.036,0.1522,0.69,3,1.9816,0.2987,29.06,28.13,29.54,26.05,0.0246,0,0
44,DONE_OK,,34,1,0.4209,1.038,0.1628,0.8273,3,2.2138,0.4858,37.5,37.55,37.87,36.09,0.0221,0,0
