idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_FAIL,TRANSPORT,300,1,0.7078,1.079,1.4616,-0.0016,1,2.5294,-0.054,70.49,73.46,89.76,nan,nan,0,0
1,DONE_OK,,48,1,0.6043,1.064,0.1563,0.7021,3,2.1873,0.2041,33.11,36.59,39.44,34.99,0.0238,0,0
2,DONE_OK,,50,1,0.5881,0.97,0.1601,0.3813,3,2.1816,0.2547,47.34,46.51,48.2,43.78,0.0234,0,0
3,DONE_OK,,43,1,0.5607,1.057,0.1576,0.6642,3,2.2303,0.1612,47.76,47.52,49.45,45.88,0.0201,0,0
4,DONE_OK,,76,1,0.7905,1.01,0.1671,0.4511,6,2.3584,-0.0125,67.29,82.88,87.9,82.37,0.0054,0,0
5,DONE_OK,,13,1,0.1428,1.116,0.1575,0.6717,6,2.8268,0.3136,34.72,36.89,36.89,36.83,0.0012,0,0
6,DONE_OK,,45,1,0.5936,1.038,0.1429,0.5631,3,2.1282,0.3278,46.59,39.63,47.43,39.74,0.0021,0,0
7,DONE_OK,,58,1,0.5477,0.932,0.1693,0.3103,3,2.2309,-0.004,59.3,46.82,64.08,43.46,0.0236,0,0
8,DONE_OK,,47,1,0.5926,1.034,0.1544,0.8488,3,2.0876,0.3333,34.31,32.96,36.41,32.78,0.0024,0,0
9,DONE_OK,,39,1,0.4679,0.985,0.1717,1.0211,3,2.5909,0.1329,55.27,54.58,55.49,54.71,0.0023,0,0
10,DONE_OK,,50,1,0.5978,0.973,0.1718,0.0894,3,2.2605,0.0153,58.54,46.65,58.94,44.31,0.023,0,0
11,DONE_OK,,47,1,0.5498,0.948,0.1547,0.5918,3,2.2112,0.3389,53.21,56.31,56.88,54.59,0.0258,0,0
12,DONE_OK,,29,1,0.3066,1.125,0.1582,-0.0002,6,3.5017,-0.0038,32.57,48.29,48.29,47.37,0.0035,0,0
13,DONE_OK,,9,1,0.1102,1.126,0.1428,0.2059,5,3.5466,0.0098,54.32,55.89,55.89,55.72,0.0123,0,0
14,DONE_OK,,33,1,0.4027,1.029,0.164,0.8565,3,2.3496,0.4584,39.26,40.0,40.05,39.74,0.0023,0,0
15,DONE_OK,,54,1,0.5705,1.029,0.1571,-0.0018,3,2.0778,-0.0069,43.45,48.89,54.58,47.7,0.0261,0,0
16,DONE_OK,,44,1,0.5725,1.042,0.1504,-0.0001,3,2.117,-0.0081,60.28,49.22,60.56,46.38,0.0232,0,0
