idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,61,1,0.6895,1.014,0.1512,0.1132,3,2.0545,-0.0079,51.24,53.14,63.68,51.27,0.067,0,0
1,DONE_OK,,44,1,0.611,1.054,0.1714,-0.0007,3,2.5034,-0.0078,47.61,46.06,54.53,44.46,0.0241,0,0
2,DONE_OK,,60,1,0.6348,1.081,0.1587,-0.0001,3,2.1962,-0.01,44.22,53.44,60.83,51.97,0.0258,0,0
3,DONE_OK,,17,1,0.2262,1.125,0.1534,0.7826,5,2.9699,0.2967,29.23,30.36,30.92,30.39,0.0024,0,0
4,DONE_OK,,49,1,0.6131,1.022,0.1494,1.0808,3,2.1608,0.4034,32.86,31.0,33.21,30.75,0.0024,0,0
5,DONE_OK,,47,1,0.5749,1.014,0.1519,0.9414,3,2.2768,0.4951,41.34,40.9,43.29,40.73,0.0029,0,0
6,DONE_OK,,49,1,0.6597,1.071,0.1679,0.0032,3,2.3513,-0.0081,52.1,48.23,62.22,45.81,0.024,0,0
7,DONE_OK,,48,1,0.6056,1.031,0.1494,0.984,3,2.1196,0.4168,33.66,31.42,33.95,31.25,0.0026,0,0
8,DONE_OK,,34,1,0.4123,1.125,0.1627,0.9337,5,2.8188,0.2946,26.12,36.55,36.69,36.55,0.002,0,0
9,DONE_OK,,25,1,0.3019,1.023,0.1679,1.034,3,2.4637,0.6361,51.95,51.84,53.47,52.12,0.0023,0,0
10,DONE_OK,,62,1,0.5425,0.925,0.1624,0.6555,3,2.4445,0.0054,62.09,60.11,62.55,58.12,0.0246,0,0
11,DONE_OK,,55,1,0.5559,0.916,0.1545,1.0048,3,2.392,0.2449,63.74,62.63,64.25,62.54,0.0008,0,0
12,DONE_OK,,42,1,0.4938,0.954,0.1645,1.1182,1,2.5889,0.307,50.89,52.04,53.0,52.01,0.0023,0,0
