idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_FAIL,RETRACT,42,1,0.5977,1.061,0.1741,-0.0007,1,3.0094,-0.0096,55.93,67.39,67.39,66.62,0.1481,0,0
1,DONE_OK,,16,1,0.1716,1.125,0.1452,1.025,6,2.6813,0.3588,40.77,39.35,41.14,39.6,0.0112,0,0
2,DONE_OK,,51,1,0.6464,1.022,0.1452,0.7039,3,1.9398,0.4303,33.85,33.98,34.05,32.87,0.0201,0,0
3,DONE_OK,,42,1,0.5447,1.062,0.1584,0.9668,3,2.0731,0.3607,32.1,30.79,32.76,29.99,0.0213,0,0
4,DONE_OK,,39,1,0.4897,1.019,0.1638,0.5647,3,2.3001,0.2466,44.93,44.24,45.21,43.81,0.0023,0,0
5,DONE_OK,,155,1,0.1607,1.097,0.1577,0.6003,6,2.8546,-0.0033,24.56,24.73,28.06,23.54,0.0017,0,0
6,DONE_OK,,49,1,0.605,1.01,0.1651,0.4878,3,2.2663,0.1028,40.05,37.11,40.49,36.19,0.0246,0,0
7,DONE_OK,,59,1,0.5504,0.925,0.1545,0.3192,6,2.3645,0.0283,69.02,68.26,69.75,68.1,0.0241,0,0
8,DONE_OK,,52,1,0.5756,0.923,0.1554,0.5642,6,2.4257,0.3253,53.05,51.17,53.33,50.96,0.0023,0,0
9,DONE_OK,,53,1,0.5957,0.95,0.1585,1.0441,3,2.5227,0.1879,44.63,45.03,45.03,43.81,0.0022,0,0
10,DONE_OK,,17,1,0.2097,1.125,0.1394,0.4676,5,3.2849,0.0321,43.28,43.41,43.57,41.7,0.0039,0,0
11,DONE_OK,,56,1,0.5873,1.051,0.156,-0.0003,3,2.0412,-0.0086,46.81,41.86,48.38,43.07,0.0255,0,0
12,DONE_OK,,50,1,0.6128,1.002,0.1475,0.7416,3,2.0724,0.4911,44.4,46.1,46.1,44.39,0.0203,0,0
13,DONE_OK,,46,1,0.5734,1.03,0.1458,0.3945,3,1.9645,0.3532,47.49,47.53,47.81,45.21,0.0093,0,0
14,DONE_OK,,31,1,0.3581,0.989,0.1675,0.8961,3,2.3663,0.5591,54.47,52.22,55.15,53.74,0.0022,0,0
15,DONE_OK,,50,1,0.5784,0.924,0.1492,0.8532,3,1.8779,0.5551,36.65,35.81,36.79,35.8,0.0021,0,0
16,DONE_OK,,25,1,0.3901,1.115,0.1722,0.1744,6,3.207,-0.0,67.98,78.81,78.81,73.62,0.0327,0,0
17,DONE_OK,,18,1,0.1942,1.126,0.1417,0.2289,5,3.5236,0.0025,44.66,47.58,47.58,43.99,0.0161,0,0
18,DONE_OK,,42,1,0.7054,1.057,0.142,0.0001,1,3.5932,-0.0104,65.73,79.49,79.49,66.17,0.0272,0,0
19,DONE_OK,,11,1,0.1393,1.125,0.1505,0.2294,5,3.5231,0.0076,53.03,54.59,54.59,53.06,0.0239,0,0
20,DONE_OK,,12,1,0.1557,1.125,0.1528,0.3778,5,3.3747,0.0135,55.44,55.1,55.86,55.35,0.0036,0,0
21,DONE_OK,,61,1,0.5493,0.872,0.1498,0.7648,3,1.951,0.4109,40.39,40.22,40.45,39.38,0.0205,0,0
22,DONE_OK,,17,1,0.2013,1.126,0.1385,0.2739,5,3.4786,0.0017,46.65,50.16,50.16,47.24,0.015,0,0
23,DONE_OK,,47,1,0.5532,0.96,0.1683,0.4705,3,2.2705,0.2759,43.75,42.58,44.02,40.2,0.0252,0,0
24,DONE_OK,,21,1,0.3237,1.111,0.1708,0.0865,6,3.2579,0.006,72.07,80.9,80.9,76.72,0.0094,0,0
25,DONE_OK,,52,1,0.6506,1.027,0.1496,0.5154,3,1.8354,0.4426,34.21,33.99,34.64,32.99,0.0208,0,0
26,DONE_OK,,46,1,0.5783,1.006,0.1567,0.7659,3,2.0453,0.3672,31.66,30.92,32.14,28.98,0.0238,0,0
