idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,56,1,0.581,0.953,0.1466,0.4205,3,1.8773,0.36,0,0
1,DONE_OK,,42,1,0.568,1.055,0.1451,0.8717,3,2.543,0.0199,0,0
2,DONE_OK,,35,1,0.6158,1.079,0.1671,0.1284,3,2.5473,0.003,0,0
3,DONE_OK,,9,1,0.1089,1.124,0.143,0.1967,5,3.5558,0.0075,0,0
4,DONE_OK,,42,1,0.521,1.009,0.1537,0.6428,3,2.2969,0.2406,0,0
5,DONE_OK,,53,1,0.5159,0.876,0.1489,0.0982,6,2.6718,0.0143,0,0
6,DONE_OK,,33,1,0.4053,0.995,0.1639,1.0339,3,2.575,0.2664,0,0
7,DONE_OK,,35,1,0.3995,0.937,0.1615,1.0394,3,2.3902,0.4279,0,0
8,DONE_OK,,38,1,0.4468,1.01,0.1511,1.046,1,2.2281,0.6157,0,0
9,DONE_OK,,15,1,0.1601,1.122,0.1697,0.8931,5,2.8594,0.5869,0,0
10,DONE_OK,,9,1,0.126,1.124,0.1611,0.0897,5,3.6628,0.0037,0,0
11,DONE_OK,,17,1,0.2172,1.123,0.1679,0.9531,5,2.7994,0.3977,0,0
12,DONE_OK,,41,1,0.4763,0.951,0.1682,0.7052,3,2.3654,0.3922,0,0
13,DONE_OK,,44,1,0.5012,0.946,0.1649,0.7131,3,2.5022,0.1787,0,0
14,DONE_OK,,61,1,0.6,0.972,0.1435,0.4374,3,1.9063,0.2835,0,0
15,DONE_OK,,28,1,0.5045,1.103,0.1605,0.5444,3,2.7047,0.0096,0,0
16,DONE_OK,,38,1,0.4257,0.928,0.1644,1.1034,3,2.5675,0.3938,0,0
17,DONE_OK,,53,1,0.6037,1.051,0.1357,0.4342,6,2.4236,0.0354,0,0
18,DONE_OK,,49,1,0.637,1.036,0.1556,0.4216,3,2.167,0.0811,0,0
19,DONE_OK,,48,1,0.5667,1.065,0.1336,0.5738,6,2.4566,0.0441,0,0
20,DONE_OK,,36,1,0.4428,1.01,0.1621,0.8275,3,2.2055,0.4372,0,0
21,DONE_OK,,21,1,0.288,1.075,0.1576,-0.0003,6,3.6006,-0.0056,0,0
22,DONE_OK,,35,1,0.4229,0.993,0.159,0.8895,3,2.5534,0.2445,0,0
23,DONE_OK,,103,1,0.2175,1.103,0.1422,0.8029,5,2.9496,-0.0025,0,0
24,DONE_OK,,50,1,0.5682,0.924,0.1588,0.905,3,2.3638,0.2939,0,0
25,DONE_OK,,43,1,0.6057,1.057,0.1511,0.6136,3,2.3846,0.0225,0,0
26,DONE_OK,,25,1,0.2337,1.125,0.1532,-0.0009,6,3.5156,-0.0036,0,0
27,DONE_OK,,57,1,0.5763,0.916,0.1562,0.8975,3,2.2485,0.1957,0,0
28,DONE_OK,,58,1,0.5698,0.89,0.1516,0.7521,3,2.0522,0.5659,0,0
29,DONE_OK,,19,1,0.2588,1.119,0.1764,0.5495,5,3.203,0.0071,0,0
30,DONE_OK,,17,1,0.2306,1.125,0.1653,0.5857,5,3.1668,0.0248,0,0
31,DONE_OK,,35,1,0.624,1.1,0.1628,-0.0004,1,3.3694,-0.0147,0,0
32,DONE_OK,,45,1,0.5657,1.002,0.1617,0.7606,3,2.0674,0.4065,0,0
33,DONE_OK,,36,1,0.4117,0.949,0.1622,0.9254,3,2.3929,0.4793,0,0
34,DONE_OK,,17,1,0.187,1.126,0.1417,0.2722,5,3.4803,0.0039,0,0
35,DONE_OK,,21,1,0.3123,1.121,0.1701,0.3234,6,3.3044,0.0045,0,0
36,DONE_OK,,54,1,0.6103,0.986,0.1565,0.5597,3,2.0824,0.1476,0,0
37,DONE_OK,,20,1,0.2696,1.126,0.1481,0.6353,5,3.1172,0.0221,0,0
38,DONE_OK,,80,1,0.7742,0.95,0.1566,-0.0004,3,2.336,-0.0102,0,0
39,DONE_OK,,57,1,0.5587,0.879,0.1467,1.0804,3,2.1043,0.4614,0,0
40,DONE_OK,,35,1,0.4356,1.031,0.1586,0.68,3,2.3132,0.3127,0,0
41,DONE_OK,,11,1,0.1339,1.124,0.1636,1.0265,5,2.726,0.7493,0,0
42,DONE_OK,,4,1,0.0467,1.126,0.1393,-0.0,5,3.7525,-0.0001,0,0
43,DONE_OK,,41,1,0.6796,1.043,0.1577,-0.0002,1,3.4535,-0.0088,0,0
44,DONE_OK,,19,1,0.1791,1.125,0.1463,0.4938,5,3.2587,0.2015,0,0
45,DONE_OK,,51,1,0.5572,0.936,0.1453,0.8707,6,2.4193,0.0063,0,0
46,DONE_FAIL,RETRACT,31,1,0.579,1.078,0.1522,-0.002,1,3.2755,-0.0096,0,0
47,DONE_OK,,26,1,0.2331,1.125,0.1575,0.1696,6,3.3963,0.1044,0,0
48,DONE_OK,,45,1,0.5942,1.05,0.1543,0.8524,3,1.9919,0.3999,0,0
49,DONE_OK,,54,1,0.6345,1.046,0.1343,0.4872,3,1.8925,0.0688,0,0
50,DONE_OK,,42,1,0.5293,1.017,0.1428,1.1513,3,2.3444,0.4784,0,0
51,DONE_OK,,55,1,0.6529,1.019,0.1476,0.8988,3,2.2098,0.2889,0,0
52,DONE_OK,,49,1,0.6264,1.037,0.1389,0.6689,3,2.0928,0.0561,0,0
53,DONE_OK,,32,1,0.39,1.022,0.1577,0.459,3,2.1342,0.459,0,0
54,DONE_OK,,20,1,0.2396,1.024,0.1574,0.8767,5,2.8758,0.2807,0,0
55,DONE_FAIL,TRANSPORT,300,1,0.1015,0.994,0.6656,0.3686,3,1.9246,-0.0049,0,0
56,DONE_OK,,13,1,0.1598,1.126,0.1356,0.2098,5,3.5427,0.003,0,0
57,DONE_OK,,41,1,0.7267,1.085,0.1592,0.0542,3,2.4469,0.0035,0,0
58,DONE_OK,,15,1,0.1998,1.126,0.1516,0.4913,5,3.2612,0.0236,0,0
59,DONE_OK,,24,1,0.2912,1.125,0.1563,0.6779,5,3.0746,0.0727,0,0
60,DONE_OK,,50,1,0.6287,1.025,0.1389,0.4043,3,1.9943,0.0699,0,0
61,DONE_OK,,43,1,0.484,0.937,0.1633,0.8041,3,2.4515,0.4256,0,0
62,DONE_OK,,20,1,0.2419,1.124,0.1409,0.5364,5,3.2161,0.0491,0,0
63,DONE_OK,,49,1,0.582,0.975,0.1496,0.6305,3,1.9858,0.3668,0,0
64,DONE_OK,,28,1,0.3623,1.08,0.1526,1.2727,5,2.4798,0.4201,0,0
65,DONE_OK,,9,1,0.1105,1.126,0.136,0.0349,5,3.7176,-0.0001,0,0
66,DONE_OK,,39,1,0.5022,1.048,0.1697,0.6988,3,2.2399,0.3039,0,0
67,DONE_OK,,53,1,0.7291,1.03,0.1443,-0.0001,3,2.1729,-0.0126,0,0
68,DONE_OK,,11,1,0.1332,1.126,0.1443,0.1433,5,3.6092,0.0017,0,0
69,DONE_OK,,37,1,0.4619,1.033,0.1529,0.5429,3,2.1574,0.3978,0,0
70,DONE_OK,,45,1,0.5771,1.03,0.1538,0.6748,3,2.0802,0.3413,0,0
71,DONE_OK,,36,1,0.6384,1.072,0.1468,0.0001,1,3.5338,-0.015,0,0
72,DONE_OK,,39,1,0.4818,1.011,0.1565,0.7096,3,2.1245,0.4866,0,0
