idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,45,1,0.5074,0.933,0.1517,1.0192,3,2.2054,0.593,0,0
1,DONE_OK,,71,1,0.5688,1.062,0.1614,0.2914,3,2.0723,-0.0044,0,0
2,DONE_OK,,13,1,0.1663,1.126,0.1457,0.4984,5,3.2541,0.0483,0,0
3,DONE_OK,,48,1,0.5357,0.929,0.152,0.7931,3,2.1174,0.4029,0,0
4,DONE_OK,,54,1,0.6276,1.023,0.1584,0.3125,6,1.839,0.3125,0,0
5,DONE_OK,,34,1,0.3111,1.126,0.1672,0.0225,6,3.1457,-0.0003,0,0
6,DONE_OK,,53,1,0.6165,1.006,0.1429,0.607,6,1.8345,0.607,0,0
7,DONE_OK,,63,1,0.55,0.865,0.1483,0.1741,6,1.906,0.1741,0,0
8,DONE_OK,,35,1,0.3898,0.905,0.1488,0.4978,3,2.1081,0.4978,0,0
9,DONE_OK,,57,1,0.5574,0.879,0.159,0.2812,6,2.2124,0.2812,0,0
10,DONE_FAIL,GRASP,30,0,0.6459,1.07,0.3663,0.9743,5,2.7782,0.0334,0,0
11,DONE_OK,,36,1,0.4556,1.064,0.1618,1.1363,5,2.6162,0.0389,0,0
12,DONE_OK,,63,1,0.639,0.986,0.1629,0.0049,5,3.7476,-0.0081,0,0
13,DONE_OK,,45,1,0.5412,1.006,0.1526,0.8424,3,1.9178,0.5845,0,0
14,DONE_OK,,54,1,0.6587,1.043,0.1507,-0.0001,3,2.0721,-0.0075,0,0
15,DONE_OK,,17,1,0.2025,1.118,0.1511,1.0192,5,2.7333,0.5597,0,0
16,DONE_OK,,68,1,0.4856,0.906,0.156,0.0045,3,1.0733,0.0045,0,0
17,DONE_FAIL,RETRACT,47,1,0.7224,1.034,0.1587,0.0023,1,3.6724,-0.0097,0,0
18,DONE_FAIL,GRASP,39,0,0.7613,1.006,0.3736,1.0184,3,2.6979,0.0422,0,0
19,DONE_OK,,40,1,0.5033,1.019,0.1709,0.752,3,2.5354,0.0141,0,0
20,DONE_OK,,8,1,0.0987,1.125,0.1434,-0.0001,5,3.7526,-0.0002,0,0
21,DONE_OK,,73,1,0.5428,0.826,0.1518,0.7854,3,1.8514,0.5971,0,0
22,DONE_OK,,55,1,0.5763,0.976,0.1504,0.8905,3,1.9347,0.6957,0,0
23,DONE_OK,,22,1,0.2734,1.118,0.165,1.1012,5,2.6513,0.4617,0,0
24,DONE_OK,,43,1,0.548,1.054,0.1684,0.5659,3,2.1103,0.226,0,0
25,DONE_OK,,42,1,0.5139,1.027,0.1633,0.5932,3,2.2742,0.202,0,0
26,DONE_OK,,40,1,0.4683,1.116,0.1514,1.0988,6,2.5372,0.1233,0,0
27,DONE_OK,,18,1,0.208,1.125,0.1526,-0.0008,6,3.6354,-0.0054,0,0
28,DONE_OK,,56,1,0.6285,0.987,0.1608,0.9535,3,2.3719,0.7128,0,0
29,DONE_OK,,37,1,0.4531,1.013,0.1528,1.2941,1,2.2113,0.8792,0,0
30,DONE_FAIL,RETRACT,3,1,0.0289,1.125,0.1526,-0.0003,5,3.7528,-0.0003,0,0
31,DONE_OK,,11,1,0.1386,1.126,0.1398,0.2652,5,3.4873,0.0073,0,0
32,DONE_OK,,35,1,0.4284,1.042,0.1553,1.1967,1,2.1901,0.6624,0,0
33,DONE_OK,,53,1,0.6779,1.056,0.1403,0.4894,3,2.0364,0.0197,0,0
34,DONE_OK,,56,1,0.4184,1.126,0.1503,0.9668,3,2.7269,-0.0061,0,0
35,DONE_FAIL,RETRACT,65,1,0.7177,1.042,0.136,-0.0001,3,2.0758,-0.0092,0,0
36,DONE_OK,,61,1,0.6205,1.034,0.1471,-0.0016,5,3.7541,-0.0016,0,0
37,DONE_FAIL,GRASP,50,0,0.9187,1.003,0.2197,0.7307,3,2.3346,0.024,0,0
38,DONE_OK,,55,1,0.6152,1.008,0.1368,1.0322,6,2.46,0.1025,0,0
39,DONE_OK,,36,1,0.477,1.108,0.1639,1.128,3,2.4242,0.2351,0,0
40,DONE_OK,,26,1,0.2413,1.125,0.1628,-0.0003,6,3.6658,-0.005,0,0
41,DONE_OK,,56,1,0.6796,1.028,0.1485,-0.0001,3,2.1109,-0.0066,0,0
42,DONE_OK,,57,1,0.546,0.859,0.1514,0.9407,3,2.2857,0.3472,0,0
43,DONE_OK,,53,1,0.5965,0.995,0.1445,0.6352,3,1.7253,0.5539,0,0
44,DONE_OK,,58,1,0.6023,0.981,0.1457,0.3676,3,1.544,0.3676,0,0
45,DONE_OK,,56,1,0.6182,1.006,0.1429,0.5557,3,1.4583,0.5557,0,0
46,DONE_OK,,53,1,0.5277,1.008,0.153,0.6228,3,1.8826,0.6228,0,0
47,DONE_OK,,62,1,0.5807,0.934,0.145,0.9923,6,1.6472,0.7919,0,0
48,DONE_OK,,30,1,0.3378,1.005,0.1495,1.037,1,2.6279,0.5129,0,0
49,DONE_OK,,24,1,0.2633,1.118,0.1515,1.1918,5,2.5607,0.6875,0,0
50,DONE_OK,,15,1,0.2013,1.125,0.1427,0.5515,5,3.201,0.0692,0,0
51,DONE_OK,,32,1,0.3432,1.125,0.1594,0.1304,6,3.4343,0.011,0,0
52,DONE_OK,,15,1,0.1821,1.089,0.1518,1.028,5,2.7245,0.6303,0,0
53,DONE_OK,,21,1,0.3099,1.124,0.1711,0.0805,6,3.4085,-0.0001,0,0
54,DONE_OK,,52,1,0.5255,1.035,0.1483,0.9262,6,2.2526,0.1348,0,0
55,DONE_OK,,61,1,0.4851,0.759,0.1491,0.2568,6,2.1126,0.2568,0,0
56,DONE_OK,,10,1,0.1629,1.126,0.1557,0.0024,5,3.7501,-0.0003,0,0
57,DONE_OK,,47,1,0.6026,1.041,0.1545,0.4954,3,2.0419,0.1722,0,0
58,DONE_OK,,59,1,0.6264,1.04,0.1723,0.4308,6,1.9044,0.4308,0,0
59,DONE_OK,,48,1,0.5775,1.029,0.1498,0.9819,3,2.165,0.7069,0,0
60,DONE_OK,,66,1,0.5842,0.934,0.1435,0.203,3,1.8814,0.1253,0,0
61,DONE_OK,,49,1,0.61,1.025,0.1591,0.3352,3,2.1283,0.0466,0,0
62,DONE_OK,,11,1,0.141,1.126,0.1454,0.4145,5,3.338,0.078,0,0
63,DONE_OK,,40,1,0.4741,0.984,0.1565,0.0004,3,2.2181,-0.005,0,0
64,DONE_FAIL,RETRACT,28,1,0.3259,0.977,0.1569,0.2606,1,2.2759,0.0307,0,0
65,DONE_OK,,31,1,0.3524,1.058,0.1618,-0.0001,6,3.7029,-0.0045,0,0
66,DONE_OK,,16,1,0.2077,1.126,0.1423,0.4213,5,3.3312,0.0096,0,0
67,DONE_OK,,8,1,0.1024,1.122,0.1355,0.0048,5,3.7477,-0.0002,0,0
68,DONE_OK,,49,1,0.567,0.949,0.1549,1.0942,3,1.9888,0.7483,0,0
69,DONE_OK,,16,1,0.1738,1.113,0.1585,0.8731,5,2.8794,0.4679,0,0
70,DONE_OK,,16,1,0.1884,1.126,0.1397,0.5467,5,3.2058,0.2425,0,0
71,DONE_OK,,74,1,0.4125,1.124,0.1388,1.0262,3,2.3295,-0.0045,0,0
72,DONE_OK,,18,1,0.1577,1.121,0.1551,0.2024,5,3.5501,0.0648,0,0
73,DONE_OK,,16,1,0.212,1.125,0.1526,0.6885,5,3.064,0.1399,0,0
74,DONE_OK,,20,1,0.2368,1.125,0.1455,0.5402,5,3.2123,0.0887,0,0
75,DONE_OK,,64,1,0.5805,0.92,0.1556,0.6717,6,2.1143,0.2393,0,0
76,DONE_OK,,17,1,0.2287,1.125,0.1497,0.5538,5,3.1987,0.0359,0,0
77,DONE_OK,,53,1,0.579,0.919,0.1552,0.9099,3,1.6912,0.9099,0,0
78,DONE_OK,,29,1,0.3685,1.118,0.136,1.1198,3,2.2817,0.3257,0,0
79,DONE_OK,,57,1,0.5645,0.902,0.1483,0.6554,6,2.1473,0.5114,0,0
80,DONE_OK,,57,1,0.6085,0.958,0.1491,0.6953,3,1.6071,0.6953,0,0
81,DONE_OK,,13,1,0.1642,1.126,0.152,0.4937,5,3.2588,0.0518,0,0
82,DONE_OK,,56,1,0.6458,1.029,0.1418,1.0157,5,2.7368,0.0084,0,0
83,DONE_OK,,39,1,0.4535,0.954,0.1659,0.8862,1,2.5845,0.057,0,0
84,DONE_OK,,55,1,0.609,0.985,0.1522,0.5695,3,2.1123,0.0256,0,0
85,DONE_OK,,59,1,0.5719,0.971,0.1532,0.8733,6,1.8781,0.3001,0,0
86,DONE_OK,,18,1,0.2227,1.126,0.1498,0.154,5,3.5985,-0.0002,0,0
87,DONE_OK,,43,1,0.5562,1.115,0.1663,1.1906,1,2.4423,0.071,0,0
88,DONE_OK,,162,1,0.3572,1.046,0.1639,1.1264,5,2.6261,-0.0054,0,0
89,DONE_OK,,37,1,0.4259,1.035,0.1677,0.8271,3,2.2488,0.6109,0,0
90,DONE_OK,,39,1,0.4334,0.904,0.153,0.8665,6,2.4758,0.567,0,0
91,DONE_OK,,79,1,0.4946,1.096,0.1477,1.1869,1,2.4395,-0.0068,0,0
92,DONE_OK,,12,1,0.1514,1.125,0.1538,0.5289,5,3.2236,0.1543,0,0
93,DONE_OK,,30,1,0.3793,1.106,0.1689,1.0333,3,2.4331,0.5416,0,0
94,DONE_OK,,57,1,0.5867,0.926,0.1466,0.6659,6,1.6907,0.4633,0,0
95,DONE_OK,,11,1,0.1399,1.126,0.1411,0.4526,5,3.2999,0.1311,0,0
96,DONE_FAIL,TRANSPORT,300,1,0.0028,0.986,0.6135,-0.0004,5,3.7529,-0.0004,1,1
97,DONE_OK,,72,1,0.5564,0.864,0.1451,0.5336,3,1.6557,0.3705,0,0
98,DONE_OK,,55,1,0.5963,0.958,0.1484,0.7591,3,2.1363,0.1425,0,0
99,DONE_OK,,87,1,0.6154,0.912,0.16,-0.0013,3,2.3215,-0.0068,0,0
