idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,17,1,0.2202,1.1,0.1578,0.1131,5,3.6394,0.0012,0,0
1,DONE_OK,,13,1,0.1824,1.103,0.163,0.1704,5,3.5821,0.0022,0,0
2,DONE_OK,,35,1,0.4336,1.028,0.1636,1.1701,3,2.1339,0.3204,0,0
3,DONE_OK,,34,1,0.3918,1.115,0.1793,1.071,1,2.435,0.0954,0,0
4,DONE_FAIL,RETRACT,66,1,0.3211,0.598,0.1755,-0.0002,3,3.2273,-0.0006,0,0
5,DONE_OK,,18,1,0.206,1.117,0.1493,0.0299,5,3.7226,-0.0,0,0
6,DONE_OK,,50,1,0.6014,0.987,0.1504,1.0922,3,1.9621,0.5645,0,0
7,DONE_OK,,37,1,0.4932,1.074,0.1669,0.9446,3,2.4956,0.0482,0,0
8,DONE_OK,,18,1,0.2288,1.11,0.1566,0.1292,5,3.6233,-0.0002,0,0
9,DONE_OK,,47,1,0.5985,1.01,0.158,1.02,3,2.4034,0.1505,0,0
10,DONE_OK,,42,1,0.4801,1.117,0.175,1.0552,5,2.6973,0.3296,0,0
11,DONE_OK,,12,1,0.1539,1.116,0.1526,0.1282,5,3.6243,0.0038,0,0
12,DONE_OK,,45,1,0.5522,0.991,0.1621,0.8954,3,2.3188,0.2098,0,0
13,DONE_FAIL,RETRACT,16,1,0.2168,1.117,0.1551,0.4971,5,3.2554,0.0109,0,0
14,DONE_OK,,57,1,0.5859,0.938,0.1596,0.8714,3,2.2211,0.1209,0,0
15,DONE_OK,,35,1,0.4403,1.043,0.1542,1.2649,1,2.3406,0.3492,0,0
16,DONE_OK,,35,1,0.4597,1.051,0.157,0.999,3,2.2701,0.4072,0,0
17,DONE_OK,,46,1,0.504,0.99,0.1608,0.157,3,1.9825,0.1475,0,0
18,DONE_OK,,38,1,0.4766,1.005,0.1595,1.2087,3,2.4447,0.2014,0,0
19,DONE_OK,,42,1,0.4875,0.997,0.1622,0.3568,3,2.2019,0.3568,0,0
20,DONE_OK,,56,1,0.5348,0.874,0.1637,1.0267,1,2.4487,0.1092,0,0
21,DONE_OK,,63,1,0.52,0.821,0.1744,0.2259,3,2.4398,-0.002,0,0
22,DONE_OK,,55,1,0.5505,0.923,0.1636,0.3134,3,2.0161,0.2219,0,0
23,DONE_OK,,32,1,0.3854,1.01,0.1597,0.5896,3,2.2398,0.4823,0,0
24,DONE_OK,,46,1,0.6014,1.038,0.1474,0.9336,3,1.8432,0.529,0,0
25,DONE_OK,,3,1,0.0361,1.117,0.0949,-0.0001,5,3.7526,-0.0001,0,0
26,DONE_OK,,36,1,0.4245,1.104,0.166,1.0997,1,2.3584,0.4927,0,0
27,DONE_OK,,23,1,0.2375,1.116,0.1551,0.6898,6,3.0079,0.1962,0,0
28,DONE_OK,,48,1,0.5831,1.098,0.1692,1.1265,1,2.3634,0.5233,0,0
29,DONE_FAIL,RETRACT,52,1,0.5762,0.695,0.1725,-0.0002,3,3.202,-0.0014,0,0
30,DONE_OK,,20,1,0.2645,1.081,0.1605,0.0533,6,3.6456,0.0005,0,0
31,DONE_OK,,62,1,0.56,0.895,0.1607,0.8249,3,2.2848,0.1435,0,0
32,DONE_FAIL,RETRACT,54,1,0.7159,0.847,0.1697,0.2126,3,2.8749,-0.0002,0,0
33,DONE_OK,,52,1,0.5552,0.974,0.163,0.0582,3,1.9793,0.0394,0,0
34,DONE_OK,,60,1,0.5735,0.914,0.1518,1.0603,3,2.1289,0.431,0,0
35,DONE_OK,,46,1,0.4939,0.862,0.1505,1.1382,1,2.0223,0.8018,0,0
36,DONE_OK,,15,1,0.2009,1.117,0.166,0.6812,5,3.0713,0.1735,0,0
37,DONE_OK,,31,1,0.3942,1.041,0.1544,1.2298,1,2.3003,0.4873,0,0
38,DONE_OK,,62,1,0.545,0.848,0.156,0.9702,3,2.1773,0.2551,0,0
39,DONE_OK,,52,1,0.6174,1.016,0.1547,0.7068,3,1.7556,0.5048,0,0
40,DONE_OK,,37,1,0.4555,1.049,0.1538,0.4907,3,2.1928,0.3734,0,0
41,DONE_FAIL,RETRACT,51,1,0.5223,0.854,0.1726,0.0418,3,2.2004,0.0418,0,0
42,DONE_OK,,32,1,0.3595,0.941,0.1458,0.9698,1,1.8591,0.9698,0,0
43,DONE_OK,,25,1,0.3085,1.058,0.1543,1.0714,5,2.6811,0.3361,0,0
44,DONE_OK,,61,1,0.5383,0.849,0.1573,1.0348,3,2.5461,0.0373,0,0
45,DONE_OK,,44,1,0.5895,0.847,0.173,-0.0003,3,3.1035,-0.0014,0,0
46,DONE_OK,,18,1,0.2104,1.117,0.1424,0.2919,5,3.4606,0.0066,0,0
47,DONE_OK,,24,1,0.3082,1.088,0.1585,0.2387,5,3.5138,0.0063,0,0
48,DONE_OK,,43,1,0.4654,0.983,0.1582,0.5184,3,2.1554,0.5184,0,0
49,DONE_OK,,59,1,0.5526,0.935,0.1642,0.1079,3,2.0777,0.0001,0,0
50,DONE_OK,,12,1,0.1484,1.117,0.1463,0.1454,5,3.6071,0.0014,0,0
51,DONE_OK,,59,1,0.5201,0.761,0.1744,-0.0002,3,3.2123,-0.0043,0,0
52,DONE_OK,,51,1,0.5306,1.051,0.1589,0.382,3,2.097,0.1528,0,0
53,DONE_OK,,30,1,0.3932,1.056,0.1547,1.1813,3,2.1853,0.6017,0,0
54,DONE_OK,,47,1,0.5057,1.116,0.1427,1.1038,3,2.2668,0.3721,0,0
55,DONE_FAIL,GRASP,13,0,0.3946,1.117,0.1971,-0.0054,6,3.6018,-0.0054,0,0
56,DONE_OK,,56,1,0.5496,0.873,0.1561,0.8918,3,2.4497,0.0658,0,0
57,DONE_OK,,8,1,0.1016,1.117,0.1479,0.1024,5,3.6501,0.0047,0,0
58,DONE_FAIL,RETRACT,43,1,0.5638,1.047,0.1615,0.5165,3,2.33,0.0364,0,0
59,DONE_OK,,37,1,0.4736,1.029,0.1601,0.886,3,2.3053,0.3712,0,0
60,DONE_OK,,26,1,0.3187,1.116,0.1579,0.3086,5,3.4439,0.0016,0,0
61,DONE_OK,,45,1,0.6003,1.06,0.1509,1.1,3,2.2741,0.1527,0,0
62,DONE_OK,,18,1,0.2609,1.104,0.1397,0.109,5,3.6435,-0.0001,0,0
63,DONE_OK,,42,1,0.4863,0.827,0.1727,-0.0003,3,3.1393,-0.0027,0,0
64,DONE_OK,,46,1,0.6069,1.052,0.1543,0.7417,3,2.2224,0.0467,0,0
65,DONE_OK,,54,1,0.5976,0.937,0.1542,1.0181,1,2.3495,0.3072,0,0
66,DONE_OK,,55,1,0.5213,0.837,0.1591,1.0984,1,2.552,0.1074,0,0
67,DONE_OK,,40,1,0.5202,1.052,0.1536,0.8994,3,2.0097,0.5014,0,0
68,DONE_OK,,9,1,0.1244,1.116,0.1519,0.0095,5,3.743,-0.0002,0,0
69,DONE_OK,,15,1,0.211,1.112,0.1649,0.2677,6,3.4792,0.004,0,0
70,DONE_OK,,44,1,0.4892,0.95,0.1525,1.0571,1,2.107,0.6518,0,0
71,DONE_OK,,6,1,0.0806,1.117,0.1331,-0.0001,5,3.7526,-0.0002,0,0
72,DONE_OK,,43,1,0.489,0.944,0.1571,1.061,1,2.5734,0.18,0,0
73,DONE_OK,,30,1,0.3192,0.869,0.1663,0.856,3,2.3431,0.6694,0,0
74,DONE_OK,,27,1,0.4663,1.067,0.1774,0.4111,3,2.7313,0.0031,0,0
