idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,58,1,0.6401,1.028,0.1514,-0.0002,3,2.053,-0.008,51.11,45.07,51.92,47.58,0.0293,0,0
1,DONE_OK,,19,1,0.2483,1.109,0.1612,0.5376,5,3.2149,0.0075,47.61,47.72,48.26,47.34,0.0146,0,0
2,DONE_OK,,41,1,0.48,1.125,0.1806,0.9867,5,2.7658,0.296,44.05,42.06,45.19,41.99,0.0023,0,0
3,DONE_OK,,17,1,0.2245,1.126,0.1557,0.8431,5,2.9094,0.2971,29.16,27.62,29.65,28.05,0.0023,0,0
4,DONE_OK,,51,1,0.6498,1.014,0.1509,0.7773,3,1.9855,0.403,32.83,32.54,33.01,32.32,0.0027,0,0
5,DONE_OK,,48,1,0.5927,1.01,0.1502,0.8862,3,2.2212,0.4945,41.4,42.18,42.18,41.58,0.0023,0,0
6,DONE_OK,,27,1,0.3311,1.124,0.1536,0.3123,5,3.4402,0.0024,52.35,58.55,58.55,53.85,0.0196,0,0
7,DONE_OK,,50,1,0.6528,1.028,0.1505,0.6673,3,1.9408,0.4164,33.65,33.24,33.83,32.3,0.0205,0,0
8,DONE_OK,,35,1,0.3617,1.125,0.1445,0.9843,5,2.7682,0.2945,26.01,24.37,28.24,24.52,0.002,0,0
9,DONE_OK,,25,1,0.2981,1.019,0.1674,1.0129,3,2.3895,0.6362,51.94,50.2,52.55,51.43,0.0022,0,0
10,DONE_OK,,62,1,0.542,0.913,0.1621,0.6516,3,2.3858,0.0045,62.14,60.5,63.6,62.33,0.0016,0,0
11,DONE_OK,,56,1,0.5551,0.903,0.155,0.9637,3,2.3048,0.2457,63.66,61.87,63.66,62.6,0.0003,0,0
12,DONE_OK,,40,1,0.4593,0.951,0.1631,1.1621,5,2.5904,0.3086,50.76,49.01,50.76,49.45,0.0022,0,0
13,DONE_FAIL,RETRACT,40,1,0.6669,1.062,0.1507,-0.0002,1,3.5348,-0.0058,67.23,80.53,80.53,70.46,0.1629,0,0
14,DONE_OK,,57,1,0.6757,1.026,0.1396,0.0001,3,1.868,-0.0054,60.52,58.49,60.65,58.59,0.0036,0,0
15,DONE_OK,,48,1,0.6413,1.044,0.1485,0.4675,3,2.1287,0.1424,49.21,47.42,49.33,45.83,0.0218,0,0
16,DONE_OK,,59,1,0.6244,0.972,0.1448,0.5536,3,2.0359,0.2005,47.4,46.63,47.54,45.73,0.0212,0,0
17,DONE_OK,,81,1,0.0929,1.112,0.1744,-0.0002,6,3.4972,-0.0051,27.12,30.35,30.48,29.42,0.1219,0,0
18,DONE_OK,,42,1,0.4919,0.958,0.1688,0.9748,3,2.5469,0.1932,53.17,50.98,53.17,51.77,0.0023,0,0
19,DONE_FAIL,RETRACT,33,1,0.6002,1.045,0.1491,-0.0004,3,3.398,-0.0102,76.73,81.13,81.13,80.3,0.1993,0,0
20,DONE_OK,,41,1,0.5162,1.034,0.1614,0.7157,3,2.1154,0.3504,35.79,35.1,36.59,32.57,0.0249,0,0
21,DONE_OK,,29,1,0.2796,1.124,0.1407,0.5859,5,3.1666,0.237,29.45,30.9,32.08,28.0,0.002,0,0
22,DONE_OK,,20,1,0.3292,1.116,0.1725,0.4204,5,3.3321,-0.0002,70.18,76.14,78.39,75.65,0.0234,0,0
23,DONE_OK,,51,1,0.6033,0.988,0.1407,0.8369,3,2.1367,0.0577,62.22,60.83,62.61,61.09,0.0023,0,0
24,DONE_OK,,18,1,0.2244,1.125,0.1805,0.8606,5,2.8919,0.3257,36.47,34.48,37.33,35.14,0.0023,0,0
25,DONE_OK,,33,1,0.4008,1.011,0.16,0.8943,3,2.4955,0.2712,57.23,56.61,57.28,56.14,0.0021,0,0
26,DONE_OK,,40,1,0.7658,1.066,0.1574,-0.0041,3,2.3886,-0.0064,71.15,67.05,79.2,71.43,0.0145,0,0
27,DONE_OK,,37,1,0.4264,1.057,0.145,0.4726,6,2.7138,0.2142,37.37,35.17,38.66,36.04,0.0063,0,0
28,DONE_OK,,153,1,0.5139,0.963,0.1506,0.4866,6,2.5576,-0.0019,42.64,41.32,43.53,41.84,0.0058,0,0
29,DONE_OK,,43,1,0.5233,1.023,0.1478,0.8186,3,1.8968,0.6884,33.15,31.89,33.44,32.51,0.0024,0,0
30,DONE_OK,,48,1,0.5626,0.928,0.1592,0.9921,3,2.5371,0.2124,51.03,50.03,51.29,49.88,0.0024,0,0
31,DONE_OK,,39,1,0.4179,0.979,0.1608,0.588,3,2.3259,0.5445,54.75,51.55,56.14,53.52,0.0019,0,0
32,DONE_OK,,17,1,0.2239,1.124,0.1605,0.2167,5,3.5358,0.0025,63.68,70.74,70.74,67.5,0.019,0,0
33,DONE_OK,,52,1,0.6087,0.972,0.159,0.8125,3,2.2753,0.2316,41.66,42.14,42.14,40.69,0.0017,0,0
34,DONE_OK,,14,1,0.1859,1.123,0.1632,0.189,5,3.5635,0.0035,67.86,74.53,74.53,71.68,0.0202,0,0
35,DONE_OK,,58,1,0.6676,1.029,0.1432,0.6633,3,2.081,0.1279,44.63,43.47,44.85,43.78,0.0028,0,0
36,DONE_OK,,44,1,0.5782,1.058,0.1552,0.695,3,2.178,0.1405,43.26,41.63,43.51,39.81,0.0225,0,0
37,DONE_OK,,14,1,0.1825,1.124,0.1506,0.4945,5,3.258,0.0795,42.94,42.64,43.28,42.38,0.013,0,0
38,DONE_OK,,48,1,0.5614,0.943,0.1609,0.7794,3,2.2898,0.3646,49.02,49.83,49.93,47.69,0.0213,0,0
39,DONE_OK,,85,1,0.1577,1.099,0.1772,0.2247,6,3.3765,-0.0043,31.01,33.62,34.59,29.97,0.0009,0,0
40,DONE_OK,,46,1,0.5799,1.032,0.1528,0.7359,3,2.1185,0.2781,44.45,44.26,45.08,41.58,0.0207,0,0
41,DONE_OK,,17,1,0.1994,1.123,0.1603,0.7426,6,2.4803,0.2601,34.71,33.99,35.05,34.35,0.0014,0,0
42,DONE_OK,,14,1,0.2043,1.118,0.1652,0.2627,5,3.4898,0.0047,73.57,80.6,80.6,77.61,0.0252,0,0
43,DONE_OK,,36,1,0.4386,1.001,0.1508,0.589,3,2.1475,0.533,46.16,45.87,46.86,44.36,0.0237,0,0
44,DONE_OK,,41,1,0.4438,0.892,0.1615,1.0842,3,2.5077,0.389,56.76,55.37,56.92,55.9,0.0021,0,0
45,DONE_FAIL,RETRACT,18,1,0.2415,1.126,0.164,0.7769,5,2.9756,0.1782,36.25,34.47,36.52,34.9,0.1115,0,0
46,DONE_OK,,51,1,0.6475,1.056,0.1362,0.5109,3,1.9027,0.0766,49.01,47.3,49.63,48.38,0.0023,0,0
47,DONE_OK,,35,1,0.429,0.996,0.1587,0.6653,3,2.115,0.5408,44.55,45.16,45.16,43.06,0.0226,0,0
48,DONE_OK,,17,1,0.2175,1.125,0.154,0.7202,5,3.0323,0.222,44.05,42.24,44.46,42.28,0.0024,0,0
49,DONE_OK,,59,1,0.7759,1.043,0.1494,0.004,3,2.1345,-0.0102,73.25,75.83,75.83,76.86,0.0052,0,0
50,DONE_OK,,19,1,0.2176,1.124,0.152,0.6431,5,3.1094,0.1998,47.24,46.95,48.53,45.76,0.0021,0,0
51,DONE_OK,,50,1,0.6244,1.046,0.1402,0.581,6,1.9911,0.2277,34.6,33.3,34.96,34.06,0.0025,0,0
52,DONE_OK,,45,1,0.589,1.057,0.1545,-0.0016,3,2.1649,-0.0069,48.16,45.46,48.36,44.1,0.024,0,0
53,DONE_OK,,52,1,0.7521,1.023,0.1463,-0.0003,3,2.3544,-0.0077,74.85,73.21,81.14,77.29,0.0209,0,0
54,DONE_OK,,40,1,0.4855,1.019,0.1511,0.6011,3,2.0285,0.5441,42.37,42.42,42.88,40.75,0.0229,0,0
55,DONE_OK,,11,1,0.1405,1.126,0.1398,0.2979,5,3.4546,0.0079,56.84,57.76,57.78,57.25,0.0284,0,0
56,DONE_OK,,32,1,0.4247,1.085,0.1649,1.0232,3,2.3669,0.3712,37.22,36.42,37.66,36.12,0.0045,0,0
57,DONE_OK,,43,1,0.5465,1.034,0.1554,0.6731,3,2.0002,0.4791,31.53,31.46,32.12,29.74,0.0228,0,0
58,DONE_OK,,50,1,0.5839,1.032,0.1486,-0.0001,3,2.0025,-0.0085,51.63,47.19,53.69,48.69,0.026,0,0
59,DONE_OK,,52,1,0.6397,1.083,0.1557,-0.0002,3,2.1472,-0.0104,60.72,54.42,63.14,56.82,0.0255,0,0
60,DONE_OK,,52,1,0.5883,0.949,0.1698,-0.0006,3,2.3685,-0.0078,57.25,51.32,57.29,53.42,0.0225,0,0
61,DONE_OK,,13,1,0.1618,1.126,0.1434,0.2822,5,3.4703,0.0046,42.71,44.12,44.12,42.96,0.0566,0,0
62,DONE_OK,,34,1,0.4094,0.99,0.155,0.5679,3,2.1187,0.5679,48.27,48.9,48.95,47.15,0.0225,0,0
63,DONE_OK,,37,1,0.4645,1.049,0.1664,0.8263,3,2.2001,0.3715,35.21,34.35,36.1,33.91,0.0017,0,0
64,DONE_OK,,48,1,0.6217,1.02,0.1511,0.8156,3,2.1477,0.37,37.38,37.69,37.69,36.82,0.0025,0,0
65,DONE_OK,,22,1,0.2653,1.126,0.1442,0.6002,5,3.1523,0.0587,41.72,41.45,42.51,40.13,0.0001,0,0
66,DONE_OK,,52,1,0.5734,0.92,0.1625,0.9355,3,2.5772,0.0644,67.54,65.32,67.56,65.88,0.002,0,0
67,DONE_OK,,54,1,0.6142,1.042,0.1408,0.3208,3,1.896,0.1998,45.17,41.61,46.49,42.14,0.0277,0,0
68,DONE_OK,,3,1,0.0315,1.126,0.1442,0.0118,5,3.7407,0.0019,59.98,61.82,61.82,64.34,0.021,0,0
69,DONE_OK,,34,1,0.44,1.052,0.17,0.8426,3,2.476,0.1721,47.39,46.31,47.57,45.87,0.0027,0,0
70,DONE_OK,,11,1,0.133,1.126,0.1359,0.1873,5,3.5652,0.0037,48.26,50.78,50.78,48.99,0.01,0,0
71,DONE_FAIL,RETRACT,12,1,0.163,1.12,0.1754,0.3651,5,3.3874,0.0117,68.04,70.35,70.35,69.29,0.1069,0,0
72,DONE_OK,,34,1,0.3772,0.911,0.1661,1.1304,5,2.6221,0.4187,56.76,55.38,57.04,55.82,0.0022,0,0
73,DONE_FAIL,RETRACT,32,1,0.6023,1.076,0.145,-0.0005,3,3.3277,-0.0086,73.87,80.08,80.08,77.53,0.2253,0,0
74,DONE_OK,,19,1,0.1948,1.126,0.1508,0.2233,5,3.5292,0.0039,42.16,44.43,44.43,41.16,0.0017,0,0
75,DONE_OK,,43,1,0.7584,1.052,0.1389,0.4557,3,2.5032,0.0099,78.07,77.52,83.17,82.46,0.001,0,0
76,DONE_OK,,20,1,0.2492,1.125,0.1499,0.34,5,3.4125,0.0047,52.45,56.57,56.57,53.14,0.0219,0,0
77,DONE_OK,,58,1,0.4589,0.919,0.1772,-0.0001,6,2.5864,-0.0023,50.46,50.01,50.94,49.21,0.0279,0,0
78,DONE_OK,,54,1,0.6552,0.997,0.1497,-0.0001,3,2.0842,-0.0056,58.31,55.97,58.58,55.23,0.02,0,0
79,DONE_OK,,36,1,0.4318,0.956,0.1493,1.201,3,2.2117,0.6013,36.55,35.4,36.77,36.77,0.0021,0,0
80,DONE_OK,,52,1,0.5704,1.036,0.1486,-0.0006,3,1.9642,-0.007,52.59,48.86,53.89,49.59,0.0263,0,0
81,DONE_OK,,24,1,0.3835,1.11,0.1749,0.1176,6,3.1944,0.0004,71.92,82.48,82.48,77.35,0.0238,0,0
82,DONE_OK,,58,1,0.634,1.001,0.1525,0.7245,3,2.1417,0.1342,41.26,41.38,41.59,39.34,0.0212,0,0
83,DONE_OK,,10,1,0.1236,1.126,0.1447,0.0438,5,3.7087,-0.0002,51.57,57.09,57.09,55.35,0.0171,0,0
84,DONE_FAIL,RETRACT,32,1,0.5765,1.071,0.1532,-0.0005,3,3.2543,-0.0062,73.23,79.24,79.24,77.37,0.2393,0,0
85,DONE_OK,,22,1,0.1674,1.125,0.1577,0.1979,5,3.5546,0.1739,35.99,38.5,38.68,35.18,0.0187,0,0
86,DONE_OK,,39,1,0.437,0.925,0.1579,1.0155,3,2.2232,0.5516,46.91,45.71,47.15,46.87,0.0019,0,0
87,DONE_OK,,49,1,0.5604,0.958,0.1512,0.3374,3,2.1467,0.2509,61.61,58.58,61.61,58.29,0.0237,0,0
88,DONE_OK,,54,1,0.7996,1.04,0.1496,0.8344,3,2.7325,0.0102,75.28,81.59,81.59,79.19,0.0024,0,0
89,DONE_OK,,51,1,0.6001,1.03,0.1499,-0.0009,3,1.9073,-0.0042,54.36,50.01,55.5,51.86,0.029,0,0
90,DONE_OK,,54,1,0.6445,0.987,0.1681,0.0047,3,2.2404,-0.0081,54.46,47.17,55.16,50.58,0.0223,0,0
91,DONE_OK,,64,1,0.6389,1.011,0.1659,-0.0002,3,2.0911,-0.004,56.81,52.49,59.26,53.75,0.0257,0,0
92,DONE_OK,,45,1,0.2832,1.117,0.1695,-0.0002,6,3.4886,-0.0061,32.94,36.58,36.58,31.45,0.0046,0,0
93,DONE_OK,,50,1,0.6223,1.002,0.1571,0.655,3,2.2687,0.0924,48.19,47.55,48.3,44.28,0.0223,0,0
94,DONE_OK,,17,1,0.214,1.126,0.1392,0.4014,5,3.3511,0.0045,50.76,52.58,52.58,50.95,0.0104,0,0
95,DONE_OK,,36,1,0.6,1.044,0.1531,0.0234,1,3.5589,-0.0117,64.79,76.73,76.73,62.56,0.0599,0,0
96,DONE_OK,,50,1,0.5722,0.922,0.1676,0.7172,3,2.5783,0.0443,63.15,61.66,63.15,61.86,0.0022,0,0
97,DONE_OK,,37,1,0.4679,1.019,0.1584,0.8689,3,2.4202,0.2614,50.97,50.27,51.18,49.71,0.0025,0,0
98,DONE_OK,,13,1,0.1618,1.126,0.1443,0.1755,5,3.577,0.0014,57.21,61.8,61.8,59.62,0.0133,0,0
99,DONE_OK,,3,1,0.0332,1.126,0.1228,-0.0001,5,3.7526,-0.0002,59.02,61.32,61.32,65.06,0.0026,0,0
