idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
77,DONE_OK,,14,1,0.1585,1.122,0.1647,1.0314,6,2.6801,0.6376,37.97,37.65,38.72,37.55,0.0014,0,0
78,DONE_OK,,34,1,0.6109,1.072,0.1426,-0.0001,1,3.4855,-0.0133,66.27,76.71,76.71,65.13,0.0277,0,0
79,DONE_OK,,39,1,0.4878,1.005,0.1508,1.062,3,2.5337,0.2758,51.81,51.65,51.98,51.03,0.0024,0,0
80,DONE_OK,,39,1,0.5368,1.052,0.1474,0.8476,3,2.3676,0.279,45.14,42.69,45.4,44.55,0.0026,0,0
81,DONE_OK,,39,1,0.4706,1.06,0.1669,1.0125,1,2.3382,0.3006,31.98,29.12,33.32,30.48,0.0024,0,0
82,DONE_OK,,51,1,0.6288,1.058,0.1418,0.5016,3,1.9368,0.0456,43.1,40.34,43.96,42.17,0.0022,0,0
83,DONE_OK,,27,1,0.313,0.973,0.1671,0.8985,3,2.3867,0.5835,53.49,51.87,53.93,53.26,0.0024,0,0
84,DONE_OK,,58,1,0.5845,1.026,0.1506,-0.0028,3,1.9455,-0.0064,50.07,47.07,51.57,46.23,0.0267,0,0
85,DONE_OK,,98,1,0.5429,0.866,0.1695,0.6036,3,2.5635,-0.0126,63.64,64.24,76.9,63.53,0.0015,0,0
86,DONE_OK,,38,1,0.4778,0.999,0.1453,1.2166,3,1.9175,0.8226,23.92,24.7,24.99,24.67,0.0036,0,0
87,DONE_OK,,39,1,0.4728,0.989,0.1618,0.6614,3,2.2258,0.4168,43.07,43.83,43.84,41.11,0.0216,0,0
88,DONE_OK,,54,1,0.6255,0.993,0.1533,0.8784,3,2.3878,0.0937,39.53,38.41,39.98,38.72,0.0022,0,0
89,DONE_OK,,42,1,0.5492,1.054,0.1568,0.5944,3,2.1894,0.1649,48.17,46.57,48.37,46.47,0.0027,0,0
90,DONE_FAIL,RETRACT,32,1,0.4182,1.075,0.1615,0.9864,3,2.3504,0.3897,45.69,44.91,46.2,44.03,0.0701,0,0
91,DONE_OK,,49,1,0.5731,0.937,0.1446,1.1483,3,1.8831,0.6864,42.7,42.61,43.31,42.46,0.0017,0,0
92,DONE_OK,,107,1,0.3948,0.981,0.1602,0.764,6,2.6964,-0.002,36.9,36.79,37.67,36.37,0.0028,0,0
93,DONE_OK,,47,1,0.5959,1.023,0.1586,0.7153,3,2.0171,0.3492,35.78,35.6,36.22,32.95,0.0221,0,0
94,DONE_OK,,24,1,0.2373,1.125,0.1494,0.4002,6,3.2131,0.1053,37.71,40.16,40.16,36.25,0.0089,0,0
95,DONE_OK,,34,1,0.3865,0.939,0.1655,1.0729,3,2.4407,0.4133,53.93,52.3,54.29,52.99,0.0021,0,0
96,DONE_OK,,32,1,0.318,1.125,0.1398,0.6567,5,3.0958,0.1971,30.25,30.99,32.62,28.6,0.0022,0,0
97,DONE_OK,,17,1,0.1867,1.125,0.1418,0.4444,5,3.3081,0.0892,43.31,44.91,44.91,41.87,0.0019,0,0
98,DONE_OK,,61,1,0.5777,0.914,0.1499,0.7735,3,2.0621,0.5481,40.63,41.52,42.24,40.4,0.02,0,0
99,DONE_OK,,15,1,0.1738,1.126,0.1355,0.2156,5,3.5369,0.0025,55.37,58.3,58.3,55.34,0.0163,0,0
