idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,59,1,0.52,0.967,0.163,0.2994,3,2.1671,-0.0001,0,0
1,DONE_OK,,44,1,0.4923,0.977,0.1538,0.7137,3,2.0516,0.6391,0,0
2,DONE_OK,,29,1,0.3568,1.115,0.1761,0.938,6,2.3126,0.0979,0,0
3,DONE_OK,,51,1,0.5387,0.895,0.1587,1.0799,1,2.4831,0.1362,0,0
4,DONE_OK,,58,1,0.5682,0.941,0.1621,0.2344,3,2.0213,0.0028,0,0
5,DONE_OK,,60,1,0.5441,0.892,0.1655,0.1939,3,2.0714,0.0032,0,0
6,DONE_OK,,16,1,0.2164,1.11,0.1662,0.2774,5,3.4751,0.0063,0,0
7,DONE_OK,,55,1,0.546,0.906,0.1691,0.3455,3,2.5879,-0.0001,0,0
8,DONE_OK,,18,1,0.2464,1.104,0.1627,0.1709,6,3.4965,0.0026,0,0
9,DONE_OK,,19,1,0.2297,1.117,0.14,0.4633,5,3.2892,0.0065,0,0
10,DONE_OK,,41,1,0.5033,1.024,0.1495,1.3717,1,1.9646,0.4524,0,0
11,DONE_OK,,14,1,0.1876,1.116,0.1596,0.1901,5,3.5624,0.0022,0,0
12,DONE_OK,,19,1,0.24,1.102,0.1555,0.0847,5,3.6678,0.0017,0,0
13,DONE_OK,,6,1,0.0725,1.117,0.1339,0.0005,5,3.752,-0.0002,0,0
14,DONE_OK,,56,1,0.5561,0.895,0.1575,0.0904,3,1.5802,0.0904,0,0
15,DONE_OK,,60,1,0.5534,0.891,0.1533,1.0304,3,2.1529,0.4931,0,0
16,DONE_OK,,49,1,0.6241,1.015,0.1605,0.7791,3,2.3068,0.071,0,0
17,DONE_OK,,35,1,0.466,1.104,0.1549,1.217,1,2.4337,0.2556,0,0
18,DONE_OK,,56,1,0.5622,0.972,0.1626,-0.0021,3,1.9681,-0.0043,0,0
19,DONE_OK,,60,1,0.5876,0.959,0.1608,0.47,3,1.8833,0.3482,0,0
20,DONE_OK,,34,1,0.4629,1.106,0.1476,1.2561,1,2.4849,0.2383,0,0
21,DONE_OK,,50,1,0.6011,1.09,0.172,0.8924,3,2.1021,0.0226,0,0
22,DONE_OK,,14,1,0.1913,1.116,0.1607,0.1079,5,3.6446,-0.0001,0,0
23,DONE_OK,,22,1,0.2756,1.117,0.1468,0.8837,6,2.4544,0.1485,0,0
24,DONE_OK,,38,1,0.4543,1.117,0.1604,1.0946,6,2.4375,0.0161,0,0
25,DONE_OK,,3,1,0.0337,1.117,0.1107,-0.0002,5,3.7527,-0.0002,0,0
26,DONE_OK,,43,1,0.5164,0.976,0.1556,1.0833,3,2.4668,0.2175,0,0
27,DONE_OK,,12,1,0.1588,1.117,0.1571,0.2891,5,3.4634,0.007,0,0
28,DONE_OK,,37,1,0.4767,1.1,0.1506,1.2901,1,2.345,0.2881,0,0
29,DONE_OK,,47,1,0.4902,1.074,0.1652,0.3234,3,2.1696,0.0069,0,0
30,DONE_OK,,6,1,0.081,1.117,0.1352,-0.0,5,3.7525,-0.0002,0,0
31,DONE_OK,,21,1,0.2699,1.102,0.1596,0.2975,5,3.455,0.0062,0,0
32,DONE_OK,,41,1,0.5377,1.045,0.1585,0.9744,3,2.2834,0.2568,0,0
33,DONE_OK,,25,1,0.3265,1.085,0.1415,1.3169,3,2.2099,0.6832,0,0
34,DONE_OK,,40,1,0.4802,1.06,0.1546,1.1388,3,2.3237,0.3117,0,0
35,DONE_OK,,48,1,0.5972,1.01,0.1576,0.7622,3,2.0085,0.3608,0,0
36,DONE_OK,,50,1,0.5947,1.076,0.163,0.7364,3,1.9917,0.1739,0,0
37,DONE_OK,,59,1,0.51,0.787,0.1752,0.0004,3,2.3451,-0.0009,0,0
38,DONE_OK,,26,1,0.329,1.077,0.1525,0.1894,6,3.5142,-0.004,0,0
39,DONE_OK,,39,1,0.4626,1.062,0.1714,0.6255,3,2.1078,0.0952,0,0
40,DONE_OK,,23,1,0.2715,1.117,0.1469,0.177,5,3.5755,0.0014,0,0
41,DONE_OK,,8,1,0.1046,1.117,0.1431,0.0142,5,3.7383,-0.0001,0,0
42,DONE_OK,,33,1,0.3817,0.999,0.1669,0.8252,3,2.3315,0.4837,0,0
43,DONE_OK,,15,1,0.1884,1.117,0.1535,0.2129,5,3.5396,0.0016,0,0
44,DONE_OK,,26,1,0.4613,1.112,0.181,0.3039,3,2.8668,0.0041,0,0
45,DONE_OK,,8,1,0.1083,1.113,0.1492,0.0155,5,3.737,-0.0001,0,0
46,DONE_OK,,21,1,0.2686,1.117,0.1573,-0.0013,6,3.5043,-0.0054,0,0
47,DONE_OK,,19,1,0.24,1.09,0.1577,0.9438,5,2.8087,0.3517,0,0
48,DONE_OK,,28,1,0.2989,1.117,0.1616,1.0558,5,2.6967,0.3606,0,0
49,DONE_OK,,18,1,0.2638,1.116,0.1663,0.4727,5,3.2798,0.0059,0,0
50,DONE_OK,,53,1,0.5941,0.961,0.1647,0.6054,3,2.4257,0.0164,0,0
51,DONE_OK,,25,1,0.2985,0.968,0.1516,1.021,5,2.7315,0.3133,0,0
52,DONE_OK,,42,1,0.5125,1.017,0.1501,0.9168,3,1.8727,0.6973,0,0
53,DONE_OK,,3,1,0.0368,1.117,0.1337,-0.0002,5,3.7527,-0.0002,0,0
54,DONE_OK,,22,1,0.3179,1.113,0.1613,0.0814,6,3.4043,-0.0,0,0
55,DONE_OK,,28,1,0.3369,1.11,0.1415,-0.0012,6,3.7529,-0.0052,0,0
56,DONE_OK,,32,1,0.4034,1.035,0.1603,1.0658,3,2.6057,0.1716,0,0
57,DONE_OK,,14,1,0.179,1.117,0.1539,0.1423,5,3.6102,0.0012,0,0
58,DONE_OK,,38,1,0.4696,1.103,0.1739,0.7624,3,2.0497,0.1474,0,0
59,DONE_OK,,18,1,0.2264,1.117,0.1508,0.2125,5,3.54,0.0003,0,0
60,DONE_OK,,26,1,0.2615,1.117,0.1614,0.9566,5,2.7959,0.0271,0,0
61,DONE_OK,,22,1,0.2651,1.117,0.1458,0.759,5,2.9935,0.2102,0,0
62,DONE_OK,,41,1,0.5249,1.029,0.1542,1.1789,3,2.2343,0.2758,0,0
63,DONE_FAIL,GRASP,24,0,0.4308,0.907,0.1211,0.4764,6,1.7794,0.224,0,0
64,DONE_OK,,17,1,0.2271,1.113,0.1603,0.5604,5,3.1921,0.0255,0,0
65,DONE_OK,,35,1,0.3929,0.937,0.1648,0.6607,3,2.2878,0.4551,0,0
66,DONE_OK,,17,1,0.2301,1.112,0.164,0.4253,5,3.3272,0.0073,0,0
67,DONE_FAIL,RETRACT,27,1,0.6028,1.069,0.1661,0.1493,3,2.5331,0.0117,0,0
68,DONE_OK,,25,1,0.3232,1.117,0.1782,0.7082,5,3.0443,0.0119,0,0
69,DONE_OK,,17,1,0.2062,1.117,0.1418,0.0584,5,3.6941,-0.0001,0,0
70,DONE_FAIL,TRANSPORT,300,1,0.6302,0.767,0.2124,0.0007,3,2.9721,-0.002,0,0
71,DONE_OK,,13,1,0.1601,1.117,0.1433,0.1447,5,3.6078,0.0009,0,0
72,DONE_OK,,19,1,0.2444,1.107,0.1581,0.1512,5,3.6013,0.002,0,0
73,DONE_OK,,9,1,0.1119,1.117,0.1446,0.0238,5,3.7287,-0.0001,0,0
74,DONE_OK,,50,1,0.5977,0.961,0.1513,0.9833,3,2.1992,0.2483,0,0
75,DONE_OK,,62,1,0.5512,0.887,0.1623,0.4055,3,2.0569,0.099,0,0
76,DONE_OK,,23,1,0.4309,1.116,0.1762,0.3123,3,2.8886,0.0037,0,0
77,DONE_OK,,65,1,0.5631,0.916,0.1626,0.1985,3,1.9837,-0.0,0,0
78,DONE_OK,,17,1,0.2043,1.117,0.1428,0.2451,5,3.5074,0.0012,0,0
79,DONE_OK,,43,1,0.4874,0.994,0.1634,0.9373,3,2.215,0.4852,0,0
80,DONE_OK,,58,1,0.5493,0.913,0.1643,0.407,3,2.1039,0.1347,0,0
81,DONE_FAIL,TRANSPORT,300,1,0.0,0.643,0.1943,-0.0002,3,3.0863,-0.0027,1,1
82,DONE_OK,,20,1,0.2465,1.117,0.1459,0.1957,6,3.3915,0.0038,0,0
