idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
49,DONE_OK,,45,1,0.5184,0.91,0.1577,0.8713,3,2.3259,0.2725,0,0
50,DONE_OK,,42,1,0.5618,1.073,0.161,-0.0002,3,2.2196,-0.0078,0,0
51,DONE_OK,,47,1,0.6084,1.042,0.1511,0.4993,3,2.0928,0.1716,0,0
52,DONE_OK,,30,1,0.3778,1.053,0.162,1.0318,3,2.2977,0.516,0,0
53,DONE_OK,,53,1,0.6343,1.009,0.1451,0.5524,3,1.7649,0.4906,0,0
54,DONE_OK,,32,1,0.5794,1.107,0.1687,0.3089,3,2.615,0.0036,0,0
55,DONE_OK,,65,1,0.5836,0.899,0.1488,0.8986,3,2.0071,0.5219,0,0
56,DONE_OK,,34,1,0.395,0.977,0.1533,1.1704,1,2.4332,0.4923,0,0
57,DONE_OK,,46,1,0.5763,1.016,0.1597,0.6742,3,2.0013,0.3999,0,0
58,DONE_OK,,43,1,0.5392,1.008,0.1516,0.9788,3,2.5436,0.1548,0,0
59,DONE_OK,,47,1,0.5925,1.018,0.1531,0.6882,3,2.0541,0.3468,0,0
60,DONE_OK,,50,1,0.6216,0.983,0.1606,0.6147,3,2.3517,0.1223,0,0
61,DONE_OK,,39,1,0.4896,1.05,0.1586,1.052,3,2.0493,0.4165,0,0
62,DONE_OK,,52,1,0.2762,1.119,0.1685,-0.0001,6,3.4237,-0.005,0,0
63,DONE_OK,,35,1,0.6316,1.075,0.1802,0.3112,3,2.7877,-0.0001,0,0
64,DONE_OK,,22,1,0.2779,1.125,0.1723,0.7926,5,2.9599,0.1616,0,0
65,DONE_FAIL,RETRACT,44,1,0.7803,1.044,0.1485,-0.0005,5,3.753,-0.0137,0,0
66,DONE_OK,,55,1,0.5902,0.952,0.167,-0.0004,3,2.3017,-0.005,0,0
67,DONE_OK,,44,1,0.5615,1.027,0.1525,0.6077,3,2.0065,0.4272,0,0
68,DONE_OK,,38,1,0.485,1.051,0.1588,0.7534,3,2.1105,0.4492,0,0
69,DONE_OK,,57,1,0.5517,0.862,0.1509,0.8728,3,1.995,0.5924,0,0
70,DONE_OK,,37,1,0.7142,1.074,0.1534,-0.002,3,2.4,-0.0081,0,0
71,DONE_OK,,57,1,0.5836,0.932,0.1628,1.005,5,2.7475,0.042,0,0
72,DONE_OK,,54,1,0.6134,0.979,0.164,0.5873,3,2.2587,0.1006,0,0
73,DONE_OK,,43,1,0.5339,1.029,0.1542,0.5023,3,2.0132,0.3774,0,0
74,DONE_OK,,33,1,0.5924,1.066,0.149,-0.0002,1,3.4944,-0.0083,0,0
75,DONE_OK,,25,1,0.3179,1.065,0.1675,1.0328,3,2.3123,0.6633,0,0
76,DONE_OK,,45,1,0.5849,1.027,0.1486,0.7066,3,2.3153,0.1536,0,0
77,DONE_OK,,17,1,0.2228,1.123,0.1688,0.6984,5,3.0541,0.1332,0,0
78,DONE_OK,,59,1,0.5895,0.959,0.1524,0.102,3,2.0572,0.029,0,0
79,DONE_OK,,22,1,0.278,1.062,0.166,1.1755,3,2.4766,0.5993,0,0
80,DONE_OK,,22,1,0.2786,1.074,0.1655,1.0835,1,2.6551,0.4165,0,0
81,DONE_OK,,53,1,0.5389,0.88,0.1551,0.8252,6,2.4003,0.4315,0,0
82,DONE_OK,,49,1,0.6168,1.018,0.1548,0.7642,3,2.066,0.3106,0,0
83,DONE_OK,,43,1,0.537,1.037,0.1644,0.7846,3,2.2442,0.2591,0,0
84,DONE_FAIL,TRANSPORT,300,1,0.294,0.98,0.6813,-0.0,4,1.216,-0.0077,0,0
85,DONE_OK,,17,1,0.1961,1.126,0.1369,0.3599,5,3.3926,0.0122,0,0
86,DONE_OK,,38,1,0.4449,0.972,0.1551,0.5829,3,2.1889,0.469,0,0
87,DONE_OK,,57,1,0.6538,1.018,0.1482,0.9002,3,2.1212,0.2822,0,0
88,DONE_OK,,49,1,0.5955,1.024,0.1433,0.5439,3,2.1465,0.0388,0,0
89,DONE_OK,,53,1,0.6215,1.003,0.1558,0.4514,3,2.1076,0.1008,0,0
90,DONE_OK,,44,1,0.5669,1.033,0.1542,0.583,3,2.1438,0.25,0,0
91,DONE_OK,,51,1,0.5702,0.953,0.1507,0.3958,3,2.0727,0.2843,0,0
92,DONE_OK,,31,1,0.3922,1.046,0.1576,1.1583,1,2.0482,0.7337,0,0
93,DONE_FAIL,RETRACT,34,1,0.614,1.102,0.1491,-0.0002,1,3.4115,-0.0103,0,0
94,DONE_OK,,48,1,0.6002,1.026,0.1476,0.2059,3,2.1154,0.1246,0,0
95,DONE_OK,,30,1,0.3994,1.085,0.1652,1.1227,1,2.4095,0.3861,0,0
96,DONE_OK,,38,1,0.4985,1.049,0.1614,0.8922,3,2.0597,0.4522,0,0
97,DONE_OK,,23,1,0.2041,1.124,0.1451,0.7736,5,2.9789,0.3381,0,0
98,DONE_OK,,47,1,0.5517,0.948,0.1582,0.9325,3,2.2406,0.4067,0,0
99,DONE_OK,,26,1,0.2244,1.12,0.159,-0.0003,6,3.6378,-0.0071,0,0
