idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,56,1,0.608,1.044,0.1426,0.6284,6,2.3757,0.0182,38.32,38.15,44.49,38.21,0.0042,0,0
1,DONE_OK,,36,1,0.5445,1.065,0.1595,-0.0008,1,3.1844,-0.0078,57.22,74.68,74.68,68.77,0.0271,0,0
2,DONE_OK,,74,1,0.5248,0.929,0.1485,0.5509,6,2.5098,0.0957,33.59,37.86,39.0,37.94,0.004,0,0
3,DONE_OK,,54,1,0.6298,1.008,0.1518,0.8542,3,2.1262,0.2336,39.71,39.7,40.7,39.51,0.0029,0,0
4,DONE_OK,,53,1,0.5838,0.945,0.1556,0.9124,3,2.2676,0.3012,45.27,43.69,45.99,43.47,0.002,0,0
5,DONE_OK,,21,1,0.2913,1.126,0.1754,0.6821,5,3.0704,0.0151,54.18,54.21,55.04,54.24,0.0006,0,0
6,DONE_OK,,19,1,0.1885,1.125,0.1447,0.3536,5,3.3989,0.2186,31.63,42.47,42.47,41.75,0.0013,0,0
7,DONE_FAIL,RETRACT,36,1,0.3388,1.116,0.1663,0.0012,6,3.4097,-0.0033,31.89,54.96,54.96,53.2,0.0967,0,0
8,DONE_OK,,17,1,0.2311,1.125,0.1692,0.5512,5,3.2013,0.012,57.54,57.62,58.18,58.29,0.0062,0,0
9,DONE_OK,,45,1,0.5249,0.945,0.1594,0.7868,3,2.1956,0.4107,41.48,44.39,44.9,44.35,0.0019,0,0
10,DONE_OK,,45,1,0.601,1.062,0.154,0.1556,3,2.1596,0.0243,48.1,44.79,48.74,41.6,0.0241,0,0
11,DONE_OK,,49,1,0.6295,1.022,0.1445,0.783,3,2.2586,0.2475,46.03,43.93,46.63,43.85,0.0021,0,0
12,DONE_OK,,12,1,0.1424,1.122,0.1745,0.9699,5,2.7826,0.7253,43.42,45.1,45.1,45.04,0.0245,0,0
13,DONE_OK,,6,1,0.0653,1.126,0.1443,0.1253,5,3.6272,0.0129,55.69,57.26,57.26,56.35,0.0077,0,0
