idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
19,DONE_OK,,48,1,0.5667,1.065,0.1336,0.5738,6,2.4566,0.0441,42.02,40.16,43.12,41.13,0.0022,0,0
20,DONE_OK,,36,1,0.4428,1.01,0.1621,0.8275,3,2.2055,0.4372,40.85,40.58,41.29,40.2,0.0022,0,0
21,DONE_OK,,21,1,0.288,1.075,0.1576,-0.0003,6,3.6006,-0.0056,69.13,76.15,77.82,74.99,0.0135,0,0
22,DONE_OK,,35,1,0.4229,0.993,0.159,0.8895,3,2.5534,0.2445,56.06,55.74,56.12,55.17,0.002,0,0
23,DONE_OK,,103,1,0.2175,1.103,0.1422,0.8029,5,2.9496,-0.0025,26.31,25.54,29.28,24.98,0.0011,0,0
24,DONE_OK,,50,1,0.5682,0.924,0.1588,0.905,3,2.3638,0.2939,58.47,57.24,58.64,57.48,0.002,0,0
25,DONE_OK,,43,1,0.6057,1.057,0.1511,0.6136,3,2.3846,0.0225,54.63,51.5,54.72,54.09,0.003,0,0
26,DONE_OK,,25,1,0.2337,1.125,0.1532,-0.0009,6,3.5156,-0.0036,36.97,39.32,39.32,35.18,0.0003,0,0
27,DONE_OK,,57,1,0.5763,0.916,0.1562,0.8975,3,2.2485,0.1957,50.45,49.79,50.5,49.61,0.0022,0,0
28,DONE_OK,,58,1,0.5698,0.89,0.1516,0.7521,3,2.0522,0.5659,38.81,38.76,39.51,38.63,0.0034,0,0
29,DONE_OK,,19,1,0.2588,1.119,0.1764,0.5495,5,3.203,0.0071,63.37,66.44,67.25,66.24,0.0032,0,0
30,DONE_OK,,17,1,0.2306,1.125,0.1653,0.5857,5,3.1668,0.0248,56.34,54.97,56.49,55.35,0.0007,0,0
31,DONE_OK,,35,1,0.624,1.1,0.1628,-0.0004,1,3.3694,-0.0147,64.79,77.49,77.49,63.26,0.0277,0,0
32,DONE_OK,,45,1,0.5657,1.002,0.1617,0.7606,3,2.0674,0.4065,35.58,35.7,35.86,32.95,0.024,0,0
33,DONE_OK,,36,1,0.4117,0.949,0.1622,0.9254,3,2.3929,0.4793,57.22,55.44,57.7,56.55,0.0021,0,0
34,DONE_OK,,17,1,0.187,1.126,0.1417,0.2722,5,3.4803,0.0039,43.22,45.46,45.46,41.74,0.0162,0,0
35,DONE_OK,,21,1,0.3123,1.121,0.1701,0.3234,6,3.3044,0.0045,69.04,77.79,77.79,73.39,0.0061,0,0
36,DONE_OK,,54,1,0.6103,0.986,0.1565,0.5597,3,2.0824,0.1476,46.93,46.16,47.02,43.73,0.021,0,0
37,DONE_OK,,20,1,0.2696,1.126,0.1481,0.6353,5,3.1172,0.0221,40.02,38.97,40.39,38.99,0.0009,0,0
38,DONE_OK,,80,1,0.7742,0.95,0.1566,-0.0004,3,2.336,-0.0102,68.26,62.51,81.92,66.74,0.0229,0,0
39,DONE_OK,,57,1,0.5587,0.879,0.1467,1.0804,3,2.1043,0.4614,37.13,36.65,37.28,36.97,0.0019,0,0
40,DONE_OK,,35,1,0.4356,1.031,0.1586,0.68,3,2.3132,0.3127,53.87,53.22,54.03,50.63,0.0208,0,0
41,DONE_OK,,11,1,0.1339,1.124,0.1636,1.0265,5,2.726,0.7493,42.44,43.03,43.34,42.96,0.0019,0,0
42,DONE_OK,,4,1,0.0467,1.126,0.1393,-0.0,5,3.7525,-0.0001,57.15,60.18,60.18,62.28,0.0196,0,0
43,DONE_OK,,41,1,0.6796,1.043,0.1577,-0.0002,1,3.4535,-0.0088,70.56,83.27,83.27,69.16,0.0473,0,0
44,DONE_OK,,19,1,0.1791,1.125,0.1463,0.4938,5,3.2587,0.2015,37.83,40.53,40.53,36.52,0.0017,0,0
45,DONE_OK,,51,1,0.5572,0.936,0.1453,0.8707,6,2.4193,0.0063,59.37,58.56,60.55,58.06,0.0018,0,0
46,DONE_FAIL,RETRACT,31,1,0.579,1.078,0.1522,-0.002,1,3.2755,-0.0096,72.59,78.26,78.26,75.74,0.2406,0,0
47,DONE_OK,,26,1,0.2331,1.125,0.1575,0.1696,6,3.3963,0.1044,36.27,39.12,39.12,34.55,0.002,0,0
48,DONE_OK,,45,1,0.5942,1.05,0.1543,0.8524,3,1.9919,0.3999,27.66,27.09,28.02,26.1,0.0222,0,0
49,DONE_OK,,54,1,0.6345,1.046,0.1343,0.4872,3,1.8925,0.0688,45.9,43.38,46.97,44.98,0.0023,0,0
50,DONE_OK,,42,1,0.5293,1.017,0.1428,1.1513,3,2.3444,0.4784,44.79,45.97,45.97,45.06,0.0019,0,0
51,DONE_OK,,55,1,0.6529,1.019,0.1476,0.8988,3,2.2098,0.2889,42.27,42.48,42.51,41.82,0.0024,0,0
52,DONE_OK,,49,1,0.6264,1.037,0.1389,0.6689,3,2.0928,0.0561,58.69,57.23,59.68,58.07,0.0023,0,0
53,DONE_OK,,32,1,0.39,1.022,0.1577,0.459,3,2.1342,0.459,50.23,51.17,51.17,47.97,0.0236,0,0
54,DONE_OK,,20,1,0.2396,1.024,0.1574,0.8767,5,2.8758,0.2807,35.05,32.69,35.55,32.47,0.002,0,0
55,DONE_FAIL,TRANSPORT,300,1,0.1015,0.994,0.6656,0.3686,3,1.9246,-0.0049,73.46,89.24,89.95,nan,nan,0,0
56,DONE_OK,,13,1,0.1598,1.126,0.1356,0.2098,5,3.5427,0.003,43.48,45.92,45.92,44.03,0.0152,0,0
57,DONE_OK,,41,1,0.7267,1.085,0.1592,0.0542,3,2.4469,0.0035,67.7,62.53,75.32,66.52,0.0173,0,0
58,DONE_OK,,15,1,0.1998,1.126,0.1516,0.4913,5,3.2612,0.0236,53.26,52.29,53.41,52.31,0.0065,0,0
59,DONE_OK,,24,1,0.2912,1.125,0.1563,0.6779,5,3.0746,0.0727,49.96,48.78,50.68,48.0,0.0019,0,0
60,DONE_OK,,50,1,0.6287,1.025,0.1389,0.4043,3,1.9943,0.0699,57.46,55.61,58.29,56.89,0.0021,0,0
61,DONE_OK,,43,1,0.484,0.937,0.1633,0.8041,3,2.4515,0.4256,53.52,51.85,53.78,52.81,0.0023,0,0
62,DONE_OK,,20,1,0.2419,1.124,0.1409,0.5364,5,3.2161,0.0491,46.53,46.93,47.37,45.02,0.0017,0,0
63,DONE_OK,,49,1,0.582,0.975,0.1496,0.6305,3,1.9858,0.3668,40.42,39.16,40.55,37.6,0.0241,0,0
64,DONE_OK,,28,1,0.3623,1.08,0.1526,1.2727,5,2.4798,0.4201,36.81,35.67,37.24,35.37,0.0026,0,0
65,DONE_OK,,9,1,0.1105,1.126,0.136,0.0349,5,3.7176,-0.0001,50.34,55.53,55.53,54.04,0.0181,0,0
66,DONE_OK,,39,1,0.5022,1.048,0.1697,0.6988,3,2.2399,0.3039,36.77,36.54,37.42,35.56,0.0023,0,0
67,DONE_OK,,53,1,0.7291,1.03,0.1443,-0.0001,3,2.1729,-0.0126,62.46,57.98,64.06,59.7,0.0236,0,0
68,DONE_OK,,11,1,0.1332,1.126,0.1443,0.1433,5,3.6092,0.0017,51.64,55.22,55.22,53.51,0.0185,0,0
69,DONE_OK,,37,1,0.4619,1.033,0.1529,0.5429,3,2.1574,0.3978,49.83,49.76,50.1,47.55,0.0205,0,0
70,DONE_OK,,45,1,0.5771,1.03,0.1538,0.6748,3,2.0802,0.3413,38.41,37.76,38.73,36.14,0.0226,0,0
71,DONE_OK,,36,1,0.6384,1.072,0.1468,0.0001,1,3.5338,-0.015,63.93,76.9,77.1,62.54,0.0272,0,0
72,DONE_OK,,39,1,0.4818,1.011,0.1565,0.7096,3,2.1245,0.4866,35.15,34.98,35.57,34.67,0.0223,0,0
73,DONE_OK,,42,1,0.5051,0.988,0.1532,0.7437,3,2.2725,0.4591,49.96,50.42,50.42,49.87,0.0023,0,0
74,DONE_OK,,40,1,0.4337,0.92,0.1592,0.9215,3,2.2802,0.4972,52.17,51.3,52.49,52.06,0.0021,0,0
75,DONE_FAIL,RETRACT,42,1,0.7188,1.048,0.1505,-0.0001,1,3.6021,-0.0063,74.44,86.82,86.82,78.05,0.1541,0,0
76,DONE_OK,,48,1,0.5665,1.006,0.1465,0.089,3,1.9577,0.0833,58.33,55.08,59.32,55.99,0.0272,0,0
77,DONE_OK,,19,1,0.259,1.121,0.1617,0.3792,5,3.3733,0.0061,61.74,67.27,67.27,64.79,0.0212,0,0
78,DONE_OK,,46,1,0.5364,0.937,0.1578,0.8276,3,2.3618,0.2834,55.01,54.47,55.25,53.74,0.0021,0,0
79,DONE_OK,,20,1,0.2434,1.126,0.1423,0.6468,5,3.1057,0.152,32.9,32.45,33.5,31.49,0.0025,0,0
80,DONE_OK,,22,1,0.1612,1.125,0.1617,0.2768,5,3.4757,0.215,34.48,37.59,37.6,34.65,0.0374,0,0
81,DONE_OK,,57,1,0.5529,0.895,0.1521,0.8133,3,2.078,0.4458,47.09,47.24,48.17,47.14,0.003,0,0
82,DONE_OK,,14,1,0.1826,1.126,0.1419,0.4195,5,3.333,0.0111,53.74,53.66,54.14,53.11,0.0338,0,0
83,DONE_FAIL,TRANSPORT,300,1,0.0027,0.968,0.2631,0.0328,6,2.8435,0.0277,48.06,47.54,48.38,nan,nan,1,0
84,DONE_OK,,40,1,0.485,0.986,0.1716,0.6967,3,2.2998,0.3849,50.7,48.97,50.91,48.39,0.0215,0,0
85,DONE_OK,,46,1,0.5067,0.921,0.1507,0.9931,3,2.2487,0.4579,50.42,48.98,50.55,49.85,0.002,0,0
86,DONE_OK,,54,1,0.7255,1.084,0.1613,-0.0004,5,3.7529,-0.0063,62.77,74.92,81.1,63.25,0.0244,0,0
87,DONE_OK,,21,1,0.2376,1.125,0.1426,0.3956,5,3.3569,0.0049,46.97,49.5,49.5,45.92,0.0308,0,0
88,DONE_OK,,50,1,0.6751,1.059,0.1523,0.3514,3,2.1155,0.0859,42.78,40.36,43.2,39.29,0.0235,0,0
89,DONE_OK,,41,1,0.5479,1.036,0.1527,0.887,3,2.4559,0.1768,48.07,46.43,48.22,47.23,0.0025,0,0
90,DONE_FAIL,RETRACT,43,1,0.7666,1.052,0.1452,-0.0001,1,3.6343,-0.0085,75.52,84.19,84.19,77.99,0.1306,0,0
91,DONE_OK,,24,1,0.2897,1.019,0.1621,-0.0004,5,3.7529,-0.0039,60.18,63.87,66.51,63.24,0.0228,0,0
92,DONE_OK,,38,1,0.4524,1.002,0.1535,0.5691,3,2.2348,0.3846,53.9,54.18,54.18,52.74,0.0193,0,0
93,DONE_OK,,63,1,0.579,0.929,0.1482,0.8822,3,2.0188,0.3662,33.3,33.61,33.61,32.9,0.003,0,0
94,DONE_OK,,41,1,0.4286,0.879,0.1582,1.1102,3,2.4561,0.4069,58.91,57.75,59.07,58.54,0.0019,0,0
95,DONE_OK,,50,1,0.6284,1.012,0.1518,0.7065,3,2.0604,0.3126,40.57,40.94,40.94,37.97,0.022,0,0
96,DONE_OK,,58,1,0.6186,0.961,0.1438,-0.0001,3,2.0024,-0.0067,53.51,48.56,53.69,49.93,0.025,0,0
97,DONE_OK,,49,1,0.5907,1.036,0.1462,0.5573,3,2.1372,0.048,61.31,59.27,62.51,60.32,0.0021,0,0
98,DONE_OK,,15,1,0.1875,1.126,0.131,0.3816,5,3.3709,0.009,42.44,43.24,43.24,41.94,0.0117,0,0
99,DONE_OK,,54,1,0.6704,1.034,0.1415,0.4925,3,2.081,0.1292,48.32,46.71,48.42,45.74,0.0214,0,0
