idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,15,1,0.1891,1.117,0.1531,0.091,5,3.6615,-0.0,0,0
1,DONE_OK,,17,1,0.2242,1.117,0.1533,0.65,5,3.1025,0.1245,0,0
2,DONE_OK,,9,1,0.1223,1.116,0.1558,0.0201,5,3.7324,-0.0002,0,0
3,DONE_OK,,22,1,0.2585,1.116,0.153,-0.0004,6,3.7527,-0.0081,0,0
4,DONE_OK,,10,1,0.1268,1.117,0.1567,0.2912,5,3.4613,0.0101,0,0
5,DONE_OK,,50,1,0.5672,0.933,0.1555,1.1017,3,2.3292,0.186,0,0
6,DONE_OK,,10,1,0.1278,1.117,0.1492,0.1146,5,3.6379,0.0036,0,0
7,DONE_OK,,75,1,0.3945,0.688,0.1744,0.6676,3,2.6535,-0.0024,0,0
8,DONE_OK,,35,1,0.4502,1.057,0.1543,1.1072,3,2.3099,0.3337,0,0
9,DONE_OK,,56,1,0.5815,0.966,0.1555,0.6033,3,1.9332,0.0188,0,0
10,DONE_OK,,17,1,0.2258,1.117,0.1593,0.3887,5,3.3638,0.0037,0,0
11,DONE_OK,,52,1,0.5589,0.984,0.1617,0.1301,3,1.9554,0.0372,0,0
12,DONE_OK,,50,1,0.5761,0.944,0.1663,0.8823,3,2.645,0.0029,0,0
13,DONE_OK,,9,1,0.1195,1.117,0.1534,0.0137,5,3.7388,-0.0001,0,0
14,DONE_OK,,33,1,0.4045,1.011,0.1614,1.013,3,2.5485,0.2801,0,0
15,DONE_OK,,49,1,0.5522,0.937,0.152,1.1873,1,2.174,0.2246,0,0
16,DONE_OK,,51,1,0.6144,0.973,0.1524,1.1394,3,2.117,0.4128,0,0
17,DONE_OK,,28,1,0.3546,1.074,0.1601,1.0309,5,2.7216,0.1705,0,0
18,DONE_OK,,27,1,0.3347,1.117,0.1656,1.0786,6,2.4863,0.1336,0,0
19,DONE_OK,,53,1,0.8541,1.115,0.1496,1.2698,5,2.4827,0.4949,0,0
20,DONE_OK,,21,1,0.2765,1.094,0.1624,0.1186,6,3.6281,-0.0001,0,0
