idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
62,DONE_OK,,29,1,0.4466,1.101,0.1558,0.2432,3,2.3924,0.0147,78.56,59.39,80.89,56.26,0.0222,0,0
63,DONE_OK,,35,1,0.4221,1.0,0.1522,0.4411,3,2.0789,0.4411,48.87,48.91,49.6,48.64,0.0024,0,0
64,DONE_OK,,42,1,0.5268,1.045,0.1565,0.7155,3,2.1099,0.3735,40.79,40.46,43.38,38.57,0.0215,0,0
65,DONE_OK,,38,1,0.4537,1.007,0.1589,1.0378,3,2.318,0.5999,31.19,33.18,33.39,32.99,0.0029,0,0
66,DONE_OK,,47,1,0.6124,1.035,0.1508,0.8395,3,2.3801,0.1407,48.55,44.81,49.0,44.78,0.0014,0,0
67,DONE_OK,,35,1,0.4287,1.017,0.1622,0.9307,3,2.4329,0.3458,48.43,51.71,51.71,51.64,0.0023,0,0
68,DONE_OK,,40,1,0.5134,1.029,0.1542,0.9489,3,2.6264,0.0371,57.02,54.4,57.25,54.34,0.0025,0,0
69,DONE_OK,,10,1,0.1221,1.126,0.1451,0.2093,5,3.5432,0.0087,51.06,53.16,53.16,52.49,0.0044,0,0
70,DONE_OK,,8,1,0.0934,1.126,0.1381,0.165,5,3.5875,0.0119,55.68,57.66,57.66,56.8,0.0132,0,0
71,DONE_OK,,54,1,0.6445,1.026,0.1537,0.7058,3,2.128,0.1735,42.55,40.76,43.68,40.05,0.0204,0,0
72,DONE_FAIL,RETRACT,30,1,0.5607,1.074,0.1493,-0.0003,3,3.4244,-0.0109,76.74,84.34,84.34,83.64,0.1764,0,0
73,DONE_OK,,43,1,0.5934,1.066,0.1484,-0.0001,3,2.1364,-0.0063,63.33,47.96,66.97,45.34,0.0221,0,0
74,DONE_OK,,53,1,0.5836,0.945,0.1544,0.4107,6,2.4749,0.0238,70.4,69.24,72.76,69.22,0.0025,0,0
75,DONE_OK,,50,1,0.6137,1.015,0.1523,1.0251,3,2.0473,0.5059,31.39,30.97,31.57,30.66,0.0018,0,0
76,DONE_FAIL,TRANSPORT,300,1,0.7356,1.104,1.3994,-0.0012,4,2.5295,-0.0355,74.91,87.52,89.73,nan,nan,0,0
77,DONE_OK,,14,1,0.1634,1.121,0.1648,0.9928,6,2.748,0.6375,37.98,39.99,39.99,39.94,0.0013,0,0
78,DONE_FAIL,RETRACT,32,1,0.5537,1.072,0.1536,-0.0003,1,3.3959,-0.014,66.04,80.9,80.9,79.49,0.1886,0,0
79,DONE_OK,,39,1,0.4805,0.997,0.1544,1.0357,3,2.5496,0.2754,51.86,51.25,52.46,51.04,0.0025,0,0
80,DONE_OK,,40,1,0.5342,1.045,0.1473,0.7508,3,2.2966,0.2788,45.17,40.1,45.94,40.31,0.0026,0,0
81,DONE_OK,,44,1,0.5319,1.03,0.169,0.8897,3,2.3192,0.3004,32.08,31.45,36.36,31.72,0.0023,0,0
82,DONE_OK,,53,1,0.6208,1.039,0.1481,0.1273,3,1.86,0.0452,43.17,41.7,47.52,40.5,0.028,0,0
83,DONE_OK,,27,1,0.3106,0.981,0.1695,0.8914,3,2.4253,0.5833,53.48,51.33,54.22,51.58,0.0026,0,0
84,DONE_OK,,59,1,0.6286,1.066,0.1554,-0.0001,3,2.082,-0.0088,50.21,56.13,63.65,54.75,0.0271,0,0
85,DONE_OK,,122,1,0.5073,0.838,0.1641,0.4316,3,2.6391,-0.0067,63.64,80.34,83.31,78.02,0.0274,0,0
86,DONE_OK,,38,1,0.4706,0.993,0.1475,1.1954,3,1.9551,0.8231,23.83,23.67,24.42,23.45,0.0025,0,0
87,DONE_OK,,38,1,0.4628,1.016,0.1602,0.7355,3,2.276,0.4167,43.09,43.49,43.66,42.22,0.0203,0,0
88,DONE_OK,,57,1,0.5837,0.956,0.1618,0.5044,3,2.2104,0.0938,39.58,37.52,41.74,34.63,0.0247,0,0
89,DONE_OK,,43,1,0.5596,1.052,0.1528,0.6007,3,2.2219,0.1641,48.3,47.98,49.64,47.9,0.0028,0,0
90,DONE_OK,,32,1,0.4098,1.071,0.1598,1.0693,3,2.4203,0.3895,45.76,45.55,47.3,46.15,0.0397,0,0
91,DONE_OK,,50,1,0.5799,0.928,0.1448,1.0504,3,1.8903,0.6866,42.72,42.1,44.39,42.07,0.0019,0,0
92,DONE_OK,,119,1,0.3366,0.987,0.1556,0.6343,6,2.867,-0.0013,36.97,39.39,39.39,39.28,0.0027,0,0
93,DONE_OK,,46,1,0.5826,1.037,0.1517,0.9587,3,2.1316,0.3491,35.87,34.34,37.14,34.03,0.0024,0,0
94,DONE_OK,,25,1,0.3079,1.125,0.1667,0.6818,5,3.0707,0.1051,37.86,44.78,45.05,44.76,0.0014,0,0
95,DONE_OK,,35,1,0.398,0.946,0.1671,1.0109,3,2.4665,0.4129,53.98,52.79,55.12,52.96,0.0024,0,0
96,DONE_OK,,32,1,0.3686,1.125,0.1591,0.717,5,3.0355,0.1971,30.36,44.35,44.35,44.12,0.0021,0,0
97,DONE_OK,,17,1,0.2046,1.125,0.147,0.4585,5,3.294,0.0887,43.43,49.52,49.52,49.28,0.0028,0,0
98,DONE_OK,,59,1,0.5851,0.959,0.1531,0.9232,3,2.2651,0.5494,40.54,46.2,46.2,46.01,0.0024,0,0
99,DONE_OK,,15,1,0.1838,1.126,0.138,0.3181,5,3.4344,0.0087,55.28,60.32,60.32,59.48,0.0038,0,0
