idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_FAIL,TRANSPORT,300,1,0.0038,0.953,0.4912,-0.0004,5,3.7529,-0.0004,1,1
1,DONE_OK,,61,1,0.6631,1.063,0.1367,-0.0,3,1.8438,-0.0063,0,0
2,DONE_OK,,55,1,0.5667,0.951,0.1551,0.8699,6,2.5388,0.201,0,0
3,DONE_OK,,30,1,0.38,1.122,0.1594,1.2957,1,2.4489,0.5023,0,0
4,DONE_OK,,56,1,0.5957,0.981,0.1469,0.4466,3,1.8556,0.4464,0,0
5,DONE_OK,,60,1,0.4978,0.982,0.1658,0.2595,6,2.1621,0.026,0,0
6,DONE_OK,,28,1,0.3638,1.116,0.1707,1.0844,3,2.5482,0.336,0,0
7,DONE_OK,,23,1,0.2651,1.103,0.1558,1.2543,1,2.4963,0.7433,0,0
8,DONE_OK,,14,1,0.1603,1.126,0.1466,-0.0004,6,3.3949,-0.0064,0,0
9,DONE_OK,,38,1,0.4432,1.01,0.1556,0.7651,5,2.9874,0.05,0,0
10,DONE_OK,,42,1,0.307,1.125,0.1622,-0.0003,6,3.5777,-0.0066,0,0
11,DONE_OK,,55,1,0.5405,0.905,0.1618,0.8833,3,2.2653,0.0764,0,0
12,DONE_OK,,24,1,0.3044,1.093,0.1663,1.0972,1,2.5763,0.4486,0,0
13,DONE_OK,,17,1,0.1968,1.12,0.1645,0.9316,5,2.8209,0.4613,0,0
14,DONE_OK,,43,1,0.3548,1.11,0.1648,-0.0001,6,3.4852,-0.0093,0,0
15,DONE_FAIL,RETRACT,69,1,0.5389,0.901,0.164,0.5793,6,2.1464,0.1164,0,0
16,DONE_OK,,22,1,0.2662,1.098,0.168,1.1334,1,2.5033,0.643,0,0
17,DONE_OK,,20,1,0.2232,1.126,0.1511,0.0894,6,3.4349,0.0522,0,0
18,DONE_OK,,28,1,0.2902,1.125,0.1538,-0.0002,6,3.5129,-0.0075,0,0
19,DONE_OK,,26,1,0.3545,1.125,0.142,1.1502,3,2.5661,0.3621,0,0
20,DONE_OK,,61,1,0.4601,0.831,0.1632,-0.0005,6,1.8198,-0.0016,0,0
21,DONE_FAIL,TRANSPORT,300,1,0.0021,0.957,0.696,-0.0004,5,3.7529,-0.0004,1,1
22,DONE_OK,,37,1,0.4055,0.952,0.1493,0.9371,6,2.5649,0.4749,0,0
23,DONE_OK,,74,1,0.5208,0.825,0.1532,0.5675,3,1.6291,0.5287,0,0
24,DONE_OK,,65,1,0.5885,0.894,0.159,0.4996,6,2.1862,0.2765,0,0
25,DONE_OK,,58,1,0.5173,0.813,0.1532,1.0348,6,1.7719,1.0348,0,0
26,DONE_OK,,83,1,0.2057,1.09,0.1716,0.3581,5,3.3944,-0.0003,0,0
27,DONE_OK,,53,1,0.6005,1.009,0.1472,0.5237,3,1.6962,0.3958,0,0
28,DONE_OK,,17,1,0.2041,1.126,0.1359,-0.0052,6,3.4018,-0.0052,0,0
29,DONE_OK,,23,1,0.2481,1.124,0.1567,-0.0014,6,3.6605,-0.0061,0,0
30,DONE_OK,,29,1,0.2942,1.057,0.1593,0.7772,5,2.9753,0.0929,0,0
31,DONE_OK,,18,1,0.2311,1.126,0.142,0.7093,5,3.0432,0.2091,0,0
32,DONE_OK,,23,1,0.2313,1.125,0.1605,-0.0003,6,3.573,-0.0062,0,0
33,DONE_OK,,33,1,0.4279,1.122,0.1511,1.2182,5,2.5343,0.273,0,0
34,DONE_OK,,52,1,0.5706,0.973,0.1447,1.0908,3,2.0503,0.5331,0,0
35,DONE_OK,,53,1,0.6276,1.02,0.1437,0.8863,1,1.8098,0.6279,0,0
36,DONE_OK,,28,1,0.3218,1.1,0.1663,1.1723,1,2.4222,0.6533,0,0
37,DONE_OK,,45,1,0.5846,1.04,0.1528,0.3394,3,2.0009,0.3394,0,0
38,DONE_OK,,42,1,0.4999,0.935,0.1514,1.0361,3,2.5544,0.0692,0,0
39,DONE_OK,,17,1,0.2092,1.095,0.146,0.2595,5,3.493,0.0039,0,0
40,DONE_OK,,52,1,0.53,0.983,0.1585,0.2914,5,3.4611,-0.0025,0,0
41,DONE_OK,,26,1,0.2483,1.125,0.1617,-0.0003,6,3.6033,-0.0042,0,0
42,DONE_OK,,30,1,0.4152,1.124,0.1564,1.1036,5,2.6489,0.091,0,0
43,DONE_OK,,25,1,0.2775,1.12,0.1457,0.1049,6,3.3535,-0.0035,0,0
44,DONE_FAIL,RETRACT,3,1,0.0392,1.123,0.0258,-0.0002,5,3.7527,-0.0002,0,0
45,DONE_OK,,57,1,0.5372,0.847,0.1548,0.8905,3,1.7771,0.6285,0,0
46,DONE_OK,,12,1,0.1512,1.126,0.1472,0.7385,5,3.014,0.3394,0,0
47,DONE_OK,,40,1,0.4716,0.999,0.1508,1.1366,3,2.1758,0.8175,0,0
48,DONE_OK,,26,1,0.3236,1.117,0.1665,1.0951,1,2.5729,0.4549,0,0
49,DONE_OK,,26,1,0.3035,1.112,0.166,1.154,1,2.5339,0.5797,0,0
50,DONE_OK,,31,1,0.3531,1.001,0.1637,0.9202,3,2.3824,0.4899,0,0
51,DONE_OK,,61,1,0.5677,0.927,0.15,0.3764,6,1.9916,0.3764,0,0
52,DONE_OK,,28,1,0.2713,1.124,0.1781,0.1643,6,3.2921,-0.0042,0,0
53,DONE_OK,,55,1,0.5672,0.884,0.1521,1.1075,3,1.5323,1.1075,0,0
54,DONE_OK,,13,1,0.1443,1.126,0.1407,-0.0001,5,3.7526,-0.0002,0,0
55,DONE_OK,,32,1,0.3599,1.099,0.1581,1.2458,1,2.4568,0.7504,0,0
56,DONE_OK,,44,1,0.5063,1.005,0.1554,0.4273,6,2.8185,0.3549,0,0
57,DONE_OK,,54,1,0.6379,1.038,0.1467,0.168,3,1.9791,0.0158,0,0
58,DONE_OK,,25,1,0.2523,1.121,0.1499,1.1409,5,2.6116,0.6674,0,0
59,DONE_OK,,32,1,0.373,1.055,0.1617,1.1412,3,2.2703,0.7704,0,0
60,DONE_OK,,18,1,0.1981,1.124,0.1464,1.0109,5,2.7416,0.5595,0,0
61,DONE_OK,,14,1,0.1859,1.125,0.1491,0.5472,5,3.2053,0.1148,0,0
62,DONE_OK,,76,1,0.5367,0.899,0.1661,0.6451,6,2.6824,0.6451,0,0
63,DONE_OK,,46,1,0.5277,0.94,0.1526,0.8987,3,1.9815,0.5911,0,0
64,DONE_FAIL,RETRACT,23,1,0.2023,1.123,0.1655,-0.0003,6,3.6133,-0.0003,0,0
65,DONE_OK,,32,1,0.4193,1.104,0.1698,1.0795,5,2.673,0.0414,0,0
66,DONE_OK,,17,1,0.1887,1.123,0.1434,1.0343,5,2.7182,0.6103,0,0
67,DONE_OK,,28,1,0.3009,0.983,0.1451,0.4724,3,1.5459,0.4724,0,0
68,DONE_OK,,37,1,0.4247,0.989,0.1605,0.8597,3,2.1001,0.6721,0,0
