idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,43,1,0.5254,0.972,0.1667,0.6546,3,2.2951,0.2662,0,0
1,DONE_OK,,57,1,0.6549,1.053,0.1373,-0.0001,3,1.862,-0.006,0,0
2,DONE_OK,,46,1,0.6204,1.053,0.1403,-0.0001,3,2.1235,-0.0068,0,0
3,DONE_OK,,55,1,0.5274,0.888,0.1567,1.0553,3,2.4017,0.3849,0,0
4,DONE_OK,,61,1,0.5433,0.91,0.1469,0.5519,3,2.0027,0.3798,0,0
5,DONE_OK,,22,1,0.3151,1.091,0.1617,0.1587,6,3.4202,0.0017,0,0
6,DONE_FAIL,RETRACT,45,1,0.7638,1.044,0.153,-0.0001,1,3.6654,-0.006,0,0
7,DONE_OK,,13,1,0.1861,1.119,0.1636,0.1624,5,3.5901,0.0012,0,0
8,DONE_OK,,48,1,0.6204,1.025,0.1432,0.4784,3,1.923,0.4569,0,0
9,DONE_OK,,20,1,0.274,1.125,0.1768,0.7002,5,3.0523,0.0309,0,0
10,DONE_OK,,19,1,0.2772,1.112,0.1662,0.2191,6,3.4241,0.002,0,0
11,DONE_FAIL,TRANSPORT,300,1,0.0018,1.108,0.3309,-0.0005,6,3.7527,-0.0051,1,1
12,DONE_OK,,3,1,0.0327,1.126,0.129,-0.0,5,3.7525,-0.0001,0,0
13,DONE_OK,,46,1,0.6663,1.066,0.1648,-0.0003,3,2.2413,-0.0081,0,0
14,DONE_OK,,55,1,0.6723,1.037,0.1421,-0.0001,3,1.9786,-0.0062,0,0
15,DONE_OK,,20,1,0.2099,1.122,0.1648,0.8171,5,2.9354,0.4757,0,0
16,DONE_OK,,47,1,0.5376,0.938,0.1538,0.9993,5,2.7532,0.2333,0,0
17,DONE_OK,,54,1,0.7398,1.017,0.1823,0.1186,5,3.6339,-0.0128,0,0
18,DONE_OK,,15,1,0.1886,1.126,0.1484,0.7297,5,3.0228,0.2961,0,0
19,DONE_FAIL,RETRACT,43,1,0.7222,1.069,0.1343,-0.0003,3,2.3379,-0.0128,0,0
20,DONE_OK,,43,1,0.4969,0.952,0.165,0.5995,3,2.3519,0.277,0,0
21,DONE_OK,,37,1,0.6049,1.085,0.1605,-0.0006,1,3.2579,-0.0155,0,0
22,DONE_OK,,57,1,0.6498,1.012,0.1438,-0.0001,3,1.9521,-0.0043,0,0
23,DONE_OK,,46,1,0.4971,0.872,0.1522,1.013,6,2.2665,0.5326,0,0
24,DONE_OK,,49,1,0.4267,0.938,0.1759,0.0973,6,2.7976,0.0973,0,0
25,DONE_OK,,48,1,0.5627,1.038,0.1539,0.0837,3,1.989,0.0666,0,0
26,DONE_OK,,45,1,0.6449,1.054,0.1698,-0.0005,3,2.3322,-0.0084,0,0
27,DONE_OK,,34,1,0.3892,0.932,0.165,1.1405,5,2.612,0.3594,0,0
28,DONE_FAIL,RETRACT,36,1,0.6405,1.036,0.1507,-0.0004,3,3.2958,-0.0115,0,0
29,DONE_OK,,8,1,0.1114,1.124,0.1579,0.0599,5,3.6926,0.0028,0,0
30,DONE_OK,,57,1,0.6586,1.032,0.1464,0.0106,3,2.0098,0.0046,0,0
31,DONE_OK,,30,1,0.4019,1.111,0.1672,1.1752,1,2.5133,0.2862,0,0
32,DONE_OK,,20,1,0.2847,1.121,0.1622,0.2208,6,3.4396,0.0003,0,0
33,DONE_OK,,42,1,0.4785,0.939,0.1607,0.9077,3,2.365,0.5084,0,0
34,DONE_OK,,10,1,0.122,1.126,0.1424,0.11,5,3.6425,0.0014,0,0
35,DONE_OK,,53,1,0.6382,1.003,0.1471,-0.0007,3,2.0143,-0.0034,0,0
36,DONE_OK,,42,1,0.5903,1.063,0.1459,0.095,3,2.2197,0.0122,0,0
37,DONE_OK,,36,1,0.3944,0.924,0.1607,0.9686,3,2.4367,0.3983,0,0
38,DONE_FAIL,GRASP,56,0,0.9945,1.061,0.3175,0.3859,3,1.993,-0.0,0,0
39,DONE_OK,,59,1,0.604,0.955,0.1565,1.1089,3,2.5243,0.0753,0,0
40,DONE_OK,,41,1,0.5637,1.06,0.1589,0.4021,3,2.3068,0.0182,0,0
41,DONE_OK,,29,1,0.3837,1.096,0.1633,1.203,1,2.453,0.3669,0,0
42,DONE_OK,,46,1,0.5722,1.067,0.1613,0.9606,3,2.2001,0.2694,0,0
43,DONE_OK,,54,1,0.6013,1.052,0.1472,0.6401,3,2.028,0.0056,0,0
44,DONE_OK,,34,1,0.447,1.059,0.1683,1.1094,3,2.483,0.1706,0,0
45,DONE_OK,,48,1,0.5153,0.952,0.1458,0.7093,6,2.5598,0.0132,0,0
46,DONE_OK,,20,1,0.3428,1.122,0.1796,0.49,3,3.1604,0.0061,0,0
47,DONE_OK,,42,1,0.5342,1.015,0.154,0.8081,3,2.4864,0.0963,0,0
48,DONE_FAIL,RETRACT,45,1,0.7823,1.05,0.1505,-0.0001,1,3.7269,-0.0091,0,0
49,DONE_OK,,17,1,0.2162,1.113,0.1593,0.9795,5,2.773,0.452,0,0
