idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,tilt_start,tilt_end,tilt_max,tilt_open,d_open,blocked,pinned
0,DONE_OK,,43,1,0.5254,0.972,0.1667,0.6546,3,2.2951,0.2662,48.97,48.53,49.29,45.29,0.0237,0,0
1,DONE_OK,,57,1,0.6549,1.053,0.1373,-0.0001,3,1.862,-0.006,61.4,57.43,62.27,58.38,0.0277,0,0
2,DONE_OK,,46,1,0.6204,1.053,0.1403,-0.0001,3,2.1235,-0.0068,58.32,54.83,58.56,54.72,0.0228,0,0
3,DONE_OK,,55,1,0.5274,0.888,0.1567,1.0553,3,2.4017,0.3849,56.92,56.52,57.53,56.66,0.002,0,0
4,DONE_OK,,61,1,0.5433,0.91,0.1469,0.5519,3,2.0027,0.3798,53.77,51.84,54.04,53.6,0.0033,0,0
5,DONE_OK,,22,1,0.3151,1.091,0.1617,0.1587,6,3.4202,0.0017,70.7,79.97,80.06,75.01,0.0233,0,0
6,DONE_FAIL,RETRACT,45,1,0.7638,1.044,0.153,-0.0001,1,3.6654,-0.006,74.72,84.52,84.55,77.21,0.1286,0,0
7,DONE_OK,,13,1,0.1861,1.119,0.1636,0.1624,5,3.5901,0.0012,73.06,81.34,81.34,79.86,0.0106,0,0
8,DONE_OK,,48,1,0.6204,1.025,0.1432,0.4784,3,1.923,0.4569,41.42,41.72,41.76,40.4,0.02,0,0
9,DONE_OK,,20,1,0.274,1.125,0.1768,0.7002,5,3.0523,0.0309,47.39,45.78,47.54,46.18,0.0007,0,0
10,DONE_OK,,19,1,0.2772,1.112,0.1662,0.2191,6,3.4241,0.002,69.6,78.64,78.64,74.65,0.0082,0,0
11,DONE_FAIL,TRANSPORT,300,1,0.0018,1.108,0.3309,-0.0005,6,3.7527,-0.0051,28.75,32.99,32.99,nan,nan,1,1
12,DONE_OK,,3,1,0.0327,1.126,0.129,-0.0,5,3.7525,-0.0001,58.66,60.9,60.9,64.45,0.0062,0,0
13,DONE_OK,,46,1,0.6663,1.066,0.1648,-0.0003,3,2.2413,-0.0081,53.72,45.92,57.24,50.24,0.0228,0,0
14,DONE_OK,,55,1,0.6723,1.037,0.1421,-0.0001,3,1.9786,-0.0062,51.41,45.42,51.61,47.77,0.0242,0,0
15,DONE_OK,,20,1,0.2099,1.122,0.1648,0.8171,5,2.9354,0.4757,51.64,51.87,53.42,50.35,0.002,0,0
16,DONE_OK,,47,1,0.5376,0.938,0.1538,0.9993,5,2.7532,0.2333,54.49,53.36,54.69,53.36,0.0022,0,0
17,DONE_OK,,54,1,0.7398,1.017,0.1823,0.1186,5,3.6339,-0.0128,63.84,67.67,79.88,63.91,0.0256,0,0
18,DONE_OK,,15,1,0.1886,1.126,0.1484,0.7297,5,3.0228,0.2961,35.95,34.47,36.49,34.42,0.0026,0,0
19,DONE_FAIL,RETRACT,43,1,0.7222,1.069,0.1343,-0.0003,3,2.3379,-0.0128,77.6,73.61,82.94,78.48,0.0163,0,0
20,DONE_OK,,43,1,0.4969,0.952,0.165,0.5995,3,2.3519,0.277,50.01,48.4,50.22,48.92,0.0034,0,0
21,DONE_OK,,37,1,0.6049,1.085,0.1605,-0.0006,1,3.2579,-0.0155,60.79,75.03,75.03,61.77,0.0249,0,0
22,DONE_OK,,57,1,0.6498,1.012,0.1438,-0.0001,3,1.9521,-0.0043,59.31,55.59,60.7,56.97,0.0267,0,0
23,DONE_OK,,46,1,0.4971,0.872,0.1522,1.013,6,2.2665,0.5326,42.34,42.11,42.48,41.72,0.0023,0,0
24,DONE_OK,,49,1,0.4267,0.938,0.1759,0.0973,6,2.7976,0.0973,53.38,52.73,53.86,51.76,0.0268,0,0
25,DONE_OK,,48,1,0.5627,1.038,0.1539,0.0837,3,1.989,0.0666,50.68,46.96,51.88,47.96,0.027,0,0
26,DONE_OK,,45,1,0.6449,1.054,0.1698,-0.0005,3,2.3322,-0.0084,54.73,46.92,60.97,52.15,0.0216,0,0
27,DONE_OK,,34,1,0.3892,0.932,0.165,1.1405,5,2.612,0.3594,58.27,56.29,58.69,56.81,0.002,0,0
28,DONE_FAIL,RETRACT,36,1,0.6405,1.036,0.1507,-0.0004,3,3.2958,-0.0115,76.19,79.01,80.35,80.07,0.239,0,0
29,DONE_OK,,8,1,0.1114,1.124,0.1579,0.0599,5,3.6926,0.0028,75.01,81.42,81.42,81.93,0.0072,0,0
30,DONE_OK,,57,1,0.6586,1.032,0.1464,0.0106,3,2.0098,0.0046,45.92,45.09,46.48,42.35,0.024,0,0
31,DONE_OK,,30,1,0.4019,1.111,0.1672,1.1752,1,2.5133,0.2862,31.82,31.28,32.18,30.71,0.0025,0,0
32,DONE_OK,,20,1,0.2847,1.121,0.1622,0.2208,6,3.4396,0.0003,67.74,77.16,77.16,73.38,0.01,0,0
33,DONE_OK,,42,1,0.4785,0.939,0.1607,0.9077,3,2.365,0.5084,36.57,37.24,37.24,36.74,0.0027,0,0
34,DONE_OK,,10,1,0.122,1.126,0.1424,0.11,5,3.6425,0.0014,52.98,56.9,56.9,55.36,0.0175,0,0
35,DONE_OK,,53,1,0.6382,1.003,0.1471,-0.0007,3,2.0143,-0.0034,45.59,41.37,45.99,41.94,0.024,0,0
36,DONE_OK,,42,1,0.5903,1.063,0.1459,0.095,3,2.2197,0.0122,57.17,55.06,57.47,53.61,0.0218,0,0
37,DONE_OK,,36,1,0.3944,0.924,0.1607,0.9686,3,2.4367,0.3983,59.67,58.43,59.83,58.8,0.0021,0,0
38,DONE_FAIL,GRASP,56,0,0.9945,1.061,0.3175,0.3859,3,1.993,-0.0,39.5,34.03,40.58,nan,nan,0,0
39,DONE_OK,,59,1,0.604,0.955,0.1565,1.1089,3,2.5243,0.0753,45.16,46.16,46.16,44.56,0.0021,0,0
40,DONE_OK,,41,1,0.5637,1.06,0.1589,0.4021,3,2.3068,0.0182,51.05,48.19,51.24,50.43,0.0026,0,0
41,DONE_OK,,29,1,0.3837,1.096,0.1633,1.203,1,2.453,0.3669,37.39,36.58,37.81,36.23,0.0035,0,0
42,DONE_OK,,46,1,0.5722,1.067,0.1613,0.9606,3,2.2001,0.2694,28.55,27.13,29.9,27.27,0.0021,0,0
43,DONE_OK,,54,1,0.6013,1.052,0.1472,0.6401,3,2.028,0.0056,37.31,33.41,38.32,35.93,0.0018,0,0
44,DONE_OK,,34,1,0.447,1.059,0.1683,1.1094,3,2.483,0.1706,44.76,43.53,44.87,43.36,0.0025,0,0
45,DONE_OK,,48,1,0.5153,0.952,0.1458,0.7093,6,2.5598,0.0132,59.71,58.47,60.68,58.44,0.0022,0,0
46,DONE_OK,,20,1,0.3428,1.122,0.1796,0.49,3,3.1604,0.0061,77.33,81.96,84.26,82.01,0.0166,0,0
47,DONE_OK,,42,1,0.5342,1.015,0.154,0.8081,3,2.4864,0.0963,54.93,54.29,54.95,53.8,0.0026,0,0
48,DONE_FAIL,RETRACT,45,1,0.7823,1.05,0.1505,-0.0001,1,3.7269,-0.0091,75.99,84.63,85.05,77.69,0.1092,0,0
49,DONE_OK,,17,1,0.2162,1.113,0.1593,0.9795,5,2.773,0.452,36.03,34.74,36.55,34.87,0.0022,0,0
50,DONE_OK,,52,1,0.6097,1.047,0.1494,0.4475,3,2.0156,0.0204,45.18,41.39,46.46,44.19,0.0017,0,0
51,DONE_OK,,17,1,0.2428,1.122,0.165,0.23,5,3.5225,0.0002,68.24,77.0,77.0,73.5,0.0077,0,0
52,DONE_OK,,44,1,0.5756,1.031,0.1489,0.6257,3,2.0742,0.4179,38.27,37.62,38.54,37.25,0.022,0,0
53,DONE_OK,,20,1,0.219,1.125,0.1404,0.4658,5,3.2867,0.0725,45.41,47.28,47.28,43.48,0.0212,0,0
54,DONE_OK,,46,1,0.5742,1.03,0.1417,0.3859,3,1.9191,0.3859,48.05,48.3,48.33,46.65,0.0194,0,0
55,DONE_OK,,49,1,0.6162,1.036,0.145,0.4149,3,2.0189,0.0571,53.37,51.03,54.33,52.6,0.0013,0,0
56,DONE_OK,,54,1,0.6056,1.036,0.1366,0.7686,6,2.1013,0.0377,43.09,40.16,44.24,42.12,0.0022,0,0
57,DONE_OK,,51,1,0.5464,0.897,0.1582,0.7576,3,2.2575,0.4709,43.96,44.9,44.9,43.98,0.0025,0,0
58,DONE_OK,,45,1,0.5584,0.995,0.1601,0.7585,3,2.1147,0.4424,37.87,38.94,38.94,35.88,0.0226,0,0
59,DONE_OK,,26,1,0.3372,1.083,0.149,0.138,5,3.6145,-0.0002,62.26,68.93,71.01,67.18,0.0263,0,0
60,DONE_OK,,54,1,0.3076,1.117,0.1477,0.6162,5,3.1363,-0.0023,33.45,34.81,36.7,32.43,0.0022,0,0
61,DONE_OK,,52,1,0.5932,0.96,0.1621,0.998,3,2.6644,0.0095,52.22,50.16,52.48,51.39,0.003,0,0
62,DONE_OK,,10,1,0.1234,1.126,0.1375,0.1336,5,3.6189,0.0026,50.85,54.32,54.32,52.74,0.0165,0,0
63,DONE_OK,,56,1,0.6789,1.03,0.1419,-0.0001,3,2.0525,-0.0033,54.17,49.2,54.56,50.23,0.0232,0,0
64,DONE_OK,,45,1,0.4908,0.901,0.1659,0.873,3,2.455,0.3611,60.82,59.36,60.94,60.18,0.0022,0,0
65,DONE_OK,,57,1,0.5639,0.937,0.1467,0.3632,3,2.0957,0.1876,58.42,55.03,58.46,55.53,0.0273,0,0
66,DONE_OK,,49,1,0.6547,1.052,0.1424,0.3433,3,2.116,0.0418,50.94,49.04,51.0,47.15,0.0222,0,0
67,DONE_OK,,20,1,0.26,1.123,0.1652,0.6992,5,3.0533,0.1119,50.34,48.61,50.56,48.52,0.0027,0,0
68,DONE_OK,,33,1,0.4077,1.03,0.1656,0.9768,3,2.4979,0.2568,48.76,48.06,48.86,47.71,0.0024,0,0
69,DONE_OK,,20,1,0.2594,1.126,0.172,0.9452,5,2.8073,0.3306,30.49,28.44,31.22,29.09,0.0021,0,0
70,DONE_OK,,48,1,0.6468,1.059,0.1459,0.3606,3,2.1447,0.016,50.25,48.61,50.48,46.94,0.0229,0,0
71,DONE_OK,,49,1,0.6335,1.027,0.1506,0.5183,3,1.9133,0.3435,35.95,35.3,36.42,34.14,0.0206,0,0
72,DONE_OK,,17,1,0.2411,1.12,0.1691,0.42,5,3.3325,0.008,69.86,75.12,75.31,72.68,0.0062,0,0
73,DONE_FAIL,RETRACT,32,1,0.5756,1.072,0.1516,-0.0003,1,3.3473,-0.0065,68.17,77.63,77.63,67.37,0.1864,0,0
74,DONE_OK,,13,1,0.1711,1.126,0.1448,0.3862,5,3.3663,0.0096,50.17,50.32,50.8,50.0,0.0312,0,0
75,DONE_OK,,55,1,0.6158,1.012,0.1516,0.6676,3,1.7684,0.5504,29.49,30.7,30.72,29.19,0.0062,0,0
76,DONE_OK,,47,1,0.5526,1.068,0.1406,0.9251,1,2.2237,0.0308,42.11,38.22,43.16,40.99,0.0023,0,0
77,DONE_OK,,44,1,0.5743,1.066,0.1551,0.808,3,1.9999,0.3692,27.67,26.47,28.22,24.49,0.025,0,0
78,DONE_OK,,43,1,0.5351,1.015,0.1582,0.8946,3,1.9574,0.4829,26.88,25.75,27.15,26.04,0.0031,0,0
79,DONE_OK,,12,1,0.1541,1.124,0.1471,0.3258,5,3.4267,0.0091,50.66,51.13,51.13,50.64,0.0094,0,0
80,DONE_OK,,33,1,0.399,1.123,0.1593,1.2799,5,2.4726,0.3609,31.85,29.77,33.17,30.1,0.0022,0,0
81,DONE_OK,,76,1,0.4285,0.946,0.1517,0.0043,1,3.5628,-0.0083,56.35,77.23,78.33,56.72,0.0112,0,0
82,DONE_OK,,50,1,0.602,0.992,0.1539,0.8811,3,2.1641,0.512,39.54,41.06,41.06,40.21,0.0024,0,0
83,DONE_OK,,32,1,0.3834,1.035,0.1625,0.3543,3,2.0506,0.3543,49.47,51.04,51.04,47.59,0.0256,0,0
84,DONE_OK,,52,1,0.6149,0.986,0.1533,0.0602,3,2.1116,0.0504,46.51,44.7,46.67,42.46,0.0248,0,0
85,DONE_OK,,50,1,0.627,1.014,0.1523,0.6788,3,2.0337,0.2952,35.81,35.49,36.5,32.76,0.0232,0,0
86,DONE_OK,,41,1,0.4908,0.952,0.1632,0.6363,3,2.2746,0.4036,47.5,46.13,47.75,44.45,0.0224,0,0
87,DONE_OK,,52,1,0.6021,0.989,0.1509,0.8631,3,2.0156,0.5022,35.21,36.93,36.93,34.79,0.0209,0,0
88,DONE_OK,,20,1,0.2046,1.125,0.1486,-0.0047,6,3.5287,-0.0047,39.18,40.89,40.89,37.74,0.0052,0,0
89,DONE_OK,,18,1,0.2396,1.124,0.1613,0.6464,5,3.1061,0.0956,47.03,45.59,47.26,45.52,0.001,0,0
90,DONE_OK,,57,1,0.6274,0.941,0.1429,0.2818,3,1.9685,0.2818,55.83,53.16,55.98,54.42,0.0198,0,0
91,DONE_OK,,19,1,0.2088,1.125,0.1462,0.4765,5,3.276,0.0887,43.29,44.96,45.01,41.9,0.001,0,0
92,DONE_OK,,43,1,0.5297,1.006,0.1551,0.6075,3,2.0116,0.4723,40.62,41.34,41.34,39.5,0.0203,0,0
93,DONE_OK,,34,1,0.3778,0.924,0.1652,0.9531,3,2.4814,0.4428,60.42,58.83,60.83,59.7,0.0021,0,0
94,DONE_OK,,11,1,0.1336,1.126,0.1457,0.1384,5,3.6141,0.0018,55.9,59.62,59.62,57.72,0.0161,0,0
95,DONE_OK,,50,1,0.6358,1.004,0.1435,0.8996,3,2.2598,0.4382,47.5,49.42,49.42,48.07,0.0019,0,0
96,DONE_OK,,19,1,0.2575,1.121,0.1608,0.6232,5,3.1293,0.0178,48.74,47.94,49.1,48.14,0.0019,0,0
97,DONE_OK,,30,1,0.3884,1.043,0.1642,0.9827,3,2.2048,0.5917,40.41,40.92,40.92,40.59,0.005,0,0
98,DONE_OK,,53,1,0.5998,1.032,0.1505,0.3959,3,1.9869,0.0236,45.27,40.93,46.53,44.38,0.0009,0,0
99,DONE_OK,,46,1,0.6055,1.064,0.1603,-0.0002,3,2.2157,-0.0055,49.67,45.23,51.19,46.12,0.0234,0,0
