idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,50,1,0.6221,1.015,0.1556,0.7853,3,1.775,0.4973,0,0
1,DONE_OK,,43,1,0.5604,1.069,0.1516,1.246,3,2.2138,0.237,0,0
2,DONE_OK,,63,1,0.5565,0.869,0.1577,0.6041,3,1.9767,0.1405,0,0
3,DONE_OK,,60,1,0.5502,0.861,0.1632,0.4074,3,1.982,0.043,0,0
4,DONE_OK,,45,1,0.506,0.966,0.1586,0.3155,3,1.9457,0.1051,0,0
5,DONE_OK,,43,1,0.5698,1.047,0.161,0.6973,3,2.3267,0.0891,0,0
6,DONE_OK,,33,1,0.4287,1.053,0.1518,1.3856,1,2.314,0.3995,0,0
7,DONE_OK,,12,1,0.1584,1.117,0.1511,0.0248,5,3.7277,-0.0002,0,0
8,DONE_OK,,36,1,0.4428,1.035,0.1601,1.1728,3,2.4146,0.2649,0,0
9,DONE_OK,,16,1,0.1945,1.117,0.1368,0.3826,5,3.3699,0.0172,0,0
10,DONE_FAIL,RETRACT,16,1,0.2064,1.117,0.1512,0.3224,5,3.4301,0.005,0,0
11,DONE_OK,,36,1,0.4701,1.064,0.1546,1.1194,3,2.403,0.1885,0,0
12,DONE_OK,,39,1,0.4857,1.016,0.1512,0.7865,3,2.2471,0.3927,0,0
13,DONE_OK,,17,1,0.2303,1.116,0.1789,0.5483,5,3.2042,0.009,0,0
14,DONE_OK,,29,1,0.2871,0.821,0.152,1.2359,1,2.134,1.0162,0,0
15,DONE_OK,,39,1,0.4955,1.04,0.1641,0.9983,3,2.2572,0.2787,0,0
16,DONE_OK,,32,1,0.3845,1.019,0.1535,0.652,3,2.076,0.652,0,0
17,DONE_OK,,55,1,0.5568,0.885,0.155,1.0123,3,2.2714,0.2512,0,0
18,DONE_OK,,53,1,0.56,0.885,0.1502,1.2588,3,1.992,0.6327,0,0
19,DONE_OK,,50,1,0.6209,0.993,0.1563,0.8758,3,2.3246,0.1008,0,0
20,DONE_OK,,54,1,0.5907,0.97,0.1528,0.3868,3,1.7586,0.2525,0,0
21,DONE_OK,,39,1,0.4077,0.988,0.1638,-0.0001,6,3.6663,-0.0075,0,0
22,DONE_OK,,20,1,0.2588,1.115,0.1573,0.5014,5,3.2511,0.0063,0,0
23,DONE_OK,,38,1,0.4319,0.995,0.1587,0.0786,3,1.9842,0.0786,0,0
24,DONE_OK,,47,1,0.5606,0.975,0.1512,1.1066,3,1.9526,0.5246,0,0
25,DONE_OK,,17,1,0.2343,1.106,0.1613,0.2976,5,3.4549,0.0057,0,0
26,DONE_OK,,43,1,0.518,1.013,0.1568,1.0047,3,2.1495,0.327,0,0
27,DONE_OK,,54,1,0.5073,0.833,0.1555,1.0715,1,2.4302,0.2405,0,0
28,DONE_OK,,50,1,0.5147,0.847,0.1771,-0.0003,3,3.1023,-0.0017,0,0
29,DONE_OK,,52,1,0.5991,0.935,0.1511,1.0478,3,1.8296,0.6096,0,0
30,DONE_OK,,53,1,0.548,0.969,0.1573,0.3874,3,2.0361,0.3874,0,0
31,DONE_OK,,42,1,0.5523,1.06,0.1607,0.6892,3,2.3208,0.0224,0,0
