idx,final,fail_from,tr_steps,grasped_end,path_tail,act_tail,d_end,margin_end,joint_end,q5_end,margin_min_tr,blocked,pinned
0,DONE_OK,,16,1,0.2186,1.124,0.1772,0.5108,5,3.2417,0.0095,0,0
1,DONE_OK,,11,1,0.1399,1.125,0.1539,0.226,5,3.5265,0.0055,0,0
2,DONE_OK,,48,1,0.6169,1.03,0.1463,0.5223,3,2.0232,0.2932,0,0
3,DONE_OK,,44,1,0.5292,0.982,0.1527,0.867,3,2.3773,0.3531,0,0
4,DONE_FAIL,RETRACT,38,1,0.645,1.047,0.1441,-0.0002,1,3.4614,-0.0065,0,0
5,DONE_OK,,53,1,0.5971,0.98,0.1463,1.0884,1,2.5041,0.3482,0,0
6,DONE_OK,,40,1,0.5054,1.036,0.1529,0.4751,3,2.1082,0.365,0,0
7,DONE_OK,,12,1,0.1438,1.126,0.1391,0.07,5,3.6825,-0.0002,0,0
8,DONE_OK,,46,1,0.5469,0.974,0.1677,0.748,3,2.4758,0.1797,0,0
9,DONE_OK,,40,1,0.6729,1.028,0.1634,-0.0018,3,2.4517,-0.006,0,0
10,DONE_OK,,50,1,0.6339,1.036,0.1434,0.5635,3,2.0611,0.0547,0,0
11,DONE_OK,,30,1,0.3765,1.02,0.159,0.9078,3,2.1762,0.6281,0,0
12,DONE_OK,,37,1,0.5038,1.079,0.1497,1.2769,1,1.906,0.5761,0,0
13,DONE_OK,,41,1,0.5414,1.038,0.1481,0.8776,3,2.548,0.043,0,0
14,DONE_OK,,34,1,0.3777,0.905,0.1594,1.1159,3,2.3306,0.5397,0,0
15,DONE_OK,,52,1,0.6093,1.043,0.1441,0.5225,3,1.8841,0.0703,0,0
16,DONE_OK,,40,1,0.4498,0.938,0.1639,0.8865,3,2.491,0.4168,0,0
17,DONE_OK,,18,1,0.2157,1.125,0.142,0.447,5,3.3055,0.0126,0,0
18,DONE_OK,,18,1,0.233,1.124,0.1572,0.2212,5,3.5313,0.0018,0,0
19,DONE_OK,,24,1,0.3081,1.095,0.1566,-0.0003,6,3.7245,-0.0047,0,0
20,DONE_OK,,44,1,0.5489,1.049,0.155,0.4544,3,1.9707,0.3374,0,0
21,DONE_OK,,30,1,0.3357,0.961,0.1645,0.8638,3,2.3975,0.6155,0,0
22,DONE_OK,,46,1,0.5336,0.926,0.1568,0.9436,3,2.4559,0.2821,0,0
23,DONE_OK,,54,1,0.5886,0.918,0.1653,0.875,3,2.5258,0.0744,0,0
24,DONE_OK,,44,1,0.5723,1.03,0.1553,0.6299,3,1.9661,0.4421,0,0
25,DONE_OK,,45,1,0.5433,1.007,0.147,0.5532,3,1.9804,0.4591,0,0
26,DONE_OK,,39,1,0.5178,1.086,0.1599,1.1279,3,2.1445,0.4054,0,0
27,DONE_OK,,5,1,0.061,1.126,0.1326,0.0004,5,3.7521,-0.0002,0,0
28,DONE_OK,,52,1,0.5926,1.05,0.1494,0.2034,3,1.9523,0.003,0,0
29,DONE_OK,,54,1,0.5891,1.046,0.1447,-0.0001,3,1.9361,-0.0047,0,0
30,DONE_OK,,39,1,0.6572,1.054,0.1567,0.0114,1,3.4951,-0.0113,0,0
31,DONE_OK,,54,1,0.6252,0.989,0.1415,0.4089,3,2.032,0.0465,0,0
32,DONE_OK,,48,1,0.6161,1.024,0.148,0.6554,3,2.0972,0.3116,0,0
33,DONE_OK,,36,1,0.443,1.008,0.155,0.8529,3,2.3299,0.4153,0,0
34,DONE_OK,,14,1,0.1761,1.126,0.1318,0.389,5,3.3635,0.0152,0,0
35,DONE_OK,,53,1,0.6201,1.018,0.1429,0.4593,3,1.9039,0.0604,0,0
36,DONE_FAIL,RETRACT,32,1,0.6012,1.069,0.1487,-0.0004,3,3.3524,-0.0118,0,0
37,DONE_OK,,46,1,0.5964,1.029,0.1507,0.8137,3,2.3536,0.1347,0,0
38,DONE_OK,,39,1,0.4797,1.023,0.1524,0.6026,3,2.112,0.4094,0,0
39,DONE_FAIL,TRANSPORT,300,1,0.1167,0.998,0.6962,0.3663,3,1.8296,-0.0041,0,0
40,DONE_OK,,57,1,0.5599,0.93,0.1602,0.719,3,2.2006,0.0729,0,0
41,DONE_OK,,58,1,0.5931,1.043,0.1531,-0.0001,3,2.0828,-0.0075,0,0
42,DONE_OK,,15,1,0.1881,1.121,0.1594,0.9751,5,2.7774,0.525,0,0
43,DONE_OK,,48,1,0.5944,0.992,0.1563,0.6768,3,1.9603,0.4719,0,0
44,DONE_OK,,29,1,0.361,1.018,0.1543,1.0524,3,2.3764,0.4756,0,0
45,DONE_OK,,33,1,0.3873,1.01,0.1453,0.1341,3,2.0567,0.1341,0,0
46,DONE_OK,,59,1,0.5945,0.947,0.1559,0.7782,3,2.3238,0.0202,0,0
47,DONE_FAIL,TRANSPORT,300,1,0.2643,0.969,0.6666,-0.0,4,1.2963,-0.0033,0,0
48,DONE_OK,,21,1,0.3534,1.121,0.1744,0.4377,5,3.3148,-0.0002,0,0
49,DONE_OK,,16,1,0.2016,1.125,0.1432,0.5147,5,3.2378,0.0815,0,0
50,DONE_OK,,39,1,0.4924,1.031,0.1584,0.7561,3,2.0578,0.4582,0,0
51,DONE_OK,,43,1,0.5152,1.0,0.1592,0.4446,3,2.1731,0.2892,0,0
52,DONE_OK,,45,1,0.5863,1.039,0.1487,-0.0009,3,2.1934,-0.0042,0,0
53,DONE_OK,,10,1,0.1234,1.126,0.1348,0.0473,5,3.7052,-0.0001,0,0
54,DONE_FAIL,RETRACT,38,1,0.6454,1.078,0.1575,-0.0005,1,3.2325,-0.0055,0,0
55,DONE_OK,,39,1,0.4946,1.058,0.1628,0.8788,3,2.36,0.2149,0,0
56,DONE_OK,,29,1,0.3064,0.985,0.1585,0.8177,1,2.4341,0.5699,0,0
57,DONE_OK,,49,1,0.6414,1.047,0.1388,0.2813,3,2.0203,0.1834,0,0
58,DONE_OK,,48,1,0.6231,1.034,0.1481,0.6073,3,2.1008,0.2291,0,0
59,DONE_OK,,11,1,0.1241,1.121,0.161,0.646,5,3.1065,0.3921,0,0
60,DONE_OK,,32,1,0.4217,1.083,0.1745,1.047,3,2.5339,0.1645,0,0
61,DONE_OK,,44,1,0.5293,0.96,0.1419,1.133,3,2.4903,0.287,0,0
62,DONE_OK,,54,1,0.5752,0.905,0.1554,0.8458,3,2.0445,0.4513,0,0
63,DONE_OK,,41,1,0.5362,1.042,0.1458,0.4343,3,2.031,0.4197,0,0
64,DONE_OK,,48,1,0.5603,0.93,0.1581,0.8771,3,2.3297,0.3473,0,0
