episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,2,1,DONE_OK,43,D_mod,0,0,1
1,1,1,DONE_OK,95,D_mod,0,0,0
2,2,0,DONE_FAIL,126,D_mod,0,0,0
3,1,1,DONE_OK,136,D_mod,0,0,0
4,1,1,DONE_OK,118,D_mod,0,0,0
5,1,1,DONE_OK,139,D_mod,0,0,0
6,1,1,DONE_OK,106,D_mod,0,0,0
7,1,1,DONE_OK,127,D_mod,0,0,0
8,1,0,DONE_FAIL,259,D_mod,1,0,2
9,1,1,DONE_OK,83,D_mod,0,0,0
10,1,1,DONE_OK,95,D_mod,0,0,1
11,1,1,DONE_OK,88,D_mod,0,0,0
12,1,1,DONE_OK,103,D_mod,0,0,0
13,1,1,DONE_OK,134,D_mod,0,0,1
14,1,1,DONE_OK,108,D_mod,0,0,0
15,1,1,DONE_OK,90,D_mod,0,0,0
16,2,1,DONE_OK,111,D_mod,0,0,1
17,2,1,DONE_OK,102,D_mod,0,0,2
18,1,1,DONE_OK,83,D_mod,0,0,0
19,2,1,DONE_OK,53,D_mod,0,0,0
20,1,1,DONE_OK,133,D_mod,0,0,0
21,1,1,DONE_OK,93,D_mod,0,0,0
22,1,1,DONE_OK,102,D_mod,0,0,0
23,1,1,DONE_OK,120,D_mod,0,0,0
24,3,1,DONE_OK,128,D_mod,0,0,0
25,1,1,DONE_OK,47,D_mod,0,0,1
26,2,1,DONE_OK,122,D_mod,0,0,0
27,1,1,DONE_OK,96,D_mod,0,0,0
28,2,0,DONE_FAIL,170,D_mod,0,0,0
29,1,1,DONE_OK,89,D_mod,0,0,0
30,3,1,DONE_OK,98,D_mod,0,0,0
31,1,1,DONE_OK,96,D_mod,0,0,0
32,2,0,DONE_FAIL,105,D_mod,0,0,0
33,1,0,DONE_FAIL,178,D_mod,0,0,0
34,2,1,DONE_OK,76,D_mod,0,0,0
35,1,0,DONE_FAIL,300,D_mod,0,0,0
36,1,1,DONE_OK,89,D_mod,0,0,0
37,2,1,DONE_OK,105,D_mod,0,0,0
38,1,1,DONE_OK,104,D_mod,0,0,1
39,1,1,DONE_OK,161,D_mod,0,0,0
40,1,1,DONE_OK,112,D_mod,0,0,0
41,2,1,DONE_OK,91,D_mod,0,0,0
42,1,1,DONE_OK,115,D_mod,0,0,0
43,1,0,DONE_FAIL,300,D_mod,0,0,0
44,1,1,DONE_OK,124,D_mod,0,0,0
45,1,0,DONE_FAIL,179,D_mod,0,0,0
46,1,1,DONE_OK,39,D_mod,0,0,1
47,1,1,DONE_OK,127,D_mod,0,0,0
48,2,1,DONE_OK,90,D_mod,0,0,0
49,2,0,DONE_FAIL,117,D_mod,0,0,0
50,1,0,DONE_FAIL,445,D_mod,1,0,1
51,1,0,DONE_FAIL,393,D_mod,1,0,0
52,1,1,DONE_OK,101,D_mod,0,0,0
53,1,0,DONE_FAIL,300,D_mod,0,0,0
54,1,1,DONE_OK,111,D_mod,0,0,0
55,2,1,DONE_OK,88,D_mod,0,0,0
56,2,1,DONE_OK,123,D_mod,0,0,1
57,1,1,DONE_OK,170,D_mod,0,0,0
58,2,1,DONE_OK,80,D_mod,0,0,0
59,1,1,DONE_OK,113,D_mod,0,0,0
60,1,0,DONE_FAIL,128,D_mod,0,0,0
61,1,1,DONE_OK,130,D_mod,0,0,0
62,1,0,DONE_FAIL,303,D_mod,1,0,1
63,2,1,DONE_OK,130,D_mod,0,0,0
64,1,1,DONE_OK,115,D_mod,0,0,0
65,1,1,DONE_OK,94,D_mod,0,0,1
66,3,1,DONE_OK,111,D_mod,0,0,0
67,1,0,DONE_FAIL,50,D_mod,0,0,0
68,3,1,DONE_OK,93,D_mod,0,0,0
69,1,1,DONE_OK,121,D_mod,0,0,0
70,2,1,DONE_OK,155,D_mod,0,0,0
71,1,1,DONE_OK,78,D_mod,0,0,0
72,5,1,DONE_OK,116,D_mod,0,0,0
73,5,1,DONE_OK,119,D_mod,0,0,0
74,1,1,DONE_OK,106,D_mod,0,0,0
75,1,1,DONE_OK,118,D_mod,0,0,0
76,3,1,DONE_OK,174,D_mod,0,0,0
77,1,0,DONE_FAIL,292,D_mod,1,0,1
78,2,1,DONE_OK,95,D_mod,0,0,0
79,2,1,DONE_OK,54,D_mod,0,0,0
80,1,0,DONE_FAIL,300,D_mod,0,0,0
81,1,1,DONE_OK,98,D_mod,0,0,0
82,2,1,DONE_OK,95,D_mod,0,0,0
83,1,1,DONE_OK,121,D_mod,0,0,0
84,2,1,DONE_OK,102,D_mod,0,0,0
85,1,1,DONE_OK,100,D_mod,0,0,1
86,1,1,DONE_OK,47,D_mod,0,0,0
87,1,1,DONE_OK,155,D_mod,0,0,1
88,2,1,DONE_OK,99,D_mod,0,0,0
89,1,0,DONE_FAIL,300,D_mod,0,0,0
90,1,1,DONE_OK,120,D_mod,0,0,0
91,1,0,DONE_FAIL,300,D_mod,0,0,0
92,1,1,DONE_OK,82,D_mod,0,0,0
93,1,1,DONE_OK,97,D_mod,0,0,0
94,1,1,DONE_OK,86,D_mod,0,0,1
95,1,1,DONE_OK,118,D_mod,0,0,0
96,1,1,DONE_OK,127,D_mod,0,0,0
97,2,1,DONE_OK,82,D_mod,0,0,1
98,1,0,DONE_FAIL,300,D_mod,0,0,0
99,1,1,DONE_OK,122,D_mod,0,0,0
