label,policy,frac,seed,episode,reason,success,steps,released,handoff_d,R_custom,R_builtin,ctrl_returned_minus_custom,ctrl_builtin_mismatch_steps,ctrl_builtin_max_abs
linger,linger,0.3,0,0,transport_stall,0,51,0,0.1233,-25.2532,26.9596,0.0,0,0.0
linger,linger,0.3,0,1,transport_stall,0,89,0,0.1668,-28.744,46.2009,0.0,0,0.0
linger,linger,0.3,0,2,transport_stall,0,80,0,0.1894,-24.5519,29.6886,0.0,0,0.0
linger,linger,0.3,0,3,transport_stall,0,87,0,0.1773,-28.4686,45.1119,0.0,0,0.0
linger,linger,0.3,0,4,transport_stall,0,51,0,0.1158,-25.36,26.7357,0.0,0,0.0
linger,linger,0.3,0,5,transport_stall,0,51,0,0.0979,-25.4427,27.184,0.0,0,0.0
linger,linger,0.3,0,6,transport_stall,0,138,0,0.3443,-32.1882,71.0521,0.0,0,0.0
linger,linger,0.3,0,7,transport_stall,0,102,0,0.2032,-29.7818,52.968,0.0,0,0.0
linger,linger,0.3,0,8,transport_stall,0,110,0,0.199,-30.5942,57.0364,0.0,0,0.0
linger,linger,0.3,0,9,transport_stall,0,86,0,0.194,-28.2484,44.6653,0.0,0,0.0
linger,linger,0.3,0,10,transport_stall,0,117,0,0.3022,-30.4548,60.2328,0.0,0,0.0
linger,linger,0.3,0,11,transport_stall,0,69,0,0.162,-26.842,36.0692,0.0,0,0.0
linger,linger,0.3,0,12,transport_stall,0,51,0,0.1134,-25.3265,27.0348,0.0,0,0.0
linger,linger,0.3,0,13,transport_stall,0,73,0,0.1881,-26.9918,37.9082,0.0,0,0.0
linger,linger,0.3,0,14,transport_stall,0,128,0,0.2862,-31.6917,66.0597,0.0,0,0.0
linger,linger,0.3,0,15,transport_stall,0,97,0,0.2034,-29.2755,50.3263,0.0,0,0.0
linger,linger,0.3,0,16,success,1,5,1,0.0954,149.4518,3.2065,0.0,0,0.0
linger,linger,0.3,0,17,transport_stall,0,75,0,0.1981,-27.116,38.9089,0.0,0,0.0
linger,linger,0.3,0,18,transport_stall,0,97,0,0.2018,-24.978,35.9239,0.0,0,0.0
linger,linger,0.3,0,19,transport_stall,0,51,0,0.103,-25.4124,27.0681,0.0,0,0.0
