label,policy,frac,seed,episode,reason,success,steps,released,handoff_d,R_custom,R_builtin,ctrl_returned_minus_custom,ctrl_builtin_mismatch_steps,ctrl_builtin_max_abs
zero,zero,0.3,0,0,transport_stall,0,51,0,0.1233,-25.1439,27.4445,0.0,0,0.0
zero,zero,0.3,0,1,transport_stall,0,51,0,0.1668,-25.1323,26.1467,0.0,0,0.0
zero,zero,0.3,0,2,transport_stall,0,51,0,0.1894,-22.9086,18.719,0.0,0,0.0
zero,zero,0.3,0,3,transport_stall,0,51,0,0.1773,-25.0459,26.0844,0.0,0,0.0
zero,zero,0.3,0,4,transport_stall,0,51,0,0.1158,-25.3427,26.915,0.0,0,0.0
zero,zero,0.3,0,5,success,1,5,1,0.0979,149.519,3.2135,0.0,0,0.0
zero,zero,0.3,0,6,transport_stall,0,51,0,0.3443,-24.4421,25.5207,0.0,0,0.0
zero,zero,0.3,0,7,transport_stall,0,51,0,0.2032,-24.8849,25.9231,0.0,0,0.0
zero,zero,0.3,0,8,transport_stall,0,51,0,0.199,-24.9378,25.8715,0.0,0,0.0
zero,zero,0.3,0,9,transport_stall,0,51,0,0.194,-24.9196,25.9966,0.0,0,0.0
zero,zero,0.3,0,10,transport_stall,0,51,0,0.3022,-24.5877,25.548,0.0,0,0.0
zero,zero,0.3,0,11,transport_stall,0,77,0,0.162,-27.6571,40.1109,0.0,0,0.0
zero,zero,0.3,0,12,transport_stall,0,51,0,0.1134,-25.1961,27.7009,0.0,0,0.0
zero,zero,0.3,0,13,transport_stall,0,51,0,0.1881,-24.9358,26.0647,0.0,0,0.0
zero,zero,0.3,0,14,transport_stall,0,51,0,0.2862,-24.6347,25.5667,0.0,0,0.0
zero,zero,0.3,0,15,transport_stall,0,51,0,0.2034,-24.8892,25.9091,0.0,0,0.0
zero,zero,0.3,0,16,success,1,5,1,0.0954,149.5143,3.222,0.0,0,0.0
zero,zero,0.3,0,17,transport_stall,0,51,0,0.1981,-24.8944,25.9819,0.0,0,0.0
zero,zero,0.3,0,18,transport_stall,0,51,0,0.2018,-22.618,18.6542,0.0,0,0.0
zero,zero,0.3,0,19,success,1,5,1,0.103,149.5187,2.8541,0.0,0,0.0
