label,policy,frac,seed,episode,reason,success,steps,released,handoff_d,R_custom,R_builtin,ctrl_returned_minus_custom,ctrl_builtin_mismatch_steps,ctrl_builtin_max_abs
creep,creep,1.0,0,0,transport_stall,0,51,0,0.4231,-24.1461,25.5043,0.0,0,0.0
creep,creep,1.0,0,1,transport_stall,0,51,0,0.5684,-23.1895,25.5002,0.0,0,0.0
creep,creep,1.0,0,2,transport_stall,0,51,0,0.6331,-23.3602,21.7383,0.0,0,0.0
creep,creep,1.0,0,3,transport_stall,0,51,0,0.5976,-23.2695,22.6002,0.0,0,0.0
creep,creep,1.0,0,4,transport_stall,0,51,0,0.3882,-24.2784,25.508,0.0,0,0.0
creep,creep,1.0,0,5,transport_stall,0,51,0,0.7663,-22.9737,18.5063,0.0,0,0.0
creep,creep,1.0,0,6,transport_stall,0,51,0,0.3343,-24.4538,25.5237,0.0,0,0.0
creep,creep,1.0,0,7,transport_stall,0,51,0,0.7431,-23.5464,22.672,0.0,0,0.0
creep,creep,1.0,0,8,transport_stall,0,51,0,0.6879,-23.57,25.5,0.0,0,0.0
creep,creep,1.0,0,9,transport_stall,0,51,0,0.6069,-23.57,25.5001,0.0,0,0.0
creep,creep,1.0,0,10,transport_stall,0,51,0,0.649,-23.57,25.5,0.0,0,0.0
creep,creep,1.0,0,11,transport_stall,0,51,0,0.7131,-23.57,23.309,0.0,0,0.0
creep,creep,1.0,0,12,transport_stall,0,51,0,0.5443,-23.3869,21.1876,0.0,0,0.0
creep,creep,1.0,0,13,transport_stall,0,51,0,0.3912,-24.2572,25.5078,0.0,0,0.0
creep,creep,1.0,0,14,transport_stall,0,51,0,0.6312,-23.5295,23.2313,0.0,0,0.0
creep,creep,1.0,0,15,transport_stall,0,51,0,0.5982,-23.5569,25.5001,0.0,0,0.0
creep,creep,1.0,0,16,transport_stall,0,51,0,0.6954,-23.4501,21.4216,0.0,0,0.0
creep,creep,1.0,0,17,transport_stall,0,51,0,0.3357,-24.4562,25.5243,0.0,0,0.0
creep,creep,1.0,0,18,transport_stall,0,51,0,0.6745,-23.57,25.5,0.0,0,0.0
creep,creep,1.0,0,19,transport_stall,0,51,0,0.6744,-22.9355,19.7047,0.0,0,0.0
