label,policy,frac,seed,episode,reason,success,steps,released,handoff_d,R_custom,R_builtin,ctrl_returned_minus_custom,ctrl_builtin_mismatch_steps,ctrl_builtin_max_abs
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,0,success,1,15,1,0.1521,148.8873,8.5467,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,1,transport_stall,0,59,0,0.1441,-25.7916,30.6848,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,2,success,1,14,1,0.1482,148.9397,8.0114,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,3,fell_off_table,0,69,0,0.1768,-39.9215,28.1756,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,4,success,1,54,1,0.233,145.6098,28.1815,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,5,success,1,23,1,0.2094,148.5985,12.3074,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,6,success,1,5,1,0.1035,149.6641,2.9095,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,7,success,1,27,1,0.2348,148.3125,14.6189,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,8,transport_stall,0,56,0,0.1388,-26.9231,29.0574,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,9,transport_stall,0,61,0,0.1575,-27.3315,31.471,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,10,success,1,24,1,0.1897,148.3456,13.1841,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,11,success,1,22,1,0.2037,148.6508,11.7441,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,12,success,1,12,1,0.1362,149.0859,6.979,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,13,success,1,22,1,0.1714,148.44,11.7785,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,14,success,1,66,1,0.3291,145.3403,33.9192,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,15,success,1,21,1,0.1811,148.5683,11.6244,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,16,success,1,20,1,0.1949,148.8176,11.1033,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,17,success,1,37,1,0.213,147.1765,19.8427,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,18,success,1,35,1,0.2026,147.2815,18.9108,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,1,19,success,1,57,1,0.2756,145.7437,29.8013,0.0,0,0.0
