label,policy,frac,seed,episode,reason,success,steps,released,handoff_d,R_custom,R_builtin,ctrl_returned_minus_custom,ctrl_builtin_mismatch_steps,ctrl_builtin_max_abs
creep,creep,1.0,1,0,transport_stall,0,51,0,0.5089,-23.8774,25.5007,0.0,0,0.0
creep,creep,1.0,1,1,transport_stall,0,51,0,0.4907,-23.5429,20.5654,0.0,0,0.0
creep,creep,1.0,1,2,transport_stall,0,51,0,0.5049,-23.8857,25.5008,0.0,0,0.0
creep,creep,1.0,1,3,transport_stall,0,51,0,0.5954,-23.5807,25.5001,0.0,0,0.0
creep,creep,1.0,1,4,transport_stall,0,76,0,0.7281,-25.32,38.0,0.0,0,0.0
creep,creep,1.0,1,5,transport_stall,0,51,0,0.7037,-23.57,25.05,0.0,0,0.0
creep,creep,1.0,1,6,transport_stall,0,51,0,0.3546,-24.3899,25.5158,0.0,0,0.0
creep,creep,1.0,1,7,transport_stall,0,51,0,0.788,-23.1993,19.3673,0.0,0,0.0
creep,creep,1.0,1,8,transport_stall,0,51,0,0.6438,-23.1664,20.0173,0.0,0,0.0
creep,creep,1.0,1,9,transport_stall,0,51,0,0.4788,-23.9686,25.5014,0.0,0,0.0
creep,creep,1.0,1,10,transport_stall,0,51,0,0.5384,-23.7778,25.5004,0.0,0,0.0
creep,creep,1.0,1,11,transport_stall,0,51,0,0.6345,-23.57,25.5001,0.0,0,0.0
creep,creep,1.0,1,12,transport_stall,0,51,0,0.6934,-23.57,25.5,0.0,0,0.0
creep,creep,1.0,1,13,transport_stall,0,51,0,0.4674,-23.467,25.5018,0.0,0,0.0
creep,creep,1.0,1,14,transport_stall,0,51,0,0.5714,-23.6635,25.5002,0.0,0,0.0
creep,creep,1.0,1,15,transport_stall,0,51,0,0.6829,-23.57,22.5303,0.0,0,0.0
creep,creep,1.0,1,16,transport_stall,0,51,0,0.5048,-23.8836,25.5008,0.0,0,0.0
creep,creep,1.0,1,17,transport_stall,0,51,0,0.653,-23.4786,25.4991,0.0,0,0.0
creep,creep,1.0,1,18,transport_stall,0,51,0,0.7183,-23.57,25.5,0.0,0,0.0
creep,creep,1.0,1,19,transport_stall,0,51,0,0.6846,-23.57,25.3963,0.0,0,0.0
