label,policy,frac,seed,episode,reason,success,steps,released,handoff_d,R_custom,R_builtin,ctrl_returned_minus_custom,ctrl_builtin_mismatch_steps,ctrl_builtin_max_abs
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,0,success,1,9,1,0.1233,149.3257,5.007,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,1,success,1,29,1,0.1668,147.5835,15.6538,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,2,success,1,27,1,0.1894,152.5917,12.1246,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,3,success,1,20,1,0.1773,148.4976,11.1368,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,4,success,1,7,1,0.1158,149.5276,4.312,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,5,success,1,5,1,0.0979,149.6548,2.8962,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,6,success,1,64,1,0.3443,145.7224,33.2002,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,7,success,1,33,1,0.2032,147.5482,17.8456,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,8,success,1,45,1,0.199,146.2458,23.6929,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,9,success,1,38,1,0.194,146.8854,20.236,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,10,success,1,46,1,0.3022,147.0302,24.2129,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,11,success,1,22,1,0.162,148.2363,12.2312,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,12,success,1,7,1,0.1134,149.5062,4.3222,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,13,success,1,25,1,0.1881,148.1536,13.748,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,14,success,1,46,1,0.2862,146.998,23.7622,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,15,success,1,21,1,0.2034,148.749,11.5973,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,16,success,1,5,1,0.0954,149.6805,2.9125,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,17,success,1,25,1,0.1981,148.2707,13.6833,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,18,transport_stall,0,91,0,0.2018,-24.9734,44.1831,0.0,0,0.0
good,actor:../checkpoints/td3_place_cerealscratch_s2/best,0.3,0,19,success,1,5,1,0.103,149.6901,3.2415,0.0,0,0.0
