episode,reason,success,handoff_attempts,place_steps,rel_yaw,eef_yaw,obj_yaw,off_x,off_y,off_z,off_xy,obj_z
0,success,1,1,67,-70.39634700105931,-39.74061779785162,-110.13696479891094,-0.002875897658688866,-0.00398673586576561,0.00023566982904351915,0.004915775646490996,1.0198002175243432
1,success,1,1,70,-53.89593353550791,-54.57087555568518,-108.46680909119308,3.904364535083473e-05,-0.0018496380689864507,-0.0011288871371826778,0.0018500501053988262,0.9916380738521519
2,success,1,1,54,88.53900960560442,-53.116901981618405,-144.57789237601398,-0.022249220137745596,0.00507792844737796,0.0015422406223282743,0.022821331119252324,0.9933418761163124
3,success,1,1,87,8.980225770122285,-65.7069954806336,-56.72676971051131,-0.00964186025127427,0.0021072712500176576,0.0034362852656303062,0.009869450908042135,0.987095811829532
4,success,1,1,25,4.468232317334674,-10.871856020284703,-6.403623702950029,0.003441013623837212,0.0002526516425193639,-0.002081529360953775,0.0034502764544165204,1.0755991331319754
5,success,1,1,70,77.64266088213594,-48.50668431118875,-150.86402342905282,-0.010304760522673245,-0.008074774844400346,-2.571333644079592e-05,0.013091603347848788,1.0077643846967288
6,timeout_dropped,0,1,300,54.52120517028741,-20.094573580548843,-145.57336841026145,-0.024847385362977696,0.0019250733093186573,-0.008691016178351694,0.024921847175170812,0.8989539440484153
7,success,1,1,74,89.15365236475664,-6.945406728597104,82.20824563615952,-0.0024850645564732034,-0.0050979690288530215,0.0038451015520893613,0.00567140494665863,0.968947113326231
8,success,1,1,31,45.60573343971882,-27.903037089996726,17.702696349722093,-0.012593246400062253,0.0010840696616629905,-0.0006252223984043398,0.01263982048622602,0.9645459133737595
9,success,1,1,67,88.73780662325282,4.817545454199262,93.55535207745208,0.001979848696037111,-0.003574610538889345,-0.00016095874476203156,0.004086274753848378,0.9761555257637927
10,success,1,1,69,-24.457814504611832,-68.55270986440266,-93.01052436901449,-0.009410659720457985,-0.003319923754743173,0.001122229620873001,0.009979098662281999,0.9825618702030626
11,success,1,3,109,-19.507184958836405,-67.350022598049,-86.8572075568854,0.012504207820126512,0.0011946732088346556,0.0001227106308202561,0.012561148724731361,1.0675225144825689
12,success,1,1,85,88.2805733858107,-61.873462220124,-153.5928888343133,0.007765752755554383,-0.0026780012867614034,0.013167298636297783,0.00821453630780802,0.9662445131624772
13,success,1,1,63,-4.88651706366671,-16.474208473559028,158.63927446277424,-0.008696745902058801,0.00019255054210660203,-0.002411631459840274,0.008698877226185118,0.999477236276052
14,success,1,1,94,12.075677007295294,-33.59491580467477,-21.51923879737948,8.420723582541019e-05,-0.0010662448441462868,0.007753272298413216,0.0010695648303089885,1.059467115026202
15,success,1,1,75,7.437291454289791,-60.309745782596764,-52.87245432830698,-0.018942429656113407,-0.0012459707761499927,-0.001955276856946632,0.018983363359842863,0.9935873295122127
16,success,1,1,70,27.872818933630754,-36.16358162381094,171.70923730981977,-0.0058322742982258174,-0.003997012815293473,-0.002797880801291998,0.007070469216068033,1.0034847472002486
