episode,reason,success,handoff_attempts,place_steps,rel_yaw,eef_yaw,obj_yaw,off_x,off_y,off_z,off_xy,obj_z
0,transport_stall,0,1,51,88.62819490704571,6.199643499792549,-85.17216159316172,-0.005923666577250644,0.001449665962648678,-0.0017020010878926698,0.0060984717037712395,1.0357154705708504
1,success,1,1,62,-66.73215746138055,-33.58130024149815,-100.31345770287871,-0.015623569818365126,0.0026039555947921043,-0.009192009334326762,0.015839082000197447,1.0327003099025458
2,release_miss,0,1,14,40.54757387015149,-13.239345287842111,-152.6917714176906,-0.009134371016088015,0.017571055802440148,-0.008063368688572731,0.019803503121216065,0.915040478942586
3,success,1,1,22,-44.74699695999231,-11.867330045073096,-56.61432700506541,0.006381599296461686,0.0010328110120785704,0.013048581850056869,0.006464635192125774,0.9157632381017957
4,success,1,2,79,66.24249390367824,-55.66382883470698,-169.42133493102872,0.004395766782312749,-0.008073276700544913,-0.0026901018550204068,0.00919241873981193,0.9779468327335851
5,timeout_dropped,0,1,300,-21.692403325093995,-13.424225968037211,144.8833707068688,0.011599329858220164,-0.010941280231420516,0.010177850463117491,0.01594540893995106,1.0785168413942285
6,success,1,1,29,-51.692906860412485,-17.108924869008504,111.198168270579,0.006975849469244819,-0.0023795019943675367,0.009616095525396672,0.007370515962859202,1.0597611414307058
7,success,1,1,76,-12.882467655806403,-3.94800364125919,-16.8304712970656,0.002137988491168726,-0.004428428636547736,0.006798758064728099,0.004917517155777493,0.9991506019916824
8,success,1,1,60,-77.47311308151238,-18.88918667357671,83.6377002449109,-0.01118338313151276,0.006811202418269718,0.002992362806257225,0.013094294049273807,0.958115165588674
9,release_miss,0,1,15,-78.97462250813969,-13.679810629768262,-92.65443313790794,0.0010712424443697244,0.003227477045170243,-0.0049827331127468896,0.0034006129523543346,0.9379354669349229
10,success,1,1,15,-22.757676584612394,-2.7912314899271804,154.4510919254604,-0.024460092279566935,0.00501245823789319,-0.00922110734986862,0.02496839706331893,0.9434930497592767
11,success,1,1,76,-8.142475606124393,20.40772397326812,12.265248367143725,-0.0026451939704836822,-0.008045948417417516,0.01833132765861197,0.008469612569487854,0.9267593159099793
12,success,1,1,85,2.150551864818984,-51.08725741396211,-48.93670554914312,0.0050175049093542645,0.006057571940247817,0.00867443509843506,0.007865718869033641,1.1331753178703672
13,success,1,1,78,66.09021102245386,5.388636548875027,-108.52115242867113,-0.008666946731421394,0.005831747235498469,0.006361563367702459,0.010446302765286866,0.9288790848475199
14,success,1,1,9,-5.228948370509933,-6.944059043601269,167.8269925858888,-0.012808325485628581,0.010120306207230348,-0.01062576029051835,0.01632402522277847,0.9493762080213723
15,transport_stall,0,1,133,33.17161358470377,-12.1758752694099,20.995738315293867,-0.00416553077822819,-0.0006067436139872305,0.005728807802023551,0.004209487436432212,1.0069475454471044
16,success,1,1,10,-19.72397495867302,-21.19281773984087,-40.91679269851388,-0.023845843745880748,-4.7460547682018914e-05,-0.006275727077076068,0.023845890976362076,1.0594763408515189
17,success,1,1,64,25.921473654190955,-48.35739250224496,157.564081151946,-0.013851616550436763,0.006311951824849394,-0.0037201104016042043,0.01522195837924783,0.9600854630232458
18,transport_stall,0,2,83,-83.52477789169606,-8.475269397757872,-92.00004728945393,-0.017613389835740838,0.00948585175974775,0.008696327870873658,0.020005321419904458,0.8879036066661918
19,success,1,1,17,23.136259953239566,-14.012771061133817,-170.87651110789423,0.0069165846812882115,-0.0005761984132548143,0.012524159549252978,0.0069405438018117944,1.0455342757427608
20,success,1,1,32,-86.93335042309833,-32.97201880304907,-119.90536922614739,-0.010818618917115736,0.006142368423738522,0.0001785536536799779,0.012440707581432599,0.9661653757873159
21,transport_stall,0,1,96,24.059531837133807,-10.138904574571573,-166.07937273743778,-0.013433041350697176,0.009658123018870904,0.008460500828566095,0.01654466500649633,0.8914630927497573
22,success,1,1,5,24.14653370501224,-14.499434847007295,-170.35290114199506,-0.0019458794699508462,0.008706267488139017,-0.0044125881847842646,0.008921072832714833,0.9593000921586445
23,transport_stall,0,1,87,62.5076858341665,-8.095028094388303,54.412657739778204,-0.003775478682430342,-0.008517653685430037,0.008959696667437716,0.009316902038038494,0.9842084192880176
24,success,1,1,60,-3.448215340202044,-32.44904027957616,-35.89725561977821,-0.0003901476554887735,-0.019037920256543838,0.005666523766546958,0.019041917521289854,0.8902976107824703
25,success,1,1,18,74.60987394441459,1.249550628544585,75.85942457295917,-0.013331781669565513,-0.0010015029986430147,-0.007959100277391946,0.013369345935432068,0.9257889477221818
26,timeout_released_miss,0,1,300,47.75092066166214,-15.618794586632978,32.13212607502918,-0.019268048726035335,-0.003612055568044789,-0.013013667936966237,0.019603689630666856,0.9688680458182652
27,success,1,1,31,56.503968127215764,-40.2943197475886,-163.79035162037283,-0.024446217604049955,0.004214376293824702,-0.007506638056966279,0.02480682411536216,1.0610035808493132
28,transport_stall,0,1,154,3.8894432090607327,-23.229654859502297,160.65978834955843,0.0019287056124337237,0.0021897419466416213,-0.0015898417951548754,0.00291802589644355,0.9451784494022548
29,success,1,1,46,19.447718205533928,6.364985309890979,-154.18729648457509,-0.0034711579859682653,0.00270584677025782,-0.004695772545645816,0.004401198076395329,1.0143146595739578
30,success,1,1,45,-71.55338402253207,-22.20962604199931,86.23698993546861,-0.014699471939576249,0.0008384246701989855,-0.005286294006301347,0.014723363448274575,0.986833099097713
31,success,1,1,21,29.25866803873329,-16.130659466655306,-166.871991427922,-0.016860110195317312,0.0031704682897596747,-0.008241910406909522,0.01715561671799106,0.9649994953410008
32,success,1,1,29,7.007370764605973,3.472478904165818,10.479849668771786,-0.022802503391053757,0.00028183729790401185,0.005058589419766922,0.022804245068879344,0.9228220589117705
33,success,1,1,122,-23.78526557792213,-2.913380127786403,153.3013542942915,0.011272358253846967,-0.0008407009356268527,0.004024074893854239,0.011303664833417333,1.012773898323503
34,transport_stall,0,1,77,36.11510583017073,-4.556718162811944,-148.44161233264123,-0.0157117476270003,0.01142401428638343,0.009822328152388557,0.019425939254255953,0.8847722453313749
35,success,1,1,69,21.059314597341448,-35.063790386033546,165.99552421130792,-0.004367253237729833,-0.004223771040106343,-0.00391790362765852,0.006075618704436835,0.9623843968929394
36,success,1,1,18,-63.02488679088057,-25.55978326246206,-88.58467005334262,-0.01283307786494812,0.004793791539087188,-0.0034411794059692993,0.013699208911760026,1.016003368438502
37,success,1,3,173,13.377257897289029,-10.208616543243764,3.1686413540452643,-0.015044140889862237,-0.0006368119615428468,-0.006385494204550045,0.015057612844949527,0.9820270674913271
38,success,1,2,23,-38.78118509457658,10.767018474718826,151.98583338014225,-0.016643533734240504,-0.003813012570680316,-0.009871539965051341,0.017074726352916108,1.0461591753832882
