episode,attempts,success,phase,steps,tag,regrasps,unjams
0,1,1,DONE_OK,116,probe,0,0
1,1,0,DONE_FAIL,57,probe,0,0
2,2,1,DONE_OK,112,probe,0,0
3,1,1,DONE_OK,47,probe,0,0
4,1,1,DONE_OK,118,probe,0,0
5,1,1,DONE_OK,124,probe,0,0
6,2,1,DONE_OK,105,probe,0,0
7,1,1,DONE_OK,97,probe,0,0
8,1,1,DONE_OK,117,probe,0,0
9,2,0,DONE_FAIL,300,probe,0,0
10,1,0,DONE_FAIL,300,probe,0,2
11,1,0,DONE_FAIL,300,probe,0,3
12,1,1,DONE_OK,121,probe,0,0
13,1,1,DONE_OK,105,probe,0,0
14,1,0,DONE_FAIL,300,probe,0,2
15,1,1,DONE_OK,47,probe,0,0
16,2,1,DONE_OK,124,probe,0,0
17,1,1,DONE_OK,140,probe,0,0
18,1,1,DONE_OK,112,probe,0,0
19,1,1,DONE_OK,127,probe,0,0
20,1,1,DONE_OK,102,probe,0,0
21,1,0,DONE_FAIL,300,probe,0,0
22,1,1,DONE_OK,86,probe,0,0
23,1,1,DONE_OK,109,probe,0,0
24,1,1,DONE_OK,79,probe,0,0
25,1,0,DONE_FAIL,300,probe,0,2
26,1,1,DONE_OK,91,probe,0,0
27,1,1,DONE_OK,53,probe,0,0
28,2,1,DONE_OK,113,probe,0,0
29,1,1,DONE_OK,90,probe,0,0
30,1,1,DONE_OK,124,probe,0,0
31,1,1,DONE_OK,93,probe,0,0
32,2,1,DONE_OK,108,probe,0,0
33,1,1,DONE_OK,59,probe,0,0
34,1,1,DONE_OK,98,probe,0,0
35,1,1,DONE_OK,111,probe,0,0
36,1,1,DONE_OK,107,probe,0,0
37,1,1,DONE_OK,84,probe,0,0
38,1,0,DONE_FAIL,300,probe,0,2
39,1,1,DONE_OK,85,probe,0,0
40,1,1,DONE_OK,135,probe,0,0
41,1,1,DONE_OK,128,probe,0,0
42,1,0,DONE_FAIL,300,probe,0,3
43,1,1,DONE_OK,107,probe,0,0
44,3,1,DONE_OK,121,probe,0,0
45,1,1,DONE_OK,85,probe,0,0
46,1,1,DONE_OK,114,probe,0,0
47,1,1,DONE_OK,96,probe,0,0
48,2,1,DONE_OK,125,probe,0,0
49,1,0,DONE_FAIL,300,probe,0,0
50,2,1,DONE_OK,98,probe,0,0
51,1,1,DONE_OK,90,probe,0,0
52,1,1,DONE_OK,106,probe,0,0
53,1,1,DONE_OK,100,probe,0,0
54,1,0,DONE_FAIL,122,probe,0,0
55,1,1,DONE_OK,65,probe,0,0
56,1,1,DONE_OK,94,probe,0,0
57,1,1,DONE_OK,114,probe,0,0
58,1,1,DONE_OK,126,probe,0,0
59,1,1,DONE_OK,140,probe,0,0
60,1,0,DONE_FAIL,36,probe,0,0
61,1,1,DONE_OK,78,probe,0,0
62,1,1,DONE_OK,135,probe,0,0
63,1,0,DONE_FAIL,300,probe,0,0
64,1,1,DONE_OK,112,probe,0,0
65,1,1,DONE_OK,118,probe,0,0
66,1,0,DONE_FAIL,300,probe,0,3
67,1,0,DONE_FAIL,300,probe,0,0
68,1,1,DONE_OK,128,probe,0,0
69,1,1,DONE_OK,106,probe,0,0
70,1,0,DONE_FAIL,300,probe,0,3
71,1,1,DONE_OK,81,probe,0,0
72,1,1,DONE_OK,109,probe,0,0
73,1,1,DONE_OK,91,probe,0,0
74,3,1,DONE_OK,132,probe,0,0
75,1,1,DONE_OK,77,probe,0,0
76,1,1,DONE_OK,76,probe,0,0
77,1,1,DONE_OK,85,probe,0,0
78,1,1,DONE_OK,129,probe,0,0
79,1,1,DONE_OK,61,probe,0,0
80,1,1,DONE_OK,119,probe,0,0
81,1,1,DONE_OK,133,probe,0,0
82,1,0,DONE_FAIL,300,probe,0,3
83,1,0,DONE_FAIL,300,probe,0,0
84,1,1,DONE_OK,75,probe,0,0
85,1,1,DONE_OK,57,probe,0,0
86,1,1,DONE_OK,95,probe,0,0
87,1,0,DONE_FAIL,136,probe,0,0
88,1,1,DONE_OK,117,probe,0,0
89,2,0,DONE_FAIL,90,probe,0,0
90,2,1,DONE_OK,125,probe,0,0
91,1,0,DONE_FAIL,300,probe,0,0
92,1,1,DONE_OK,83,probe,0,0
93,1,1,DONE_OK,88,probe,0,0
94,2,1,DONE_OK,100,probe,0,0
95,2,1,DONE_OK,56,probe,0,0
96,1,1,DONE_OK,88,probe,0,0
97,1,1,DONE_OK,116,probe,0,0
98,1,1,DONE_OK,112,probe,0,0
99,1,1,DONE_OK,116,probe,0,0
