episode,attempts,success,phase,steps,tag,regrasps,unjams
0,1,1,DONE_OK,118,probe,0,0
1,1,0,DONE_FAIL,62,probe,0,0
2,1,0,DONE_FAIL,300,probe,0,0
3,1,1,DONE_OK,135,probe,0,0
4,2,1,DONE_OK,102,probe,0,0
5,1,1,DONE_OK,45,probe,0,0
6,1,1,DONE_OK,84,probe,0,0
7,1,0,DONE_FAIL,300,probe,0,2
8,1,1,DONE_OK,105,probe,0,0
9,3,0,DONE_FAIL,300,probe,0,0
10,1,0,DONE_FAIL,128,probe,0,0
11,1,0,DONE_FAIL,300,probe,0,3
12,1,0,DONE_FAIL,65,probe,0,0
13,1,1,DONE_OK,85,probe,0,0
14,1,1,DONE_OK,105,probe,0,0
15,2,1,DONE_OK,85,probe,0,0
16,2,0,DONE_FAIL,300,probe,0,0
17,2,1,DONE_OK,57,probe,0,0
18,1,0,DONE_FAIL,300,probe,0,3
19,1,1,DONE_OK,127,probe,0,0
20,1,1,DONE_OK,84,probe,0,0
21,1,0,DONE_FAIL,300,probe,0,2
22,1,0,DONE_FAIL,300,probe,0,3
23,1,1,DONE_OK,121,probe,0,0
24,1,1,DONE_OK,131,probe,0,0
25,1,0,DONE_FAIL,300,probe,0,0
26,1,1,DONE_OK,84,probe,0,0
27,1,0,DONE_FAIL,300,probe,0,2
28,1,1,DONE_OK,83,probe,0,0
29,1,1,DONE_OK,109,probe,0,0
30,1,1,DONE_OK,35,probe,0,0
31,1,1,DONE_OK,112,probe,0,0
32,1,0,DONE_FAIL,300,probe,0,0
33,2,1,DONE_OK,53,probe,0,0
34,1,1,DONE_OK,109,probe,0,0
35,1,0,DONE_FAIL,300,probe,0,2
36,1,1,DONE_OK,121,probe,0,0
37,1,1,DONE_OK,131,probe,0,0
38,1,1,DONE_OK,115,probe,0,0
39,1,1,DONE_OK,61,probe,0,0
40,1,1,DONE_OK,71,probe,0,0
41,1,1,DONE_OK,114,probe,0,0
42,1,1,DONE_OK,92,probe,0,0
43,1,1,DONE_OK,163,probe,0,0
44,1,1,DONE_OK,85,probe,0,0
45,1,1,DONE_OK,86,probe,0,0
46,1,1,DONE_OK,119,probe,0,0
47,1,1,DONE_OK,85,probe,0,0
48,1,0,DONE_FAIL,300,probe,0,0
49,1,1,DONE_OK,100,probe,0,0
50,1,1,DONE_OK,60,probe,0,0
51,1,0,DONE_FAIL,92,probe,0,0
52,1,1,DONE_OK,83,probe,0,0
53,2,1,DONE_OK,81,probe,0,0
54,1,1,DONE_OK,130,probe,0,0
55,1,1,DONE_OK,103,probe,0,0
56,1,1,DONE_OK,94,probe,0,0
57,2,1,DONE_OK,121,probe,0,0
58,1,0,DONE_FAIL,300,probe,0,2
59,1,1,DONE_OK,78,probe,0,0
60,1,0,DONE_FAIL,300,probe,0,3
61,1,1,DONE_OK,120,probe,0,0
62,1,1,DONE_OK,135,probe,0,0
63,1,1,DONE_OK,80,probe,0,0
64,1,1,DONE_OK,107,probe,0,0
65,1,1,DONE_OK,119,probe,0,0
66,1,0,DONE_FAIL,300,probe,0,1
67,1,1,DONE_OK,102,probe,0,0
68,1,1,DONE_OK,84,probe,0,0
69,1,1,DONE_OK,92,probe,0,0
70,1,1,DONE_OK,82,probe,0,0
71,1,0,DONE_FAIL,300,probe,0,0
72,1,1,DONE_OK,115,probe,0,0
73,1,1,DONE_OK,52,probe,0,0
74,1,1,DONE_OK,127,probe,0,0
75,1,1,DONE_OK,105,probe,0,0
76,1,1,DONE_OK,79,probe,0,0
77,1,1,DONE_OK,81,probe,0,0
78,1,1,DONE_OK,39,probe,0,0
79,1,1,DONE_OK,129,probe,0,0
80,1,1,DONE_OK,131,probe,0,0
81,1,1,DONE_OK,90,probe,0,0
82,1,1,DONE_OK,51,probe,0,0
83,2,1,DONE_OK,51,probe,0,0
84,1,1,DONE_OK,82,probe,0,0
85,2,1,DONE_OK,98,probe,0,0
86,1,1,DONE_OK,110,probe,0,0
87,1,1,DONE_OK,70,probe,0,0
88,1,1,DONE_OK,90,probe,0,0
89,1,1,DONE_OK,46,probe,0,0
90,1,1,DONE_OK,94,probe,0,0
91,1,0,DONE_FAIL,300,probe,0,0
92,1,1,DONE_OK,97,probe,0,0
93,2,1,DONE_OK,99,probe,0,0
94,1,0,DONE_FAIL,300,probe,0,2
95,1,1,DONE_OK,83,probe,0,0
96,1,0,DONE_FAIL,105,probe,0,0
97,1,0,DONE_FAIL,90,probe,0,0
98,1,1,DONE_OK,113,probe,0,0
99,1,1,DONE_OK,126,probe,0,0
