episode,attempts,success,phase,steps
0,1,1,DONE_OK,125
1,1,1,DONE_OK,126
2,1,1,DONE_OK,133
3,1,1,DONE_OK,133
4,1,1,DONE_OK,126
5,1,1,DONE_OK,127
6,1,1,DONE_OK,125
7,1,1,DONE_OK,98
8,1,1,DONE_OK,131
9,1,1,DONE_OK,126
10,1,1,DONE_OK,128
11,1,1,DONE_OK,145
12,1,1,DONE_OK,99
13,1,1,DONE_OK,70
14,1,1,DONE_OK,101
15,1,1,DONE_OK,137
16,1,1,DONE_OK,102
17,1,1,DONE_OK,131
18,1,1,DONE_OK,126
19,1,1,DONE_OK,126
20,1,1,DONE_OK,111
21,1,1,DONE_OK,120
22,1,1,DONE_OK,126
23,1,1,DONE_OK,126
24,1,1,DONE_OK,127
25,1,1,DONE_OK,137
26,1,1,DONE_OK,128
27,1,1,DONE_OK,128
28,1,1,DONE_OK,97
29,1,1,DONE_OK,125
30,1,1,DONE_OK,125
31,1,1,DONE_OK,143
32,1,1,DONE_OK,127
33,1,1,DONE_OK,126
34,1,1,DONE_OK,130
35,1,1,DONE_OK,123
36,1,1,DONE_OK,130
37,1,1,DONE_OK,125
38,1,1,DONE_OK,127
39,1,1,DONE_OK,126
40,1,1,DONE_OK,125
41,1,1,DONE_OK,141
42,1,1,DONE_OK,125
43,1,1,DONE_OK,125
44,1,1,DONE_OK,131
45,1,1,DONE_OK,126
46,1,1,DONE_OK,123
47,1,1,DONE_OK,127
48,1,1,DONE_OK,127
49,1,1,DONE_OK,126
50,1,1,DONE_OK,101
51,1,1,DONE_OK,98
52,1,1,DONE_OK,135
53,1,1,DONE_OK,130
54,1,1,DONE_OK,125
55,1,1,DONE_OK,127
56,1,1,DONE_OK,124
57,1,1,DONE_OK,126
58,1,1,DONE_OK,106
59,1,1,DONE_OK,125
60,1,1,DONE_OK,98
61,1,1,DONE_OK,126
62,1,1,DONE_OK,132
63,1,1,DONE_OK,138
64,1,1,DONE_OK,126
65,1,1,DONE_OK,126
66,1,1,DONE_OK,139
67,1,1,DONE_OK,126
68,1,1,DONE_OK,123
69,1,1,DONE_OK,122
70,1,1,DONE_OK,136
71,1,1,DONE_OK,128
72,1,1,DONE_OK,124
73,1,1,DONE_OK,134
74,1,1,DONE_OK,124
75,1,1,DONE_OK,138
76,1,1,DONE_OK,129
77,1,1,DONE_OK,103
78,1,1,DONE_OK,120
79,1,1,DONE_OK,126
80,1,1,DONE_OK,133
81,1,1,DONE_OK,125
82,1,1,DONE_OK,141
83,1,1,DONE_OK,98
84,1,1,DONE_OK,140
85,1,1,DONE_OK,127
86,1,1,DONE_OK,127
87,1,1,DONE_OK,124
88,1,1,DONE_OK,133
89,1,1,DONE_OK,126
90,1,1,DONE_OK,126
91,1,1,DONE_OK,99
92,1,1,DONE_OK,124
93,1,1,DONE_OK,128
94,1,1,DONE_OK,131
95,1,1,DONE_OK,133
96,1,1,DONE_OK,121
97,1,1,DONE_OK,124
98,1,1,DONE_OK,100
99,1,1,DONE_OK,125
