episode,reason,success,handoff_attempts,place_steps,rel_yaw,eef_yaw,obj_yaw,off_x,off_y,off_z,off_xy,obj_z,eef_x,eef_y,eef_z,grip_w,j0,j1,j2,j3,j4,j5,j6
0,success,1,1,62,89.40833066211907,-20.331815530312447,-110.92348486819338,-0.004955568941092238,-0.001080795515427112,0.005522818247271478,0.005072058997693678,1.0427207166333563,0.15103081015745223,-0.36464261718212043,1.0492744116963642,0.04516076378388227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,success,1,1,72,10.063479289698076,-46.70816761774345,143.3553116719546,-0.00510996418835032,0.0007138297973794839,-0.003336164462358374,0.00515958205534611,1.0372516059070747,0.07199928703432605,-0.27329982737492975,1.0373611272307108,0.039718746511020364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,success,1,2,10,46.68623703412516,-53.531508163181584,-6.845271129056428,-0.02862324475121711,0.005174511300887071,-0.006311346267265419,0.029087208654167654,1.0128434210578952,0.10438757712162941,-0.04913534328590283,1.009698491847965,0.029855502216780704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,success,1,1,91,34.825873279952866,-62.377374963744515,-27.551501683791646,-4.111025051090219e-05,0.0015812546084713556,0.0025926365414810763,0.0015817889206556509,0.9855710281348796,0.22451721237409317,-0.4559038204346549,0.9877812771031311,0.03978541358031913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,success,1,1,57,-69.93462412166433,-37.687594120233484,72.37778175810219,0.011367534601738713,0.0021791109226750507,0.011069582570015061,0.011574513697561925,0.9901219267526021,0.13551078741272682,-0.3561883537622795,0.9927409132918376,0.0464932589793836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,success,1,1,87,-5.991849827313103,-43.619886243740524,130.38826392894637,0.0008615349588492352,-0.005518503481019401,-0.001811194166101531,0.005585348973461067,0.9863142011103366,0.1691671745085581,-0.4681588391606371,0.9837559650053835,0.04657766633628073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,transport_stall,0,1,124,-83.18846044676918,-51.83518626883232,-135.0236467156015,0.0020510208357848517,-0.002905159915513679,-0.006756172661939216,0.003556211552133961,1.0097950087153726,0.03222637951639771,-0.23607509020926778,1.002906941632865,0.04466024931415716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,transport_stall,0,1,132,44.499020967975966,-68.34650068115657,-23.84747971318061,0.005888104225643945,0.0007541904599390782,0.011070647089777117,0.0059362087751282135,0.9240537963464885,0.2441924746956241,-0.40566825070636453,0.9245757834435636,0.04319440617710507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,success,1,1,82,18.456011440165792,-7.8278605019628476,-169.37184906179706,-0.001171737686320287,-0.0074925613170125655,0.01491884078115595,0.007583630020955419,1.0494806254753206,0.1886529811245178,-0.48396212965450114,1.0656051213692075,0.049386024219919694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,release_miss,0,1,66,24.258739300240947,-58.73174977969166,145.5269895205493,-0.007946328772092455,0.0021150429071388247,0.0019676105086845227,0.008222988961030084,1.0952572815664845,0.22547154358031374,-0.2590696519351451,1.1008536583972892,0.04068007834451247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,success,1,1,28,-89.01348642873752,-45.91349299618516,45.07302057507731,-0.02564355411911513,-0.0035967233334682543,-0.0058500989822377805,0.025894560946219992,1.0116151260571276,0.19115946241194676,-0.3283444763531283,1.0152505977470296,0.046800948947539125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,timeout_released_miss,0,1,300,51.93743956892289,-35.21987842600612,-163.28243885708324,-0.017568299813442236,-0.009393630570798167,-0.0030485348591986657,0.01992198417918327,0.9683858457606676,-0.08470889936208435,-0.3633502776525108,0.9682141603188613,0.049971553302536414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,timeout_dropped,0,1,300,-70.01510637351855,-46.91366582453903,-116.92877219805757,-0.013702454951658286,-0.00299694038705617,0.02349609359691881,0.01402636529489351,0.9769070125619722,0.09282070379601523,-0.4404226055863156,1.0037168299920358,0.044066317144163675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,success,1,1,78,-71.16594684020097,-22.886841212142084,85.94721194765695,-0.013659933592056826,-0.009439283028465752,0.0031725839994382575,0.016604031131953592,0.9547424658291085,0.14580352510528127,-0.414481978814542,0.9656425171121491,0.054515844373294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,transport_stall,0,1,79,12.366893749064632,-27.163824253146384,-14.796930504081748,0.00047388013440783196,0.0003768662945080308,-0.004773951340818056,0.0006054672457884065,1.0386824500264047,0.061038706318124275,-0.33344274325135315,1.0350857779102667,0.04409602462379113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,success,1,1,56,-79.62066719728017,-22.116258001833323,78.26307480088651,-0.006457967682696849,-0.005407179605718713,0.002575896048410976,0.00842276307866114,0.983765818592039,0.0936225549198186,-0.2825752325599984,0.9879976337303009,0.04789483417267149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,success,1,1,61,62.48427474153272,-40.32039755958129,22.16387718195143,-0.023568203480351865,0.0017013219157972805,0.02141853388421015,0.02362953049792657,0.9234569831825773,0.10488729933966225,-0.13433967023650423,0.9425868755023586,0.02114395786050857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
