act_all,act_tail,attempts,d_end,d_min,d_progress,d_start,episode,frac_grasped,grasped_end,max_run_near,n_near,net_tail,path_tail,phase,steps,success,tag,tr_steps,z_end,z_min
0.7242769775291283,0.5841867530345917,1,0.2006831169128418,0.20063255727291107,0.19229651987552643,0.3929290771484375,0,0.05,0,0,0,4.4481403165264055e-06,4.501720923144603e-06,DONE_FAIL,300,0,int8_rand,300,0.843280017375946,0.8414928317070007
1.1170374155044556,1.1170374155044556,1,0.15333597362041473,0.15333597362041473,0.11311759054660797,0.2664535641670227,1,1.0,1,3,3,0.1636681705713272,0.1644744873046875,DONE_OK,87,1,int8_rand,13,1.1574441194534302,1.0644336938858032
1.1149998545646667,1.1149998545646667,1,0.15775050222873688,0.15775050222873688,0.07738751173019409,0.23513801395893097,2,1.0,1,3,3,0.09969064593315125,0.10078303515911102,DONE_OK,47,1,int8_rand,10,1.0859979391098022,1.0658807754516602
0.921612446722777,0.921612446722777,1,0.16349130868911743,0.16349130868911743,0.1960754096508026,0.35956671833992004,3,1.0,1,3,3,0.4338594675064087,0.512327253818512,DONE_OK,109,1,int8_rand,46,1.3228906393051147,1.0380425453186035
1.0085836418650367,1.0085836418650367,1,0.1710783988237381,0.1710783988237381,0.13252343237400055,0.30360183119773865,4,1.0,1,3,3,0.480800062417984,0.5539358258247375,DONE_OK,90,1,int8_rand,44,1.3555960655212402,1.041145920753479
0.8410823973019917,0.8285979652404785,1,0.33986741304397583,0.33689114451408386,0.11361923813819885,0.4505103826522827,5,1.0,1,0,0,0.0015557989245280623,0.00645412178710103,DONE_FAIL,300,0,int8_rand,300,1.3773059844970703,1.0144340991973877
0.7771451151560224,0.7047447800636292,2,0.15859757363796234,0.15859757363796234,0.46230752766132355,0.6209051012992859,6,1.0,1,3,3,0.41012173891067505,0.45963433384895325,DONE_OK,132,1,int8_rand,63,0.9962665438652039,0.8668527007102966
0.8386674738944845,0.8386674738944845,1,0.16843993961811066,0.16843993961811066,0.2675747126340866,0.43601465225219727,7,1.0,1,3,3,0.3857734501361847,0.4516911208629608,DONE_OK,89,1,int8_rand,47,1.165498971939087,1.0515135526657104
0.8713574460868178,0.8321071350574494,1,0.16378188133239746,0.16378188133239746,0.4554365277290344,0.6192184090614319,8,1.0,1,3,3,0.4725727140903473,0.5204111337661743,DONE_OK,120,1,int8_rand,58,1.1598613262176514,0.9955410957336426
1.1168424685796101,1.1168424685796101,1,0.17654317617416382,0.17654317617416382,0.07091860473155975,0.24746178090572357,9,1.0,1,3,3,0.19671280682086945,0.1972178816795349,DONE_OK,88,1,int8_rand,15,1.3538506031036377,1.2433663606643677
0.9774028961620633,0.9410979211330414,1,0.1624690592288971,0.1624690592288971,0.40494659543037415,0.5674156546592712,10,1.0,1,3,3,0.5263867974281311,0.554441511631012,DONE_OK,105,1,int8_rand,63,1.373429298400879,0.9817776679992676
1.0489949243409293,1.0489949243409293,1,0.16616228222846985,0.16616228222846985,0.18797895312309265,0.3541412353515625,11,1.0,1,3,3,0.32739007472991943,0.3304190933704376,DONE_OK,49,1,int8_rand,28,1.2090684175491333,1.0112553834915161
0.9006248226872197,0.8858346843719482,1,0.15673990547657013,0.15673990547657013,0.40123049914836884,0.557970404624939,12,1.0,1,3,3,0.5028676986694336,0.5547782182693481,DONE_OK,115,1,int8_rand,54,1.2356181144714355,0.9713065028190613
0.863684928778446,0.8503462421894074,2,0.16481336951255798,0.16481336951255798,0.3905126750469208,0.5553260445594788,13,1.0,1,3,3,0.46431538462638855,0.5290282368659973,DONE_OK,110,1,int8_rand,66,1.4041794538497925,1.0357155799865723
1.1133664846420288,1.1133664846420288,1,0.16685184836387634,0.16685184836387634,0.17061835527420044,0.3374702036380768,14,1.0,1,3,3,0.23033063113689423,0.2424556016921997,DONE_OK,89,1,int8_rand,22,1.2448394298553467,1.1666209697723389
1.040642573283269,1.040642573283269,1,0.1629418134689331,0.1629418134689331,0.2835027277469635,0.4464445412158966,15,1.0,1,3,3,0.44691672921180725,0.45533400774002075,DONE_OK,103,1,int8_rand,39,1.3362399339675903,1.0825201272964478
0.9058658368885517,0.9058658368885517,1,0.17357325553894043,0.17357325553894043,0.16933739185333252,0.34291064739227295,16,1.0,1,3,3,0.44787466526031494,0.540996789932251,DONE_OK,119,1,int8_rand,48,1.2497180700302124,0.9918692111968994
1.1170374155044556,1.1170374155044556,1,0.14866870641708374,0.14866870641708374,0.1269577145576477,0.27562642097473145,17,1.0,1,3,3,0.1475980430841446,0.14851941168308258,DONE_OK,83,1,int8_rand,12,1.1795382499694824,1.1043890714645386
1.1170374155044556,1.1170374155044556,1,0.15830381214618683,0.15830381214618683,0.07905399799346924,0.23735781013965607,18,1.0,1,3,3,0.10341945290565491,0.10393032431602478,DONE_OK,76,1,int8_rand,8,1.205188274383545,1.1657408475875854
0.7127596596876781,0.6675561666488647,1,0.4351963996887207,0.4351905286312103,0.19686999917030334,0.6320605278015137,19,0.09333333333333334,0,0,0,2.075277507174178e-06,2.400951871095458e-06,DONE_FAIL,300,0,int8_rand,300,0.8432567715644836,0.8401530981063843
1.1170374155044556,1.1170374155044556,1,0.17254558205604553,0.17254558205604553,0.07449015974998474,0.24703574180603027,20,1.0,1,3,3,0.152939110994339,0.15409347414970398,DONE_OK,75,1,int8_rand,13,1.2713370323181152,1.169614315032959
0.8925642132759094,0.8920863616466522,1,0.7911164164543152,0.5863649845123291,0.017790675163269043,0.6041556596755981,21,0.016666666666666666,0,0,0,1.3168310943001416e-05,0.0012864753371104598,DONE_FAIL,300,0,int8_rand,300,0.34224995970726013,0.322405606508255
0.6919045263528824,0.6675561666488647,1,0.5403037071228027,0.5402445197105408,0.015500247478485107,0.5557447671890259,22,0.01,0,0,0,1.0929775271506514e-06,1.489822352596093e-06,DONE_FAIL,300,0,int8_rand,300,0.8432454466819763,0.8405165076255798
1.0150346476204541,1.0150346476204541,1,0.1617005616426468,0.1617005616426468,0.34541432559490204,0.5071148872375488,23,1.0,1,3,3,0.49946263432502747,0.5167011022567749,DONE_OK,114,1,int8_rand,49,1.2522351741790771,0.9194329380989075
0.935921520579095,0.9323576867580414,1,0.1677437126636505,0.1677437126636505,0.2525995671749115,0.420343279838562,24,1.0,1,3,3,0.5123223662376404,0.5854029655456543,DONE_OK,119,1,int8_rand,51,1.4589704275131226,1.0906349420547485
1.1170374155044556,1.1170374155044556,1,0.14998526871204376,0.14998526871204376,0.035636961460113525,0.1856222301721573,25,1.0,1,3,3,0.04239766672253609,0.04278937727212906,DONE_OK,67,1,int8_rand,4,1.2758393287658691,1.2529653310775757
