episode,mode,success,steps,phase,ticks,detections,truth_fallback_steps,latched
0,latch,1,143,7,1,1,0,1
1,latch,1,156,7,1,1,0,1
2,latch,1,153,7,1,1,0,1
3,latch,1,151,7,2,1,1,1
4,latch,1,147,7,147,0,147,0
5,latch,1,109,7,1,1,0,1
6,latch,1,160,7,1,1,0,1
7,latch,1,138,7,138,0,138,0
8,latch,1,159,7,2,1,1,1
9,latch,1,137,7,1,1,0,1
10,latch,1,115,7,2,1,1,1
11,latch,1,170,7,1,1,0,1
12,latch,1,153,7,1,1,0,1
13,latch,1,120,7,1,1,0,1
14,latch,1,131,7,1,1,0,1
15,latch,1,156,7,3,1,2,1
16,latch,1,104,7,1,1,0,1
17,latch,1,167,7,3,1,2,1
18,latch,1,99,7,1,1,0,1
19,latch,1,157,7,1,1,0,1
20,latch,1,148,7,1,1,0,1
21,latch,1,159,7,3,1,2,1
22,latch,1,157,7,1,1,0,1
23,latch,1,145,7,1,1,0,1
24,latch,0,197,8,1,1,0,1
25,latch,1,147,7,1,1,0,1
26,latch,1,165,7,2,1,1,1
27,latch,1,144,7,1,1,0,1
28,latch,1,158,7,1,1,0,1
29,latch,1,137,7,1,1,0,1
30,latch,1,159,7,3,1,2,1
31,latch,1,166,7,1,1,0,1
32,latch,1,149,7,2,1,1,1
33,latch,0,326,8,2,1,1,1
34,latch,1,156,7,3,1,2,1
35,latch,1,118,7,1,1,0,1
36,latch,1,137,7,1,1,0,1
37,latch,1,140,7,2,1,1,1
38,latch,1,140,7,1,1,0,1
39,latch,1,154,7,2,1,1,1
40,latch,1,138,7,1,1,0,1
41,latch,1,159,7,3,1,2,1
42,latch,1,152,7,2,1,1,1
43,latch,0,325,8,1,1,0,1
44,latch,1,146,7,1,1,0,1
45,latch,1,126,7,1,1,0,1
46,latch,1,85,7,1,1,0,1
47,latch,1,140,7,3,1,2,1
48,latch,1,145,7,1,1,0,1
49,latch,1,147,7,2,1,1,1
