episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,eef_path,eef_net,eef_vmax,eef_amax,margin_hand,joint_hand,grasp_step
0,7,jerk,,0,1.0,1,1,1,-1,12.079756952976837,0.001142058470978016,0.0015411123759720687,0.14938391074963708,0.21650538913649905,0.008652835713954511,0.117566877493279,2.18586365375885,0.7116099598527925,3,27
1,7,jerk,,0,-1.0,1,1,1,-1,0.6436508990222904,0.013110392792290605,0.002582612941273127,0.15234864020856487,0.2385898288476715,0.02337211883138466,0.12669758540782144,2.302144771841166,0.03275837469392551,5,30
2,7,jerk,,1,1.0,1,1,1,-1,4.379330185076029,0.009400321416269786,0.002167353207024036,0.14281614705982193,0.20151716445543918,0.045939764061427864,0.1384665646796541,2.1200266104351164,0.5341186799343327,5,25
3,7,jerk,,1,-1.0,1,0,0,-1,4.034777280543409,0.001683689257815934,,0.0,,,,,,,34
4,7,jerk,,0,1.0,1,1,1,-1,17.397055768360474,0.0037689943642957046,0.0025469850755865248,0.12581199903175255,0.2340138057823482,0.020288563203329116,0.13689163929068196,2.3088342369695196,0.04979773905362661,5,24
5,7,jerk,,0,-1.0,1,1,1,-1,20.024219130033217,0.0049234648251746515,0.00429653461936169,0.15982415791558968,0.24688823404180135,0.019105037816957382,0.14583852518666007,2.4160905952695018,0.07734727784283102,5,26
6,7,jerk,,1,1.0,1,1,1,-1,9.805001775809643,0.015830745458050473,0.0030326664552596653,0.15962629446374432,0.21148247352575855,0.01736384174965918,0.14268497264367547,2.2719466296628372,0.08215966389802665,5,25
7,7,jerk,,1,-1.0,1,1,1,-1,13.005521782951433,0.0018455590429471654,0.005535416508328132,0.12754006100932358,0.17999847454996237,0.03429133203585505,0.11407037163431183,2.0163992704260036,0.4578434107075444,5,29
8,7,jerk,,0,1.0,1,1,1,-1,32.138765096817565,0.006192405722654418,0.012757418438180559,0.12244202467689203,0.2154468903849382,0.006741779910251814,0.10719113526238748,2.1847580937636386,0.7109317267158661,5,27
9,7,jerk,,0,-1.0,1,1,1,-1,42.068015821320344,0.00838582132924168,0.015076778498456645,0.1287453446891914,0.23560971756989849,0.0205539859403384,0.13667063899807244,2.370202387660236,0.0743114472467612,5,25
10,7,jerk,,1,1.0,1,1,1,-1,7.1296684150171075,0.009413487040014382,0.008524376426104437,0.13871230860266526,0.24330782083597385,0.05398752666044573,0.13433759752031715,2.479764564113015,-0.00012020478617813524,5,29
11,7,jerk,,1,-1.0,1,1,1,-1,38.22786087955788,0.00570114372976522,0.00833288225658036,0.1255353729430504,0.17578167401799866,0.014981186017177062,0.08684831044615145,1.9889023018167364,0.2450290754092337,5,28
12,7,jerk,,0,1.0,1,1,1,-1,4.485511345491389,0.006478058791683924,0.0007592277805286417,0.14411392793183064,0.24430148710708882,0.04720057494208113,0.13142626651555572,2.2976330979051434,0.4504580134030287,6,29
13,7,jerk,,0,-1.0,1,1,1,-1,29.835244235747496,0.006335342856759032,0.008562068720372023,0.12542429547810574,0.23461426375852262,0.017018904037695907,0.13158204600087173,2.3487603729233224,0.11636204526522276,5,24
14,7,jerk,,1,1.0,1,1,1,-1,34.2979003803992,0.00587044082147119,0.012174442250640596,0.1250966600150093,0.1831893234243271,0.01949815642986461,0.11164468706685325,2.0322966982127237,0.24423806263796077,5,24
15,7,jerk,,1,-1.0,1,1,1,-1,23.50860369895871,0.017309246367382354,0.007807804283462808,0.13458046195695972,0.20644452552818182,0.008786565637787921,0.11722153177003543,2.1325345373289673,0.9766782454440435,3,32
16,7,jerk,,0,1.0,1,1,1,-1,5.801997853818705,0.005592091167733926,0.0010526961085723084,0.13583162968829532,0.223452479341699,0.02363360829825766,0.12475263279279404,2.2103755515770662,0.08465378673125112,5,24
17,7,jerk,,0,-1.0,1,1,1,-1,18.079736668352098,0.012700675328325455,0.0042121981124820865,0.20920925496203258,0.26512244895081744,0.11401611078057104,0.16953631045350032,2.2924966115009426,-0.0003125008366899884,5,25
18,7,jerk,,1,1.0,1,1,1,-1,2.6747076865833606,0.010319378674416532,0.006196131199325511,0.16521250952817956,0.1817618174492364,0.007760825463080301,0.09618659927751068,1.9236748808655433,0.7080267359678962,5,25
19,7,jerk,,1,-1.0,1,1,1,-1,1.1123434816372466,0.0022182178381113505,0.00025239668144419556,0.14201322875890066,0.1785256125897832,0.010935724673160474,0.0847552258629483,1.9670322388608126,0.5704016260638101,5,22
20,7,jerk,,0,1.0,1,1,1,-1,10.26761120480873,0.008393737423801754,0.001436312079216232,0.1123597744751047,0.2037597054673665,0.019322285561039064,0.10804118249258884,2.1488985423838134,-0.000323753924618142,5,26
21,7,jerk,,0,-1.0,1,1,1,-1,23.41911592056755,0.004357847156120546,0.004691740523688363,0.14056993861531375,0.23508021566251838,0.011451776641922172,0.12126815205951955,2.315001945273736,0.26318415114784166,5,33
22,7,jerk,,1,1.0,1,1,1,-1,17.486159689654812,0.0052442845685113405,0.006296110702556524,0.13185414652774785,0.1784173401122457,0.00949773835841852,0.08435678297083943,1.9915529011681101,0.637337492333967,5,29
23,7,jerk,,1,-1.0,1,1,1,-1,40.69905237773608,0.006136380289046658,0.006476564096141983,0.048237503175214025,0.1755088864230129,0.01737060883523319,0.09152084298288286,2.0854123661924517,0.12606860091593752,5,28
24,7,jerk,,0,1.0,1,1,1,-1,5.074245652981347,0.017985593824960098,0.013854809485959409,0.13220779052180864,0.186614159455369,0.008478070879402664,0.10286325661618478,2.025468818158022,0.8770837955718065,5,27
