attempts,eef_z,episode,frac_grasped,grip_w,off_x,off_xy,off_y,off_z,outcome,rel_yaw,success,tag,tr_steps
1,1.005994856164091,0,1.0,0.05961813187699605,-0.012771970007098845,0.01332571068206373,-0.003801492775191733,0.013324911528096232,carried_ok,42.97985091091314,1,fp32,45
1,1.075503367353842,1,1.0,0.0511799237738724,0.00026926646533618126,0.0036512842117984,-0.003641342055612686,0.004860572270796247,carried_ok,34.910919649108045,1,fp32,71
1,1.0877766549849273,2,1.0,0.04282700033951514,-0.0011267609583404615,0.00377069675892793,0.0035984112870194925,-0.0032556062629141916,carried_ok,29.990363164624647,1,fp32,13
1,1.0780980580517752,3,1.0,0.045656414315744125,-0.012645929324348814,0.012902115771383924,-0.002558332054634139,0.0073707866944167436,carried_ok,78.99653614276743,1,fp32,48
1,0.9906876918636028,4,1.0,0.04610604487094491,0.0004505947644785588,0.004069116646002193,-0.004044091324017875,-0.003805439561568053,carried_ok,-27.434503364100376,1,fp32,54
1,1.0418212730711351,5,1.0,0.04274366717981238,0.0039917611194295825,0.00418946192093818,0.001271783925201648,-0.007887517320816852,carried_ok,14.137668660617315,1,fp32,34
1,1.0239217600875543,6,1.0,0.03986944305035499,0.006909497788279201,0.006959741924540801,-0.0008347742029888772,-0.0024231958251616005,carried_ok,-3.27720027252959,1,fp32,53
1,1.076457716183325,7,1.0,0.03973980942449423,0.002218312348793426,0.0029969767328979512,-0.0020151823393237327,-0.0014538988247333315,carried_ok,-6.187093830090578,1,fp32,63
1,1.2981050780503764,8,1.0,0.05569589649356564,-0.009720978930863043,0.010526498632799279,0.00403853217048495,0.0010767650950336159,carried_ok,52.9652947887122,1,fp32,35
1,1.1306656349704225,9,1.0,0.039724445733520436,0.00622803101712284,0.006276463712928876,-0.0007782200135365142,0.0007121057888400729,carried_ok,-1.1361988341544682,1,fp32,57
1,1.0727313652380182,10,0.08333333333333333,0.04726160443245292,-0.025526670228674674,0.02553696333573703,-0.0007249851358969417,0.0057546215704577675,dropped_in_carry,-60.68895546589531,0,fp32,300
1,1.0296037261889466,11,1.0,0.05140548827845873,-0.000618149020482503,0.0043735439941713335,0.004329639575926461,-0.007580648191519306,carried_ok,22.481883403887945,1,fp32,36
1,1.0621775970958929,12,1.0,0.05208478579081664,-0.0030267985259567537,0.0043065849678157716,-0.003063521628499266,0.012989387414616789,carried_ok,-5.114407069755018,1,fp32,63
1,1.0437869627044356,13,1.0,0.046357006911714536,-0.010722533337584217,0.01080361068553789,-0.0013210914688482286,0.004264850881302757,carried_ok,85.49116912530158,1,fp32,45
1,1.0447139897535558,14,1.0,0.03964698330350029,-0.011215867112274527,0.011258925078368709,0.0009837270150394707,0.009359661962884971,carried_ok,22.364349519216827,1,fp32,54
1,1.1493260422111429,15,1.0,0.04634102217047582,-0.014944836957745893,0.014950463246614492,0.000410121439043629,0.005662881508609124,carried_ok,-84.50988907952646,1,fp32,17
1,0.9645362042230327,16,1.0,0.04195863202363587,-0.0037576862509358347,0.007455591338926371,-0.006439381666946113,0.005824423168139682,carried_ok,-29.68623352934478,1,fp32,68
