attempts,eef_z,episode,frac_grasped,grip_w,off_x,off_xy,off_y,off_z,outcome,rel_yaw,success,tag,tr_steps
1,1.2912678767571666,0,1.0,0.045562644875682734,0.00536018150539677,0.006862234089458977,0.0042847066326337085,-0.002483028680063784,carried_ok,-56.349276590060036,1,fp32,29
1,0.9646759025359435,1,1.0,0.05980612731221198,-0.0061940140933501135,0.009855518918859036,-0.0076658621544721615,0.006453264959985031,carried_ok,65.34117201908477,1,fp32,48
1,1.0817083295874546,2,1.0,0.046271823887831964,-0.014753797427295403,0.01539241842548527,-0.004387710845024999,0.002222566859770835,carried_ok,72.13178381926824,1,fp32,46
1,0.9973427852855361,3,1.0,0.05061147802195299,0.007386348101287898,0.007453492318602538,0.0009982031206461463,-0.004670756271774611,carried_ok,73.1577270411484,1,fp32,110
1,1.0240882881599433,4,1.0,0.03893473933083441,-0.01241714505832426,0.012425883203806273,0.0004659205889078837,0.008744754613632812,carried_ok,7.825492790292404,1,fp32,15
1,1.0944571209742122,5,1.0,0.05423919675539642,-0.0030733732386030057,0.003093418469558392,-0.0003515889134256866,-0.003439940801705572,carried_ok,-71.8846790886351,1,fp32,41
1,1.082232320062586,6,1.0,0.05459692985919622,-0.010544528477658492,0.011333605540715505,-0.00415494088241774,-0.0002509874226738675,carried_ok,69.53809021363357,1,fp32,43
1,0.9717879777198342,7,1.0,0.05907365731269677,-0.0018638231824853546,0.00692986040036291,-0.006674513339034401,0.0006949738194884233,carried_ok,63.87651369152129,1,fp32,38
1,1.0593560709213399,8,1.0,0.04492572510752008,-0.009413821341436595,0.009660317922266348,-0.002168342710637163,-0.000597408459971166,carried_ok,6.516944862494349,1,fp32,57
1,1.10902305755828,9,1.0,0.05901368534807387,-0.009752777511449493,0.009904491423083325,-0.0017269282446286454,0.007497315206965031,carried_ok,-84.76625311203426,1,fp32,60
1,1.07595091300252,10,1.0,0.03972325056864747,-0.009107933064133163,0.009108400061586861,-9.223329759604183e-05,0.003047746681765025,carried_ok,-3.0365022648830817,1,fp32,43
1,0.9966428992160254,11,1.0,0.05116329980599746,-0.003909668499121751,0.01008297130454605,-0.009294127315422042,0.004985895170604724,carried_ok,89.36171210442019,1,fp32,48
1,1.0713357137555506,12,1.0,0.039701215375133804,-0.006467135147443607,0.00647078893152583,-0.00021742212641943129,0.0011907565081230775,carried_ok,-0.26447437435527094,1,fp32,46
1,1.054185164689911,13,1.0,0.0446296855657185,-0.006933516696765752,0.008772766770863362,0.005374735624347947,0.003358227731769256,carried_ok,26.589087569002253,1,fp32,17
1,1.0726143494598528,14,1.0,0.050942721907251826,-0.01625572157962573,0.01754553036971675,-0.006602813936523058,-0.0037322122608982452,carried_ok,-34.11785545928533,1,fp32,46
1,0.9840802348959764,15,1.0,0.05346094616552595,0.006508411629353338,0.006562161631986162,-0.0008381785890903606,-0.0029512712252770306,carried_ok,64.68673334345243,1,fp32,50
1,1.130425129272089,16,1.0,0.045206159943287624,-0.014016184153469367,0.01436623931572298,-0.0031520491513710395,0.008386595297730252,carried_ok,78.1166053817099,1,fp32,73
1,1.0414814426710979,17,1.0,0.049645981300456256,-0.0014291157537957631,0.0029759090641316606,0.0026102993928348037,0.013035849094084428,carried_ok,37.46093962504295,1,fp32,65
1,1.1245962071484814,18,1.0,0.03906530328628689,0.0022114109954517423,0.0030306352016723852,0.002072296102107745,-0.003606845588584269,carried_ok,20.197423058699684,1,fp32,17
1,1.0224478730527702,19,1.0,0.060188936253519926,-0.008430898136133087,0.010503278767444972,-0.006264089836904321,-0.0006598778135947017,carried_ok,53.75316050499167,1,fp32,43
1,1.1325142653511058,20,1.0,0.0498386804797603,-0.0019966593463066453,0.0023277257836408073,0.001196519443482859,-0.0037675591574950805,carried_ok,-66.09933006989068,1,fp32,42
1,0.9821630073632334,21,1.0,0.04788961152714536,0.0077781590766495545,0.007857272960635568,-0.0011121959163155487,-0.0036326206742147067,carried_ok,79.82583975762607,1,fp32,40
1,0.9935608965556737,22,1.0,0.0397589556418246,-0.003450053654109918,0.0045044094634672256,-0.002896003176506528,0.004159353421408271,carried_ok,-8.45273021854613,1,fp32,59
1,1.1574174545910647,23,1.0,0.05583981862848685,-0.0006607321099128135,0.0007553304277088693,0.0003660015491128764,-0.0064170145996735916,carried_ok,-60.20432896461367,1,fp32,34
1,1.0821830487652901,24,1.0,0.04569079208134926,0.0031595318000679244,0.0037292426277757257,-0.0019810626898660076,-0.0027848674734256527,carried_ok,-14.80811507540469,1,fp32,57
1,1.0975338306574753,25,1.0,0.039721911459124556,-0.00585547419489286,0.00587808614391941,0.0005150909320510038,-0.0022519325964688217,carried_ok,8.265105613589762,1,fp32,10
1,0.9883887153255632,26,1.0,0.049837555892441036,-0.005153440265716524,0.008272498047504013,-0.006471188250518548,0.0013429266300806833,carried_ok,-2.5025499206617035,1,fp32,67
1,1.0204512683018718,27,1.0,0.03970735274465281,-0.0018504117667730298,0.0018826652184868208,-0.00034699368623642606,0.003973533379680371,carried_ok,13.039295705023724,1,fp32,25
1,1.1830811932278724,28,1.0,0.04781566960672304,-0.001685056991622401,0.0016934345613734407,0.00016823658531520857,-0.003788626701334683,carried_ok,-80.61405005760462,1,fp32,49
1,1.0776224838522446,29,1.0,0.046445677154045156,-0.018396736473784488,0.018547656374015176,0.002361280178774479,0.0011134082543432632,carried_ok,28.535926371103994,1,fp32,18
1,0.9428380987061014,30,1.0,0.050712836441979145,-0.01064288027954506,0.014692376649936764,-0.01012892052387015,-0.007219689336279334,carried_ok,-41.159199396541304,1,fp32,54
1,1.063969854281439,31,1.0,0.03956887139410072,0.00022493369495531565,0.000989838213929228,-0.0009639421780523732,0.0010385604172899786,carried_ok,4.323261665887701,1,fp32,43
1,0.9854675068183416,32,1.0,0.03971306440756661,0.01012943615558912,0.01013086503044838,-0.00017014533495143106,0.0016511651969569876,jammed,-0.6093133583075695,0,fp32,300
1,0.9843612575887509,33,1.0,0.05489596817559314,0.00535818571410879,0.008413494276271067,-0.006486657983119388,0.0009409837831518258,carried_ok,28.959527018071345,1,fp32,52
1,1.024935704337629,34,0.043333333333333335,0.04594674838003516,-0.028773392335607686,0.029802326248459323,-0.007763410546969707,-0.009489540983853522,dropped_in_carry,71.49963876148593,0,fp32,300
1,1.040989775038683,35,1.0,0.048664919424391696,-0.00288245429521357,0.0053116299104828055,0.004461487368797587,-0.00609164577098177,carried_ok,-73.90498618675666,1,fp32,49
1,1.0622535323353848,36,1.0,0.039704982462055,-0.007571571805075878,0.0075753546155392145,0.00023936990569259483,0.004166165949944045,carried_ok,7.879727055834645,1,fp32,38
1,1.0450768691194208,37,1.0,0.03971966088949558,0.0024924858842972552,0.00250777916912498,-0.0002765329594751849,-0.0034504574825798724,carried_ok,1.2808929234728683,1,fp32,56
1,0.9800990111777316,38,0.02666666666666667,0.042711187652088214,0.004030926702070545,0.004307641651006642,0.0015190149821584752,0.026811881860583645,dropped_in_carry,65.70031424784078,0,fp32,300
1,1.0755990240174924,39,1.0,0.04858991246860085,-0.019577639572791565,0.019630316605084373,-0.001437135614240019,0.003935692747074687,carried_ok,87.6551009387598,1,fp32,41
1,1.1273924610646742,40,1.0,0.045733655631177844,-0.002974334204955167,0.005229304464947037,0.00430104187660952,0.00031339032247861606,carried_ok,-67.54064038866292,1,fp32,12
1,0.9791877199170396,41,1.0,0.03973565070942583,-0.005308304453657741,0.0054417035769999,0.0011975147795375615,0.01217572965140096,carried_ok,18.9175940760823,1,fp32,9
1,1.0828523710871578,42,1.0,0.03993637835931458,-0.0043119622306819795,0.0043451412001080485,-0.0005359419465282595,-0.003741532892064644,carried_ok,-4.2468177612136015,1,fp32,54
1,1.0298581724768188,43,1.0,0.05655088259592621,-0.006020554484173595,0.0060209144601371615,-6.583797829505685e-05,-0.002187796289779779,carried_ok,33.34073266562797,1,fp32,52
1,1.017080117464932,44,1.0,0.043716953173568274,-0.002674956619247761,0.002937464342195866,0.0012137972840696183,-0.002071248206206014,carried_ok,16.52649003850894,1,fp32,52
1,1.0483168513026493,45,1.0,0.03972303689860305,-0.003378697514785244,0.003403999835487053,0.0004142680093609688,0.003475213558414796,carried_ok,7.914193807321601,1,fp32,29
1,1.0181220451105357,46,1.0,0.0466975087833707,0.007572309237918057,0.008739983380497895,0.004364337555313553,0.005231347333785531,carried_ok,-14.209971903695525,1,fp32,47
1,1.143116390352172,47,1.0,0.04650218341145469,0.008259431271931277,0.008293492439292822,0.0007508740938738682,-0.004035707764264264,other_fail,-60.60975355328922,0,fp32,67
1,0.9898690741386138,48,0.06,0.03789746451300993,-0.0296609745889741,0.029672424093034905,0.0008242196243424772,0.008794887129024443,dropped_in_carry,-56.13625947344668,0,fp32,300
1,1.0770542371233816,49,1.0,0.059607800427336946,-0.005200640351519653,0.006033863905856807,-0.003059551203779257,0.0031617047183858634,carried_ok,-9.88658490500644,1,fp32,6
1,1.078799009778174,50,1.0,0.05995192075622352,-0.011691731388297632,0.0116918544327254,5.3639723494068765e-05,0.0029956431994421747,carried_ok,56.03561148880459,1,fp32,25
1,1.152175754122951,51,1.0,0.06598908339885401,-0.007698668695655104,0.00951366566520599,-0.005589305386526977,-0.0001978372982546898,carried_ok,63.78620031703987,1,fp32,22
1,0.9724359381237341,52,1.0,0.056306610165762674,-0.002227475034468182,0.010982912263003285,0.010754660233947371,-0.0015084993015010472,carried_ok,43.94120998752298,1,fp32,41
1,1.0165835945407502,53,1.0,0.03974430892385748,-0.0034673911686441423,0.003737519498472585,-0.001395080816681017,0.007295757059219749,carried_ok,-0.3212438788213382,1,fp32,45
1,1.0349676948421531,54,1.0,0.05850610718729775,0.006922113832368565,0.0069326765416714625,-0.00038254950421293,-0.0009093928616502062,carried_ok,-45.69683884862008,1,fp32,183
1,0.9708138101361351,55,1.0,0.05380048337055725,-0.002552249023830498,0.0077650111670011825,0.007333581890454987,-0.0013426037630837038,carried_ok,87.32761318434952,1,fp32,34
1,1.0976191870660634,56,1.0,0.04635862262465341,-0.00798761816447809,0.008365313135172294,-0.0024852404125125984,0.005565344812824856,carried_ok,78.5982851251096,1,fp32,56
1,1.02133658189556,57,1.0,0.04451475066645171,-0.004044368290957777,0.004731928230739117,-0.002456466956415473,-0.007782412009122618,carried_ok,86.26635163594533,1,fp32,52
1,1.0515281056815342,58,1.0,0.037967957123832,0.007764089364424701,0.008045239638982593,0.0021082687660457355,0.007710269708399335,carried_ok,37.79087823265511,1,fp32,5
1,1.1856058132367258,59,1.0,0.058525812606152666,-0.008100999965861697,0.00825738903329608,-0.0015994602840668296,0.002335602742122735,carried_ok,86.777218740206,1,fp32,62
1,0.9836568443906812,60,1.0,0.05801885710089082,-0.003484449471943136,0.005263822775216507,-0.003945433067023594,-0.00016442854125702953,carried_ok,69.19833216674273,1,fp32,19
1,1.0543022923700014,61,0.0,0.037798868352631826,-0.017097251154932817,0.017245530093195568,-0.002256614973907229,0.029562670534992317,dropped_in_carry,-30.63275856464908,0,fp32,300
2,1.108326836748867,62,1.0,0.04421404104885417,0.00039530794567762054,0.0010681882314175935,-0.0009923495985907315,-0.008978443466206878,carried_ok,-83.58677725056887,1,fp32,34
1,0.9854737103490168,63,1.0,0.05524131528380505,-0.0067691903380336736,0.007302192883549087,0.002738627955021729,-0.0021246175226329075,carried_ok,-56.271170594812766,1,fp32,39
1,0.9708044640874803,64,1.0,0.05936102350976985,0.0026076715689699465,0.00675016027417225,-0.0062261314405816235,0.00025776564723017237,carried_ok,39.297821758621,1,fp32,50
1,1.0902864526931144,65,1.0,0.046063261542521536,-0.0012243045668638476,0.0023137957190052343,0.0019633463670079396,-0.0017232257844097157,carried_ok,-80.93714360674073,1,fp32,20
1,0.9952093619693739,66,1.0,0.03973060290501022,-0.009189089502851407,0.009209264046792382,-0.0006092441153830535,0.005098541273380676,carried_ok,-1.849522133412226,1,fp32,21
1,1.0181346304628678,67,1.0,0.05021509454617373,0.0004414179463237116,0.008272463320537493,-0.00826067791324063,0.0026651834455536233,carried_ok,80.38551844117845,1,fp32,56
1,0.9855520715639109,68,1.0,0.0397327572794529,-0.004218388296909105,0.00454061160559953,-0.001679986288457569,0.0022436035240219004,carried_ok,-5.146889650580398,1,fp32,56
1,1.1028357185094648,69,0.16333333333333333,0.0557759481839833,0.009706692009265466,0.01053882243947322,0.004104498586673676,0.003148680356769319,dropped_in_carry,-42.32628044381952,0,fp32,300
1,1.0918526213816704,70,1.0,0.05936279643227156,-0.004668785058683595,0.004927978395757257,0.001577154762495771,-0.0016751650385594126,carried_ok,-59.18303878955821,1,fp32,53
2,1.0075822403203165,71,1.0,0.05865567936772956,-0.0023533399249036414,0.004045026499686086,-0.0032899894499856977,0.00665224754587196,carried_ok,-74.3224433829914,1,fp32,53
1,1.090013310600142,72,1.0,0.04317554998829423,0.006738497055560296,0.0069634949000901255,-0.001755824209818969,-0.004432243614761834,carried_ok,-14.3838960917527,1,fp32,54
1,0.9355143730890451,73,0.13666666666666666,0.045431925167162365,-0.01260984675939563,0.015371943438885417,-0.00879138270085269,0.014970236233175595,dropped_in_carry,76.3658751816869,0,fp32,300
1,1.074660604813406,74,1.0,0.04342643639780797,-0.004641138385527893,0.005144651293927515,-0.002219745801322665,-0.003434269426026624,carried_ok,-12.135171585824176,1,fp32,59
1,1.0118738143575599,75,1.0,0.029661021458651786,0.014885468863007706,0.016231999512590058,0.006473069202870605,0.02209894270631459,carried_ok,-11.060167621265428,1,fp32,15
1,1.14222393107763,76,1.0,0.0397139779942586,0.005161902516839659,0.00521268787810277,0.0007258631559487966,-0.0003894781884320117,carried_ok,13.570310458834834,1,fp32,46
1,1.0837977600420734,77,1.0,0.051971998831892956,-0.016908989969869465,0.016962533298759967,-0.0013466974828796985,-0.005186312535641546,carried_ok,63.629176336094055,1,fp32,26
1,1.069824317038616,78,1.0,0.04058222396482172,-0.0016649290111114365,0.0036450478428420277,0.0032425892685578935,0.00491256176532112,other_fail,57.5323313422334,0,fp32,71
1,1.108846388497494,79,1.0,0.048126171005345095,-0.0240250951935018,0.024130262254887284,-0.002250412724993931,0.0032043501184384014,carried_ok,81.13710096062081,1,fp32,28
1,1.0241949724162525,80,1.0,0.050006523166889916,0.0015609062078805152,0.00907741625918519,-0.008942206537131634,0.0070681174141603445,carried_ok,-56.23495047808568,1,fp32,57
1,1.1428828915409812,81,1.0,0.04372643271766827,0.002751809205101794,0.004674587851080153,0.003778798443445112,-0.0009721883198005276,carried_ok,29.61992067155695,1,fp32,13
1,1.0080135770097374,82,1.0,0.04600432630872825,-0.0013925130166866685,0.005046790236779014,0.004850876126268962,-0.00012942480302639944,carried_ok,-86.65288304790742,1,fp32,32
1,1.088873828124826,83,1.0,0.0462821209113133,-0.001353238087949574,0.0025126331486544215,0.0021170904602873285,0.009137219684127871,carried_ok,-75.52249816333249,1,fp32,15
1,1.1817896675891195,84,1.0,0.05457806285610719,0.0020290953286769605,0.002456699675739148,-0.0013849712790950472,0.0025586072106887478,carried_ok,-41.54638192269679,1,fp32,37
1,1.0095574070189814,85,0.05,0.052035854160302736,-0.01784504090013355,0.02129452083960475,-0.011619429119406935,0.014906532416815579,dropped_in_carry,-35.641804531473475,0,fp32,300
1,0.937917933081971,86,1.0,0.05238892407069611,-0.01357833516182615,0.014088334985083509,-0.0037563275795707146,0.006333795184382084,carried_ok,56.32567736416411,1,fp32,55
1,1.094805413415935,87,1.0,0.0515892851436031,0.010596495719717738,0.010701419148889096,-0.0014948746643828937,0.00028953133282293066,carried_ok,63.96444378045774,1,fp32,61
1,0.9744723844138568,88,1.0,0.06339556127259482,-0.006521086076055733,0.009447594357324497,0.006836115529247711,-0.0028318429671340575,carried_ok,55.80069029505051,1,fp32,54
1,1.0027330351034365,89,1.0,0.041947710283747205,0.005690531230348331,0.007720550990527468,0.005217735324234545,0.01591172631448408,carried_ok,-2.248614204511883,1,fp32,34
1,1.023864517849636,90,1.0,0.04464740762631322,-0.0006106153116040803,0.0010547911884492755,0.0008600775502621184,-0.004881413737071056,carried_ok,-12.76882072981052,1,fp32,33
1,1.0210116540738192,91,1.0,0.042180569494750686,0.003588596917645984,0.004173585489401182,0.002130912480605868,-0.008889553786104721,carried_ok,13.952627132063517,1,fp32,21
1,1.0363532944337726,92,1.0,0.03969695752992169,-0.00322291908506765,0.0032361137529309924,-0.00029193285703362393,-0.0007993652574353414,carried_ok,-4.953682818482493,1,fp32,56
1,1.1197265539144718,93,1.0,0.052217055873862044,-0.010838704115961119,0.010944246325048491,0.0015162521920791725,-0.0006392949040439459,carried_ok,42.4864394622857,1,fp32,17
1,1.0957112555038377,94,1.0,0.0479343653381977,-0.019003522225921676,0.019003654004987,-7.077111105049765e-05,0.004643068763322196,carried_ok,87.74344814543268,1,fp32,16
1,0.973748144554117,95,1.0,0.0575410981343462,0.004694364715336361,0.011040020536019749,0.009992246662044665,0.0003249444377366504,carried_ok,78.52241558969223,1,fp32,39
1,1.0705145554100248,96,1.0,0.05924356812806918,-0.006446852683826701,0.006507135209804036,-0.0008836849617979688,-0.0014855965739203844,carried_ok,-58.64458934422027,1,fp32,53
1,1.14298269366679,97,1.0,0.0418914144382745,-0.010371486395482217,0.010457895672224538,0.0013415855691904298,0.0025104657972750475,carried_ok,20.902743977086427,1,fp32,62
1,1.311977548833965,98,1.0,0.04518477383732547,0.003737339624400701,0.005491828677345944,0.004023987419613005,-0.004104567673688364,other_fail,-54.77364991687362,0,fp32,21
1,0.9886810361679872,99,1.0,0.047071471856070135,-0.0016522672510598181,0.0056886566569915665,0.0054434205691099875,-0.00615109675379226,carried_ok,24.09643743901387,1,fp32,47
