attempts,eef_z,episode,frac_grasped,grip_w,off_x,off_xy,off_y,off_z,outcome,rel_yaw,success,tag,tr_steps
1,1.1000121041111703,0,1.0,0.04169958778097939,-0.011023949016942883,0.01227407650516647,-0.005396804807154284,-0.006759552605939088,carried_ok,-15.719851332047757,1,int8,49
1,1.021057222971666,1,1.0,0.04419436821686076,0.00485228404925888,0.005607939048076603,-0.0028114622302727378,-0.0017461549531301455,carried_ok,22.153229384135198,1,int8,57
1,0.9064283393551794,2,0.38666666666666666,0.0424954691130321,-0.003046002215788112,0.0279747321117718,-0.027808407132139196,0.011525922124297188,dropped_in_carry,-5.239873064863888,0,int8,300
1,1.104614303920584,3,1.0,0.05317887555432088,-0.015661805187151972,0.01620256304019774,-0.004151012810300811,-0.004559676726600772,carried_ok,-46.61944146035778,1,int8,32
1,1.158208369733118,4,1.0,0.04622353420007184,-0.00997861057396128,0.010271540092468175,-0.0024355424209833087,0.007231412979263197,carried_ok,83.92484658513524,1,int8,68
2,1.023629583540273,5,1.0,0.03966526316132974,-0.017831089251776358,0.01783205290896519,-0.00018538350336390363,-0.00026638345381323376,carried_ok,-4.577967736684805,1,int8,58
1,1.069373546836325,6,1.0,0.045093881348449036,-0.01654774605214516,0.01661026279394176,-0.0014397675776042008,0.012572740221616356,carried_ok,84.39436968455385,1,int8,57
1,1.0552761116947829,7,1.0,0.0544298704302256,-0.012169387090502684,0.013155704918918076,-0.004997858516920209,-0.004388235075211574,carried_ok,-58.75067342283408,1,int8,68
1,1.1978069738936417,8,1.0,0.0402006598336624,-0.0010480024904457757,0.002704633058821292,0.0024933372741946626,0.0033852393404947864,carried_ok,22.266650806851278,1,int8,12
1,1.0788683726734631,9,1.0,0.042604776525000915,0.0004399636457473339,0.0014002166730343092,0.00132930008721281,-0.003245229605478274,carried_ok,-7.796366243082662,1,int8,61
1,1.083839621741612,10,1.0,0.03970401329370554,0.0024285045249878507,0.002429672641369725,7.533204055426488e-05,0.0005879569658277136,carried_ok,3.026940203133811,1,int8,61
1,1.0442978194771602,11,1.0,0.048944615208113294,-0.00952185872769606,0.010322044733404308,-0.0039848229381238475,0.0009838975265355192,carried_ok,-31.373112112724783,1,int8,58
2,0.9745473633531915,12,1.0,0.046049531502393035,-0.0007188992286614876,0.005576221572222855,0.005529686331208439,-0.010370376177978355,carried_ok,71.7987276363149,1,int8,52
1,1.1296528529705485,13,1.0,0.04171435435166712,-0.0033853510472628898,0.003986046338726216,0.002104272725021339,-0.0037122913072755014,carried_ok,17.31355602740728,1,int8,66
1,1.257831141922648,14,1.0,0.049005913353435224,0.00029566026950838165,0.004031831851003663,0.004020976632585901,0.0003875274094201561,other_fail,-47.245001254602045,0,int8,10
1,1.1452952468957784,15,1.0,0.041722161940773356,-0.022571261395242508,0.022594752146707316,0.0010300405811277703,0.013397506754263704,carried_ok,9.419340583555652,1,int8,10
1,1.0722990851767358,16,1.0,0.04772301703977909,-0.003907741857405035,0.00779529962027246,0.006745090788544258,0.009073192688564501,carried_ok,-79.81106092287808,1,int8,8
1,1.0035473140118065,17,1.0,0.057728096859385694,-0.003769414588261467,0.004855886415873115,-0.0030612328473447886,0.0008273858846375552,carried_ok,-44.21812054326166,1,int8,66
1,1.0820262062688921,18,0.6733333333333333,0.05454976256220111,-0.008834627429026064,0.009755814144725287,-0.00413826869798498,-0.005633727594167329,dropped_in_carry,-78.67052040014063,0,int8,300
1,1.0913310849602165,19,1.0,0.04638947230585828,-0.008339587784282053,0.009085600140852702,-0.003605468833274836,0.001782297312574318,jammed,69.86754321923534,0,int8,300
1,1.0437957066798844,20,1.0,0.059273608576260725,0.0006943501114026506,0.0034972163148692106,-0.0034275938901483804,-0.0039988923605094534,carried_ok,-49.6881133627774,1,int8,51
1,1.0735757333754972,21,1.0,0.04518748863335936,-0.016653249258930518,0.016713205827597284,-0.0014144038162992945,0.01287347094451444,carried_ok,85.7461350861896,1,int8,46
1,1.1779410492613271,22,1.0,0.03620883269819469,-0.0015251336289906336,0.0015742165120659287,-0.0003900321019901804,0.022200826277903724,carried_ok,27.278372918188282,1,int8,25
2,0.9672062172282367,23,1.0,0.0498525005563346,0.002722376278594514,0.003036273355778089,0.0013444788167739285,0.004653933631579286,carried_ok,-56.784310340166556,1,int8,39
1,1.0582689938683891,24,1.0,0.05465669665465042,0.002160054071689514,0.0051433199672556275,-0.0046677517814198285,-0.0023515116391967373,jammed,86.2392629562125,0,int8,300
