episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,margin_hand,joint_hand,grasp_step
0,123,hold,int8_hold,0,1.0,1,1,0,53,42.34953581709806,0.01646094836143866,,0.1406575466244735,0.8307283632973568,3,27
1,123,hold,int8_hold,0,-1.0,1,0,0,-1,1.2147757491474636,0.025216114066208828,,0.11106754015530274,,,90
2,123,hold,int8_hold,1,1.0,1,1,1,-1,30.98203399050476,0.014209848191417048,0.02009594763715744,0.09682781239406812,0.3894625034114332,1,37
3,123,hold,int8_hold,1,-1.0,1,1,1,-1,8.875664039015447,0.017539350723853816,0.010766199915073457,0.21125195905098992,3.111683724554837e-05,5,29
4,123,hold,int8_hold,0,1.0,1,1,1,-1,0.09142541483592481,0.00879766423921931,0.0002200188321689939,0.12855919327986076,0.47479309947931947,5,33
5,123,hold,int8_hold,0,-1.0,1,1,0,30,8.855406793947608,0.011834874077518757,,0.11362638219745391,0.21894634591025985,5,26
6,123,hold,int8_hold,1,1.0,1,1,1,-1,7.768465997670319,0.011868863478854446,0.0014232330876800287,0.2988641116674,-0.0003067142034378634,5,25
7,123,hold,int8_hold,1,-1.0,1,1,1,-1,13.057302721603826,0.008780686958924694,0.003813088219976085,0.19810278863107045,0.012127711785440365,5,24
8,123,hold,int8_hold,0,1.0,1,1,1,-1,0.5737297514082798,0.007116448059099079,0.007369003270482227,0.14760354281497323,-0.0003410252524522761,5,29
9,123,hold,int8_hold,0,-1.0,1,1,1,-1,39.17397800978392,0.01061679621547446,0.005381006199643275,0.12884102277550946,-7.797347445315239e-05,5,32
10,123,hold,int8_hold,1,1.0,1,1,1,-1,31.39231437788355,0.019030789736528754,0.01960180226433047,0.1178321216455056,0.5745951353275358,5,24
11,123,hold,int8_hold,1,-1.0,1,1,1,-1,32.42993716453245,0.007664292175051359,0.017224040832626082,0.12376184347043029,0.021002712345890018,5,29
12,123,hold,int8_hold,0,1.0,1,1,1,-1,42.03280850699204,0.015900936937081864,0.020112163873770714,0.14408368543600947,0.7431022392507951,5,29
13,123,hold,int8_hold,0,-1.0,1,1,1,-1,10.405448588359548,0.011268843165426774,0.0033316221748787033,0.14047515108691122,0.6723124017644708,5,27
14,123,hold,int8_hold,1,1.0,1,1,1,-1,10.214607012266583,0.006377522605196343,0.007664966531005326,0.08947877728988751,0.0003844400563317585,5,29
15,123,hold,int8_hold,1,-1.0,1,1,1,-1,14.378277172206992,0.006722108686580749,0.007548251396334456,0.17436292721335278,0.0054010106562789595,5,29
16,123,hold,int8_hold,0,1.0,1,1,1,-1,5.678625257373909,0.003943278248497811,0.0005577442904640852,0.13949027522488944,0.2269592432237313,5,29
17,123,hold,int8_hold,0,-1.0,1,1,1,-1,23.547204050343495,0.013369590477669425,0.009216820579779553,0.12061281517073197,0.5958608455777177,5,29
18,123,hold,int8_hold,1,1.0,0,0,0,-1,,,,,,,-1
19,123,hold,int8_hold,1,-1.0,1,1,1,-1,30.358220085517416,0.0050530274851852035,0.004659453358113573,0.11051460061614249,0.1703055526111279,5,27
20,123,hold,int8_hold,0,1.0,1,0,0,-1,31.05697893142269,0.014012809290420071,,0.0007797232132956688,,,34
21,123,hold,int8_hold,0,-1.0,1,1,0,54,0.4829899054479938,0.016467894075144048,,0.270281296161461,-0.00028660491877996463,5,48
22,123,hold,int8_hold,1,1.0,1,1,1,-1,13.811491524711059,0.0020932979718578364,0.0010587901439880886,0.18129290517052288,0.011005849727496742,5,22
23,123,hold,int8_hold,1,-1.0,1,1,1,-1,35.29885941826063,0.010577462824352199,0.006239830050591073,0.2237886242693502,-0.00018154630886124679,5,28
24,123,hold,int8_hold,0,1.0,1,0,0,-1,32.683646249401626,0.022072616325192505,,0.010501405357210003,,,64
25,123,hold,int8_hold,0,-1.0,1,1,0,11,26.227299482768828,0.012240249851978913,,0.12558705887998922,0.1459580923158268,5,34
26,123,hold,int8_hold,1,1.0,1,1,1,-1,13.309017113813589,0.003948819747198409,0.000617953049880097,0.1831542791790559,0.004941179072613711,5,25
27,123,hold,int8_hold,1,-1.0,1,1,1,-1,3.683037368742987,0.0032078849850494164,0.0006240554350785359,0.31428264934403183,-0.0020863412361209477,6,26
