episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,margin_hand,joint_hand,grasp_step
0,101,hold,mono_hold,0,1.0,1,1,1,-1,17.186922819389224,0.004709546805188714,0.0016223004844420621,0.136046063879655,1.1135597946373132,1,28
1,101,hold,mono_hold,0,-1.0,1,1,1,-1,13.935252716734698,0.0029549445015519776,0.0016537333837611439,0.13101692979054258,0.6548030230064636,5,21
2,101,hold,mono_hold,1,1.0,1,1,1,-1,6.272359057371915,0.007598374504889041,0.0018741868338642443,0.1433194225013571,1.0706567085591308,1,24
3,101,hold,mono_hold,1,-1.0,1,1,1,-1,36.43409701869308,0.0035843144368213546,0.001745049129742414,0.14664661231436082,1.1228112344079437,1,21
4,101,hold,mono_hold,0,1.0,1,1,1,-1,17.27421310332258,0.00700260432359944,0.002906669449435659,0.13927439163730448,1.0632013352557372,1,26
5,101,hold,mono_hold,0,-1.0,1,1,1,-1,3.073391528904132,0.0024620782294666197,0.0025266119911014646,0.12218588381796847,0.4613646742275703,5,26
6,101,hold,mono_hold,1,1.0,1,1,1,-1,8.747887199960282,0.0033839350902339603,0.0032662711177258784,0.1289453489993334,0.6770263396855429,5,30
7,101,hold,mono_hold,1,-1.0,1,1,1,-1,13.969825450722723,0.0063561500983009165,0.0033143941398872624,0.1304185131496236,1.1151233227210002,3,31
8,101,hold,mono_hold,0,1.0,1,1,1,-1,36.58846732631469,0.00814518262749679,0.006311862688694615,0.129912876174353,0.7226968124130315,5,25
9,101,hold,mono_hold,0,-1.0,1,1,0,36,26.24485820405937,0.012771352591711074,,0.1330015609480304,0.9579899028949765,3,27
10,101,hold,mono_hold,1,1.0,1,1,1,-1,0.8805560379725534,0.009299884043726267,0.0002775204753036478,0.13993637791186442,1.2270140401602303,3,24
11,101,hold,mono_hold,1,-1.0,1,1,1,-1,26.87080158340666,0.0030552167465147393,0.0013680601904290566,0.1513782394294667,0.8837725623357987,1,27
12,101,hold,mono_hold,0,1.0,1,1,1,-1,0.9889984011349924,0.0012734581218781641,0.00018204281640344224,0.12334950604592132,0.7425658561500459,3,22
13,101,hold,mono_hold,0,-1.0,1,1,1,-1,5.966904971042794,0.0054286587977740025,0.002594738992284854,0.1415524272515516,1.1177712544662364,1,24
14,101,hold,mono_hold,1,1.0,1,1,1,-1,24.11421160214347,0.009182515860282146,0.010075149372302986,0.136676771018848,0.9947299051570453,3,24
15,101,hold,mono_hold,1,-1.0,1,1,1,-1,14.35415967863139,0.005546906260492537,0.0031893021119440324,0.12449627332068502,0.8035103719455758,5,35
16,101,hold,mono_hold,0,1.0,1,1,1,-1,0.7043517742597203,0.007377877055574533,0.002569731666857081,0.1372333421187456,1.0371591470312405,1,29
