episode,attempts,success,phase,steps,tag,regrasps,unjams
0,2,0,DONE_FAIL,300,keeprot,0,0
1,1,0,DONE_FAIL,300,keeprot,0,0
2,1,1,DONE_OK,59,keeprot,0,0
3,2,0,DONE_FAIL,300,keeprot,0,0
4,1,0,DONE_FAIL,300,keeprot,0,0
5,1,0,DONE_FAIL,84,keeprot,0,0
6,1,0,DONE_FAIL,300,keeprot,0,0
7,1,0,DONE_FAIL,85,keeprot,0,0
8,1,0,DONE_FAIL,300,keeprot,0,0
9,1,1,DONE_OK,304,keeprot,0,0
10,1,0,DONE_FAIL,300,keeprot,0,0
11,1,0,DONE_FAIL,324,keeprot,0,0
12,1,0,DONE_FAIL,92,keeprot,0,0
13,1,0,DONE_FAIL,83,keeprot,0,0
14,1,0,DONE_FAIL,300,keeprot,0,0
15,1,0,DONE_FAIL,63,keeprot,0,0
16,1,0,DONE_FAIL,300,keeprot,0,0
17,1,0,DONE_FAIL,300,keeprot,0,0
18,1,0,DONE_FAIL,286,keeprot,0,0
19,1,0,DONE_FAIL,58,keeprot,0,0
20,1,0,DONE_FAIL,300,keeprot,0,0
21,1,0,DONE_FAIL,205,keeprot,0,0
22,1,0,DONE_FAIL,266,keeprot,0,0
23,1,1,DONE_OK,273,keeprot,0,0
24,1,0,DONE_FAIL,300,keeprot,0,0
25,1,0,DONE_FAIL,300,keeprot,0,0
26,1,0,DONE_FAIL,300,keeprot,0,0
27,1,1,DONE_OK,65,keeprot,0,0
28,1,0,DONE_FAIL,300,keeprot,0,0
29,2,0,DONE_FAIL,300,keeprot,0,0
30,1,0,DONE_FAIL,300,keeprot,0,0
31,1,0,DONE_FAIL,300,keeprot,0,0
32,1,1,DONE_OK,280,keeprot,0,0
33,1,0,DONE_FAIL,217,keeprot,0,0
34,2,1,DONE_OK,64,keeprot,0,0
35,1,0,DONE_FAIL,300,keeprot,0,0
36,1,1,DONE_OK,52,keeprot,0,0
37,1,0,DONE_FAIL,60,keeprot,0,0
38,1,0,DONE_FAIL,300,keeprot,0,0
39,1,0,DONE_FAIL,300,keeprot,0,0
40,1,1,DONE_OK,83,keeprot,0,0
41,1,0,DONE_FAIL,97,keeprot,0,0
42,1,0,DONE_FAIL,224,keeprot,0,0
43,1,1,DONE_OK,72,keeprot,0,0
44,1,0,DONE_FAIL,215,keeprot,0,0
45,1,0,DONE_FAIL,300,keeprot,0,0
46,2,0,DONE_FAIL,70,keeprot,0,0
47,1,1,DONE_OK,334,keeprot,0,0
48,1,1,DONE_OK,79,keeprot,0,0
49,1,1,DONE_OK,44,keeprot,0,0
50,2,0,DONE_FAIL,119,keeprot,0,0
51,2,0,DONE_FAIL,273,keeprot,0,0
52,1,0,DONE_FAIL,300,keeprot,0,0
53,1,0,DONE_FAIL,90,keeprot,0,0
54,2,0,DONE_FAIL,300,keeprot,0,0
55,2,1,DONE_OK,86,keeprot,0,0
56,1,0,DONE_FAIL,300,keeprot,0,0
57,1,0,DONE_FAIL,300,keeprot,0,0
58,1,1,DONE_OK,250,keeprot,0,0
59,1,0,DONE_FAIL,249,keeprot,0,0
60,1,1,DONE_OK,36,keeprot,0,0
61,1,0,DONE_FAIL,58,keeprot,0,0
62,1,0,DONE_FAIL,300,keeprot,0,0
63,1,1,DONE_OK,73,keeprot,0,0
64,1,0,DONE_FAIL,94,keeprot,0,0
65,1,0,DONE_FAIL,258,keeprot,0,0
66,1,0,DONE_FAIL,300,keeprot,0,0
67,1,0,DONE_FAIL,91,keeprot,0,0
68,1,0,DONE_FAIL,87,keeprot,0,0
69,1,1,DONE_OK,96,keeprot,0,0
70,1,0,DONE_FAIL,100,keeprot,0,0
71,1,1,DONE_OK,289,keeprot,0,0
72,1,0,DONE_FAIL,191,keeprot,0,0
73,1,0,DONE_FAIL,201,keeprot,0,0
74,1,0,DONE_FAIL,300,keeprot,0,0
75,1,1,DONE_OK,320,keeprot,0,0
76,1,1,DONE_OK,80,keeprot,0,0
77,1,0,DONE_FAIL,300,keeprot,0,0
78,1,1,DONE_OK,78,keeprot,0,0
79,1,1,DONE_OK,79,keeprot,0,0
80,1,0,DONE_FAIL,300,keeprot,0,0
81,2,0,DONE_FAIL,300,keeprot,0,0
82,1,0,DONE_FAIL,57,keeprot,0,0
83,1,0,DONE_FAIL,250,keeprot,0,0
84,1,0,DONE_FAIL,46,keeprot,0,0
85,1,1,DONE_OK,299,keeprot,0,0
86,2,0,DONE_FAIL,300,keeprot,0,0
87,1,0,DONE_FAIL,300,keeprot,0,0
88,1,0,DONE_FAIL,300,keeprot,0,0
89,1,0,DONE_FAIL,61,keeprot,0,0
90,1,0,DONE_FAIL,58,keeprot,0,0
91,2,1,DONE_OK,101,keeprot,0,0
92,2,0,DONE_FAIL,300,keeprot,0,0
93,1,0,DONE_FAIL,300,keeprot,0,0
94,1,0,DONE_FAIL,98,keeprot,0,0
95,1,1,DONE_OK,75,keeprot,0,0
96,1,0,DONE_FAIL,300,keeprot,0,0
97,1,0,DONE_FAIL,76,keeprot,0,0
98,2,1,DONE_OK,279,keeprot,0,0
99,1,1,DONE_OK,41,keeprot,0,0
