episode,seed,profile,tag,axis,sign,grasp_ok,lift_ok,survived,lost_at,diag_deg,off_xy0,drift,rise,margin_hand,joint_hand,grasp_step
0,503,jerk,mono_jerk,0,1.0,1,1,1,-1,32.32251411196688,0.0046908360909979786,0.0009494467863463858,0.1260329955242574,0.8967229422038874,5,34
1,503,jerk,mono_jerk,0,-1.0,1,1,1,-1,22.39316199038953,0.005422124164840417,0.002457752820017878,0.13025459019692442,1.070923034539745,3,25
2,503,jerk,mono_jerk,1,1.0,1,1,1,-1,6.868202083064368,0.0020727139188178754,0.0002788718775071693,0.12897155254117798,0.7390819228327796,5,29
3,503,jerk,mono_jerk,1,-1.0,1,1,1,-1,36.02287875667287,0.0100107044092925,0.010775992434053945,0.13703179436800172,1.0484927426816877,3,21
4,503,jerk,mono_jerk,0,1.0,1,1,1,-1,44.117718098643394,0.004776331008937178,0.0014528660580164859,0.1391689261144482,1.0130869950403771,3,22
5,503,jerk,mono_jerk,0,-1.0,1,1,1,-1,16.29012724279596,0.007215282197246586,0.005378349980531386,0.13871506449424842,1.1170215548312536,1,24
6,503,jerk,mono_jerk,1,1.0,1,1,1,-1,18.983941175349603,0.0034157589314641372,0.002263273257709155,0.11914823097506622,0.6555342560800446,5,37
7,503,jerk,mono_jerk,1,-1.0,1,1,1,-1,16.47692378276352,0.008938430757178362,0.0021990519043301477,0.14383301421624806,1.0988448018318218,1,23
8,503,jerk,mono_jerk,0,1.0,1,1,1,-1,10.997408394471222,0.0069108566600329276,0.0002509710935911318,0.1355154375095713,1.085979644892939,3,23
9,503,jerk,mono_jerk,0,-1.0,1,1,1,-1,5.439013172589355,0.005530538652856757,0.005134597049202919,0.12188428184090139,0.6126495012337774,5,28
10,503,jerk,mono_jerk,1,1.0,1,1,1,-1,16.806211258480374,0.0072168743140771175,0.002679685431192342,0.14295698115949862,1.1900550137216763,1,22
11,503,jerk,mono_jerk,1,-1.0,1,1,1,-1,39.43523848306481,0.007230907670397017,0.00023312671561793384,0.14032398111497024,1.1943223306935522,1,26
12,503,jerk,mono_jerk,0,1.0,1,1,1,-1,10.78173250069186,0.0020672480384066687,0.0010709412352406104,0.13926495125316474,1.099011645004476,1,25
13,503,jerk,mono_jerk,0,-1.0,1,1,1,-1,44.96802401088112,0.006768520239475409,0.019823726301095166,0.13585520335571422,1.0925806743031574,3,21
14,503,jerk,mono_jerk,1,1.0,1,1,1,-1,11.136549249139861,0.007812592433763492,0.0005770606600625999,0.1449131377030728,1.1734077481143999,1,32
15,503,jerk,mono_jerk,1,-1.0,1,1,1,-1,31.800518434501363,0.007318094129029348,0.009951002346178324,0.12975894742843797,0.8324214710464344,5,25
16,503,jerk,mono_jerk,0,1.0,1,1,1,-1,33.68654850864294,0.009061209550539507,0.01910829369457884,0.13065908315827224,1.1652246727097322,1,29
17,503,jerk,mono_jerk,0,-1.0,1,1,1,-1,21.62255133271286,0.007393631448315389,0.0017593574109893775,0.13201853008696873,0.9750043120284091,3,25
18,503,jerk,mono_jerk,1,1.0,1,1,1,-1,20.151690991227426,0.002986668401438031,0.00327780977902966,0.14243433534217198,1.1691298481827261,1,23
19,503,jerk,mono_jerk,1,-1.0,1,1,1,-1,33.602899424547644,0.008256735920036692,0.00607862788485529,0.1425304047937095,1.0709731803572615,1,27
20,503,jerk,mono_jerk,0,1.0,1,1,1,-1,27.949832019814806,0.0036192397074641647,0.0071919085892209605,0.1299641047575072,1.031824530135399,1,29
21,503,jerk,mono_jerk,0,-1.0,1,1,1,-1,13.408045956820104,0.00787097749758213,0.002654914024788173,0.13608951133015168,1.1945852000979458,1,23
