episode,attempts,success,phase,steps,tag,regrasps,unjams,pose_rejects
0,1,1,DONE_OK,112,D_loose,0,0,0
1,1,1,DONE_OK,119,D_loose,0,0,0
2,1,0,DONE_FAIL,375,D_loose,1,0,0
3,1,1,DONE_OK,95,D_loose,0,0,0
4,1,1,DONE_OK,136,D_loose,0,0,0
5,2,1,DONE_OK,120,D_loose,0,0,0
6,1,1,DONE_OK,117,D_loose,0,0,0
7,1,1,DONE_OK,105,D_loose,0,0,0
8,1,1,DONE_OK,110,D_loose,0,0,0
9,1,1,DONE_OK,126,D_loose,0,0,0
10,1,1,DONE_OK,126,D_loose,0,0,0
11,1,1,DONE_OK,123,D_loose,0,0,0
12,2,1,DONE_OK,120,D_loose,0,0,0
13,1,1,DONE_OK,135,D_loose,0,0,0
14,1,0,DONE_FAIL,120,D_loose,0,0,0
15,2,1,DONE_OK,58,D_loose,0,0,0
16,1,1,DONE_OK,136,D_loose,0,0,0
17,1,0,DONE_FAIL,457,D_loose,1,0,0
18,1,0,DONE_FAIL,300,D_loose,0,0,0
19,1,1,DONE_OK,116,D_loose,0,0,0
20,1,1,DONE_OK,90,D_loose,0,0,0
21,3,1,DONE_OK,105,D_loose,0,0,0
22,1,0,DONE_FAIL,300,D_loose,0,0,0
23,1,1,DONE_OK,106,D_loose,0,0,0
24,1,1,DONE_OK,119,D_loose,0,0,0
25,3,1,DONE_OK,108,D_loose,0,0,0
26,1,1,DONE_OK,125,D_loose,0,0,0
27,2,1,DONE_OK,112,D_loose,0,0,0
28,1,1,DONE_OK,135,D_loose,0,0,0
29,1,1,DONE_OK,85,D_loose,0,0,0
30,1,1,DONE_OK,99,D_loose,0,0,0
31,1,1,DONE_OK,80,D_loose,0,0,0
32,1,1,DONE_OK,159,D_loose,0,0,0
33,1,1,DONE_OK,166,D_loose,0,0,0
34,1,1,DONE_OK,128,D_loose,0,0,0
35,1,1,DONE_OK,151,D_loose,0,0,0
36,1,0,DONE_FAIL,300,D_loose,0,0,0
37,1,1,DONE_OK,89,D_loose,0,0,0
38,1,1,DONE_OK,106,D_loose,0,0,0
39,1,1,DONE_OK,117,D_loose,0,0,0
40,2,1,DONE_OK,115,D_loose,0,0,0
41,1,1,DONE_OK,124,D_loose,0,0,0
42,1,1,DONE_OK,72,D_loose,0,0,0
43,1,1,DONE_OK,79,D_loose,0,0,0
44,1,1,DONE_OK,85,D_loose,0,0,0
45,1,1,DONE_OK,72,D_loose,0,0,0
46,2,0,DONE_FAIL,300,D_loose,0,0,0
47,1,0,DONE_FAIL,300,D_loose,0,0,0
48,1,0,DONE_FAIL,297,D_loose,1,0,0
49,1,1,DONE_OK,132,D_loose,0,0,0
50,1,1,DONE_OK,141,D_loose,0,0,0
51,1,0,DONE_FAIL,300,D_loose,0,0,0
52,2,0,DONE_FAIL,300,D_loose,0,0,0
53,1,1,DONE_OK,120,D_loose,0,0,0
54,1,1,DONE_OK,116,D_loose,0,0,0
55,1,1,DONE_OK,87,D_loose,0,0,0
56,1,1,DONE_OK,94,D_loose,0,0,0
57,1,0,DONE_FAIL,87,D_loose,0,0,0
58,1,1,DONE_OK,99,D_loose,0,0,0
59,1,1,DONE_OK,95,D_loose,0,0,0
60,2,1,DONE_OK,106,D_loose,0,0,0
61,1,0,DONE_FAIL,100,D_loose,0,0,0
62,1,1,DONE_OK,99,D_loose,0,0,0
63,1,1,DONE_OK,116,D_loose,0,0,0
64,3,0,DONE_FAIL,255,D_loose,1,0,0
65,1,1,DONE_OK,103,D_loose,0,0,0
66,1,1,DONE_OK,76,D_loose,0,0,0
67,1,1,DONE_OK,128,D_loose,0,0,0
68,1,1,DONE_OK,102,D_loose,0,0,0
69,1,1,DONE_OK,55,D_loose,0,0,0
70,1,1,DONE_OK,93,D_loose,0,0,0
71,1,1,DONE_OK,75,D_loose,0,0,0
72,1,1,DONE_OK,114,D_loose,0,0,0
73,1,1,DONE_OK,133,D_loose,0,0,0
74,1,1,DONE_OK,106,D_loose,0,0,0
75,1,1,DONE_OK,99,D_loose,0,0,0
76,1,1,DONE_OK,105,D_loose,0,0,0
77,1,0,DONE_FAIL,300,D_loose,0,0,0
78,1,1,DONE_OK,172,D_loose,0,0,1
79,1,1,DONE_OK,73,D_loose,0,0,0
80,3,1,DONE_OK,69,D_loose,0,0,0
81,1,1,DONE_OK,230,D_loose,1,0,0
82,1,1,DONE_OK,116,D_loose,0,0,0
83,1,1,DONE_OK,83,D_loose,0,0,0
84,2,0,DONE_FAIL,171,D_loose,0,0,0
85,1,1,DONE_OK,95,D_loose,0,0,0
86,1,1,DONE_OK,138,D_loose,0,0,0
87,1,1,DONE_OK,85,D_loose,0,0,0
88,1,1,DONE_OK,41,D_loose,0,0,0
89,1,1,DONE_OK,112,D_loose,0,0,0
90,1,1,DONE_OK,217,D_loose,0,0,0
91,1,1,DONE_OK,119,D_loose,0,0,0
92,1,1,DONE_OK,95,D_loose,0,0,0
93,1,1,DONE_OK,149,D_loose,0,0,0
94,1,1,DONE_OK,113,D_loose,0,0,0
95,2,1,DONE_OK,87,D_loose,0,0,0
96,1,0,DONE_FAIL,273,D_loose,1,0,0
97,3,1,DONE_OK,102,D_loose,0,0,1
98,2,1,DONE_OK,134,D_loose,0,0,0
99,1,1,DONE_OK,107,D_loose,0,0,0
